id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist
2494586721,1,34,16,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-01-02T07:47:24.160Z,2023-01-02T08:42:00Z,3963290365,30,"90cmfctiu1b17s790t26ddcd1, f35u25047d9vmzt6j20fd29cl, 8gzsegmgy3fjcluzdci515j2t, 68mqljqiwgzgextvvyncb3avp, adhfs6658xx5hpxur1496kv6d, bnpu23zlwzn5gtr4t8j8qtnh0, cufgsqfkltgeb7ak2uan2dqdx, 7vq2cctowa657lg0v740lhtjp, 61rdelnm1qf1rh24z6omazu1h, 869lv47g5aohwwzeyzx9xmt7u, 4wk0sw7u4c17v2owhx5bhmusq, 5pjrdhytzrteyqxxcvxxhjqax, 5c8v9xugyq3jm2kik1eeoptnu, 9sczcrp79182vio8prnrw5kdm, djz5cm1g7ouen2y4o7w35jbl6, 1vr7xk50jy6ytnogke8h6ciga, 1e1wh213cg8q6lsqa3kvbjdka, 4oqiyxgv3i7lhki54wqjtyqz8",3963290377,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963290369,59,"33, 10, 14, 5, 29, 37, 7, 8, 18, 19, 16, 2, 3, 4, 12, 13, 20, 36",3963312431,197,17190,3963290371,130,11,3963290367,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3963290373,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3963290375,194,7vq2cctowa657lg0v740lhtjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494586751,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-01-02T07:47:37.110Z,2023-01-02T08:50:11Z,3963290501,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3963312627,197,874,3963290503,194,8wt0rz1iw4aon12zj6axq1sk5,3963290493,30,"8bp03i0tjmh836ud5jekv2aui, 5eqoaq3vo99bk6w8rda67iw6i, 9p4eptchs6yk33mzve5acbth, bdubw4m7kqyerzclhw8s8zpp1, 9l5seuy6ggcvpqnt5ekxn1pii, a5y5w6rclo7jen1tg6xhfgewa, bidqgybf8b93bdsi4t4kzeuhh, 3qwtpnlm38xo5f1u36a30kus5, 6b31g4lw3ste6xrg1kwwn5iol, 4j4nenchzzxi4a96o7jqdpgid, 8wt0rz1iw4aon12zj6axq1sk5, c0f9jho2nsyygravyp7f19i3t, 86sqmnbenft8ugq57q2i2wzbp, 2kig0lwusomobls6p3am0l7qi, 7svze93i8mizkw3h8wsdbxkgl, 8xkw7djsy38p9rck0ysxtfdd6, 410fzkckxjcw6b02nkcvpvitw, 2c81wahtsfjksewt89ccirris",3963290505,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3963290495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3963290499,130,8,3963290497,59,"46, 36, 7, 28, 13, 41, 26, 8, 9, 10, 11, 1, 4, 6, 14, 27, 47, 66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494591413,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-01-02T08:46:28.489Z,2023-01-04T06:39:09Z,3963315011,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494591411,2,32,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-01-02T08:46:28.489Z,2023-01-02T08:46:28Z,3963315001,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494591423,3,1,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,50,50,2023-01-02T08:46:28.589Z,2023-01-02T08:46:31Z,3963315045,141,58.4,3963315051,279,S,3963315043,140,31.5,3963315041,56,Back,3963315047,212,20.2,3963315049,213,2.9,,,,,,,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494591429,4,1,1,0,2,cuj4qahgk4idsme4dg8clk6gw,0,35.2,58.8,2023-01-02T08:46:31.288Z,2023-01-02T08:46:36Z,3963315087,212,45.2,3963315089,213,5.8,3963315079,155,,3963315091,1,,3963315085,141,28.5,3963315083,140,73.5,3963315081,56,Center,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494591437,3,44,1,0,6,6lezh5aazy0xca1800e5dqxwl,1,28.2,69.5,2023-01-02T08:46:35.335Z,2023-01-02T08:46:36Z,3963315111,56,Back,3963315123,233,5,3963315113,285,,,,,,,,,,,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494591431,5,44,1,0,6,cuj4qahgk4idsme4dg8clk6gw,0,71.8,30.5,2023-01-02T08:46:35.336Z,2023-01-02T08:46:37Z,3963315095,56,Center,3963315097,286,,3963315127,233,3,,,,,,,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494591445,4,1,1,0,7,6lezh5aazy0xca1800e5dqxwl,1,29,67.6,2023-01-02T08:46:35.504Z,2023-01-04T06:41:25Z,3963315157,213,1.1,3963315153,141,80.6,3963315155,212,10.2,3963315149,56,Back,3963315147,3,,3963315151,140,33.8,,,,,,,bdubw4m7kqyerzclhw8s8zpp1,Juande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494591449,5,49,1,0,8,6lezh5aazy0xca1800e5dqxwl,1,32.7,80.8,2023-01-02T08:46:37.065Z,2023-01-04T06:41:55Z,,,,,,,,,,,,,,,,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
