id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/11/value
2522179077,1,34,16,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-03-19T05:15:47.779Z,2023-03-19T06:01:27Z,4108725503,194,w8u1a5hrtitytfof3jk0zbh1,4108725499,130,2,4108725495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4108725493,30,"dmxzug2enscx331w5vmdzn2s5, 95sml1vx1fwwhq8p32p60e11x, 2wnqoxtt8xlglpndyjb5rb622, w8u1a5hrtitytfof3jk0zbh1, 46acb400oivj94jwu3i3lrxsl, yhkueqgsvvd5fzdffg9nky51, c575swutxi9er3j9txklhrzoq, ez47kkcz2wgypddldq97yz2dx, njzhdtpegev8seam0oe0zpp1, cl3z842ngppg6uu3tlusruep5, 91lwbi9gd4crrnmt30yld307p, 3ff82uwwa2eb4k4yh7f1144id, vfwu1evhxgeeza1pvkyaxgph, 2nn6berxelojkxb2rjjnqw4id, 5hylntpne6d7xwey2v9d9lg8a, 5ub4d2vf2s1fujgoa2at29aay, 3dgasrprt0ly3015fv1rulwmi, ekmq2tqdwkxcoagknm66ciove",4108725497,59,"20, 2, 3, 8, 5, 21, 11, 14, 10, 19, 7, 1, 4, 6, 24, 26, 28, 29",4108772625,197,17502,4108725505,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4108725501,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522179805,1,34,16,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-03-19T05:18:55.237Z,2023-03-19T05:57:02Z,4108729311,194,bgl8h2ygh9ztbnzt79wv178ph,4108729313,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4108729305,59,"20, 15, 5, 6, 22, 23, 31, 13, 9, 98, 7, 3, 4, 10, 24, 25, 28, 41",4108729309,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4108729301,30,"bgl8h2ygh9ztbnzt79wv178ph, 8h8ihiytz6xko4a4fzrpqz8ph, 4qdcbp2hdy7ap97sas98x3g0l, 7qwmlcxsxlxmq01g7dkt7v14a, 7hew5ue5j22q9voqfewjcrgus, 3py7ky3kq3ikgy0fl2g2rrtre, 7u4b1qrfl77crswls2ix35o89, 3hfu7zxdbwlshk4wc87379ul0, 4l0se1iapxcmd1jb4851aj6c5, 36gq011by1cjkem274ahdfg89, b3wugaop1bb4php1irwf6zqei, 5l9ozhnxtdp4w8dawcskpx5ud, 4p3oumqahcdjl66oqw3jwjsdm, 9r6w1mv6tillg43qthh9p5ap6, 7ucilzbc870tvzy8iqxlk8kbt, 6iohupgr9c0l4xy19b02kgsx6, dtjh9j9whua6r6ms05cls3iwa, awsuw9oxyb2ba61g0ddcojkes",4108729307,130,2,4108729303,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4108772245,197,14335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522187773,2,32,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-03-19T06:00:48.749Z,2023-03-19T09:45:24Z,4108775587,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522187781,2,32,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-03-19T06:00:48.749Z,2023-03-19T06:00:51Z,4108775639,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522187789,3,1,1,0,1,9xmhnv6im8h7c9e17oqvcx8gl,1,49.9,49.7,2023-03-19T06:00:49.849Z,2023-03-19T06:01:50Z,4108775657,140,34.6,4108775659,141,34.9,4108775655,56,Back,4108775661,212,19.0,4108775665,279,S,4108775663,213,3.7,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522187797,4,1,1,0,3,9xmhnv6im8h7c9e17oqvcx8gl,1,34.6,34.9,2023-03-19T06:00:52.623Z,2023-03-19T06:00:55Z,4108775719,56,Back,4108775727,213,1.9,4108775723,141,47.5,4108775725,212,9.1,4108775721,140,31.6,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522187815,5,1,1,0,7,9xmhnv6im8h7c9e17oqvcx8gl,1,31.6,47.5,2023-03-19T06:00:55.791Z,2023-03-19T06:01:00Z,4108775797,140,75.1,4108775793,155,,4108775803,213,6.0,4108775801,212,47.1,4108775805,1,,4108775795,56,Center,4108775799,141,30.3,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522187817,6,61,1,0,8,9xmhnv6im8h7c9e17oqvcx8gl,0,75.1,30.3,2023-03-19T06:00:56.952Z,2023-03-19T06:51:55Z,4108775817,56,Center,,,,,,,,,,,,,,,,,,,,,,95sml1vx1fwwhq8p32p60e11x,J. Geria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522187805,3,43,1,0,8,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-03-19T06:00:57.528Z,2023-03-19T09:54:56Z,4109075693,144,49,,,,,,,,,,,,,,,,,,,,,,3hfu7zxdbwlshk4wc87379ul0,H. Steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522187811,4,1,1,0,9,c4ygb6mnh53kpl2mpxe52l8jw,1,32.4,69.1,2023-03-19T06:00:57.831Z,2023-03-19T06:52:52Z,4108775779,212,11.3,4108775775,140,23.6,4108775773,56,Back,4108775777,141,59.6,4108775781,213,3.8,,,,,,,,,,3hfu7zxdbwlshk4wc87379ul0,H. Steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
