id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/8/value,qualifier/12/value,qualifier/11/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/14/value
2491965649,1,34,16,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2022-12-17T04:43:08.750Z,2022-12-17T06:00:27Z,3949348671,59,"20, 15, 18, 4, 23, 3, 14, 6, 98, 9, 11, 2, 7, 13, 21, 24, 25, 27",3949348677,194,bgl8h2ygh9ztbnzt79wv178ph,3949348675,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3949348667,30,"bgl8h2ygh9ztbnzt79wv178ph, 8h8ihiytz6xko4a4fzrpqz8ph, b8ptjj6m4jh83ixhtny9o2v4k, 4p3oumqahcdjl66oqw3jwjsdm, 3py7ky3kq3ikgy0fl2g2rrtre, 5l9ozhnxtdp4w8dawcskpx5ud, 1v62lh9e2cpqsaww3ggw5togk, 7qwmlcxsxlxmq01g7dkt7v14a, 36gq011by1cjkem274ahdfg89, 4l0se1iapxcmd1jb4851aj6c5, e5ycwhcy49624czidh67ihiad, b64xe0hw5h2k79a52awusbkve, b3wugaop1bb4php1irwf6zqei, 3hfu7zxdbwlshk4wc87379ul0, 34dwjcubokyikikcect9v4wve, 7ucilzbc870tvzy8iqxlk8kbt, 6iohupgr9c0l4xy19b02kgsx6, 6qtiz00ou6a6raf4nbxg87z84",3949387685,197,14595,3949348679,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949348669,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3949348673,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491965715,1,34,16,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2022-12-17T04:44:51.079Z,2022-12-17T06:00:21Z,3949349491,59,"1, 23, 18, 26, 2, 29, 8, 17, 11, 10, 22, 9, 12, 16, 19, 20, 27, 28",3949349489,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3949349497,194,4ehmmuuxljgliiz7f7298h61h,3949349495,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3949349499,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949387415,197,870,3949349487,30,"jjqk412zl7b2lbfqfkva3utx, 7yl3en0sif2gcwrtwmtmo3d1x, 974s3rwvb2ls1k1no4hlaz8ph, 4ehmmuuxljgliiz7f7298h61h, 9634dv110vlqnf02k4yif14np, 49ctudxdwjkrhz6n3ykjpmdey, cr52lkk2tjwlz0gd34b0klyad, c243bbqbc7agln9jpv0faa6dx, 4rg5d1oo8rtclemhci81i6xg5, aiehjyb5unahdn0somr3ewa1h, bu8z6ig5wrrtgsm1qhe4fxe51, b255io6lia16l5dzuxfpruhud, cuaqqokt0c82wz0bc0tt10rxm, c18ruk8qqfggqv7s0mzyq6yhg, 53g522ox4zpljnu57fcf4meei, 8b5ohtv882jce0823nuo0ugvd, 1jztjm4e2ram1rrx1meaqu44q, emzxhx2ki2r67c5l33hfv8844",3949349493,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974829,2,32,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2022-12-17T05:59:56.310Z,2022-12-17T09:16:19Z,3949389657,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974823,2,32,1,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2022-12-17T05:59:56.310Z,2022-12-17T05:59:56Z,3949389647,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974839,3,1,1,0,1,38ui5tfi8anjuh533emny2tz1,1,49.8,50.3,2022-12-17T05:59:57.906Z,2022-12-17T09:29:19Z,3949389705,212,10.8,3949389707,213,2.7,3949389701,140,40.4,3949389699,56,Back,3949389709,279,S,3949389703,141,56.7,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974859,4,1,1,0,3,38ui5tfi8anjuh533emny2tz1,0,44.3,52.5,2022-12-17T05:59:59.904Z,2022-12-17T06:01:53Z,3949389793,212,41.7,3949389785,155,,3949389787,56,Left,3949389795,213,0.7,3949389797,1,,3949389789,140,73.4,3949389791,141,94.2,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974863,3,1,1,0,7,c4ygb6mnh53kpl2mpxe52l8jw,0,16.1,3.8,2022-12-17T06:00:03.955Z,2022-12-17T06:00:05Z,3949389819,1,,3949389811,140,34.5,3949389815,212,19.3,3949389817,213,6.3,3949389809,56,Back,3949389807,157,,3949389813,141,3.7,,,,8h8ihiytz6xko4a4fzrpqz8ph,S. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974871,5,1,1,0,9,38ui5tfi8anjuh533emny2tz1,0,56.7,95.7,2022-12-17T06:00:05.760Z,2022-12-17T06:00:06Z,3949389871,212,7.5,3949389867,140,63.0,3949389865,56,Left,3949389873,213,5.8,3949389869,141,90.5,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974873,4,49,1,0,10,c4ygb6mnh53kpl2mpxe52l8jw,1,37.9,10.7,2022-12-17T06:00:06.834Z,2022-12-17T06:00:06Z,,,,,,,,,,,,,,,,,,,,,,,,,7qwmlcxsxlxmq01g7dkt7v14a,M. Balard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974891,5,1,1,0,13,c4ygb6mnh53kpl2mpxe52l8jw,1,39.3,3.1,2022-12-17T06:00:09.395Z,2022-12-17T06:00:11Z,3949389977,212,12.1,3949389975,141,2.3,3949389971,56,Back,3949389979,213,3.2,3949389973,140,27.8,,,,,,,,,,7qwmlcxsxlxmq01g7dkt7v14a,M. Balard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974895,6,1,1,0,14,c4ygb6mnh53kpl2mpxe52l8jw,1,27.8,2.3,2022-12-17T06:00:11.170Z,2022-12-17T06:00:13Z,3949389993,140,21.8,3949389991,56,Back,3949389999,213,2.5,3949389997,212,8.0,3949389995,141,9.5,,,,,,,,,,8h8ihiytz6xko4a4fzrpqz8ph,S. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974905,7,1,1,0,17,c4ygb6mnh53kpl2mpxe52l8jw,0,22,8.5,2022-12-17T06:00:13.731Z,2022-12-17T06:00:17Z,3949390073,212,35.5,3949390069,140,55.2,3949390065,155,,3949390067,56,Right,3949390075,213,6.1,3949390077,1,,3949390071,141,0.0,,,,3py7ky3kq3ikgy0fl2g2rrtre,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974911,6,5,1,0,20,38ui5tfi8anjuh533emny2tz1,1,44.9,101.6,2022-12-17T06:00:16.448Z,2022-12-17T06:00:21Z,3949390107,347,,3949390105,56,Back,3949390123,233,8,,,,,,,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974907,8,5,1,0,20,c4ygb6mnh53kpl2mpxe52l8jw,0,55.1,-1.6,2022-12-17T06:00:16.448Z,2022-12-17T06:31:42Z,3949390127,233,6,3949390081,347,,3949390079,56,Right,,,,,,,,,,,,,,,,3py7ky3kq3ikgy0fl2g2rrtre,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974941,7,1,1,0,34,38ui5tfi8anjuh533emny2tz1,1,38,100,2022-12-17T06:00:30.337Z,2022-12-17T06:00:33Z,3949390233,107,,3949390241,212,15.4,3949390235,56,Left,3949390237,140,50.9,3949390239,141,91.1,3949390243,213,5.8,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974949,8,1,1,0,37,38ui5tfi8anjuh533emny2tz1,1,50.9,91.1,2022-12-17T06:00:33.713Z,2022-12-17T06:00:37Z,3949390293,213,4.1,3949390287,140,45.1,3949390285,56,Back,3949390291,212,9.9,3949390289,141,79.6,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974955,9,1,1,0,39,38ui5tfi8anjuh533emny2tz1,0,46.3,66.6,2022-12-17T06:00:35.857Z,2022-12-17T06:30:09Z,3949390319,212,2.4,3949392285,286,,3949392281,233,9,3949390313,56,Back,3949390321,213,3.1,3949390315,140,44.0,3949390317,141,66.6,3949392279,236,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491974951,9,74,1,0,39,c4ygb6mnh53kpl2mpxe52l8jw,1,56.4,38,2022-12-17T06:00:35.858Z,2022-12-17T06:02:33Z,3949390297,56,Center,3949392243,285,,3949392311,233,9,,,,,,,,,,,,,,,,e5ycwhcy49624czidh67ihiad,B. Nkololo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
