id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2471799939,1,34,16,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-10-15T05:11:17.828Z,2022-10-15T06:34:18Z,3843104761,30,"90cmfctiu1b17s790t26ddcd1, cufgsqfkltgeb7ak2uan2dqdx, f35u25047d9vmzt6j20fd29cl, 68mqljqiwgzgextvvyncb3avp, adhfs6658xx5hpxur1496kv6d, bnpu23zlwzn5gtr4t8j8qtnh0, 7vq2cctowa657lg0v740lhtjp, 869lv47g5aohwwzeyzx9xmt7u, 1e1wh213cg8q6lsqa3kvbjdka, njzhdtpegev8seam0oe0zpp1, cvdhc9zsyh87cn8hbc9f4hjp, 5pjrdhytzrteyqxxcvxxhjqax, 5ik9yg42hblwa27q4p29awyj9, djz5cm1g7ouen2y4o7w35jbl6, 8gzsegmgy3fjcluzdci515j2t, 61rdelnm1qf1rh24z6omazu1h, 5twougbt4bs0s6f7l6osmvh1, dq73n90z7dgfp2bhh7y3d8161",3843104773,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843104769,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3843129187,197,17190,3843104767,130,18,3843104765,59,"33, 7, 10, 5, 29, 37, 8, 19, 20, 9, 11, 2, 6, 12, 14, 18, 23, 30",3843104763,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3843104771,194,7vq2cctowa657lg0v740lhtjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471800045,1,34,16,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2022-10-15T05:12:23.540Z,2022-10-15T06:04:31Z,3843105341,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3843128837,197,873,3843105337,59,"20, 25, 24, 8, 4, 33, 7, 6, 9, 32, 10, 1, 3, 5, 11, 14, 17, 18",3843105339,130,5,3843105335,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3843105343,194,37ymn40mii3xfovk1iyg6mthx,3843105333,30,"4epapct9t0a0skf8522jyerjd, a9a2obtq50arrgfe7m0cd0qtx, 4qdcbp2hdy7ap97sas98x3g0l, 8q4a3xz1plwm6f06jawwvo5ih, 4hudkn0jcog2v9q8qv1vngij9, 3gpp1g8587gh95uzripmv9pwq, 1u9k9c9uuoj9ktx8ctacv2ajt, 37ymn40mii3xfovk1iyg6mthx, 62ln44wo6iw2dweq0aqq04ded, 9lh56gt4nxb29rm416rb6lv1m, ukb790rcuwjsylvtyu822prd, 30x4bcy7zsqgreti63wpds0yd, ccof41jyzj4bnh14u8goyjutx, bpm5mr9bgqdsnc5cesnf2ga1h, 7zbq77fks307ubp7bxvghxdqt, uqoseczs2k03doablx2zuusq, 6lu5jfgq3rxunqnbbxpu8ztyi, djh55twz4lsp63j6858ea97xm",3843105345,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471806623,2,32,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-10-15T06:01:37.348Z,2022-10-15T06:01:38Z,3843131239,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471806619,2,32,1,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2022-10-15T06:01:37.348Z,2022-10-16T08:46:12Z,3843131217,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471806627,3,1,1,0,0,chu9blh367xs3yumct5tqto2q,1,49.9,50,2022-10-15T06:01:37.448Z,2022-10-15T06:01:40Z,3843131253,56,Back,3843131261,213,3.1,3843131255,140,37.4,3843131257,141,50.0,3843131259,212,13.1,3843131263,279,S,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471806641,4,1,1,0,2,chu9blh367xs3yumct5tqto2q,1,37.4,50,2022-10-15T06:01:39.898Z,2022-10-15T06:01:41Z,3843131327,56,Back,3843131335,141,48.1,3843131341,213,6.2,3843131337,212,12.6,3843131331,140,49.3,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471806647,5,1,1,0,3,chu9blh367xs3yumct5tqto2q,1,49.3,48.1,2022-10-15T06:01:41.194Z,2022-10-15T06:01:41Z,3843131367,213,3.3,3843131361,140,46.4,3843131363,141,47.5,3843131371,156,,3843131365,212,3.1,3843131359,56,Back,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471806657,6,1,1,0,5,chu9blh367xs3yumct5tqto2q,0,46.4,47.5,2022-10-15T06:01:42.698Z,2022-10-15T06:01:43Z,3843131415,141,21.6,3843131413,140,71.1,3843131411,56,Center,3843131417,212,31.3,3843131419,213,5.7,3843131409,155,,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471806667,3,1,1,0,6,cuj4qahgk4idsme4dg8clk6gw,1,24.5,80.9,2022-10-15T06:01:44.214Z,2022-10-15T06:01:46Z,3843131475,213,0.7,3843131471,141,88.7,3843131467,56,Back,3843131469,140,30.0,3843131465,3,,3843131473,212,7.8,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471806671,4,49,1,0,8,cuj4qahgk4idsme4dg8clk6gw,1,29.8,88.7,2022-10-15T06:01:45.895Z,2022-10-15T06:01:46Z,,,,,,,,,,,,,,,,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
