id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2543750863,1,34,16,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2023-05-05T08:37:42.907Z,2023-05-05T09:19:23Z,4251128005,30,"56p368h15z4s1izxoz3pvu4et, ueklj0jop1moq303rq5vnca1, 6hqb04t5w85e576dgf44vn71m, ak2u5d2qrp9ka1b8qyy9ne3md, 4ljmkn447genzakxxuzkn5iol, 3sqlv5wy64mmcnmr5bepafefp, dkqmon0xrrwdhcy66htkf1xwp, 30xc2y82d5xu8hkfhqrjw1z9x, 42xmd4lhr1zub89n0ormclv4l, ekjy3o3ymld0zkjdaynb4itat, 7wy9lh4qgnim12456qttxn85, 9ydsdzboc7zbdq7vpxx63alm, 7ex2ik73ntprjkatncipscudx, 4xkq0dt99xipecd4tbm74kq1, b1hpmuxmbcegdii4cbq5l8kwl, 578n9sc6cucs81focurtu36c5, 3s29k3e5nvxhiiwntw8mynb6y, 82tyg0nqfcncdgw3g474a37fu",4251128019,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4251128007,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4251128009,59,"20, 17, 12, 14, 4, 6, 31, 5, 10, 9, 7, 3, 11, 13, 21, 23, 24, 40",4251128013,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4251128017,197,882,4251128011,130,15,4251128015,194,ak2u5d2qrp9ka1b8qyy9ne3md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543751077,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-05-05T08:38:43.187Z,2023-05-05T09:51:57Z,4251128905,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4251128907,59,"46, 21, 7, 18, 4, 3, 26, 8, 14, 6, 11, 1, 9, 13, 35, 36, 55, 66",4251128903,30,"8bp03i0tjmh836ud5jekv2aui, 5c2z04q3s8o3p3718hiluxzo5, 9p4eptchs6yk33mzve5acbth, 4bkh8hka55xcxf9krl9ga4iui, 86sqmnbenft8ugq57q2i2wzbp, 8t39sfyi8s85bs1ptjymmbd1x, bidqgybf8b93bdsi4t4kzeuhh, 3qwtpnlm38xo5f1u36a30kus5, 7svze93i8mizkw3h8wsdbxkgl, 2kig0lwusomobls6p3am0l7qi, 8wt0rz1iw4aon12zj6axq1sk5, c0f9jho2nsyygravyp7f19i3t, 6b31g4lw3ste6xrg1kwwn5iol, 9l5seuy6ggcvpqnt5ekxn1pii, evf4z0xf7cd5nidnq6q4x8w7o, 5eqoaq3vo99bk6w8rda67iw6i, d3n1fqp2aq9yjtzvwistpecyc, 2c81wahtsfjksewt89ccirris",4251128911,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4251128917,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4251128913,194,8wt0rz1iw4aon12zj6axq1sk5,4251128909,130,8,4251128915,197,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767495,2,32,1,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2023-05-05T09:46:21.131Z,2023-05-05T09:46:21Z,4251216919,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767493,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-05-05T09:46:21.131Z,2023-05-06T19:54:49Z,4251216917,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767499,3,1,1,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,50,50,2023-05-05T09:46:21.231Z,2023-05-05T09:48:27Z,4251216971,213,3.1,4251216973,279,S,4251216969,212,15.1,4251216965,140,35.6,4251216967,141,50.6,4251216963,56,Back,,,,,,,7wy9lh4qgnim12456qttxn85,K. Barbarouses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767507,4,1,1,0,2,6j4xzc2g1eeafo6v1f38d4x22,1,35.4,50.3,2023-05-05T09:46:23.796Z,2023-05-05T09:46:25Z,4251217017,140,36.1,4251217021,212,3.8,4251217023,213,1.4,4251217019,141,55.8,4251217015,56,Back,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767517,5,1,1,0,4,6j4xzc2g1eeafo6v1f38d4x22,0,36.1,55.8,2023-05-05T09:46:25.412Z,2023-05-05T09:46:28Z,4251217091,140,55.4,4251217093,141,22.5,4251217097,213,5.4,4251217089,56,Center,4251217095,212,30.4,4251217087,155,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767523,3,44,1,0,6,6lezh5aazy0xca1800e5dqxwl,1,45.9,87,2023-05-05T09:46:27.379Z,2023-05-05T09:46:29Z,4251217121,285,,4251217123,233,6,4251217119,56,Back,,,,,,,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767519,6,44,1,0,6,6j4xzc2g1eeafo6v1f38d4x22,0,54.1,13,2023-05-05T09:46:27.380Z,2023-05-05T09:46:30Z,4251217105,286,,4251217103,56,Right,4251217157,233,3,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767531,4,1,1,0,6,6lezh5aazy0xca1800e5dqxwl,0,47.2,95.1,2023-05-05T09:46:27.640Z,2023-05-05T10:34:11Z,4251217167,56,Left,4251217165,3,,4251217175,213,0.1,4251217171,141,96.0,4251217173,212,11.4,4251217169,140,58.0,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767541,7,1,1,0,9,6j4xzc2g1eeafo6v1f38d4x22,1,44.4,10,2023-05-05T09:46:30.932Z,2023-05-05T09:50:38Z,4251217245,157,,4251217255,213,0.3,4251217253,212,34.7,4251217257,1,,4251217251,141,22.8,4251217247,56,Center,4251217249,140,76.4,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767549,8,44,1,0,12,6j4xzc2g1eeafo6v1f38d4x22,1,75.9,22.6,2023-05-05T09:46:33.911Z,2023-05-05T09:50:39Z,4251217285,286,,4251217343,233,5,4251217283,56,Center,,,,,,,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767545,5,44,1,0,12,6lezh5aazy0xca1800e5dqxwl,0,24.1,77.4,2023-05-05T09:46:33.912Z,2023-05-05T09:50:36Z,4251217327,233,8,4251217281,285,,4251217279,56,Back,,,,,,,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543768367,51,61,1,0,12,6j4xzc2g1eeafo6v1f38d4x22,0,75.1,21.7,2023-05-05T09:46:33.995Z,2023-05-05T09:50:42Z,4251221839,56,Center,,,,,,,,,,,,,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767551,6,43,1,0,13,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-05-05T09:46:34.265Z,2023-05-05T09:50:41Z,4251217295,141,79.4,4251221917,144,1,4251217293,140,22.0,4251217297,212,0,4251217291,56,Back,4251217299,213,0,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767565,7,49,1,0,13,6lezh5aazy0xca1800e5dqxwl,1,27.8,70.5,2023-05-05T09:46:34.754Z,2023-05-05T09:51:13Z,,,,,,,,,,,,,,,,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767567,8,1,1,0,13,6lezh5aazy0xca1800e5dqxwl,0,27.8,70.5,2023-05-05T09:46:34.869Z,2023-05-05T09:51:15Z,4251217387,140,32.4,4251217395,213,6.0,4251217385,56,Back,4251217391,212,5.0,4251217389,141,68.8,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767561,9,61,1,0,14,6j4xzc2g1eeafo6v1f38d4x22,1,70,25.8,2023-05-05T09:46:36.090Z,2023-05-05T09:51:17Z,4251217351,56,Center,,,,,,,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767569,10,49,1,0,17,6j4xzc2g1eeafo6v1f38d4x22,1,61.8,24.4,2023-05-05T09:46:38.723Z,2023-05-05T09:46:38Z,,,,,,,,,,,,,,,,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767575,11,1,1,0,18,6j4xzc2g1eeafo6v1f38d4x22,1,62.2,24.4,2023-05-05T09:46:39.220Z,2023-05-05T09:46:40Z,4251217419,140,63.6,4251217425,213,5.1,4251217423,212,3.7,4251217421,141,19.4,4251217417,56,Right,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767581,12,1,1,0,18,6j4xzc2g1eeafo6v1f38d4x22,1,65,18.6,2023-05-05T09:46:39.972Z,2023-05-05T09:46:42Z,4251217475,213,2.6,4251217473,212,5.0,4251217471,141,22.1,4251217469,140,60.8,4251217467,56,Center,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767583,13,61,1,0,21,6j4xzc2g1eeafo6v1f38d4x22,1,60.8,22.1,2023-05-05T09:46:42.419Z,2023-05-05T09:46:42Z,4251217479,56,Center,,,,,,,,,,,,,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767589,14,1,1,0,21,6j4xzc2g1eeafo6v1f38d4x22,1,60.3,24,2023-05-05T09:46:43.108Z,2023-05-05T09:46:44Z,4251217517,212,16.6,4251217511,56,Right,4251217513,140,51.8,4251217515,141,3.4,4251217519,213,4.1,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767603,15,1,1,0,23,6j4xzc2g1eeafo6v1f38d4x22,1,51.8,3.4,2023-05-05T09:46:44.548Z,2023-05-05T09:46:48Z,4251217591,213,1.0,4251217589,212,6.5,4251217587,141,11.6,4251217583,56,Right,4251217585,140,54.9,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767605,16,1,1,0,26,6j4xzc2g1eeafo6v1f38d4x22,0,55,11.6,2023-05-05T09:46:47.403Z,2023-05-05T09:47:39Z,4251217603,212,31.1,4251217599,140,84.4,4251217601,141,16.7,4251217595,155,,4251217605,213,0.1,4251217597,56,Right,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767601,9,49,1,0,27,6lezh5aazy0xca1800e5dqxwl,1,15.3,83.5,2023-05-05T09:46:48.314Z,2023-05-05T09:46:48Z,,,,,,,,,,,,,,,,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767607,10,1,1,0,27,6lezh5aazy0xca1800e5dqxwl,0,15.3,83.5,2023-05-05T09:46:48.722Z,2023-05-05T09:46:49Z,4251217623,213,0.4,4251217621,212,33.4,4251217619,141,100.0,4251217625,1,,4251217611,157,,4251217613,56,Back,4251217615,140,44.9,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767609,11,5,1,0,28,6lezh5aazy0xca1800e5dqxwl,0,41.9,101.4,2023-05-05T09:46:49.755Z,2023-05-05T09:46:53Z,4251217699,233,17,4251217629,56,Back,4251217631,347,,,,,,,,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767619,17,5,1,0,28,6j4xzc2g1eeafo6v1f38d4x22,1,58.1,-1.4,2023-05-05T09:46:49.755Z,2023-05-05T09:49:19Z,4251217689,233,11,4251217673,347,,4251217671,56,Right,,,,,,,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767641,18,1,1,0,36,6j4xzc2g1eeafo6v1f38d4x22,0,64.7,0,2023-05-05T09:46:57.700Z,2023-05-05T09:46:59Z,4251217803,212,12.6,4251217801,141,5.2,4251217797,56,Right,4251217799,140,75.8,4251217805,213,0.4,4251217795,107,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767645,12,8,1,0,38,6lezh5aazy0xca1800e5dqxwl,1,26.5,90.8,2023-05-05T09:47:00.099Z,2023-05-06T20:49:56Z,4256173275,385,,4251217819,56,Back,,,,,,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543767671,19,1,1,0,41,6j4xzc2g1eeafo6v1f38d4x22,1,66.8,4.1,2023-05-05T09:47:02.916Z,2023-05-05T09:47:08Z,4251217963,141,23.7,4251217967,213,2.7,4251217961,140,37.7,4251217959,56,Back,4251217965,212,33.3,4251217969,1,,4251217957,155,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
