id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2530788453,1,34,16,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-04-09T04:07:03.102Z,2023-04-09T05:04:48Z,4175169047,194,yhkueqgsvvd5fzdffg9nky51,4175169041,59,"20, 16, 3, 14, 5, 21, 18, 4, 10, 19, 24, 1, 6, 7, 8, 11, 23, 26",4175169049,197,17502,4175169037,30,"dmxzug2enscx331w5vmdzn2s5, 2g39f2y5dqwg3q4sw2jf6x6g9, 2wnqoxtt8xlglpndyjb5rb622, ez47kkcz2wgypddldq97yz2dx, 46acb400oivj94jwu3i3lrxsl, yhkueqgsvvd5fzdffg9nky51, bzzknt1y8qkmcon3vw7hdadp1, vfwu1evhxgeeza1pvkyaxgph, njzhdtpegev8seam0oe0zpp1, cl3z842ngppg6uu3tlusruep5, 5hylntpne6d7xwey2v9d9lg8a, 3ff82uwwa2eb4k4yh7f1144id, 2nn6berxelojkxb2rjjnqw4id, 91lwbi9gd4crrnmt30yld307p, w8u1a5hrtitytfof3jk0zbh1, c575swutxi9er3j9txklhrzoq, 63za0395wiu88h3panzx86pxx, 5ub4d2vf2s1fujgoa2at29aay",4175169045,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175169051,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175169043,130,2,4175169039,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530788795,1,34,16,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-04-09T04:08:45.241Z,2023-04-09T05:08:45Z,4175171163,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175171165,194,7vq2cctowa657lg0v740lhtjp,4175171155,30,"1vr7xk50jy6ytnogke8h6ciga, 1smjjhc426d9s9ly2g41cqvl6, 8gzsegmgy3fjcluzdci515j2t, 68mqljqiwgzgextvvyncb3avp, bnpu23zlwzn5gtr4t8j8qtnh0, 4hudkn0jcog2v9q8qv1vngij9, 7vq2cctowa657lg0v740lhtjp, adhfs6658xx5hpxur1496kv6d, djz5cm1g7ouen2y4o7w35jbl6, cufgsqfkltgeb7ak2uan2dqdx, 4wk0sw7u4c17v2owhx5bhmusq, 5c8v9xugyq3jm2kik1eeoptnu, 9sczcrp79182vio8prnrw5kdm, 869lv47g5aohwwzeyzx9xmt7u, 2tveu4wl8zdno0v950r0r34k5, dq73n90z7dgfp2bhh7y3d8161, 4oqiyxgv3i7lhki54wqjtyqz8, d1vlidmmd1z2oc6h24i2v5fro",4175171161,130,17,4175171169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175171157,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4175171167,197,17190,4175171159,59,"13, 28, 14, 5, 37, 15, 8, 29, 12, 7, 16, 3, 4, 19, 22, 30, 36, 43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797403,2,32,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-04-09T05:00:13.868Z,2023-04-10T13:09:51Z,4175225511,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797405,2,32,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-04-09T05:00:13.868Z,2023-04-09T05:00:16Z,4175225513,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797417,3,1,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,50.2,50,2023-04-09T05:00:13.968Z,2023-04-09T05:06:36Z,4175225563,140,33.8,4175225571,279,S,4175225561,56,Back,4175225569,213,2.9,4175225565,141,55.8,4175225567,212,17.7,,,,,,,cl3z842ngppg6uu3tlusruep5,F. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797427,4,1,1,0,2,9xmhnv6im8h7c9e17oqvcx8gl,1,33.3,56.9,2023-04-09T05:00:16.575Z,2023-04-09T05:06:58Z,4175225617,141,52.8,4175225621,213,5.0,4175225619,212,2.9,4175225615,140,34.0,4175225613,56,Back,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797435,5,1,1,0,5,9xmhnv6im8h7c9e17oqvcx8gl,0,28.9,52.8,2023-04-09T05:00:19.008Z,2023-04-09T05:07:12Z,4175225659,56,Left,4175225667,213,0.3,4175225669,1,,4175225657,155,,4175225661,140,83.8,4175225663,141,81.2,4175225665,212,60.8,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797443,3,1,1,0,9,cuj4qahgk4idsme4dg8clk6gw,1,18.4,18.2,2023-04-09T05:00:22.967Z,2023-04-09T05:08:36Z,4175225727,212,15.8,4175225729,213,0.7,4175225721,56,Back,4175225719,3,,4175225723,140,29.9,4175225725,141,33.1,,,,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530801213,72,1,1,0,10,cuj4qahgk4idsme4dg8clk6gw,1,26.1,43.9,2023-04-09T05:00:24.256Z,2023-04-09T05:09:05Z,4175242751,141,31.6,4175242745,3,,4175242755,213,5.6,4175242753,212,13.2,4175242749,140,35.8,4175242747,56,Back,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797445,4,49,1,0,11,cuj4qahgk4idsme4dg8clk6gw,1,29.9,33.1,2023-04-09T05:00:24.913Z,2023-04-09T05:00:25Z,,,,,,,,,,,,,,,,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797467,5,1,1,0,11,cuj4qahgk4idsme4dg8clk6gw,0,30.1,33.1,2023-04-09T05:00:25.483Z,2023-04-09T05:09:09Z,4175225847,141,14.1,4175225849,212,50.3,4175225853,1,,4175225841,155,,4175225851,213,6.0,4175225843,56,Right,4175225845,140,76.4,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797479,6,59,1,0,16,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-04-09T05:00:30.239Z,2023-04-09T05:00:35Z,4175225877,56,Back,,,,,,,,,,,,,,,,,,,,,,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797483,7,49,1,0,17,9xmhnv6im8h7c9e17oqvcx8gl,1,22.4,87.2,2023-04-09T05:00:31.040Z,2023-04-09T05:00:34Z,,,,,,,,,,,,,,,,,,,,,,,,,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797487,8,12,1,0,17,9xmhnv6im8h7c9e17oqvcx8gl,1,22.4,87.2,2023-04-09T05:00:31.617Z,2023-04-09T05:09:14Z,4175225943,167,,4175225917,213,1.2,4175225909,56,Back,4175225913,141,100.0,4175225911,140,26.1,4175225915,212,10.2,,,,,,,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797529,6,5,1,0,18,cuj4qahgk4idsme4dg8clk6gw,1,66.1,-1.4,2023-04-09T05:00:32.233Z,2023-04-09T05:09:14Z,4175226083,347,,4175226091,233,9,4175226081,56,Right,,,,,,,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797489,9,5,1,0,18,9xmhnv6im8h7c9e17oqvcx8gl,0,33.9,101.4,2023-04-09T05:00:32.233Z,2023-04-09T05:00:43Z,4175226117,233,6,4175225935,56,Back,4175225937,347,,,,,,,,,,,,,,,,,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797545,7,1,1,0,28,cuj4qahgk4idsme4dg8clk6gw,1,67.1,0,2023-04-09T05:00:42.322Z,2023-04-09T05:09:26Z,4175226181,212,24.1,4175226179,141,7.1,4175226177,140,44.7,4175226173,107,,4175226183,213,2.9,4175243853,1,,4175226175,56,Back,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797563,8,1,1,0,32,cuj4qahgk4idsme4dg8clk6gw,1,43.2,7.9,2023-04-09T05:00:45.988Z,2023-04-09T05:00:49Z,4175226283,213,1.8,4175226275,56,Back,4175226279,141,33.4,4175226281,212,17.8,4175226277,140,39.4,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797575,9,1,1,0,35,cuj4qahgk4idsme4dg8clk6gw,1,38.8,33.6,2023-04-09T05:00:49.339Z,2023-04-09T05:00:51Z,4175226341,141,65.4,4175226345,213,1.7,4175226343,212,21.7,4175226339,140,36.8,4175226337,56,Back,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797589,10,1,1,0,37,cuj4qahgk4idsme4dg8clk6gw,1,37.2,66.4,2023-04-09T05:00:51.792Z,2023-04-09T05:09:32Z,4175226411,213,4.5,4175226407,141,49.3,4175226403,56,Back,4175226405,140,34.8,4175226409,212,11.9,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797597,11,1,1,0,40,cuj4qahgk4idsme4dg8clk6gw,1,34.7,48.8,2023-04-09T05:00:54.379Z,2023-04-09T05:00:56Z,4175226459,140,35.9,4175226461,141,30.3,4175226457,56,Back,4175226463,212,12.6,4175226465,213,4.8,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797623,12,1,1,0,42,cuj4qahgk4idsme4dg8clk6gw,0,36,29.2,2023-04-09T05:00:56.782Z,2023-04-09T05:09:35Z,4175226581,1,,4175226571,56,Right,4175226579,213,6.0,4175226577,212,41.8,4175226573,140,74.6,4175226569,155,,4175226575,141,14.3,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797633,10,49,1,0,47,9xmhnv6im8h7c9e17oqvcx8gl,1,22.6,90.9,2023-04-09T05:01:00.992Z,2023-04-09T05:01:01Z,,,,,,,,,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530797649,11,1,1,0,47,9xmhnv6im8h7c9e17oqvcx8gl,1,22.6,90.9,2023-04-09T05:01:01.216Z,2023-04-09T05:09:52Z,4175226717,213,5.8,4175226709,56,Back,4175226711,140,30.9,4175226715,212,10.1,4175226713,141,83.5,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
