id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/16/value,qualifier/17/value
2500850801,1,34,16,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-01-27T07:52:06.755Z,2023-01-27T09:40:12Z,3996195613,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996195611,194,bpm5mr9bgqdsnc5cesnf2ga1h,3996228699,197,869,3996195607,130,7,3996195609,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3996195603,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3996195605,59,"1, 2, 3, 14, 25, 5, 11, 10, 9, 32, 18, 7, 8, 17, 20, 24, 26, 33",3996195601,30,"30x4bcy7zsqgreti63wpds0yd, dmk1iij050mf8g3sdc3cvhazt, ccof41jyzj4bnh14u8goyjutx, uqoseczs2k03doablx2zuusq, a9a2obtq50arrgfe7m0cd0qtx, bpm5mr9bgqdsnc5cesnf2ga1h, 7zbq77fks307ubp7bxvghxdqt, ukb790rcuwjsylvtyu822prd, 62ln44wo6iw2dweq0aqq04ded, 9lh56gt4nxb29rm416rb6lv1m, djh55twz4lsp63j6858ea97xm, 1u9k9c9uuoj9ktx8ctacv2ajt, 8q4a3xz1plwm6f06jawwvo5ih, 6lu5jfgq3rxunqnbbxpu8ztyi, 4epapct9t0a0skf8522jyerjd, 4qdcbp2hdy7ap97sas98x3g0l, 6f2f519kxin4bqo4gco4lby1g, 3gpp1g8587gh95uzripmv9pwq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500850883,1,34,16,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2023-01-27T07:53:14.976Z,2023-01-27T08:53:24Z,3996195839,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3996195843,130,18,3996195845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3996195841,59,"23, 19, 3, 6, 5, 2, 26, 27, 13, 28, 17, 1, 7, 16, 21, 32, 35, 99",3996195849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996195837,30,"cb0y1hi0ozn1rx00vx6a1xr6x, 4gn22fnshsmgxyayuj2p77v85, bhl2kwvi52osrdsdnbtw45lyi, ez47kkcz2wgypddldq97yz2dx, 3zl5ec82f8zebkxkfdz16e3th, 7mgwfxva7w88k90jhjd1wx3o5, abfwfqsv8o9xsnkor896869cl, dhnssdf1iuorniavvla5zbwx6, 1hcnrw2udxcdff6bre73sv1pm, 4s2umn33b5fo5zcpkwjcbry7d, uyhh5u2ezau9f095symdh3sa, 26vm9o1w3l4behscs3hk4d8x6, cl816ciqmvh4bjzm9vjq4wyga, c0p9hlssgk28sutlee99c24t1, da3z6nhhqd45932cy3qi2kout, bngeno14i02oikz80pqjg2c5w, 6jri9zzc1ccwcof95srv8h4pg, 5h2xmb0gkhtlaeo6p5e3ejo4",3996231489,197,879,3996195847,194,3zl5ec82f8zebkxkfdz16e3th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858327,2,32,1,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2023-01-27T08:45:45.737Z,2023-01-27T08:45:45Z,3996232095,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858341,2,32,1,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-01-27T08:45:45.737Z,2023-03-21T05:25:35Z,3996232169,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858345,3,1,1,0,0,v046no35g7ebk8lytdjmfb43,1,50.2,50.1,2023-01-27T08:45:45.837Z,2023-01-27T09:38:42Z,3996232187,141,49.9,3996232183,56,Back,3996232193,279,S,3996232185,140,36.6,3996232191,213,3.2,3996232189,212,14.3,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858365,4,1,1,0,4,v046no35g7ebk8lytdjmfb43,1,37.3,47.3,2023-01-27T08:45:50.351Z,2023-01-27T08:45:54Z,3996232267,212,22.0,3996232265,141,16.8,3996232261,56,Back,3996232263,140,44.2,3996232269,213,5.0,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858379,5,1,1,0,8,v046no35g7ebk8lytdjmfb43,0,45.6,8.9,2023-01-27T08:45:54.111Z,2023-03-21T05:26:58Z,3996232327,212,32.8,4113678451,1,,3996232319,155,,3996232325,141,5.8,3996232321,56,Right,3996232323,140,76.8,3996232329,213,6.2,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858393,3,1,1,0,9,chu9blh367xs3yumct5tqto2q,0,26.4,93.1,2023-01-27T08:45:55.702Z,2023-03-02T16:41:32Z,3996232397,56,Back,3996232405,213,6.0,3996232399,140,41.0,3996232401,141,87.6,3996232403,212,15.8,3996769107,3,,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858427,6,1,1,0,10,v046no35g7ebk8lytdjmfb43,0,62.2,21,2023-01-27T08:45:55.943Z,2023-03-02T16:41:36Z,3996232541,213,6.2,3996232533,56,Right,3996232535,140,71.0,3996232537,141,19.4,3996232531,3,,3996232539,212,9.3,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514324541,928,44,1,0,11,chu9blh367xs3yumct5tqto2q,1,30.9,81.3,2023-01-27T08:45:56.898Z,2023-03-02T16:46:53Z,4067089521,285,,4067093727,233,793,4067089519,56,Back,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514324543,793,44,1,0,11,v046no35g7ebk8lytdjmfb43,0,69.1,18.7,2023-01-27T08:45:56.899Z,2023-03-02T16:46:54Z,4067093731,233,928,4067089525,286,,4067089523,56,Right,,,,,,,,,,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858409,4,8,1,0,11,chu9blh367xs3yumct5tqto2q,1,35.5,79.4,2023-01-27T08:45:57.571Z,2023-03-21T07:41:45Z,3996232483,15,,3996769163,385,,3996232443,56,Back,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858437,5,5,1,0,17,chu9blh367xs3yumct5tqto2q,0,35.5,101.8,2023-01-27T08:46:03.535Z,2023-01-27T08:49:35Z,3996232581,347,,3996232603,233,7,3996232579,56,Back,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858435,7,5,1,0,17,v046no35g7ebk8lytdjmfb43,1,64.5,-1.8,2023-01-27T08:46:03.535Z,2023-01-27T08:46:06Z,3996232595,233,5,3996232571,56,Right,3996232573,347,,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858463,8,1,1,0,23,v046no35g7ebk8lytdjmfb43,1,62.9,0,2023-01-27T08:46:09.624Z,2023-03-02T16:43:18Z,3996232671,213,0.9,3996232669,212,6.2,3996232665,140,66.4,3996232667,141,5.3,3996232661,107,,3996232663,56,Right,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858473,9,1,1,0,28,v046no35g7ebk8lytdjmfb43,0,67.4,4.1,2023-01-27T08:46:13.807Z,2023-03-21T05:28:08Z,3996232737,213,0.0,3996232729,56,Right,3996232739,1,,3996232733,141,4.3,3996232731,140,100.0,3996232735,212,35.3,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858477,6,5,1,0,32,chu9blh367xs3yumct5tqto2q,1,-1,90.9,2023-01-27T08:46:17.950Z,2023-01-27T08:49:35Z,3996232749,233,10,3996232745,56,Back,3996232747,346,,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858475,10,5,1,0,32,v046no35g7ebk8lytdjmfb43,0,101,9.1,2023-01-27T08:46:17.950Z,2023-01-27T08:46:19Z,3996232757,233,6,3996232741,56,Right,3996232743,346,,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858511,7,1,1,0,36,chu9blh367xs3yumct5tqto2q,1,2.7,56,2023-01-27T08:46:22.316Z,2023-03-02T16:43:37Z,3996232913,237,,3996232899,124,,3996232907,212,17.1,3996232905,141,75.0,3996232901,56,Back,3996232903,140,13.3,3996232909,213,0.9,,,,30x4bcy7zsqgreti63wpds0yd,J. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858525,8,1,1,0,39,chu9blh367xs3yumct5tqto2q,1,27.1,73.2,2023-01-27T08:46:25.507Z,2023-03-02T16:43:52Z,3996233001,213,6.1,3996232999,212,30.1,3996232993,56,Center,3996232997,141,66.0,3996232995,140,55.4,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858529,9,1,1,0,41,chu9blh367xs3yumct5tqto2q,0,53.7,67.8,2023-01-27T08:46:27.011Z,2023-03-21T05:28:26Z,3996233019,56,Back,4067091299,156,,3996233027,213,2.8,3996233025,212,6.4,3996233021,140,48.0,3996233023,141,71.3,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858531,11,61,1,0,42,v046no35g7ebk8lytdjmfb43,1,51.1,28.3,2023-01-27T08:46:27.870Z,2023-03-21T05:28:37Z,3996273803,56,Center,,,,,,,,,,,,,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858543,12,49,1,0,43,v046no35g7ebk8lytdjmfb43,1,30.2,24.2,2023-01-27T08:46:29.158Z,2023-03-02T16:55:26Z,,,,,,,,,,,,,,,,,,,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858553,13,1,1,0,44,v046no35g7ebk8lytdjmfb43,1,33.9,21.3,2023-01-27T08:46:30.079Z,2023-03-02T16:55:28Z,3996233117,56,Back,3996233123,212,21.6,3996233121,141,42.8,3996233125,213,2.4,3996233119,140,18.8,,,,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858567,14,1,1,0,47,v046no35g7ebk8lytdjmfb43,0,18.8,42.8,2023-01-27T08:46:33.367Z,2023-03-02T16:54:13Z,3996233197,157,,3996233207,213,5.9,3996233203,141,9.4,3996233201,140,74.4,3996233205,212,62.6,3996233209,1,,3996233199,56,Right,,,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858571,10,49,1,0,51,chu9blh367xs3yumct5tqto2q,1,30.8,89.7,2023-01-27T08:46:37.587Z,2023-03-02T16:54:14Z,,,,,,,,,,,,,,,,,,,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858609,11,1,1,0,52,chu9blh367xs3yumct5tqto2q,1,31.9,87.8,2023-01-27T08:46:38.475Z,2023-03-02T16:53:27Z,3996233337,140,28.5,3996233339,141,73.7,3996233335,56,Back,3996233343,213,4.4,3996233341,212,10.2,,,,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858613,12,1,1,0,58,chu9blh367xs3yumct5tqto2q,1,25.5,66.2,2023-01-27T08:46:44.467Z,2023-03-02T16:53:27Z,3996233377,212,23.1,3996233373,140,22.6,3996233371,56,Back,3996233375,141,32.6,3996233379,213,4.6,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500858623,13,1,1,1,0,chu9blh367xs3yumct5tqto2q,1,22.1,29.9,2023-01-27T08:46:46.315Z,2023-03-02T16:53:26Z,3996233403,141,5.5,3996233399,56,Back,3996233407,213,4.9,3996233405,212,16.9,3996233401,140,25.3,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
