id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value
2492883111,1,34,16,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2022-12-23T07:35:40.730Z,2022-12-23T08:58:03Z,3954205057,194,6xvmp9q79f0fjjtvd6rcz00d1,3954205055,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3954205047,30,"98blyfvs09u1j6m7ltbqai9xx, b9etmvw7ljdrjbsw632ey0nhl, 4rv3p2e0scrkce2l3budvzqol, dreyp9vpkgl8t38erpkrfwsbu, 9iebtrpherpydugn7m9hrcl3p, 6xvmp9q79f0fjjtvd6rcz00d1, pc2pewu255axe28t955qjcnp, 9xqw0h9piwsalgt47y5m6fr2t, 6fx6x1x0v02v094w754htlfx1, 2tmu6esf1xub0sja4gwnakvyt, 1yqlkot5sh85ot3eemo67djv9, af9qi36c0nm8eso8z5ah8yyuh, 5p3y4bh0mdmymeceltd1fpw8a, 1x6l08ntcq6rpjghegacvtbzd, d0f8dmnejzbjc7dfg14u8yv6y, 26h572pq2qiac1raqk6g0jvh0, 7vw7j6hjzw4xj19f7s6rh3dw4, 9vu1fxor0nsvt0n80zn2wtgtm",3954205053,130,2,3954205059,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3954205049,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3954205051,59,"20, 2, 3, 28, 5, 6, 26, 17, 8, 11, 23, 1, 7, 12, 19, 31, 32, 36",3954269389,197,17160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492883283,1,34,16,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2022-12-23T07:36:17.502Z,2022-12-23T08:50:30Z,3954206023,130,2,3954206017,30,"cb0y1hi0ozn1rx00vx6a1xr6x, 4gn22fnshsmgxyayuj2p77v85, bhl2kwvi52osrdsdnbtw45lyi, abfwfqsv8o9xsnkor896869cl, 7mgwfxva7w88k90jhjd1wx3o5, 3zl5ec82f8zebkxkfdz16e3th, bcb8xguyk226cmw4wvkkxpgix, dhnssdf1iuorniavvla5zbwx6, cl816ciqmvh4bjzm9vjq4wyga, 4s2umn33b5fo5zcpkwjcbry7d, uyhh5u2ezau9f095symdh3sa, 26vm9o1w3l4behscs3hk4d8x6, ez47kkcz2wgypddldq97yz2dx, czbwauhn3z2a0t8t6qreuq1yi, 11kqna4zthfmc592eudehj3oq, 1hcnrw2udxcdff6bre73sv1pm, dby4dlsu0mcjg51czovmyjvxm, 6jri9zzc1ccwcof95srv8h4pg",3954206025,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3954206027,194,3zl5ec82f8zebkxkfdz16e3th,3954274595,197,879,3954206019,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3954206021,59,"23, 19, 3, 26, 2, 5, 10, 27, 7, 28, 17, 1, 6, 8, 11, 13, 29, 35",3954206029,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898161,2,32,1,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2022-12-23T08:49:34.521Z,2022-12-23T08:49:36Z,3954284925,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898155,2,32,1,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2022-12-23T08:49:34.521Z,2022-12-25T08:31:47Z,3954284899,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898163,3,1,1,0,1,6h553bwfqkoxayuv80uikkn42,1,50,49.9,2022-12-23T08:49:35.621Z,2022-12-25T08:12:04Z,3954284931,141,44.5,3954284929,140,45.2,3954284937,279,S,3954284935,213,3.8,3954284933,212,6.2,3954284927,56,Back,,,,,,,2tmu6esf1xub0sja4gwnakvyt,S. Krpić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898197,4,1,1,0,3,6h553bwfqkoxayuv80uikkn42,1,43.2,47.5,2022-12-23T08:49:38.194Z,2022-12-23T08:49:42Z,3954285109,155,,3954285113,140,74.5,3954285117,212,45.2,3954285115,141,1.9,3954285119,213,5.5,3954285121,1,,3954285111,56,Right,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898199,5,44,1,0,6,6h553bwfqkoxayuv80uikkn42,1,73.8,7,2022-12-23T08:49:41.501Z,2022-12-23T08:50:00Z,3954285129,233,3,3954285127,286,,3954285125,56,Right,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898193,3,44,1,0,6,v046no35g7ebk8lytdjmfb43,0,26.2,93,2022-12-23T08:49:41.502Z,2022-12-23T08:49:43Z,3954285133,233,5,3954285091,285,,3954285089,56,Back,,,,,,,,,,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898203,6,1,1,0,7,6h553bwfqkoxayuv80uikkn42,0,74.5,1.9,2022-12-23T08:49:41.673Z,2022-12-25T08:12:29Z,3954285155,141,17.9,3954285157,212,13.4,3954285153,140,81.9,3954285151,56,Right,3954285149,3,,3954285159,213,1.0,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898217,4,1,1,0,8,v046no35g7ebk8lytdjmfb43,1,20.9,72.9,2022-12-23T08:49:43.091Z,2022-12-25T08:13:01Z,3954285241,3,,3954285249,212,3.6,3954285245,140,23.5,3954285247,141,76.3,3954285251,213,0.7,3954285243,56,Back,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898223,5,49,1,0,9,v046no35g7ebk8lytdjmfb43,1,23.5,76.3,2022-12-23T08:49:44.108Z,2022-12-25T08:13:07Z,,,,,,,,,,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898227,6,1,1,0,10,v046no35g7ebk8lytdjmfb43,0,23.5,76.3,2022-12-23T08:49:45.203Z,2022-12-25T08:13:08Z,3954285275,56,Back,3954285279,141,51.0,3954285277,140,49.2,3954285283,213,5.7,3954285273,157,,3954285281,212,32.0,3954285285,1,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898231,7,49,1,0,12,6h553bwfqkoxayuv80uikkn42,1,53.1,62.4,2022-12-23T08:49:46.937Z,2022-12-25T08:13:26Z,,,,,,,,,,,,,,,,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898237,8,1,1,0,13,6h553bwfqkoxayuv80uikkn42,0,53.1,62.4,2022-12-23T08:49:48.241Z,2022-12-23T08:49:48Z,3954285333,56,Center,3954285339,212,16.9,3954285335,140,68.3,3954285337,141,54.2,3954285341,213,5.9,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898259,7,4,1,0,15,v046no35g7ebk8lytdjmfb43,1,31.6,38.3,2022-12-23T08:49:49.680Z,2022-12-25T08:13:42Z,3954285483,152,,3954285479,13,,3954285487,285,,3954285485,265,,3954285525,233,9,3954285481,56,Back,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898263,9,4,1,0,15,6h553bwfqkoxayuv80uikkn42,0,68.4,61.7,2022-12-23T08:49:49.681Z,2022-12-25T09:15:40Z,3954285519,286,,3954285511,13,,3954285513,56,Center,3954285547,233,7,3954285515,152,,3954285517,265,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898371,8,1,1,0,39,v046no35g7ebk8lytdjmfb43,1,37.8,30.9,2022-12-23T08:50:14.317Z,2022-12-23T08:50:19Z,3954286031,1,,3954286021,56,Center,3954286019,152,,3954286029,213,6.1,3954286023,140,73.5,3954286015,5,,3954286017,155,,3954286027,212,38.0,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,3954286025,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898375,9,1,1,0,43,v046no35g7ebk8lytdjmfb43,0,73.5,21.6,2022-12-23T08:50:17.549Z,2022-12-25T08:14:15Z,3954286049,56,Center,3954286051,140,91.0,3954286057,213,0.9,3954286055,212,29.0,3954286047,3,,3954286053,141,54.6,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898381,10,12,1,0,45,6h553bwfqkoxayuv80uikkn42,1,11.8,48.5,2022-12-23T08:50:19.802Z,2022-12-25T08:14:27Z,3954286073,140,0.0,3954286077,212,19.9,3954286075,141,27.9,3954286099,15,,3954286119,167,,3954286079,213,3.9,3954286071,56,Back,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492898389,10,6,1,0,46,v046no35g7ebk8lytdjmfb43,1,97.6,69.9,2022-12-23T08:50:20.964Z,2022-12-25T08:14:28Z,3954286121,56,Center,3954286137,233,11,3954286123,73,,,,,,,,,,,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
