id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2469016397,1,34,16,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-08T15:42:20.848Z,2022-10-08T16:24:35Z,3828170175,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3828170173,194,cd6i7khi5wgsfsg19c9tcjydx,3828170167,59,"33, 25, 13, 23, 15, 4, 22, 6, 18, 19, 21, 1, 10, 17, 20, 27, 30, 36, 44, 47",3828408731,197,2698,3828170171,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3828170169,130,4,3828170165,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3828170163,30,"2jrntrq2x714pviioh3jnkted, 4vy3j1o829f561jf4fqum7ob9, 6ie5meimavc8kwohr6lrdyket, 7lai6ovwsl01gonutejt4mms5, cd6i7khi5wgsfsg19c9tcjydx, d5mck7rf48chzersephpx29d5, e83ula4wockmc2xid7185kcq2, emvi36y613e4lqlat3wfdih9l, eguzzwxdm0fwocax6srpck48a, f4qcgzveslklfi8601tep77x1, 7q96z3aaee5jyccb8pjthi8kp, 9rjd95oqotnalxmv56v7p1r6d, 3y9nm18as1wxhizq3fyazb2t, 5irixhhyayq9yl7sb2kohjrv9, 4lcyjhvtwieshr4r3a6104qtx, ebj6t5jqzixrnww1z7qofznu2, culbbgu1o5fdbl3gxz54rbn4l, 4rtps64cca8vrscv80bgyvjf8, 1ltc40nsr2fkx99i5hf7i3mga, 8zl9wv46y5bchktqcwth3z3ai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469021029,1,34,16,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2022-10-08T15:44:45.927Z,2022-10-08T16:32:19Z,3828244931,194,64pzn3jdqo6y2izlpm8n3tvpx,3828195169,130,8,3828195165,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3828195163,30,"64pzn3jdqo6y2izlpm8n3tvpx, yq0cm7vwr0tkv7nvt9vo77bp, 582uvj0i3dvm0zwbou9q68pgp, 8cho2d1nz18i5o0zt6aysd68l, x4qyxhfr2vi007sazoqe5vit, 10zt8rbgbmyqxr1m13wm5gfs9, 4603xrdk721lqhd1ejn62x5n9, 4w4ldzomkj7fhrc51iimz8no5, 4ysxvym6ww4f9d3hflkqsbf11, bhsdzppop8jwjsxwftizot1t6, cotiiu6mjkfx5xa63nhfbdf4l, 97nv3y9z2ajz6b4ynoo0jn3kl, 1u1u438ql6xrordkb65wsxo7p, e5mjphb52suw89189nyca72z9, br2uswvdgoj7ndkx7mnbwgyd, ky1gnkjil9pog0gg5b2pc4fe, 5ga7g20wsa7oqjbh4ijoeknl6, cv1d56d42wujfuc4kt6bn53x0, 7vhnftizqlyu31st2vsmgh6tx, 4skrm2y64va3y5jk70gz4ylpm",3828436895,197,2699,3828195167,59,"1, 5, 19, 18, 2, 4, 10, 8, 7, 42, 17, 6, 11, 13, 26, 35, 38, 39, 40, 44",3828195173,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3828195171,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065051,2,32,1,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2022-10-08T16:30:33.416Z,2022-10-08T16:30:33Z,3828429381,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065101,2,32,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-08T16:30:33.416Z,2022-10-08T20:54:41Z,3828429623,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065095,3,1,1,0,0,apoawtpvac4zqlancmvw4nk4o,1,50.1,49.9,2022-10-08T16:30:33.426Z,2022-10-09T04:15:46Z,3828429583,56,Back,3828429589,212,11.5,3828429585,140,40.2,3830376729,178,,3828429587,141,57.2,3828429593,279,S,3828429591,213,2.7,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065131,4,1,1,0,1,apoawtpvac4zqlancmvw4nk4o,1,40.2,57.2,2022-10-08T16:30:35.295Z,2022-10-09T04:15:56Z,3828429761,141,37.0,3828429769,213,4.0,3828429765,212,18.1,3828429759,140,29.0,3828429757,56,Back,3830377237,178,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065165,5,1,1,0,3,apoawtpvac4zqlancmvw4nk4o,1,29.6,38,2022-10-08T16:30:37.412Z,2022-10-09T04:16:03Z,3828429939,141,67.1,3828429947,213,1.7,3830377363,178,,3828429933,56,Back,3828429943,212,19.9,3828429937,140,27.9,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065199,6,1,1,0,7,apoawtpvac4zqlancmvw4nk4o,1,28.8,63.2,2022-10-08T16:30:41.079Z,2022-10-09T04:16:07Z,3828430121,140,31.9,3828430123,141,32.0,3830377467,178,,3828430125,212,21.5,3828430119,56,Back,3828430127,213,4.9,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065227,7,1,1,0,10,apoawtpvac4zqlancmvw4nk4o,1,35.6,27.4,2022-10-08T16:30:44.380Z,2022-10-09T04:16:12Z,3830377525,178,,3828430257,212,12.6,3828430255,141,8.9,3828430259,213,4.7,3828430251,56,Back,3828430253,140,35.6,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065239,8,1,1,0,11,apoawtpvac4zqlancmvw4nk4o,1,35.6,9.2,2022-10-08T16:30:45.329Z,2022-10-09T04:16:15Z,3828430337,213,1.0,3828430335,212,8.3,3830377587,178,,3828430333,141,19.3,3828430329,56,Back,3828430331,140,40.0,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
