id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2478640459,1,34,16,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2022-10-29T12:40:05.947Z,2022-10-29T13:29:17Z,3879273209,194,97nv3y9z2ajz6b4ynoo0jn3kl,3879236367,130,8,3879236361,30,"br2uswvdgoj7ndkx7mnbwgyd, 7vhnftizqlyu31st2vsmgh6tx, 582uvj0i3dvm0zwbou9q68pgp, 4w4ldzomkj7fhrc51iimz8no5, x4qyxhfr2vi007sazoqe5vit, 10zt8rbgbmyqxr1m13wm5gfs9, 4ysxvym6ww4f9d3hflkqsbf11, 97nv3y9z2ajz6b4ynoo0jn3kl, e5mjphb52suw89189nyca72z9, bhsdzppop8jwjsxwftizot1t6, cotiiu6mjkfx5xa63nhfbdf4l, yq0cm7vwr0tkv7nvt9vo77bp, 1u1u438ql6xrordkb65wsxo7p, 8cho2d1nz18i5o0zt6aysd68l, ky1gnkjil9pog0gg5b2pc4fe, 5ga7g20wsa7oqjbh4ijoeknl6, cv1d56d42wujfuc4kt6bn53x0, 4skrm2y64va3y5jk70gz4ylpm",3879236369,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3879236363,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3879236365,59,"26, 40, 19, 8, 2, 4, 7, 6, 13, 42, 17, 5, 11, 18, 35, 38, 39, 44",3879497333,197,2699,3879236371,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478642785,1,34,16,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-10-29T12:42:19.301Z,2022-10-29T15:43:54Z,3879249177,30,"ci1nu5z8aiiikco8af0zk1lud, 4baqlwfu312pctopy1cx6s2c5, eh9sh9aa10zrp80l6e4l0c7h1, 6u47fsriz3ejlf72hxtsew5bd, ernbjicg113inzsubzrfm8fyt, 6uurhe88nry4hyelll8ifzd91, az7owi5t4bclkamjsjuyxzv1l, l469vtpe0jbgg5sq1v2e67e1, dzolxp2oixtakcrqfyibpu76d, d3tfdqfnab7bqxfdh3399y06i, bwqqecmqm76v5b83v1cz891p1, d2gbcc336c4zatpiif4cvm2fp, 2w76r8guf9sacoriu0ivytyax, d9q12xp4h8nhtjxl5il3vufh1, 4rgz5z372h6sbwhpxl69cb6c5, bvifdvoxv9e8nq8qe37c0gvrp, 24w7jq5qou30k8f76lmr20ju2, 3n2imac1yp8jppsf36a4qg76y, 74n6zo57y4h14zll0p5ncm3ca, 42kik8nrr738ipgk1lmmnhega",3879249185,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879503127,197,6366,3879275257,194,4baqlwfu312pctopy1cx6s2c5,3879249187,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3879249181,59,"27, 30, 3, 19, 42, 20, 6, 8, 9, 29, 7, 1, 4, 10, 11, 16, 17, 37, 38, 41",3879249179,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3879249183,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690967,2,32,1,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2022-10-29T13:31:39.749Z,2022-10-29T21:12:42Z,3879510969,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690955,2,32,1,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-10-29T13:31:39.749Z,2022-10-29T13:31:39Z,3879510917,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691077,3,1,1,0,0,1c7qokc1j5z50cjj4tcu32haa,1,49.9,50.3,2022-10-29T13:31:39.752Z,2022-10-29T21:31:19Z,3881887051,178,,3879511507,141,52.5,3879511503,56,Back,3879511511,213,3.1,3879511509,212,19.8,3879511513,279,S,3879511505,140,31.1,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691081,4,1,1,0,3,1c7qokc1j5z50cjj4tcu32haa,0,30.9,55.5,2022-10-29T13:31:43.216Z,2022-10-29T21:31:25Z,3879511539,1,,3879511527,155,,3879511535,212,43.1,3881887219,178,,3879511531,140,68.2,3879511537,213,5.9,3879511529,56,Center,3879511533,141,29.1,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691135,3,1,1,0,5,apoawtpvac4zqlancmvw4nk4o,1,32.1,56.4,2022-10-29T13:31:45.491Z,2022-10-29T21:31:30Z,3881887399,178,,3879511833,140,40.9,3879511829,56,Back,3879511841,213,0.7,3879511839,212,12.0,3879511835,141,67.6,3879511827,3,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691143,4,61,1,0,6,apoawtpvac4zqlancmvw4nk4o,0,41.5,67.9,2022-10-29T13:31:46.471Z,2022-10-29T21:32:04Z,3881887603,178,,3881888353,21,,3879511881,56,Back,,,,,,,,,,,,,,,,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691203,5,1,1,0,7,1c7qokc1j5z50cjj4tcu32haa,1,51.5,14.4,2022-10-29T13:31:47.680Z,2022-10-29T21:32:13Z,3879512127,140,54.4,3879512129,141,24.3,3879512133,213,1.1,3879512131,212,7.4,3881888559,178,,3879512125,56,Center,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691213,6,1,1,0,9,1c7qokc1j5z50cjj4tcu32haa,0,54.6,25.9,2022-10-29T13:31:49.173Z,2022-10-29T21:32:17Z,3879512201,236,,3879512159,213,1.3,3879512209,286,,3879512155,212,1.7,3881888611,178,,3879512203,233,5,3879512153,141,28.3,3879512149,140,55.1,az7owi5t4bclkamjsjuyxzv1l,A. Stach,3879512145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691199,5,74,1,0,9,apoawtpvac4zqlancmvw4nk4o,1,44.8,69.9,2022-10-29T13:31:49.323Z,2022-10-29T21:32:22Z,3879512121,56,Back,3879512233,233,6,3881888695,178,,3879512123,285,,,,,,,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691241,6,49,1,0,11,apoawtpvac4zqlancmvw4nk4o,1,43.4,77.9,2022-10-29T13:31:51.560Z,2022-10-29T21:32:30Z,,,,,,,,,,,,,,,,,,,,,,,,,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691321,7,1,1,0,12,apoawtpvac4zqlancmvw4nk4o,1,43.1,75.7,2022-10-29T13:31:52.371Z,2022-10-29T21:32:34Z,3881888997,178,,3879512715,212,22.4,3879512711,140,28.9,3879512717,213,4.0,3879512709,56,Back,3879512713,141,51.2,,,,,,,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691425,8,1,1,0,15,apoawtpvac4zqlancmvw4nk4o,1,29.4,45.5,2022-10-29T13:31:55.628Z,2022-10-29T21:32:38Z,3879513235,212,27.2,3879513229,56,Back,3879513233,141,12.5,3879513237,213,5.3,3879513231,140,44.0,3881889115,178,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691451,9,1,1,0,20,apoawtpvac4zqlancmvw4nk4o,1,54.1,12.2,2022-10-29T13:32:00.189Z,2022-10-29T21:32:42Z,3879513367,212,11.8,3881889261,178,,3879513363,141,29.4,3879513359,140,52.8,3879513353,56,Center,3879513371,213,1.7,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691519,10,1,1,0,22,apoawtpvac4zqlancmvw4nk4o,1,53.7,25.8,2022-10-29T13:32:02.605Z,2022-10-29T21:32:48Z,3879513695,213,5.5,3881889403,178,,3879513687,56,Right,3879513693,212,20.6,3879513689,140,67.6,3879513691,141,4.4,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691537,11,1,1,0,25,apoawtpvac4zqlancmvw4nk4o,1,68.1,4,2022-10-29T13:32:05.068Z,2022-10-29T21:32:53Z,3879513803,213,0.6,3879513799,141,9.4,3879513795,56,Right,3879513801,212,6.3,3879513797,140,73.0,3881889511,178,,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691619,12,1,1,0,26,apoawtpvac4zqlancmvw4nk4o,1,73,9.4,2022-10-29T13:32:05.786Z,2022-10-29T21:32:58Z,3881889667,178,,3879514167,140,69.1,3879514165,56,Right,3879514171,212,6.1,3879514173,213,4.0,3879514169,141,2.8,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691693,13,1,1,0,28,apoawtpvac4zqlancmvw4nk4o,1,60,7.1,2022-10-29T13:32:08.722Z,2022-10-29T21:33:03Z,3879514553,140,41.3,3879514557,212,20.4,3879514551,56,Back,3879514555,141,15.0,3879514559,213,2.9,3881889753,178,,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691723,14,1,1,0,31,apoawtpvac4zqlancmvw4nk4o,1,41.3,15,2022-10-29T13:32:11.207Z,2022-10-29T21:33:06Z,3879514703,213,1.8,3879514693,141,44.6,3879514697,212,20.6,3879514689,140,37.3,3881889825,178,,3879514687,56,Back,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691809,15,1,1,0,32,apoawtpvac4zqlancmvw4nk4o,1,33.2,43.4,2022-10-29T13:32:12.714Z,2022-10-29T21:33:11Z,3879515127,141,21.5,3881889935,178,,3879515123,56,Back,3879515129,212,14.9,3879515125,140,34.2,3879515131,213,4.8,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
