id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId
2451064233,1,34,16,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-26T17:33:55.312Z,2022-08-26T18:31:27Z,3732647129,59,"26, 25, 30, 14, 28, 3, 42, 27, 38, 22, 32, 1, 2, 5, 11, 18, 23, 29, 31, 33",3732647135,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732647127,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732700051,194,b7ve7k983eaewnupejiow3jdh,3732647131,130,8,3732647137,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732647125,30,"920yurg08gqayxwc80q9f8ixh, d36na8jr6xcc8eronhy8mcz1m, b7ve7k983eaewnupejiow3jdh, 7at6knpizbafid4br861pi6zt, 84mp3eqt1ckw107hwxpby9cd1, 6o2v57d92t1mejod24gmufcut, 7o11dzx2cccrslutrjl16ik89, ejnh215cji6xou661kiwcc91x, 7c6034wb3zsuq9nhxxiahiuol, dglkt5h4m18p1qcj2uhqymvv9, 2az0f39bhz2kvxhopalzi0h5h, 3r2j2j3v6kgmauw5yv9j3x1hx, 84l7r4ud9ipuf9vc3ib5b4l0q, e8dpcth2x1y0zbaovljbgk5hx, mugwhiw6mwgjf5797wlnjzdh, 3w8uk04gxlm4tj4hmsc3msmvp, bh5gxk1kd65fnph0s6kgxt8q2, arjwwth6yazptr851wu2u6e0a, 6qujoqysad60h70f3ac5n9ch6, 2es4ydlcwwasm6mu7rmey5r3e",3732840171,197,8113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451066993,1,34,16,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-08-26T17:38:59.827Z,2022-08-26T18:34:09Z,3732661491,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732849675,194,82r0liyptyapc8rfuo32qcqtx,3732661485,59,"1, 2, 16, 8, 4, 30, 11, 5, 9, 7, 17, 6, 10, 18, 20, 21, 23, 24, 25, 33",3732661483,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732661481,30,"clmq1s26z0i3lqr1jqnd5wzit, 2earc7j2kp3tveehpnxtv1exh, 11dqnpwlb2clu2v7rnghsrlcl, 82r0liyptyapc8rfuo32qcqtx, 8ksi5s9he1uxai3lfcq46grf9, ns0d3voludn8of98yc2e6ehh, 2bzdn7cqqonejqmlq85w8z6qd, mwircq9nydmi192o497r9n85, 9xftmtdsxbuu2itzhi3v1xbdh, f2o5hj0e2k3kw0fj1xzom0cet, 3nins3wtqjz9vt8q06s087vth, 4y167h8sn9cnyrvb097lf8lbd, 98e7uohj6lcvf59sfssff2y8l, 4oic5vu1qv89061hflasl3r3d, 8gnpf9kwx2n2rqwf1gixc4bth, de3mpa534obonqn4h2v10f6xh, 719bo3u7wz5doaadx7k45trdh, b7fqivvacy7mmarlp180k276d, 841ov85ua9qtxpygld607ujo4, d2pco79bmi3f9x3zahtf9q2mt",3732661489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732661487,130,8,3732849677,197,8147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103763,2,32,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-08-26T18:30:06.533Z,2022-08-26T18:30:06Z,3732856107,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103775,2,32,1,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-26T18:30:06.533Z,2022-08-27T04:09:19Z,3732856137,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103825,3,1,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,50,50,2022-08-26T18:30:06.574Z,2022-08-27T04:54:01Z,3732856423,279,S,3732856421,213,3.1,3733804211,178,,3732856419,212,11.0,3732856417,141,51.4,3732856415,140,39.6,3732856413,56,Back,,,,9xftmtdsxbuu2itzhi3v1xbdh,S. Zoller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103827,4,1,1,0,2,eq1oq6y61xnzq88zu0cnw131z,1,39.5,52.9,2022-08-26T18:30:08.680Z,2022-08-27T04:54:09Z,3732856437,212,11.4,3733804281,178,,3732856431,56,Back,3732856439,213,2.0,3732856433,140,35.1,3732856435,141,68.2,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103831,5,1,1,0,2,eq1oq6y61xnzq88zu0cnw131z,1,35.1,68.2,2022-08-26T18:30:09.403Z,2022-08-27T04:54:13Z,3733804319,178,,3732856447,56,Back,3732856449,140,22.2,3732856453,212,14.1,3732856451,141,73.9,3732856455,213,2.9,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103911,6,1,1,0,4,eq1oq6y61xnzq88zu0cnw131z,1,22.2,73.9,2022-08-26T18:30:11.252Z,2022-08-27T04:54:16Z,3733804343,178,,3732856933,212,20.9,3732856931,141,52.5,3732856929,140,7.9,3732856927,56,Back,3732856935,213,3.9,,,,,,,ns0d3voludn8of98yc2e6ehh,D. Heintz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103943,7,1,1,0,10,eq1oq6y61xnzq88zu0cnw131z,1,9.4,46.5,2022-08-26T18:30:17.408Z,2022-08-27T04:54:19Z,3732857087,141,9.1,3732857089,212,53.3,3733804359,178,,3732857091,213,5.8,3732857093,1,,3732857085,140,54.0,3732857083,56,Right,3732857081,155,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103975,8,1,1,0,13,eq1oq6y61xnzq88zu0cnw131z,1,54,9.1,2022-08-26T18:30:20.406Z,2022-08-27T04:54:22Z,3732857243,56,Center,3732857251,212,17.7,3732857239,3,,3732857253,213,0.5,3732857247,140,68.8,3732857249,141,21.6,3733804381,388,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103981,9,50,1,0,15,eq1oq6y61xnzq88zu0cnw131z,1,68.9,22.5,2022-08-26T18:30:21.593Z,2022-08-27T04:54:28Z,3732857347,233,3,3732857291,56,Center,3732857293,286,,,,,,,,,,,,,,,,,2bzdn7cqqonejqmlq85w8z6qd,T. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103971,3,7,1,0,16,6k5zscdm9ufw0tguvzyjlp5hq,0,31.1,77.5,2022-08-26T18:30:22.610Z,2022-08-27T04:54:29Z,3732857225,56,Back,3733402559,384,,3733804441,178,,3732857227,285,,3732857329,233,9,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451103997,10,1,1,0,17,eq1oq6y61xnzq88zu0cnw131z,1,68.3,22,2022-08-26T18:30:23.830Z,2022-08-27T04:54:34Z,3732857377,140,62.2,3732857379,141,30.0,3733804487,178,,3732857383,213,2.4,3732857381,212,8.4,3732857375,56,Center,,,,,,,2bzdn7cqqonejqmlq85w8z6qd,T. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
