id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2515010369,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-03-04T13:35:17.321Z,2023-03-04T14:29:15Z,4070709917,30,"8l1mv5qd9vwade754v3l8epjp, 52t6t7cdsr0fjs9ukmwo9y7rp, 9kxuwgequrilkom3ru6sdxall, 3g9riero16s160evc28u3q3u1, cab22ojcuhdzdwmbtl20n8i51, 1ywfkwrcysdlvkt859q00kt7t, a2l72iohmbq6rjr3rzrsvnwt1, 24vavcwn4hco5je9kdu9ciwgl, 7424gvk9hiq5up61dj181y66t, cywgibmici8hwp1ad1nhk3ufp, 1vv29mash2uijx542ssjk666t, 9qzxygb9hyzag1szans0k2jth, 87jamhsc8ps9kh5432u36kjc9, e482cluaxyc6o2auawo9d7npx, 5pnfmmq8b8jxmp1qnf82d8out, 602fyni27c129xjs9ziyn5as5, d3xe46be1ajvxzxzboiaoy385, 7446u69ki15qcyq2jtszacm3t, bt35y17wl42b5t5tw6z68uwyy, 5xhjvappzv6swoof5qpi0yj9",4070895525,197,16256,4070709923,59,"1, 28, 18, 4, 31, 5, 20, 19, 17, 27, 8, 2, 3, 7, 11, 14, 25, 37, 40, 45",4070709927,130,12,4070709933,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070709931,194,52t6t7cdsr0fjs9ukmwo9y7rp,4070709929,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070709921,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515011663,1,34,16,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-03-04T13:36:48.118Z,2023-03-04T15:31:28Z,4070716439,130,8,4070716447,194,21vfv10e7fh6b2xtcu55ihn11,4070716453,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070716443,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070716431,30,"4zfgh6wq7svx418tzwf0gfavp, 38knnji3m4qg6pqohph35n74l, 21vfv10e7fh6b2xtcu55ihn11, ojqb7kv87o0cidbckgtg1rdh, 3tdsezcgdlm4laybvh4u49cr9, mgwgcv336wb93xvv0pfr6dih, cnf7quyillyf560nh14taliw9, 3saz8njlttx2i4ospcwmmaqga, 8n4b6j21nxf1nf628ugg3xsdl, bkonv3y0vn24mpn6j8abjtux, 55z0yap5tml66nes2cchg7ahh, 224uan6ugjt7b2c1zsxrs2pcl, 8w5vjfl9ntyyxzyn2lo8k4dpm, 89s9fm31pcfq7l28kc2kad4kq, 6dzx3oyd42ql69tqxqvg8mpxx, 2ifp36vdm0d6rb3xc7muuvv11, 8mmecefcbz8wu4jcqqywps5p1, pjbuqt8wiwm2ql2tfvvcn59m, 6yc09eth94qsachf595dyx6fp, 2hb1dyg1auzdfbi3lg9ysap9m",4070716433,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070894401,197,16229,4070716435,59,"20, 2, 14, 28, 4, 24, 37, 6, 21, 7, 11, 1, 5, 8, 17, 19, 23, 25, 27, 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046079,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-03-04T14:30:17.441Z,2023-03-04T22:26:24Z,4070898185,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046073,2,32,1,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-03-04T14:30:17.441Z,2023-03-04T14:30:17Z,4070898147,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046103,3,1,1,0,0,8q1ul09cygzswb7tb456bmifv,1,50.1,50,2023-03-04T14:30:17.493Z,2023-03-05T00:56:28Z,4070898301,213,3.4,4070898293,56,Back,4070898297,141,43.0,4070898295,140,29.2,4073833187,178,,4070898299,212,22.5,4070898303,279,S,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046115,4,1,1,0,2,8q1ul09cygzswb7tb456bmifv,0,29.7,44.3,2023-03-04T14:30:20.091Z,2023-03-05T00:56:37Z,4070898349,212,32.3,4070898351,213,0.1,4073833611,178,,4070898347,141,51.2,4070898343,56,Center,4070898353,1,,4070898345,140,60.1,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046111,3,49,1,0,4,a8d2gb2nag8fy0itbuxmcibh2,1,38,50.3,2023-03-04T14:30:22.120Z,2023-03-05T00:56:44Z,,,,,,,,,,,,,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046123,4,1,1,0,4,a8d2gb2nag8fy0itbuxmcibh2,0,38,50.3,2023-03-04T14:30:22.186Z,2023-03-05T00:56:50Z,4073834371,178,,4070898391,212,22.1,4070898389,141,68.1,4070898393,213,0.6,4070898385,56,Center,4070898387,140,55.6,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046133,5,49,1,0,6,8q1ul09cygzswb7tb456bmifv,1,41.2,29.1,2023-03-04T14:30:23.695Z,2023-03-05T00:56:57Z,,,,,,,,,,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046153,6,1,1,0,6,8q1ul09cygzswb7tb456bmifv,0,41.2,29.1,2023-03-04T14:30:23.752Z,2023-03-05T00:57:04Z,4070898523,157,,4070898527,140,72.9,4070898535,1,,4073835149,178,,4070898525,56,Center,4070898533,213,0.3,4070898529,141,41.9,4070898531,212,34.4,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
