id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/17/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2455744401,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-09-04T12:34:42.665Z,2022-09-04T13:25:17Z,3757793911,197,16596,3757578199,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757578193,59,"1, 20, 3, 23, 6, 2, 10, 13, 9, 11, 8, 7, 14, 16, 21, 25, 28, 32, 42",3757578189,30,"61xxo4zsk6hby0swa756l3wlx, d8h5ge9ust20o7us968acnsnp, egmcpa7j5clzga5m0zvg2f105, bs6f5ag1f47ropxefrybtaktl, tedxo29s8xx0a71z6sidw7v9, 5arng6g4ietx2jwgcd2kpqdpl, 3er9krmf0k6dhv6f9ltztfend, 4kolmisdpprx0wrahisadl5n9, avk9yje6h4nndg3cufnbu2imt, d9jj0525pm3nu9vqewtpo2rpx, 8ls8npa774mbrxje10ff46sb9, 48xfkorlx0hu677np4669wbth, aybzlrbkvnobkazjsmox975jp, 4zrut521fzw9fddqt74pnl756, 3abavmbqh6vt0xgcx6zo4mgru, 19i0qsgzkuzg3b19zogzh7o16, yxuavigqlnnigve5ki4tfemt, 89hc9e27swp796vy7yvylg3x1, diyzb2gwf1zkvqyjc63085eui",3757578191,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3757578197,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3757600727,194,tedxo29s8xx0a71z6sidw7v9,3757578195,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455744883,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-09-04T12:35:29.328Z,2022-09-04T13:39:14Z,3757793773,197,11913,3757602825,194,2ebiw2w6d76sttjh8n8871kgl,3757580827,59,"1, 16, 21, 34, 5, 20, 29, 8, 18, 14, 40, 2, 6, 7, 10, 11, 12, 17, 23, 31",3757580833,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757580831,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757580823,30,"1sjt0nj0232gu88x50c3d16nd, drv9wksjusdgp1np315rokzit, 2ebiw2w6d76sttjh8n8871kgl, ce2pidh4dpd1ccozn2lm3qtw5, 1zo6iikznwkd2vuhqykt7jw7p, djpsc1fvcnrh61c071t00gmad, eg9xhi6wfp1duf01pcsn8vfmd, 9j1fd0mz39tl1h5che3f357md, cfdgq8thcoghlh5d0s0pzb1sl, 5cw4n6kdaa7imeyaiuo2pnq39, 6ufkq71qh9wrfyaez5yi94e09, 7wm8whndx19gcpqxtw9safljp, 5ir834cntiq4qhlw8dqi6rowl, 6yc09eth94qsachf595dyx6fp, b2oa5dzw40auj5cgxfrp4b4r9, 18b0ti0bsq68842kgbczsbgmh, 88unrmh29io1zmqzxwjzuqtm2, 6q2mf0qrkt51z28b46wltxal1, djggrnjp9s4p2mlbzhx6arbh1, 6mijfayg3juwbk0u95h9gd8x6",3757580829,130,4,3757580825,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455790235,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-09-04T13:30:56.111Z,2022-09-04T21:53:54Z,3757814449,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455790251,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-09-04T13:30:56.111Z,2022-09-04T13:31:00Z,3757814505,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455790303,3,1,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,50.2,50,2022-09-04T13:30:56.208Z,2022-09-04T22:26:52Z,3757814737,212,19.1,3759630227,178,,3757814733,140,32.1,3757814731,56,Back,3757814739,213,3.3,3757814735,141,46.9,3757814741,279,S,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455790323,4,1,1,0,2,ex3psl8e3ajeypwjy4xfltpx6,1,33.8,47.5,2022-09-04T13:30:59.100Z,2022-09-04T22:26:58Z,3757814835,141,75.4,3757814841,1,,3759630365,178,,3757814829,155,,3757814837,212,43.0,3757814831,56,Center,3757814839,213,0.5,3757814833,140,70.5,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455790333,5,44,1,0,6,ex3psl8e3ajeypwjy4xfltpx6,1,69.6,80.2,2022-09-04T13:31:02.219Z,2022-09-05T07:28:07Z,3757814887,56,Left,3757814889,286,,3757815055,233,3,,,,,,,,,,,,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455790355,3,44,1,0,6,f0w62l8zql3tukxsy8fqwp72x,0,30.4,19.8,2022-09-04T13:31:02.220Z,2022-09-04T22:27:06Z,3757815003,285,,3757815001,56,Back,3757815073,233,5,,,,,,,,,,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455790349,6,1,1,0,6,ex3psl8e3ajeypwjy4xfltpx6,1,70.5,75.4,2022-09-04T13:31:02.254Z,2022-09-05T07:28:08Z,3757814975,141,54.0,3757814969,3,,3757814977,212,15.7,3759630729,388,,3757814971,56,Center,3757814973,140,64.9,3757814979,213,4.3,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455790385,7,1,1,0,8,ex3psl8e3ajeypwjy4xfltpx6,1,65,54,2022-09-04T13:31:04.286Z,2022-09-04T22:27:22Z,3757815155,213,5.3,3757815145,3,,3759631039,388,,3757815147,56,Center,3757815149,140,68.5,3757815153,212,7.1,3757815151,141,45.1,,,,d8h5ge9ust20o7us968acnsnp,D. Caligiuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
