id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2468758783,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-10-08T12:36:13.802Z,2022-10-08T13:29:36Z,3826810459,30,"dvo2f7d0yosn404wsrsgeprdh, f3xm12deg7xf3g2n3yk11npat, 5qc0owkwmgk74qy13ft3kpg5, dgysidzshgxqm3jegaihwi5wq, 64x38pccgfsuz4ywoveh2ksbu, 4fvtwbl1hrxgs9lg957rxladx, 7lohomjw8xbl5eymcqhrtytw5, 58jjd14yvf4d6tvqcz4xo3a7e, 9xl238e13utd2ondzqi51ka1h, 8czesxhh2bedy0ukqb95rk82d, 6b7p3ncup75mpop91n0u1mw2d, 8td0ccul6gf7r5benk1pxqrx1, 8kydif03gk6apce8xwl9w3ht5, aahyom322jdc6f21960ycuzth, 8n0dskalmx94ofiq6jewa22tx, at2rbigl1d8bsjw2u6lhfcatx, 1n0y675l767w55pipq5lgj1zp, 2rsdnuf5kuu8kxybsjq7ogbje, 9taxidttdt94nmvc3mqhqq0ut, w2jovd0ta6to004lvlri5gtm",3826810467,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826845207,194,9xl238e13utd2ondzqi51ka1h,3826810469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826810461,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3826810465,130,2,3827011865,197,6345,3826810463,59,"13, 27, 29, 6, 3, 4, 24, 17, 9, 40, 11, 1, 2, 7, 8, 19, 20, 23, 30, 41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468759969,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-08T12:37:41.078Z,2022-10-08T13:32:31Z,3826816427,59,"1, 30, 5, 3, 4, 12, 8, 20, 14, 19, 17, 6, 7, 10, 11, 21, 22, 23, 24, 40",3826816431,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826844469,194,cg6h7oq0b5zpx1g4brhzyk1xx,3826816433,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3827004533,197,16378,3826816423,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, a41r2ob5fhirgdwxwox6nr4yx, 4foax2b7unlkev1eq6py86lii, 5ec2ede9uwbft3wby33mwowyd, djha3ac2mfhyb7oia64hq2nd, 4tev0kk0om8cr1xbwpt8bozit, 8wlyh0e8178je0hylqjifbkr9, c0ewvrtk657uw4t5rlv87mq51, 9ydkbbygq6uocors9kcdnzbop, 7y6f63pj7horkzhdzbge02rqh, cis0z72hgahfnfjduk7hdnz3e, 9c9v6wjh3fufmds8nm5aqfmcp, 2cq6ocr7j487do4nrm3sreg9h, 7w63iqek6hmnizlirurla1cr9, 8mcf8c8ht32as6xxrf1gb51m2, aze5i6ssy55jrc8k9vhrs8o9h, e4vr28e9cbq3q5nux1jlpuuei, 3ojzrb5okc6i1jf1o7okovnjd, 9z1hb45wjhq63ebn88b079k2d",3826816425,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3826816429,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798173,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-08T13:30:45.271Z,2022-10-08T22:46:41Z,3827016017,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798159,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-10-08T13:30:45.271Z,2022-10-08T13:30:45Z,3827015951,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798215,3,1,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,50.1,50,2022-10-08T13:30:45.281Z,2022-10-09T04:44:43Z,3827016233,56,Back,3827016243,279,S,3827016239,212,24.0,3827016235,140,28.8,3827016241,213,3.5,3827016237,141,37.0,3830267291,178,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798243,4,1,1,0,3,cz4a6wmzx2obyisadhgaccx7b,0,30.8,34.9,2022-10-08T13:30:48.446Z,2022-10-09T02:56:07Z,3827016379,140,65.4,3827016383,212,44.2,3827016375,155,,3827016385,213,0.6,3827016381,141,71.9,3827016387,1,,3830267587,178,,3827016377,56,Center,64x38pccgfsuz4ywoveh2ksbu,L. Greiml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468805523,79,1,1,0,5,7ad69ngbpjuyzv96drf8d9sn2,1,31.2,33.4,2022-10-08T13:30:50.912Z,2022-10-09T02:56:30Z,3827053255,213,4.7,3827053251,141,31.4,3827053247,56,Back,3827053253,212,1.4,3827053249,140,31.2,3827053245,3,,3830267807,388,,,,,8wlyh0e8178je0hylqjifbkr9,C. Aránguiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798273,3,61,1,0,5,7ad69ngbpjuyzv96drf8d9sn2,1,35.3,32.2,2022-10-08T13:30:50.950Z,2022-10-09T02:56:27Z,3830268141,15,,3827016503,56,Back,3830268143,388,,,,,,,,,,,,,,,,,c0ewvrtk657uw4t5rlv87mq51,P. Schick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798287,4,1,1,0,7,7ad69ngbpjuyzv96drf8d9sn2,1,36,37.1,2022-10-08T13:30:52.613Z,2022-10-09T02:56:45Z,3830268449,178,,3827016547,213,5.5,3827016541,140,42.6,3827016545,212,9.6,3827016539,56,Back,3827016543,141,27.3,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798289,5,49,1,0,8,7ad69ngbpjuyzv96drf8d9sn2,1,42.6,27.3,2022-10-08T13:30:54.068Z,2022-10-09T02:57:02Z,,,,,,,,,,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798299,6,1,1,0,8,7ad69ngbpjuyzv96drf8d9sn2,1,42.6,27.3,2022-10-08T13:30:54.088Z,2022-10-09T02:57:00Z,3830268637,388,,3827016595,140,40.4,3827016599,212,2.3,3827016593,56,Back,3827016601,213,3.1,3827016597,141,27.5,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798399,7,1,1,0,10,7ad69ngbpjuyzv96drf8d9sn2,1,41.9,25.8,2022-10-08T13:30:55.781Z,2022-10-09T02:57:08Z,3827017117,212,19.7,3830268863,178,,3827017115,141,7.6,3827017111,56,Right,3827017119,213,5.6,3827017113,140,56.5,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798429,8,1,1,0,17,7ad69ngbpjuyzv96drf8d9sn2,0,80.1,6.1,2022-10-08T13:31:02.329Z,2022-10-09T02:57:14Z,3827017265,141,11.1,3830268943,178,,3827017261,140,77.3,3827017269,213,2.3,3827017257,56,Right,3827017267,212,4.5,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798507,6,61,1,0,17,cz4a6wmzx2obyisadhgaccx7b,1,25.8,82.8,2022-10-08T13:31:02.556Z,2022-10-09T02:57:20Z,3827017625,56,Back,3830269111,178,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798457,5,1,1,0,18,cz4a6wmzx2obyisadhgaccx7b,0,28.1,85.7,2022-10-08T13:31:03.839Z,2022-10-09T02:57:25Z,3827017401,141,69.6,3827017405,212,13.4,3827017397,140,35.4,3827017389,3,,3830269251,388,,3827017393,56,Back,3827017407,213,5.3,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798531,9,1,1,0,20,7ad69ngbpjuyzv96drf8d9sn2,1,64.7,32.2,2022-10-08T13:31:05.507Z,2022-10-09T02:57:35Z,3827017813,212,22.6,3827017807,140,47.9,3827019323,3,,3827017805,56,Back,3827017817,213,3.8,3827017809,141,11.4,3830269487,178,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798579,10,1,1,0,25,7ad69ngbpjuyzv96drf8d9sn2,1,45.2,23.8,2022-10-08T13:31:10.343Z,2022-10-09T02:57:38Z,3827017993,212,35.5,3827017995,213,1.8,3827017989,140,35.9,3827017991,141,74.0,3827017999,1,,3827017987,56,Back,3830269535,178,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
