id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2533557601,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-04-15T12:45:18.913Z,2023-04-15T13:27:59Z,4189904477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189904469,30,"cm8po8ez5w9ms01gid6w3kwk5, shbxc528h0udd6rdf3ax2itx, 9uthj64y9f77y63tq7did539x, 6yhylu5q0y924amgv7vlodkgl, a5kkysp7c5f577ji17q5v2k0l, 6ki6rv564ybctrajr2xtgyeax, ew18qvvupaejxubhqmxmbd39x, 7hnmtyfmurizitwz1whecjnmy, 5pousbiuqbus68yekd0mhc5pl, bkbmygo5f1glcs6xssawl26z9, f3v95yyj6j7h7qpprxm4zlre1, 4rrnad6qnutl60z8e1quup6tx, 3rj7x05qx17n925xfpcrl0jpx, 4gqnyyx3i92fayq6cxvekqwut, bpprd2haoafk6y0rjans4iytx, 8um4xh0ekvr4q6uti3ksld8q2, arwidogdfccsjv8fxa1veezf9, 980t379w5cp7umv1eltwlfca1, 6k3daudjhieulsgywbt9uoep6, 6sj31v61vtwwxe5hhwkj80g7o",4189904479,194,cm8po8ez5w9ms01gid6w3kwk5,4189904475,130,12,4189904473,59,"1, 3, 11, 25, 23, 5, 27, 13, 14, 9, 8, 4, 16, 17, 19, 20, 29, 34, 37, 39",4190108309,197,3794,4189904471,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189904481,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533557681,1,34,16,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2023-04-15T12:45:24.006Z,2023-04-15T14:32:51Z,4190103425,197,2699,4189904953,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189904947,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189904949,59,"27, 5, 22, 8, 2, 4, 10, 6, 7, 25, 11, 19, 20, 23, 26, 38, 39, 40, 42, 44",4189904955,194,4fq74wp7xzwm214veuxqpdz9x,4189904945,30,"bagn0ce4xunsiz3mezrtqx1p1, yq0cm7vwr0tkv7nvt9vo77bp, 29pq64smaxdwlraopnxoleqxh, 4w4ldzomkj7fhrc51iimz8no5, x4qyxhfr2vi007sazoqe5vit, 10zt8rbgbmyqxr1m13wm5gfs9, 4603xrdk721lqhd1ejn62x5n9, 97nv3y9z2ajz6b4ynoo0jn3kl, 4ysxvym6ww4f9d3hflkqsbf11, 4fq74wp7xzwm214veuxqpdz9x, 1u1u438ql6xrordkb65wsxo7p, 582uvj0i3dvm0zwbou9q68pgp, csnsu3jg12e3ridlmteuyrbp, 3kx4mltrob4yta5g6kr2u8ic5, br2uswvdgoj7ndkx7mnbwgyd, 5ga7g20wsa7oqjbh4ijoeknl6, cv1d56d42wujfuc4kt6bn53x0, 7vhnftizqlyu31st2vsmgh6tx, bhsdzppop8jwjsxwftizot1t6, 4skrm2y64va3y5jk70gz4ylpm",4189904961,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189904951,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597333,2,32,1,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2023-04-15T13:30:15.423Z,2023-04-16T00:15:41Z,4190117829,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597317,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-04-15T13:30:15.423Z,2023-04-15T13:30:15Z,4190117741,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597345,3,1,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,50,50,2023-04-15T13:30:15.444Z,2023-04-16T01:00:42Z,4190117893,212,20.2,4190117895,213,2.8,4193362997,178,,4190117897,279,S,4190117889,140,31.9,4190117887,56,Back,4190117891,141,60.2,,,,7hnmtyfmurizitwz1whecjnmy,A. Stiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597371,4,1,1,0,1,4l9mrqzmajz5crzlz50mtbt6x,1,31.9,60.2,2023-04-15T13:30:17.035Z,2023-04-16T01:00:56Z,4190117995,140,29.3,4190117997,141,56.6,4190117999,212,3.7,4190118001,213,3.9,4190117993,56,Back,4193364423,178,,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597407,5,1,1,0,2,4l9mrqzmajz5crzlz50mtbt6x,0,29.3,56.6,2023-04-15T13:30:17.925Z,2023-04-16T01:01:04Z,4190118223,155,,4190118231,212,61.6,4190118225,56,Right,4190118229,141,8.8,4190118227,140,79.1,4190118235,1,,4193364977,178,,4190118233,213,5.7,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597405,3,44,1,0,5,apoawtpvac4zqlancmvw4nk4o,1,22.6,87.1,2023-04-15T13:30:21.276Z,2023-04-16T11:22:19Z,4190118205,285,,4190118203,56,Back,4190118331,233,6,,,,,,,,,,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533597419,6,44,1,0,5,4l9mrqzmajz5crzlz50mtbt6x,0,77.4,12.9,2023-04-15T13:30:21.277Z,2023-04-16T01:01:10Z,4190118293,286,,4190118369,233,3,4190118291,56,Right,,,,,,,,,,,,,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533599301,31,1,1,0,5,apoawtpvac4zqlancmvw4nk4o,0,21.6,90.2,2023-04-15T13:30:21.345Z,2023-04-16T11:22:20Z,4190127593,141,91.1,4190127597,213,1.0,4190127595,212,0.7,4190127589,56,Back,4190127587,3,,4193365907,388,,4190127591,140,22.0,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
