id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist
2502104859,1,34,16,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2023-01-29T15:36:15.318Z,2023-01-29T16:33:32Z,4002701733,194,e83ula4wockmc2xid7185kcq2,4002701729,130,5,4002701737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002701721,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4002701725,59,"1, 17, 26, 22, 25, 4, 19, 6, 9, 23, 27, 7, 11, 13, 15, 18, 20, 21, 33, 43",4002701719,30,"9rjd95oqotnalxmv56v7p1r6d, 5irixhhyayq9yl7sb2kohjrv9, cl6720rdjeubt0bc3su0qg3qh, e83ula4wockmc2xid7185kcq2, 4vy3j1o829f561jf4fqum7ob9, d5mck7rf48chzersephpx29d5, f4qcgzveslklfi8601tep77x1, emvi36y613e4lqlat3wfdih9l, cy0lv5u16obr2ne4xiins43x1, 7lai6ovwsl01gonutejt4mms5, ebj6t5jqzixrnww1z7qofznu2, 2we9yak4ipkr1ljigj20puv6y, btzfq6521zl3q5uqus8ltov6d, 6ie5meimavc8kwohr6lrdyket, cd6i7khi5wgsfsg19c9tcjydx, eguzzwxdm0fwocax6srpck48a, 4lcyjhvtwieshr4r3a6104qtx, 7q96z3aaee5jyccb8pjthi8kp, 2jrntrq2x714pviioh3jnkted, c2mwg1uhug0pbgl72uf9b927e",4002701735,197,2698,4002701731,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502107099,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-01-29T15:38:44.440Z,2023-01-29T17:52:35Z,4002713757,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002713753,59,"1, 30, 3, 8, 12, 4, 25, 11, 27, 19, 21, 5, 6, 9, 10, 22, 23, 24, 36, 38",4002713763,197,11890,4002713759,194,cg6h7oq0b5zpx1g4brhzyk1xx,4002713751,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4002713765,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002713755,130,4,4002713749,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, 4foax2b7unlkev1eq6py86lii, 4tev0kk0om8cr1xbwpt8bozit, djha3ac2mfhyb7oia64hq2nd, 5ec2ede9uwbft3wby33mwowyd, 6rg37ej1x7pwi7r4aq1107pih, 7w63iqek6hmnizlirurla1cr9, 2k5g68ywtr79lc45wozvifqlm, 9ydkbbygq6uocors9kcdnzbop, 8mcf8c8ht32as6xxrf1gb51m2, a41r2ob5fhirgdwxwox6nr4yx, cis0z72hgahfnfjduk7hdnz3e, 59pu8nnghyxvvt8r3zyndpfpx, 2cq6ocr7j487do4nrm3sreg9h, aze5i6ssy55jrc8k9vhrs8o9h, e4vr28e9cbq3q5nux1jlpuuei, 3ojzrb5okc6i1jf1o7okovnjd, byk5vhf9l112i7hhy1clravp, 6m9kyt5astmqvzdq2ee81qcwl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502144085,2,32,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2023-01-29T16:31:42.316Z,2023-01-29T16:31:48Z,4002908813,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502144005,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-01-29T16:31:42.316Z,2023-01-29T21:30:37Z,4002908409,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502144075,3,1,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,50.1,50,2023-01-29T16:31:42.421Z,2023-01-29T21:51:50Z,4002908747,140,27.7,4003711621,178,,4002908753,213,2.6,4002908755,279,S,4002908751,212,26.8,4002908749,141,68.9,4002908745,56,Back,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502144105,4,1,1,0,3,7ad69ngbpjuyzv96drf8d9sn2,1,28.9,68.4,2023-01-29T16:31:45.351Z,2023-01-29T21:51:57Z,4002908957,1,,4002908953,212,46.8,4002908947,56,Center,4002908945,157,,4002908949,140,69.1,4002908951,141,38.8,4003711847,178,,4002908955,213,5.8,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502144111,5,44,1,0,6,7ad69ngbpjuyzv96drf8d9sn2,1,68.4,34.8,2023-01-29T16:31:48.902Z,2023-01-30T12:28:22Z,4002908975,286,,4002909165,233,3,4002908973,56,Center,,,,,,,,,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502144133,3,44,1,0,6,dt4pinj0vw0t0cvz7za6mhmzy,0,31.6,65.2,2023-01-29T16:31:48.903Z,2023-01-29T21:52:23Z,4002909185,233,5,4002909081,56,Back,4002909083,285,,,,,,,,,,,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502144139,6,1,1,0,6,7ad69ngbpjuyzv96drf8d9sn2,0,69.1,38.8,2023-01-29T16:31:48.983Z,2023-01-30T12:28:22Z,4002909123,212,3.6,4002909117,141,35.5,4002909113,140,71.8,4003712627,388,,4002909127,213,5.6,4002909107,3,,4002909109,168,,4002909111,56,Center,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502144183,4,1,1,0,8,dt4pinj0vw0t0cvz7za6mhmzy,0,30.1,75,2023-01-29T16:31:51.213Z,2023-01-30T12:21:16Z,4004257037,388,,4002909367,141,100.0,4002909359,56,Back,4002909371,212,18.9,4002909373,213,1.3,4002909363,140,34.2,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
