id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/11/value,qualifier/10/value,qualifier/15/value,qualifier/17/value,qualifier/16/value
2536653169,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-04-21T17:30:42.988Z,2023-04-21T18:28:02Z,4206340245,59,"40, 3, 22, 13, 23, 19, 10, 27, 9, 7, 16, 2, 8, 14, 17, 20, 25, 34, 38, 48",4206340249,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206340247,130,2,4206340251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206340243,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4206495701,197,16596,4206528159,194,3j2pv0methgc8k8rtqbi079p1,4206340241,30,"840353qq4b6ufh0hhm9o0n45x, egmcpa7j5clzga5m0zvg2f105, 4gmknefwu0tt33z88tu75xmg9, 4kolmisdpprx0wrahisadl5n9, bs6f5ag1f47ropxefrybtaktl, 3j2pv0methgc8k8rtqbi079p1, 3er9krmf0k6dhv6f9ltztfend, b6woton2db3w4rm67vu69buy2, avk9yje6h4nndg3cufnbu2imt, 1ic5mnwhm510mptrxz04zmtm2, 4zrut521fzw9fddqt74pnl756, 5arng6g4ietx2jwgcd2kpqdpl, bfdtduknquzhr2br7ahlgvvo4, aybzlrbkvnobkazjsmox975jp, 3yiwkcfbwy0sfnecr9sy9695h, d8h5ge9ust20o7us968acnsnp, 19i0qsgzkuzg3b19zogzh7o16, 3jqxaa2l6gqwxl2mr8w0yiiy2, 6xjbcik3a56d0vqy4vrq5eokp, 8b40ap862z6ynvmgah0vjces5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536653769,1,34,16,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-04-21T17:31:56.999Z,2023-04-21T18:26:23Z,4206343851,130,17,4206343847,59,"33, 4, 24, 21, 23, 2, 16, 3, 9, 8, 22, 1, 7, 10, 11, 14, 15, 17, 25, 28",4206520473,197,16500,4206343843,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4206343863,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206343837,30,"62gct49oglcdzxafhrfucrb2t, bibz1qxakmbflq73marmo4nop, e9u7cmvaem5p7x9px3yq9f179, 8p2yagsx6ujdbmeonkd3u4c89, 4xhnmoqgxoheel005ek6ckfs9, 3uqn1adw8rarez1gpen9vng7p, a4p1m3cqm6z2p1bw97s6k46ad, 3kti58d195gmtzwrjh5nprx05, bmrdtenqr84jt4gmw6i7wez11, d1gc59ozyrrnl82rog6fbm0dm, 3havaatbnk8p6gc9srgajc25l, 5bzowvtg5vhntcx1w3roriehh, 5eym30brgmujovaeyb6dhhgfe, 9ic8hvnkzj9p0ikh6bwaeoqju, 49epln99aa2797cs2zq3al1t6, 9fd19beamnr8qmhqdvzr7fcyy, 7gzdg0j9usc3yq0dd1ad57sgl, 254i1zsifi2er9rvuxgi9katx, 80nniieqtuwjhomwjcebnxyzu, 1en0bgq0u842snszevlkscxk9",4206343857,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206522067,194,3kti58d195gmtzwrjh5nprx05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536689889,2,32,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-04-21T18:30:08.397Z,2023-04-21T18:30:08Z,4206535325,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536689901,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-04-21T18:30:08.397Z,2023-04-22T05:30:54Z,4206535363,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536689947,3,1,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,49.9,49.9,2023-04-21T18:30:08.402Z,2023-04-22T05:53:26Z,4206535625,141,66.8,4206535629,213,2.6,4206535631,279,S,4207511773,178,,4206535623,140,32.4,4206535621,56,Back,4206535627,212,21.7,,,,d1gc59ozyrrnl82rog6fbm0dm,E. Millot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536689951,4,1,1,0,2,3dwlvz6cl4lcavvrg0y2dycrt,0,32.8,63.3,2023-04-21T18:30:11.223Z,2023-04-22T05:53:32Z,4207511849,178,,4206535659,141,24.8,4206535655,56,Center,4206535665,1,,4206535653,155,,4206535663,213,5.9,4206535657,140,94.7,4206535661,212,70.1,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690005,3,52,1,0,9,ex3psl8e3ajeypwjy4xfltpx6,1,2,73.7,2023-04-21T18:30:17.861Z,2023-04-22T05:53:35Z,4207511857,178,,4207122271,376,,,,,,,,,,,,,,,,,,,,840353qq4b6ufh0hhm9o0n45x,T. Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690037,4,80,1,0,11,ex3psl8e3ajeypwjy4xfltpx6,0,4.5,66.8,2023-04-21T18:30:20.012Z,2023-04-22T05:53:40Z,4207511901,178,,,,,,,,,,,,,,,,,,,,,,,840353qq4b6ufh0hhm9o0n45x,T. Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690101,5,1,1,0,13,ex3psl8e3ajeypwjy4xfltpx6,1,7.6,54.5,2023-04-21T18:30:21.928Z,2023-04-22T05:53:44Z,4207511939,178,,4206536549,141,24.4,4206536545,56,Back,4206536547,140,10.7,4206536551,212,20.7,4206536553,213,4.9,,,,,,,840353qq4b6ufh0hhm9o0n45x,T. Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690145,6,1,1,0,19,ex3psl8e3ajeypwjy4xfltpx6,1,24.5,34.5,2023-04-21T18:30:27.701Z,2023-04-22T05:53:48Z,4206536781,212,31.1,4206536783,213,1.4,4206536779,141,79.4,4206536775,56,Back,4207511955,178,,4206536777,140,29.9,,,,,,,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690165,7,1,1,0,22,ex3psl8e3ajeypwjy4xfltpx6,1,30.7,79.7,2023-04-21T18:30:30.672Z,2023-04-22T05:53:51Z,4207511989,178,,4206536873,56,Back,4206536881,213,0.8,4206536875,140,39.6,4206536879,212,14.0,4206536877,141,95.1,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690191,8,1,1,0,24,ex3psl8e3ajeypwjy4xfltpx6,1,40.2,91.4,2023-04-21T18:30:32.580Z,2023-04-22T05:53:55Z,4206536995,213,5.2,4206536989,140,43.6,4207512015,178,,4206536991,141,82.0,4206536993,212,7.3,4206536987,56,Back,,,,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536690233,9,1,1,0,25,ex3psl8e3ajeypwjy4xfltpx6,0,43.4,82.3,2023-04-21T18:30:33.703Z,2023-04-22T05:53:58Z,4206537243,140,82.9,4206537241,56,Left,4206537247,212,41.5,4206537251,1,,4206537245,141,81.4,4206537249,213,6.3,4207512055,178,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
