id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/16/value,assist,qualifier/20/value
2442193169,1,34,16,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2022-08-05T17:33:01.922Z,2022-08-05T18:27:48Z,3685539569,30,"64pzn3jdqo6y2izlpm8n3tvpx, yq0cm7vwr0tkv7nvt9vo77bp, 582uvj0i3dvm0zwbou9q68pgp, 97nv3y9z2ajz6b4ynoo0jn3kl, x4qyxhfr2vi007sazoqe5vit, c80tzy7t4hoa8fpbek1od4lw5, 4fq74wp7xzwm214veuxqpdz9x, 8cho2d1nz18i5o0zt6aysd68l, 4ysxvym6ww4f9d3hflkqsbf11, cotiiu6mjkfx5xa63nhfbdf4l, bhsdzppop8jwjsxwftizot1t6, 10zt8rbgbmyqxr1m13wm5gfs9, 4603xrdk721lqhd1ejn62x5n9, 2lwjtphx3bkjty9sds520l1ey, br2uswvdgoj7ndkx7mnbwgyd, 56bidwsegakrtx3z1qbbpnc6i, 5ga7g20wsa7oqjbh4ijoeknl6, cv1d56d42wujfuc4kt6bn53x0, 7vhnftizqlyu31st2vsmgh6tx, 4skrm2y64va3y5jk70gz4ylpm",3685672791,197,2699,3685539579,194,64pzn3jdqo6y2izlpm8n3tvpx,3685539577,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685539575,130,2,3685539581,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685539573,59,"1, 5, 19, 6, 2, 21, 25, 18, 7, 17, 42, 4, 10, 23, 26, 32, 38, 39, 40, 44",3685539571,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442195361,1,34,16,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-08-05T17:38:42.379Z,2022-08-05T18:32:29Z,3685565599,194,78e1qvft3ser2tyayjlmemdp1,3685551389,30,"7obuhegyo1qcoikt23egcsr85, byn8dfwg5zdefrca7wgn32qne, 555z9bynvux7oruirg67r8i51, efzokrggje7s9wc6hg75yc6ax, bd4p670s36cp1dh4fadv84qcq, abuvjv3bhb402yf8p92kucez9, 78e1qvft3ser2tyayjlmemdp1, 7cdiijsvnfc7tafy0zkf4uz9, 2x5f35hk2urqlgoito1vgb3yt, 5ph2ln91ycq1qlq03cnqqs9re, eqtsanns36za56h4pfqhbnh05, a3ib09ji7qsz6cgj3vmz5qort, g3fgd752o63acmmuahdvppm1, 9ed74dfr9aeuedaf63l0i7aei, az15xx7m923srf9gdbwmiyga1, 8kqmsuo668wpuzoyyxf4o2vo5, bgtnbojs8g884mbksh6o4wu6t, 7gni45coa4swn1i66wzpzug9h, 3qy1qlzezgfkxeom5n1r9h13p, f2ibn3ej2doay3b4u8ezeix62",3685551399,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685684809,197,14121,3685551397,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685551395,130,17,3685551391,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3685551393,59,"1, 36, 10, 2, 35, 18, 17, 8, 19, 29, 27, 6, 9, 11, 15, 20, 21, 22, 25, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221507,2,32,1,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2022-08-05T18:34:56.931Z,2022-08-05T18:34:57Z,3685690509,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221531,2,32,1,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-08-05T18:34:56.931Z,2022-08-06T03:58:21Z,3685690615,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221553,3,1,1,0,0,apoawtpvac4zqlancmvw4nk4o,1,50,50,2022-08-05T18:34:57.012Z,2022-08-06T04:06:05Z,3685690733,141,40.1,3686436049,178,,3685690745,279,S,3685690741,213,3.5,3685690737,212,18.7,3685690725,56,Back,3685690729,140,33.4,,,,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221565,4,1,1,0,2,apoawtpvac4zqlancmvw4nk4o,1,33.4,40.1,2022-08-05T18:34:59.769Z,2022-08-06T04:06:21Z,3686436181,178,,3685690813,56,Back,3685690821,213,4.6,3685690817,141,22.5,3685690815,140,31.6,3685690819,212,12.1,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221569,5,1,1,0,4,apoawtpvac4zqlancmvw4nk4o,1,31.6,22.7,2022-08-05T18:35:01.421Z,2022-08-06T04:06:27Z,3685690843,212,9.1,3685690837,56,Back,3685690839,140,26.1,3685690841,141,33.0,3685690845,213,2.3,3686436251,178,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221611,6,1,1,0,6,apoawtpvac4zqlancmvw4nk4o,1,26.1,33,2022-08-05T18:35:03.374Z,2022-08-06T04:06:37Z,3685691041,212,19.8,3685691039,141,62.0,3685691035,56,Back,3685691037,140,24.6,3685691043,213,1.7,3686436309,178,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221641,7,1,1,0,10,apoawtpvac4zqlancmvw4nk4o,1,32.1,62.7,2022-08-05T18:35:07.685Z,2022-08-06T04:06:46Z,3685691225,212,15.4,3685691215,140,31.0,3685691231,213,4.6,3686436335,178,,3685691221,141,40.1,3685691209,56,Back,,,,,,,c80tzy7t4hoa8fpbek1od4lw5,L. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221673,8,1,1,0,13,apoawtpvac4zqlancmvw4nk4o,1,30.9,37,2022-08-05T18:35:10.448Z,2022-08-06T04:06:55Z,3685691389,56,Back,3685691395,212,19.0,3685691397,213,4.9,3685691393,141,9.7,3686436429,178,,3685691391,140,34.9,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221749,9,1,1,0,15,apoawtpvac4zqlancmvw4nk4o,1,35.8,7.6,2022-08-05T18:35:12.830Z,2022-08-06T04:07:04Z,3685691813,141,23.4,3685691811,140,22.9,3685691809,56,Back,3686436499,178,,3685691815,212,17.3,3685691817,213,2.5,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221793,10,1,1,0,22,apoawtpvac4zqlancmvw4nk4o,1,26.8,25.5,2022-08-05T18:35:19.404Z,2022-08-06T04:07:13Z,3685692053,212,26.3,3685692047,56,Back,3685692049,140,25.6,3685692055,213,1.6,3685692051,141,64.2,3686436605,178,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221819,11,1,1,0,26,apoawtpvac4zqlancmvw4nk4o,1,26.8,63.9,2022-08-05T18:35:23.815Z,2022-08-06T04:07:29Z,3685692193,1,,3685692183,56,Right,3686436715,178,,3685692191,213,5.4,3685692181,155,,3685692187,141,6.2,3685692185,140,56.1,3685692189,212,49.9,c80tzy7t4hoa8fpbek1od4lw5,L. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221837,12,1,1,0,30,apoawtpvac4zqlancmvw4nk4o,1,60.3,7.7,2022-08-05T18:35:27.085Z,2022-08-06T04:07:38Z,3685692303,56,Right,3686436811,178,,3685692311,213,6.2,3685692309,212,23.2,3685692307,141,6.2,3685692305,140,82.4,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221847,13,1,1,0,32,apoawtpvac4zqlancmvw4nk4o,0,82.9,6.4,2022-08-05T18:35:29.436Z,2022-08-06T04:07:46Z,3685692349,2,,3685692361,213,1.4,3685692357,141,11.0,3686133875,224,,3685692353,56,Right,3686436875,178,,3685692351,155,,3685692401,233,3,4fq74wp7xzwm214veuxqpdz9x,T. Müller,3685692359,212,3.2,3685692405,286,3685692355,140,83.4,3685692399,236,3686133877,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221853,3,12,1,0,32,c5hderjlkcoaze51e5wgvptk,1,17.2,92,2022-08-05T18:35:29.509Z,2022-08-06T04:07:54Z,3685692453,233,13,3686436977,178,,3685692383,185,,3685692385,56,Back,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221863,4,6,1,0,34,c5hderjlkcoaze51e5wgvptk,0,16.9,90.5,2022-08-05T18:35:31.092Z,2022-08-06T04:08:03Z,3685692501,233,14,3685692435,56,Back,3685692437,73,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442221869,14,6,1,0,34,apoawtpvac4zqlancmvw4nk4o,1,83.1,9.5,2022-08-05T18:35:31.092Z,2022-08-06T04:08:03Z,3685692471,56,Right,3685692473,75,,3685692479,233,4,,,,,,,,,,,,,,,,4fq74wp7xzwm214veuxqpdz9x,T. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442222327,15,1,1,1,26,apoawtpvac4zqlancmvw4nk4o,1,99.5,0.5,2022-08-05T18:36:22.987Z,2022-08-06T04:08:29Z,3685694983,213,1.9,3685694981,212,31.8,3685694967,2,,3686133909,20,,3685694977,140,90.3,3686437325,178,,3685695409,154,,3685694975,56,Center,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,3685694979,141,45.1,3685694969,6,3685694971,155,,3685694973,224,3685695407,210,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442222335,16,13,1,1,27,apoawtpvac4zqlancmvw4nk4o,1,89.3,45.7,2022-08-05T18:36:24.352Z,2022-08-06T04:08:30Z,3686437393,388,,3685695427,231,49.5,3685695415,154,,3685695015,56,Center,3685695413,29,,3685695207,328,,3685695011,17,,3685695417,55,15,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,3685695425,230,98.9,3685695203,15,3685695201,25,,3686133929,81,3685695423,103,,83.3,3685695421,102,40.3,,,,,,,,,,,,,,,,,,,,,,,,
2442222341,5,5,1,1,28,c5hderjlkcoaze51e5wgvptk,1,-1.2,58.6,2022-08-05T18:36:25.121Z,2022-08-06T04:08:39Z,3685695069,233,17,3685695041,346,,3685695039,56,Back,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442222339,17,5,1,1,28,apoawtpvac4zqlancmvw4nk4o,0,101.2,41.4,2022-08-05T18:36:25.121Z,2022-08-06T04:08:40Z,3685695031,56,Center,3685695033,346,,3685695079,233,5,,,,,,,,,,,,,,,,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442222479,6,1,1,1,41,c5hderjlkcoaze51e5wgvptk,1,4.9,54,2022-08-05T18:36:38.072Z,2022-08-06T04:08:59Z,3685695815,237,,3685695801,124,,3685695803,56,Back,3685695807,141,21.1,3685695805,140,23.5,3685695809,212,29.7,3685695811,213,5.4,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442222489,7,1,1,1,44,c5hderjlkcoaze51e5wgvptk,0,23.4,21.4,2022-08-05T18:36:41.226Z,2022-08-06T04:09:23Z,3685695847,140,37.1,3685695845,56,Back,3685695853,213,0.0,3686437873,178,,3685695849,141,21.5,3685695851,212,14.4,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
