id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2509962825,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-02-19T15:41:13.088Z,2023-02-19T18:07:17Z,4044039235,30,"1sjt0nj0232gu88x50c3d16nd, djggrnjp9s4p2mlbzhx6arbh1, 2ebiw2w6d76sttjh8n8871kgl, djpsc1fvcnrh61c071t00gmad, 1zo6iikznwkd2vuhqykt7jw7p, 6mijfayg3juwbk0u95h9gd8x6, 9j1fd0mz39tl1h5che3f357md, b8i5atg67th49tfd1xeh6z9hx, 48xfkorlx0hu677np4669wbth, du9vq193cqx7gmve30eijws15, eg9xhi6wfp1duf01pcsn8vfmd, c2bhdypnqifsl8eiovtfdmyg9, b2oa5dzw40auj5cgxfrp4b4r9, 88unrmh29io1zmqzxwjzuqtm2, 5cw4n6kdaa7imeyaiuo2pnq39, drv9wksjusdgp1np315rokzit, 6q2mf0qrkt51z28b46wltxal1, 6hgj78mr8wy2i5izf8x10ij11, ce2pidh4dpd1ccozn2lm3qtw5, bytrobr8rfp9zwbxzopr4vgno",4044039239,59,"1, 23, 21, 20, 5, 31, 8, 6, 7, 24, 29, 3, 10, 12, 14, 16, 17, 27, 34, 39",4044039241,130,19,4044234121,197,11911,4044039237,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4044039245,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044039249,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044079459,194,2ebiw2w6d76sttjh8n8871kgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509965959,1,34,16,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2023-02-19T15:43:56.489Z,2023-02-19T16:29:48Z,4044076707,194,btzfq6521zl3q5uqus8ltov6d,4044055667,59,"1, 17, 26, 6, 15, 4, 19, 11, 21, 23, 27, 7, 8, 9, 13, 22, 24, 25, 33, 43",4044055673,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044055669,130,5,4044055677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044055663,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4044243613,197,11771,4044055661,30,"9rjd95oqotnalxmv56v7p1r6d, 5irixhhyayq9yl7sb2kohjrv9, cl6720rdjeubt0bc3su0qg3qh, emvi36y613e4lqlat3wfdih9l, cd6i7khi5wgsfsg19c9tcjydx, d5mck7rf48chzersephpx29d5, f4qcgzveslklfi8601tep77x1, btzfq6521zl3q5uqus8ltov6d, 7q96z3aaee5jyccb8pjthi8kp, 7lai6ovwsl01gonutejt4mms5, ebj6t5jqzixrnww1z7qofznu2, 2we9yak4ipkr1ljigj20puv6y, 2nqhczrkd45rdu5fcmq1wjo45, cy0lv5u16obr2ne4xiins43x1, 6ie5meimavc8kwohr6lrdyket, e83ula4wockmc2xid7185kcq2, bb6glt8n0ar47cmhmj6gnfiz9, 4vy3j1o829f561jf4fqum7ob9, 2jrntrq2x714pviioh3jnkted, c2mwg1uhug0pbgl72uf9b927e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003149,2,32,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2023-02-19T16:31:11.454Z,2023-02-20T05:02:15Z,4044250263,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003143,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-02-19T16:31:11.454Z,2023-02-19T16:31:11Z,4044250221,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003221,3,1,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,49.9,50.1,2023-02-19T16:31:11.465Z,2023-02-20T07:10:34Z,4044250669,212,15.1,4044250667,141,53.0,4044250673,279,S,4044250671,213,3.0,4044250665,140,35.6,4045844991,178,,4044250663,56,Back,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003233,4,1,1,0,2,f0w62l8zql3tukxsy8fqwp72x,0,35.6,53,2023-02-19T16:31:13.900Z,2023-02-20T07:10:48Z,4044250721,1,,4044250705,155,,4044250717,212,51.0,4044250719,213,5.6,4045845273,178,,4044250709,56,Right,4044250711,140,74.3,4044250713,141,7.6,6mijfayg3juwbk0u95h9gd8x6,M. Dárdai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003237,3,1,1,0,5,dt4pinj0vw0t0cvz7za6mhmzy,0,30.4,90.5,2023-02-19T16:31:16.878Z,2023-02-20T07:10:54Z,4044250745,141,87.1,4045845393,388,,4044250747,212,9.1,4044250743,140,38.8,4044250751,213,6.0,4044250739,3,,4044250741,56,Back,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003265,5,8,1,0,7,f0w62l8zql3tukxsy8fqwp72x,1,64,15.4,2023-02-19T16:31:18.819Z,2023-02-20T07:11:33Z,4044250931,15,,4045337135,385,,4044250895,56,Right,4045846231,178,,,,,,,,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003337,6,1,1,0,10,f0w62l8zql3tukxsy8fqwp72x,1,52.4,1.7,2023-02-19T16:31:21.661Z,2023-02-20T07:11:44Z,4044251305,141,28.5,4044251309,213,2.7,4044251307,212,43.3,4044251311,1,,4044251303,140,15.0,4044251301,56,Back,4045846531,178,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510003445,7,1,1,0,15,f0w62l8zql3tukxsy8fqwp72x,1,14.4,36.9,2023-02-19T16:31:27.206Z,2023-02-20T07:11:50Z,4044251985,141,68.6,4044251987,212,24.7,4044251989,213,1.1,4044251983,140,25.8,4045846657,178,,4044251981,56,Back,,,,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
