id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/14/value,assist,qualifier/18/value
2511901379,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-02-25T13:36:53.671Z,2023-02-25T14:31:58Z,4054292637,59,"1, 3, 11, 25, 22, 5, 16, 40, 14, 9, 27, 4, 10, 13, 17, 19, 20, 23, 37, 44",4054292643,194,cm8po8ez5w9ms01gid6w3kwk5,4054292645,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054292641,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054536785,197,3794,4054292635,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4054292633,30,"cm8po8ez5w9ms01gid6w3kwk5, shbxc528h0udd6rdf3ax2itx, 9uthj64y9f77y63tq7did539x, 6yhylu5q0y924amgv7vlodkgl, elh8kttxq9xfpoqfmpxv9jr2t, 6ki6rv564ybctrajr2xtgyeax, 3rj7x05qx17n925xfpcrl0jpx, 6teffw7m19t1b3auxy22y4m0a, 5pousbiuqbus68yekd0mhc5pl, bkbmygo5f1glcs6xssawl26z9, ew18qvvupaejxubhqmxmbd39x, 4rrnad6qnutl60z8e1quup6tx, e9c0v3ik308t91njildxzc6vp, 7hnmtyfmurizitwz1whecjnmy, 4gqnyyx3i92fayq6cxvekqwut, bpprd2haoafk6y0rjans4iytx, 8um4xh0ekvr4q6uti3ksld8q2, a5kkysp7c5f577ji17q5v2k0l, 6k3daudjhieulsgywbt9uoep6, 1yjv2fht4kuph088zlgwfwup6",4054292639,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511902539,1,34,16,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2023-02-25T13:38:09.663Z,2023-02-25T15:34:28Z,4054298535,130,4,4054298533,59,"1, 17, 13, 23, 25, 4, 11, 22, 9, 19, 43, 6, 7, 8, 15, 20, 21, 24, 30, 33",4054298531,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4054298529,30,"9rjd95oqotnalxmv56v7p1r6d, 5irixhhyayq9yl7sb2kohjrv9, 6ie5meimavc8kwohr6lrdyket, 7lai6ovwsl01gonutejt4mms5, 4vy3j1o829f561jf4fqum7ob9, d5mck7rf48chzersephpx29d5, btzfq6521zl3q5uqus8ltov6d, e83ula4wockmc2xid7185kcq2, cy0lv5u16obr2ne4xiins43x1, f4qcgzveslklfi8601tep77x1, c2mwg1uhug0pbgl72uf9b927e, emvi36y613e4lqlat3wfdih9l, 2we9yak4ipkr1ljigj20puv6y, 2nqhczrkd45rdu5fcmq1wjo45, cd6i7khi5wgsfsg19c9tcjydx, 4lcyjhvtwieshr4r3a6104qtx, 7q96z3aaee5jyccb8pjthi8kp, bb6glt8n0ar47cmhmj6gnfiz9, culbbgu1o5fdbl3gxz54rbn4l, 2jrntrq2x714pviioh3jnkted",4054298539,194,btzfq6521zl3q5uqus8ltov6d,4054527259,197,2698,4054298537,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054298541,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511948637,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-02-25T14:30:41.812Z,2023-02-25T21:42:23Z,4054539561,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511948623,2,32,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2023-02-25T14:30:41.812Z,2023-02-25T14:30:41Z,4054539489,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511948821,3,1,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,50.1,49.9,2023-02-25T14:30:41.895Z,2023-02-26T01:05:38Z,4054540449,140,31.4,4057523057,178,,4054540451,141,62.1,4054540457,279,S,4054540453,212,21.3,4054540455,213,2.7,4054540447,56,Back,,,,cy0lv5u16obr2ne4xiins43x1,S. Haller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511948835,4,1,1,0,3,dt4pinj0vw0t0cvz7za6mhmzy,1,31.4,62.1,2023-02-25T14:30:44.863Z,2023-02-26T01:05:49Z,4054540515,56,Back,4054540521,141,91.3,4054540523,212,21.0,4057523677,178,,4054540517,140,37.9,4054540527,213,1.2,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511948847,5,1,1,0,7,dt4pinj0vw0t0cvz7za6mhmzy,1,38.4,85.5,2023-02-25T14:30:49.697Z,2023-02-26T01:05:58Z,4057524349,178,,4054540597,213,3.8,4054540593,141,68.7,4054540595,212,17.9,4054540589,56,Back,4054540591,140,25.3,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511948883,6,1,1,0,10,dt4pinj0vw0t0cvz7za6mhmzy,1,25.3,68.7,2023-02-25T14:30:51.837Z,2023-02-26T01:06:02Z,4054540777,141,45.2,4054540781,213,4.1,4054540773,56,Back,4054540775,140,14.0,4054540779,212,19.9,4057524555,178,,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511948929,7,1,1,0,12,dt4pinj0vw0t0cvz7za6mhmzy,1,14,43.6,2023-02-25T14:30:54.744Z,2023-02-26T01:06:05Z,4054541055,56,Back,4054541063,213,5.0,4054541061,212,21.7,4057524763,178,,4054541059,141,13.1,4054541057,140,20.2,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511948999,8,1,1,0,15,dt4pinj0vw0t0cvz7za6mhmzy,1,21.3,11.7,2023-02-25T14:30:57.448Z,2023-02-26T01:06:12Z,4054541345,56,Back,4054541349,140,27.8,4057525133,178,,4054541355,212,9.1,4054541353,141,2.9,4054541359,213,5.6,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511949047,9,1,1,0,18,dt4pinj0vw0t0cvz7za6mhmzy,1,25,7,2023-02-25T14:30:59.946Z,2023-02-26T01:06:18Z,4054541517,212,5.0,4054541519,213,3.5,4054541511,56,Back,4057525571,178,,4054541513,140,20.5,4054541515,141,4.5,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511949057,10,1,1,0,20,dt4pinj0vw0t0cvz7za6mhmzy,0,20.7,4.5,2023-02-25T14:31:02.405Z,2023-02-26T01:06:23Z,4054541567,212,2.6,4054541621,286,,4057525925,178,,4054541617,233,3,4054541559,155,,4054541615,236,,4054541563,140,23.2,4054541565,141,4.9,4vy3j1o829f561jf4fqum7ob9,N. Süle,4054541561,56,Back,4054541569,213,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511949043,3,74,1,0,20,4l9mrqzmajz5crzlz50mtbt6x,1,74.1,93.3,2023-02-25T14:31:02.470Z,2023-02-26T01:06:31Z,4054541501,56,Left,4054541641,233,10,4054541503,285,,4057526373,178,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512621855,981,67,1,0,22,dt4pinj0vw0t0cvz7za6mhmzy,1,27.8,4.3,2023-02-25T14:31:03.959Z,2023-02-26T10:25:52Z,4058132827,233,839,,,,,,,,,,,,,,,,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512621851,839,67,1,0,22,4l9mrqzmajz5crzlz50mtbt6x,0,72.2,95.7,2023-02-25T14:31:03.960Z,2023-02-26T07:15:36Z,4058132835,233,981,,,,,,,,,,,,,,,,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511949149,11,4,1,0,22,dt4pinj0vw0t0cvz7za6mhmzy,1,31.2,4.6,2023-02-25T14:31:04.049Z,2023-02-26T01:06:39Z,4054542017,56,Back,4054542023,285,,4054542019,152,,4054542021,265,,4054542563,233,4,4054542015,13,,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511949247,4,4,1,0,22,4l9mrqzmajz5crzlz50mtbt6x,0,68.8,95.4,2023-02-25T14:31:04.050Z,2023-02-26T01:06:39Z,4057526665,178,,4054542521,13,,4054542523,56,Left,4054542617,286,,4054542525,152,,4054542613,233,11,4054542527,265,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
