id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/18/value,qualifier/20/value,assist,qualifier/19/value
2531125815,1,34,16,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2023-04-09T14:30:08.824Z,2023-04-09T15:42:58Z,4176892663,30,"clmq1s26z0i3lqr1jqnd5wzit, 11dqnpwlb2clu2v7rnghsrlcl, 6sc9zsev9an853nop6pn6mxg5, 82r0liyptyapc8rfuo32qcqtx, 8gnpf9kwx2n2rqwf1gixc4bth, 8ksi5s9he1uxai3lfcq46grf9, 2bzdn7cqqonejqmlq85w8z6qd, 4y167h8sn9cnyrvb097lf8lbd, d2pco79bmi3f9x3zahtf9q2mt, f2o5hj0e2k3kw0fj1xzom0cet, ejww8hjcn4y4hlik863vaw3qh, 9xftmtdsxbuu2itzhi3v1xbdh, 98e7uohj6lcvf59sfssff2y8l, 3nins3wtqjz9vt8q06s087vth, de3mpa534obonqn4h2v10f6xh, 719bo3u7wz5doaadx7k45trdh, 4f7gwrfeqm4x3k29jehes6od1, 8vfi7j34a5veeyswn5g5h4tbe, ns0d3voludn8of98yc2e6ehh, 6qujoqysad60h70f3ac5n9ch6",4177065493,197,8147,4176892669,59,"1, 16, 3, 8, 20, 4, 11, 6, 33, 7, 22, 9, 10, 17, 21, 23, 28, 29, 30, 31",4176892667,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4176892673,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4176892671,130,8,4176892675,194,82r0liyptyapc8rfuo32qcqtx,4176892677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531127811,1,34,16,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-04-09T14:32:34.974Z,2023-04-09T15:29:35Z,4176902347,59,"33, 4, 24, 21, 2, 5, 8, 3, 22, 9, 16, 1, 7, 10, 11, 14, 15, 17, 20, 23",4176902349,130,12,4176902343,30,"62gct49oglcdzxafhrfucrb2t, bibz1qxakmbflq73marmo4nop, e9u7cmvaem5p7x9px3yq9f179, 8p2yagsx6ujdbmeonkd3u4c89, 3uqn1adw8rarez1gpen9vng7p, 5l8wtw156meo2vrtrgasif6jt, d1gc59ozyrrnl82rog6fbm0dm, 3kti58d195gmtzwrjh5nprx05, 3havaatbnk8p6gc9srgajc25l, bmrdtenqr84jt4gmw6i7wez11, a4p1m3cqm6z2p1bw97s6k46ad, 5bzowvtg5vhntcx1w3roriehh, 5eym30brgmujovaeyb6dhhgfe, 9ic8hvnkzj9p0ikh6bwaeoqju, 49epln99aa2797cs2zq3al1t6, 9fd19beamnr8qmhqdvzr7fcyy, 7gzdg0j9usc3yq0dd1ad57sgl, 254i1zsifi2er9rvuxgi9katx, 4nn6rxyzy97wl4ppqqnhhxyax, 4xhnmoqgxoheel005ek6ckfs9",4176902345,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4177064443,197,16195,4176902351,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4176902353,194,3kti58d195gmtzwrjh5nprx05,4176902355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160665,2,32,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-04-09T15:32:26.541Z,2023-04-09T15:32:29Z,4177071821,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160657,2,32,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2023-04-09T15:32:26.541Z,2023-04-10T05:32:34Z,4177071785,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160713,3,1,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,49.9,50,2023-04-09T15:32:26.579Z,2023-04-10T05:44:53Z,4177072029,140,31.1,4177072027,56,Back,4177072037,213,3.1,4177072039,279,S,4178917093,178,,4177072033,141,52.1,4177072035,212,19.8,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160767,4,1,1,0,3,eq1oq6y61xnzq88zu0cnw131z,1,30.6,51.8,2023-04-09T15:32:30.255Z,2023-04-10T05:44:56Z,4177072297,213,5.8,4177072279,155,,4177072301,1,,4177072293,212,46.8,4177072289,141,21.9,4177072287,140,70.7,4178917139,178,,4177072283,56,Center,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160787,6,44,1,0,6,eq1oq6y61xnzq88zu0cnw131z,1,71.4,21.7,2023-04-09T15:32:33.434Z,2023-04-10T10:25:08Z,4177072417,286,,4177072413,56,Center,4177072501,233,3,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160771,3,44,1,0,6,3dwlvz6cl4lcavvrg0y2dycrt,0,28.6,78.3,2023-04-09T15:32:33.435Z,2023-04-10T05:44:58Z,4177072319,285,,4177072509,233,6,4177072317,56,Back,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160775,5,1,1,0,7,eq1oq6y61xnzq88zu0cnw131z,1,70.9,22.7,2023-04-09T15:32:33.583Z,2023-04-10T10:25:08Z,4177072379,141,25.6,4178917201,388,,4177072373,140,79.3,4177072369,56,Center,4177072385,212,9.0,4177072363,3,,4177072389,213,0.2,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160805,7,1,1,0,7,eq1oq6y61xnzq88zu0cnw131z,0,78.1,22.5,2023-04-09T15:32:34.309Z,2023-04-10T05:45:04Z,4177072489,213,2.2,4177072487,212,2.2,4177072485,141,25.0,4177072483,140,76.8,4177072481,56,Center,4178917239,178,,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160783,4,61,1,0,7,3dwlvz6cl4lcavvrg0y2dycrt,1,29.1,70.2,2023-04-09T15:32:34.475Z,2023-04-10T05:45:09Z,4178917297,15,,4178917299,178,,4177072407,56,Back,,,,,,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160809,5,5,1,0,10,3dwlvz6cl4lcavvrg0y2dycrt,0,17.6,101.4,2023-04-09T15:32:36.674Z,2023-04-10T05:45:11Z,4177072515,56,Back,4177072567,233,8,4177072517,347,,,,,,,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160815,8,5,1,0,10,eq1oq6y61xnzq88zu0cnw131z,1,82.4,-1.4,2023-04-09T15:32:36.674Z,2023-04-10T05:45:11Z,4177072535,56,Right,4177072553,233,5,4177072537,347,,,,,,,,,,,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161115,9,1,1,0,39,eq1oq6y61xnzq88zu0cnw131z,1,91.4,0,2023-04-09T15:33:06.042Z,2023-04-10T05:45:15Z,4177074243,107,,4177074247,56,Right,4177074253,140,81.4,4177074255,141,6.3,4177074257,212,11.9,4177074259,213,2.6,,,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161153,10,1,1,0,43,eq1oq6y61xnzq88zu0cnw131z,1,77,6.9,2023-04-09T15:33:09.799Z,2023-04-10T05:45:19Z,4177074431,213,2.0,4177074423,56,Center,4177074425,140,68.9,4177074427,141,38.1,4178917427,178,,4177074429,212,22.9,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161155,11,1,1,0,46,eq1oq6y61xnzq88zu0cnw131z,0,69.8,37.7,2023-04-09T15:33:12.575Z,2023-04-10T05:45:23Z,4177074435,155,,4177074437,56,Center,4177074439,140,90.9,4177074443,212,22.2,4177074441,141,34.7,4178917483,178,,4177074445,213,6.2,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161173,6,12,1,0,47,3dwlvz6cl4lcavvrg0y2dycrt,1,8.8,65.3,2023-04-09T15:33:14.211Z,2023-04-10T05:45:26Z,4177074553,56,Back,4177074579,15,,4177074555,140,25.8,4177074557,141,67.2,4177074559,212,17.9,4178917519,388,,4177074561,213,0.1,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
