id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/9/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2506480795,1,34,16,0,0,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2023-02-11T16:46:05.688Z,2023-02-11T17:39:57Z,4025690607,30,"axcrcuv22693vn0a887samsph, 4qkv71pjmzw66crfaktr6tihh, 3isbv9egu9vzxnna4ix8gcudx, 9prtaifv6stlujgywgq4wd08a, 3igg6gfmomgh1t5ohwzbpb5cl, 95gjm3yk75rmwyneb350zoktm, 1qthvf5krys0pzk24h8wtr9at, 1s1v1tweyx8wxc9hj2jrnaggl, dhhmffih4gl51nlu92hfctqs5, avh60ensgiwz1qalvn1bbqkfd, 2pjr6yz65f4uqvwniy4vphn85, eapihgte8ydc4g6hzygsx2e39, 7o3fumeufgigw092b7i5n4f6x, 8l0am8k4pg2s9g9qbkhwte6dx, ckox9w95duwhmt72xxk7lt2vp, cfc7fqq748bz3nklfam2a2fp, 2uz1cmslnjjzsgfcgji26kqg9, c0rzlb9gffcwfrcpzd40ob7fu, axj39lx25teh62rih6uv9qor9",4025690617,194,4qkv71pjmzw66crfaktr6tihh,4025690611,59,"21, 23, 39, 32, 16, 2, 27, 24, 19, 17, 11, 4, 8, 9, 10, 13, 22, 25, 44",4025690615,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4025690613,130,17,4025895321,197,1458,4025690609,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4025690619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506482819,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-02-11T16:47:14.615Z,2023-02-11T17:30:36Z,4025701779,30,"8l1mv5qd9vwade754v3l8epjp, 9kxuwgequrilkom3ru6sdxall, emtrl7rrhp3ybsibf1f89kyj9, 3g9riero16s160evc28u3q3u1, cab22ojcuhdzdwmbtl20n8i51, 1ywfkwrcysdlvkt859q00kt7t, a2l72iohmbq6rjr3rzrsvnwt1, 24vavcwn4hco5je9kdu9ciwgl, cywgibmici8hwp1ad1nhk3ufp, 7424gvk9hiq5up61dj181y66t, 1vv29mash2uijx542ssjk666t, 9qzxygb9hyzag1szans0k2jth, 5pnfmmq8b8jxmp1qnf82d8out, 602fyni27c129xjs9ziyn5as5, d3xe46be1ajvxzxzboiaoy385, 40rzvcdss138e6futx3bht3o5, 52t6t7cdsr0fjs9ukmwo9y7rp, 7446u69ki15qcyq2jtszacm3t, bt35y17wl42b5t5tw6z68uwyy, 5xhjvappzv6swoof5qpi0yj9",4025884463,197,16257,4025701791,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4025701789,194,1vv29mash2uijx542ssjk666t,4025701783,59,"1, 18, 23, 4, 31, 5, 20, 19, 27, 17, 8, 2, 11, 14, 25, 26, 28, 37, 40, 45",4025701787,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4025701785,130,12,4025701781,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519087,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-02-11T17:31:19.860Z,2023-02-11T17:31:20Z,4025886577,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519099,2,32,1,0,0,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2023-02-11T17:31:19.860Z,2023-02-12T07:18:32Z,4025886657,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519131,3,1,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,49.9,50,2023-02-11T17:31:19.863Z,2023-02-12T11:09:08Z,4025886809,141,49.7,4025886803,56,Back,4025886813,212,19.7,4027613827,178,,4025886805,140,31.1,4025886815,213,3.2,4025886817,279,S,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519147,4,1,1,0,2,a8d2gb2nag8fy0itbuxmcibh2,0,31.1,49.7,2023-02-11T17:31:22.859Z,2023-02-12T07:27:55Z,4025886895,141,93.5,4025886891,56,Left,4025886897,212,43.6,4025886901,1,,4025886899,213,0.8,4025919537,157,,4025886893,140,61.4,4027614031,178,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519247,3,2,1,0,5,9gefq4dz9b2hl8rqrxwrlrzmp,1,37.6,6.9,2023-02-11T17:31:24.921Z,2023-02-12T07:28:06Z,4025887363,1,,4027614251,178,,4025887353,56,Center,4025887543,7,dhhmffih4gl51nlu92hfctqs5,4025887355,140,70.5,4025887357,141,42.9,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519219,5,55,1,0,5,a8d2gb2nag8fy0itbuxmcibh2,1,34.5,52.4,2023-02-11T17:31:24.922Z,2023-02-12T07:28:07Z,4025930363,189,,,,,,,,,,,,,,,,,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519479,6,1,1,0,28,a8d2gb2nag8fy0itbuxmcibh2,1,42.6,62.7,2023-02-11T17:31:48.334Z,2023-02-12T07:28:12Z,4025888469,140,77.6,4025888471,141,84.4,4025888459,5,,4025888473,212,39.6,4025888465,241,,4025888467,56,Left,4025888475,213,0.4,4027614347,178,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,4025888463,155,4025888477,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506528629,115,44,1,0,31,a8d2gb2nag8fy0itbuxmcibh2,1,81,81.7,2023-02-11T17:31:51.294Z,2023-02-12T16:33:54Z,4025935907,56,Left,4025935937,233,4,4025935909,286,,,,,,,,,,,,,,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519489,4,44,1,0,31,9gefq4dz9b2hl8rqrxwrlrzmp,0,19,18.3,2023-02-11T17:31:51.295Z,2023-02-12T07:28:20Z,4025935943,233,115,4025888525,56,Back,4025888527,285,,,,,,,,,,,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519485,7,1,1,0,31,a8d2gb2nag8fy0itbuxmcibh2,0,78.9,82.6,2023-02-11T17:31:51.428Z,2023-02-12T16:33:54Z,4025888513,212,7.0,4027614537,388,,4025888509,140,83.3,4025888507,56,Center,4025888511,141,74.8,4025888515,213,5.4,4025937985,3,,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519493,5,49,1,0,33,9gefq4dz9b2hl8rqrxwrlrzmp,1,15.9,28,2023-02-11T17:31:53.532Z,2023-02-12T07:28:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519495,6,1,1,0,33,9gefq4dz9b2hl8rqrxwrlrzmp,0,15.9,28,2023-02-11T17:31:53.541Z,2023-02-12T07:28:42Z,4025888549,56,Right,4025888553,141,17.5,4025888559,1,,4025888557,213,6.1,4027614863,178,,4025888551,140,64.4,4025888555,212,51.4,4025888547,157,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519513,8,49,1,0,37,a8d2gb2nag8fy0itbuxmcibh2,1,43.8,83.2,2023-02-11T17:31:57.166Z,2023-02-12T07:29:09Z,,,,,,,,,,,,,,,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519537,9,1,1,0,37,a8d2gb2nag8fy0itbuxmcibh2,1,42.2,83,2023-02-11T17:31:57.211Z,2023-02-12T07:29:18Z,4025888843,212,28.2,4025888837,56,Back,4025888845,213,3.8,4025888841,141,59.1,4025888839,140,20.2,4027615181,178,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519561,10,1,1,0,43,a8d2gb2nag8fy0itbuxmcibh2,0,22,45.8,2023-02-11T17:32:03.072Z,2023-02-12T07:29:23Z,4025888993,155,,4027615471,178,,4025889003,213,0.1,4025888999,141,56.3,4025888997,140,70.8,4025888995,56,Center,4025889005,1,,4025889001,212,51.7,8l1mv5qd9vwade754v3l8epjp,F. Rønnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519587,7,44,1,0,48,9gefq4dz9b2hl8rqrxwrlrzmp,1,28.8,45,2023-02-11T17:32:08.095Z,2023-02-12T16:33:54Z,4025889129,56,Back,4025889131,285,,4025889191,233,11,,,,,,,,,,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519567,11,44,1,0,48,a8d2gb2nag8fy0itbuxmcibh2,0,71.2,55,2023-02-11T17:32:08.096Z,2023-02-12T15:37:02Z,4025889211,233,7,4025889043,286,,4025889039,56,Center,,,,,,,,,,,,,,,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519629,8,1,1,0,48,9gefq4dz9b2hl8rqrxwrlrzmp,1,28.5,46.3,2023-02-11T17:32:08.188Z,2023-02-12T16:33:55Z,4025889343,3,,4025889353,213,1.0,4025889349,141,55.4,4027615697,388,,4025889345,56,Back,4025889347,140,32.3,4025889351,212,7.4,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519639,9,61,1,0,50,9gefq4dz9b2hl8rqrxwrlrzmp,0,32.1,61.2,2023-02-11T17:32:09.971Z,2023-02-12T15:36:57Z,4027615815,388,,4028840915,21,,4025889385,56,Back,,,,,,,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519635,12,1,1,0,52,a8d2gb2nag8fy0itbuxmcibh2,1,67.4,30.6,2023-02-11T17:32:12.377Z,2023-02-12T07:29:44Z,4025889379,212,14.2,4025889373,56,Right,4027615931,178,,4025889375,140,70.8,4025889381,213,5.0,4025889377,141,10.4,,,,,,,a2l72iohmbq6rjr3rzrsvnwt1,A. Laïdouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519671,13,1,1,0,54,a8d2gb2nag8fy0itbuxmcibh2,1,69.8,8.5,2023-02-11T17:32:14.162Z,2023-02-12T07:29:51Z,4027616091,178,,4025889467,213,2.3,4025889465,212,5.5,4025889461,140,66.1,4025889459,56,Right,4025889463,141,14.3,,,,,,,9kxuwgequrilkom3ru6sdxall,J. Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519719,14,1,1,0,55,a8d2gb2nag8fy0itbuxmcibh2,1,66.1,14.3,2023-02-11T17:32:15.808Z,2023-02-12T07:29:56Z,4027616197,178,,4025889687,56,Right,4025889695,213,0.3,4025889689,140,74.6,4025889693,212,9.3,4025889691,141,18.3,,,,,,,a2l72iohmbq6rjr3rzrsvnwt1,A. Laïdouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519723,15,61,1,0,56,a8d2gb2nag8fy0itbuxmcibh2,0,74.6,18.5,2023-02-11T17:32:16.362Z,2023-02-12T07:30:03Z,4025889717,56,Right,4027616327,178,,,,,,,,,,,,,,,,,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519707,10,49,1,0,58,9gefq4dz9b2hl8rqrxwrlrzmp,1,27.8,69.6,2023-02-11T17:32:18.139Z,2023-02-12T07:30:09Z,,,,,,,,,,,,,,,,,,,,,,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519715,11,1,1,0,58,9gefq4dz9b2hl8rqrxwrlrzmp,1,27.8,69.6,2023-02-11T17:32:18.141Z,2023-02-12T07:30:12Z,4025889657,56,Back,4027616513,178,,4025889665,213,1.5,4025889661,141,77.9,4025889663,212,5.7,4025889659,140,28.4,,,,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519753,12,1,1,0,58,9gefq4dz9b2hl8rqrxwrlrzmp,1,28.4,77.9,2023-02-11T17:32:18.644Z,2023-02-12T07:30:15Z,4025889843,141,46.4,4025889847,213,4.0,4025889845,212,27.9,4025889841,140,11.4,4025889839,56,Back,4027616561,178,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519799,13,1,1,1,3,9gefq4dz9b2hl8rqrxwrlrzmp,1,11.5,46.6,2023-02-11T17:32:23.731Z,2023-02-12T07:30:22Z,4027616703,178,,4025890017,141,24.2,4025890015,140,20.1,4025890019,212,17.7,4025890013,56,Back,4025890021,213,5.2,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519819,14,1,1,1,6,9gefq4dz9b2hl8rqrxwrlrzmp,1,27.7,14.5,2023-02-11T17:32:26.814Z,2023-02-12T07:30:27Z,4025890127,212,15.7,4027616837,178,,4025890121,56,Back,4025890125,141,37.6,4025890129,213,1.6,4025890123,140,27.9,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519831,15,1,1,1,11,9gefq4dz9b2hl8rqrxwrlrzmp,1,28,41.2,2023-02-11T17:32:31.068Z,2023-02-12T07:30:33Z,4025890197,56,Back,4025890205,213,0.4,4025890201,141,47.0,4027616945,178,,4025890203,212,10.3,4025890199,140,37.1,,,,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519851,16,1,1,1,11,9gefq4dz9b2hl8rqrxwrlrzmp,1,37.1,47,2023-02-11T17:32:31.789Z,2023-02-12T07:30:35Z,4025890337,212,11.5,4025890331,56,Back,4025890335,141,43.4,4025890339,213,3.4,4027616979,178,,4025890333,140,26.4,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519885,17,1,1,1,14,9gefq4dz9b2hl8rqrxwrlrzmp,1,29,51.8,2023-02-11T17:32:34.355Z,2023-02-12T07:30:37Z,4025890547,213,1.2,4025890543,141,82.8,4025890545,212,22.5,4025890541,140,36.5,4025890539,56,Back,4027617017,178,,,,,,,,3igg6gfmomgh1t5ohwzbpb5cl,L. Klostermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519901,18,1,1,1,17,9gefq4dz9b2hl8rqrxwrlrzmp,0,37,84.2,2023-02-11T17:32:37.475Z,2023-02-12T07:30:40Z,4027617093,178,,4025890637,141,64.8,4025890635,140,69.9,4025890643,1,,4025890633,56,Center,4025890639,212,37.0,4025890641,213,5.9,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519913,16,49,1,1,19,a8d2gb2nag8fy0itbuxmcibh2,1,29,24,2023-02-11T17:32:39.077Z,2023-02-12T07:30:54Z,,,,,,,,,,,,,,,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519943,17,1,1,1,20,a8d2gb2nag8fy0itbuxmcibh2,1,29.9,23,2023-02-11T17:32:40.011Z,2023-02-12T07:30:57Z,4025890843,141,8.6,4025890845,212,10.6,4025890839,56,Back,4025890841,140,33.8,4025890847,213,5.1,4027617395,178,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519989,18,1,1,1,21,a8d2gb2nag8fy0itbuxmcibh2,1,33.9,8.6,2023-02-11T17:32:41.640Z,2023-02-12T07:31:01Z,4025891053,213,0.5,4025891049,141,18.6,4025891043,155,,4027617541,178,,4025891051,212,14.2,4025891047,140,45.8,4025891045,56,Back,,,,9kxuwgequrilkom3ru6sdxall,J. Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506519995,19,1,1,1,24,a8d2gb2nag8fy0itbuxmcibh2,0,45.8,18.6,2023-02-11T17:32:44.009Z,2023-02-12T07:31:10Z,4025891067,56,Back,4025891065,3,,4025891073,212,7.1,4027617671,178,,4025891069,140,39.9,4025891075,213,3.7,4025891071,141,13.5,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520011,19,49,1,1,25,9gefq4dz9b2hl8rqrxwrlrzmp,1,60.6,76.5,2023-02-11T17:32:45.173Z,2023-02-12T07:31:30Z,,,,,,,,,,,,,,,,,,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520019,20,1,1,1,25,9gefq4dz9b2hl8rqrxwrlrzmp,0,58.7,80.4,2023-02-11T17:32:45.190Z,2023-02-12T07:31:26Z,4025891231,213,5.0,4027617949,388,,4025891229,212,9.1,4025891223,56,Center,4025891227,141,67.5,4025891225,140,61.1,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520005,20,1,1,1,25,a8d2gb2nag8fy0itbuxmcibh2,0,43.4,27.4,2023-02-11T17:32:45.722Z,2023-02-12T07:31:36Z,4025891137,140,44.4,4025891135,56,Back,4027618155,178,,4025891147,213,5.3,4025891141,141,25.0,4025891145,212,1.9,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520049,21,1,1,1,26,9gefq4dz9b2hl8rqrxwrlrzmp,1,58,72.2,2023-02-11T17:32:46.151Z,2023-02-12T07:31:48Z,4026079765,155,,4025891375,56,Center,4025891381,212,9.4,4025891377,140,62.4,4025891379,141,60.2,4025891383,213,5.2,4027618463,178,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520089,22,1,1,1,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,62.4,60.2,2023-02-11T17:32:47.366Z,2023-02-12T07:31:58Z,4025891547,56,Left,4025891555,212,25.2,4025891551,140,76.0,4027618693,178,,4025891557,213,1.0,4025891553,141,90.8,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506520093,23,1,1,1,33,9gefq4dz9b2hl8rqrxwrlrzmp,0,91,92.7,2023-02-11T17:32:53.582Z,2023-02-12T07:32:03Z,4026742129,224,,4026742133,72,,4025891569,56,Center,4027618839,178,,4025891577,213,4.9,4025891575,212,23.0,4025891573,141,59.3,4025891565,2,,2pjr6yz65f4uqvwniy4vphn85,T. Werner,4025891571,140,,,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
