id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2538224693,1,34,16,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-04-23T16:45:26.645Z,2023-04-23T17:20:24Z,4214666335,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214666323,30,"3z6ekzop4y7cjuatzz9ua74k5, 43eq31reskwn9veb3vickralm, dqrzogrwznyks6whhfhq748ut, au5tbnn48ve4kqnuu3dhmk296, 70tsvrcmklvp4ecdhxlugf8ix, 8k5c8po5gx3vnxx36viq08xqt, 7kjhx78gpi6m3r4j1b4jdyh91, 5i8dbjuewybsfgyym63clfw0l, 66nvc8a4kd3cyeyj3i474cudx, 514es9hzl2skv9dl5cofgkogl, 9bdxi3mvkftmqts59jptqq76d, ckjid5lfgbx8tdyoi32vbwn9x, l8bphgwl3llcckvf9zr6ptqt, cgzcn8oo03wda4e5o0jxgy4tl, 7tj7eobo7kmk8egcbfrabe8d1, ao00a4lfe5vs9enjgkuu7vglx, d0qyia80j5079xq5olbttqfl6, 22zaq3o78o5feeogqdsvig02y, dwx1vmtmeiiokfqv18g7cb1lh, 8dq80nkl6nbdejj2ti0mb2w6i",4214666333,130,8,4214666327,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4214666331,59,"1, 29, 25, 17, 3, 30, 23, 8, 10, 32, 13, 5, 7, 11, 14, 18, 19, 20, 24, 41",4214864869,194,9bdxi3mvkftmqts59jptqq76d,4214666337,197,11723,4214666339,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538228207,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-04-23T16:48:06.470Z,2023-04-23T17:30:49Z,4214685251,59,"1, 18, 26, 4, 31, 5, 20, 19, 27, 17, 8, 2, 11, 23, 25, 28, 32, 37, 40, 45",4214685255,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214685249,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4214685247,30,"8l1mv5qd9vwade754v3l8epjp, 9kxuwgequrilkom3ru6sdxall, 40rzvcdss138e6futx3bht3o5, 3g9riero16s160evc28u3q3u1, cab22ojcuhdzdwmbtl20n8i51, 1ywfkwrcysdlvkt859q00kt7t, a2l72iohmbq6rjr3rzrsvnwt1, 24vavcwn4hco5je9kdu9ciwgl, cywgibmici8hwp1ad1nhk3ufp, 7424gvk9hiq5up61dj181y66t, 1vv29mash2uijx542ssjk666t, 9qzxygb9hyzag1szans0k2jth, 5pnfmmq8b8jxmp1qnf82d8out, emtrl7rrhp3ybsibf1f89kyj9, d3xe46be1ajvxzxzboiaoy385, 52t6t7cdsr0fjs9ukmwo9y7rp, dadiwuzf33969g3808sdd9brp, 7446u69ki15qcyq2jtszacm3t, bt35y17wl42b5t5tw6z68uwyy, 5xhjvappzv6swoof5qpi0yj9",4214685257,197,16256,4214864601,194,1vv29mash2uijx542ssjk666t,4214685253,130,12,4214685259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269505,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-04-23T17:30:39.244Z,2023-04-23T17:30:40Z,4214909303,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269489,2,32,1,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-04-23T17:30:39.244Z,2023-04-24T07:31:55Z,4214909233,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269517,3,1,1,0,0,go76xxm0xyfgqt1h6tcrtimm,1,49.8,49.9,2023-04-23T17:30:39.272Z,2023-04-24T09:15:58Z,4214909371,140,37.5,4214909377,213,2.9,4214909369,56,Back,4216904443,178,,4214909379,279,S,4214909375,212,13.4,4214909373,141,55.4,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269539,4,1,1,0,1,go76xxm0xyfgqt1h6tcrtimm,1,37.5,55.4,2023-04-23T17:30:41.119Z,2023-04-24T09:16:02Z,4214909503,213,1.5,4214909499,141,91.7,4216904667,178,,4214909497,140,40.2,4214909501,212,24.8,4214909495,56,Back,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269569,5,1,1,0,4,go76xxm0xyfgqt1h6tcrtimm,1,40,91.2,2023-04-23T17:30:43.914Z,2023-04-24T09:16:06Z,4214909703,140,28.6,4214909705,141,82.7,4216904811,178,,4214909707,212,13.3,4214909709,213,3.6,4214909701,56,Back,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269579,6,1,1,0,8,go76xxm0xyfgqt1h6tcrtimm,1,27.2,70.3,2023-04-23T17:30:47.330Z,2023-04-24T09:16:08Z,4214909763,141,41.8,4216904947,178,,4214909765,212,19.4,4214909767,213,4.8,4214909761,140,27.9,4214909759,56,Back,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269665,7,1,1,0,10,go76xxm0xyfgqt1h6tcrtimm,1,27.8,38.8,2023-04-23T17:30:49.818Z,2023-04-24T09:16:10Z,4214910233,140,30.9,4214910235,141,6.8,4214910237,212,22.0,4214910239,213,4.9,4214910231,56,Back,4216905025,178,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269695,8,1,1,0,15,go76xxm0xyfgqt1h6tcrtimm,0,28.4,2.6,2023-04-23T17:30:54.674Z,2023-04-24T09:16:18Z,4214910413,1,,4216905297,178,,4214910403,56,Center,4214910405,140,72.4,4214910407,141,50.0,4214910409,212,56.3,4214910401,155,,4214910411,213,0.6,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269691,3,49,1,0,19,a8d2gb2nag8fy0itbuxmcibh2,1,28.5,52.4,2023-04-23T17:30:59.098Z,2023-04-24T09:16:28Z,,,,,,,,,,,,,,,,,,,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269739,4,1,1,0,20,a8d2gb2nag8fy0itbuxmcibh2,1,27.9,52,2023-04-23T17:30:59.401Z,2023-04-24T09:16:32Z,4216905793,178,,4214910689,141,39.7,4214910687,140,10.0,4214910691,212,20.6,4214910693,213,3.6,4214910685,56,Back,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269773,5,1,1,0,23,a8d2gb2nag8fy0itbuxmcibh2,1,8.4,40.8,2023-04-23T17:31:02.963Z,2023-04-24T09:16:35Z,4214910865,56,Back,4214910871,212,17.3,4214910867,140,16.5,4216906015,178,,4214910873,213,1.1,4214910869,141,62.9,,,,,,,8l1mv5qd9vwade754v3l8epjp,F. Rønnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269825,6,1,1,0,25,a8d2gb2nag8fy0itbuxmcibh2,1,16,63.7,2023-04-23T17:31:04.747Z,2023-04-24T09:16:38Z,4214911187,212,17.6,4214911189,213,4.3,4214911181,56,Back,4216906139,178,,4214911183,140,9.1,4214911185,141,40.1,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269853,7,1,1,0,30,a8d2gb2nag8fy0itbuxmcibh2,0,9.7,37,2023-04-23T17:31:09.439Z,2023-04-24T09:16:41Z,4214911345,212,58.1,4214911339,56,Center,4214911343,141,50.3,4214911341,140,64.4,4216540319,155,,4214911347,213,0.2,4214911349,1,,4216906227,178,,8l1mv5qd9vwade754v3l8epjp,F. Rønnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269855,9,44,1,0,33,go76xxm0xyfgqt1h6tcrtimm,1,35.8,48.4,2023-04-23T17:31:12.961Z,2023-04-24T12:07:32Z,4214911357,56,Back,4214911371,233,8,4214911359,285,,,,,,,,,,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269857,8,44,1,0,33,a8d2gb2nag8fy0itbuxmcibh2,0,64.2,51.6,2023-04-23T17:31:12.962Z,2023-04-24T09:16:45Z,4214911361,56,Center,4214911451,233,9,4214911363,286,,,,,,,,,,,,,,,,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269861,10,1,1,0,33,go76xxm0xyfgqt1h6tcrtimm,1,36.3,45,2023-04-23T17:31:13.026Z,2023-04-24T12:07:32Z,4214911375,3,,4214911381,141,50.5,4214911385,213,0.2,4214911377,56,Center,4214911383,212,17.2,4216906863,388,,4214911379,140,52.3,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269873,11,49,1,0,35,go76xxm0xyfgqt1h6tcrtimm,1,56.6,53.9,2023-04-23T17:31:14.607Z,2023-04-24T09:16:59Z,,,,,,,,,,,,,,,,,,,,,,,,,514es9hzl2skv9dl5cofgkogl,F. Neuhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538269903,12,1,1,0,36,go76xxm0xyfgqt1h6tcrtimm,0,56.6,53.9,2023-04-23T17:31:15.277Z,2023-04-24T09:17:02Z,4214911673,212,29.7,4214911675,213,5.5,4214911665,155,,4216907205,178,,4214911669,140,77.0,4214911667,56,Center,4214911671,141,23.7,,,,514es9hzl2skv9dl5cofgkogl,F. Neuhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
