id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2519273863,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-03-12T15:33:44.750Z,2023-03-12T16:29:33Z,4093284035,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093284037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093284027,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, a41r2ob5fhirgdwxwox6nr4yx, 4foax2b7unlkev1eq6py86lii, 5ec2ede9uwbft3wby33mwowyd, cis0z72hgahfnfjduk7hdnz3e, 6rg37ej1x7pwi7r4aq1107pih, 4tev0kk0om8cr1xbwpt8bozit, e4vr28e9cbq3q5nux1jlpuuei, 9ydkbbygq6uocors9kcdnzbop, 8mcf8c8ht32as6xxrf1gb51m2, 59pu8nnghyxvvt8r3zyndpfpx, 2cq6ocr7j487do4nrm3sreg9h, 7w63iqek6hmnizlirurla1cr9, djha3ac2mfhyb7oia64hq2nd, jw8lb54ua2iufebwnu8k68t0, aze5i6ssy55jrc8k9vhrs8o9h, 3ojzrb5okc6i1jf1o7okovnjd, 4ilnnpfgjfz35lni9ppzd93v9, byk5vhf9l112i7hhy1clravp",4093594371,197,16378,4093594369,194,cg6h7oq0b5zpx1g4brhzyk1xx,4093284029,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4093284031,59,"1, 30, 5, 3, 4, 6, 25, 8, 23, 19, 21, 9, 10, 11, 12, 18, 22, 24, 28, 36",4093284033,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519274775,1,34,16,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-03-12T15:34:28.136Z,2023-03-12T16:33:15Z,4093288957,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4093288955,130,19,4093595311,197,16262,4093595309,194,6kge6vcoa9ocnh6tb8qznfzkl,4093288959,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093288953,59,"1, 8, 3, 13, 5, 4, 22, 28, 11, 7, 6, 17, 19, 21, 26, 30, 31, 33, 39",4093288949,30,"expxslws50h0iw0logr02gs7p, 7k7whr0pdbw5wtk7g0cwozw0l, 8nug6t1cmn9pwhnwdf6nyhrrp, 6kge6vcoa9ocnh6tb8qznfzkl, 1psr9ra8k9j4r94p1xixagzbp, 2p48525x4ap9m81g6ode51cyd, d95i3fwjrk3ti4co645mde76x, dr0kn3srxtg7nuw99gjoim7e1, cjq9g6zgcxk1ceo2xzpe1qnyt, 5ndmhtdu5jfgvzuddd7fu2fh1, 14fw7p4fzaxprndgxnx0gxgbt, 9i46dpapurzdzvd7nz3be7kl, 3spzxmms300isjmf03yses12i, 630sqbiu7utmkg8yw0h4ky8a2, eayipmdtzbmjgjouq10nqhcrt, 7llxni56g8q0yt33vhp1pt3o5, 5za1oqcgg6o78mth7jdcqs1uy, e97o3wf8ul0g3lwlmdp80exre, 3h6q9lkwovcu4pynltgnzhy50",4093288951,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333391,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-03-12T16:31:28.031Z,2023-03-12T16:31:31Z,4093604995,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333379,2,32,1,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-03-12T16:31:28.031Z,2023-03-12T21:38:07Z,4093604925,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333473,3,1,1,0,0,cu0eztmjcsbydyp53aleznorw,1,50.1,49.9,2023-03-12T16:31:28.057Z,2023-03-12T23:00:28Z,4093605381,279,S,4094941517,178,,4093605375,141,65.0,4093605377,212,21.1,4093605379,213,2.6,4093605373,140,32.5,4093605371,56,Back,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333511,4,1,1,0,4,cu0eztmjcsbydyp53aleznorw,0,33.6,49.4,2023-03-12T16:31:32.052Z,2023-03-12T23:00:35Z,4093605573,213,6.2,4093605563,155,,4093605569,141,46.7,4093605571,212,37.3,4093605567,140,69.1,4093605565,56,Center,4094941657,178,,4093605575,1,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333587,3,1,1,0,6,7ad69ngbpjuyzv96drf8d9sn2,1,27.7,61.7,2023-03-12T16:31:34.199Z,2023-03-12T23:00:57Z,4093605945,140,45.6,4093605947,141,76.7,4094942067,388,,4093605951,213,0.5,4093605941,3,,4093605949,212,21.4,4093605943,56,Back,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333599,4,3,1,0,7,7ad69ngbpjuyzv96drf8d9sn2,0,42.4,72,2023-03-12T16:31:35.691Z,2023-03-12T23:01:12Z,4093606013,286,,4094408055,465,,4093606011,56,Back,4093606129,233,5,4094942557,178,,,,,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333575,5,7,1,0,7,cu0eztmjcsbydyp53aleznorw,1,57.6,28,2023-03-12T16:31:35.695Z,2023-03-12T23:01:16Z,4093605879,285,,4094408297,384,,4093606061,233,4,4093605877,56,Center,4094942675,178,,,,,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333619,5,45,1,0,9,7ad69ngbpjuyzv96drf8d9sn2,0,36.6,73.8,2023-03-12T16:31:37.855Z,2023-03-12T23:01:22Z,4093606117,56,Back,4093606299,233,6,4093606119,285,,,,,,,,,,,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
