id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/17/value
2500319737,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-01-24T18:34:25.363Z,2023-01-24T18:34:25Z,3993434023,30,"1sjt0nj0232gu88x50c3d16nd, drv9wksjusdgp1np315rokzit, 6q2mf0qrkt51z28b46wltxal1, ce2pidh4dpd1ccozn2lm3qtw5, c2bhdypnqifsl8eiovtfdmyg9, djpsc1fvcnrh61c071t00gmad, 5cw4n6kdaa7imeyaiuo2pnq39, eg9xhi6wfp1duf01pcsn8vfmd, cfdgq8thcoghlh5d0s0pzb1sl, 9j1fd0mz39tl1h5che3f357md, djggrnjp9s4p2mlbzhx6arbh1, 7wm8whndx19gcpqxtw9safljp, 1zo6iikznwkd2vuhqykt7jw7p, b2oa5dzw40auj5cgxfrp4b4r9, 18b0ti0bsq68842kgbczsbgmh, 88unrmh29io1zmqzxwjzuqtm2, 2ebiw2w6d76sttjh8n8871kgl, du9vq193cqx7gmve30eijws15, 6hgj78mr8wy2i5izf8x10ij11, bytrobr8rfp9zwbxzopr4vgno",3993434027,59,"1, 16, 17, 34, 3, 20, 14, 29, 18, 8, 23, 2, 5, 10, 11, 12, 21, 24, 27, 39",3993434035,197,11911,3993434029,130,8,3993434037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993434025,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3993434031,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993434033,194,eg9xhi6wfp1duf01pcsn8vfmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500320119,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-01-24T18:36:52.542Z,2023-01-24T19:31:42Z,3993436491,194,acxwc7xxrtyssiy390t859kgl,3993436483,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3993436481,30,"bfpax581lm91ebz4xgz40a191, 23l48u4w5nj4036whjm3s49gp, dodddfi0l5i36vlgbaybhzeqy, acxwc7xxrtyssiy390t859kgl, fr9ac60188vlmtbrcddhxii1, 7e7w34imugzsufvytjxytupd5, 4sd2zs6d5cd4d9n3oo54lglat, d2ykrr75737c8bzlwhjj90vkl, eswxx8pxqyuj7rnpvqawpej1l, aplc9mad75h1k90o3qla9c7l6, b7cso5zljdvzfila9zd4fz4ve, 2mwe6l0eu1tisri3eu26fx8x6, 3es8fg7y59lckypu11i68q6s5, 53ozrqkupvt2iyi2xg0swf7px, 9i46dpapurzdzvd7nz3be7kl, bjhgmcai5irlexe7oa1g0e5sl, b8if5dg0k9prjik99aiutewh5, 4xfqhlmr91ekmt75motqxetjo, en0a6a574x1yvnk8kdxwub949, 2dxsntw3djezptdjqzu0oxi7e",3993436493,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993436487,130,4,3993436489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993436485,59,"1, 20, 5, 27, 3, 4, 32, 31, 23, 39, 16, 2, 7, 12, 17, 29, 33, 36, 38, 40",3993520475,197,11884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337707,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-01-24T19:33:16.462Z,2023-01-24T19:33:20Z,3993523893,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337705,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-01-24T19:33:16.462Z,2023-01-25T08:17:06Z,3993523887,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337727,3,1,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,49.9,50,2023-01-24T19:33:16.862Z,2023-01-25T08:29:42Z,3993523963,279,S,3993523955,140,24.9,3993523959,212,26.5,3993523961,213,3.0,3993523953,56,Back,3994153313,178,,3993523957,141,55.5,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337753,4,1,1,0,4,a8l3w3n0j99qjlsxj3jnmgkz1,0,27.2,55,2023-01-24T19:33:21.457Z,2023-01-25T08:29:33Z,3993524091,213,6.1,3993524083,56,Center,3993524081,155,,3993524093,1,,3993524087,141,43.7,3994153329,178,,3993524085,140,68.2,3993524089,212,43.7,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337751,3,44,1,0,7,f0w62l8zql3tukxsy8fqwp72x,1,34.4,58.8,2023-01-24T19:33:24.303Z,2023-01-25T09:56:08Z,3993524073,56,Back,3993524153,233,5,3993524075,285,,,,,,,,,,,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337755,5,44,1,0,7,a8l3w3n0j99qjlsxj3jnmgkz1,0,65.6,41.2,2023-01-24T19:33:24.304Z,2023-01-25T08:29:48Z,3993524099,56,Center,3993524101,286,,3993524157,233,3,,,,,,,,,,,,,,,,4sd2zs6d5cd4d9n3oo54lglat,M. Svanberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337759,4,1,1,0,7,f0w62l8zql3tukxsy8fqwp72x,0,30.3,60.6,2023-01-24T19:33:24.325Z,2023-01-25T09:56:09Z,3993524115,212,5.3,3993524109,56,Back,3993524113,141,59.6,3993524107,3,,3994153427,388,,3993524111,140,35.3,3993524117,213,6.2,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337773,6,1,1,0,9,a8l3w3n0j99qjlsxj3jnmgkz1,1,63.5,51,2023-01-24T19:33:25.713Z,2023-01-25T08:29:55Z,3993524193,141,63.0,3993524195,212,12.0,3994153433,178,,3993524191,140,71.9,3993524189,56,Center,3993524197,213,0.7,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337833,7,1,1,0,10,a8l3w3n0j99qjlsxj3jnmgkz1,1,71.4,64.5,2023-01-24T19:33:26.947Z,2023-01-25T08:30:04Z,3993524483,141,82.8,3993524485,212,18.2,3994153473,178,,3993524481,140,58.7,3993524479,56,Left,3993524487,213,2.4,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337853,8,1,1,0,16,a8l3w3n0j99qjlsxj3jnmgkz1,1,66.1,86.8,2023-01-24T19:33:33.149Z,2023-01-25T08:30:13Z,3993524625,213,5.6,3993524615,56,Center,3993524619,141,69.5,3993524855,210,15,3994153497,178,,3993524857,154,,3993524623,212,18.6,3993524617,140,79.8,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500337859,9,15,1,0,19,a8l3w3n0j99qjlsxj3jnmgkz1,1,86.9,67.2,2023-01-24T19:33:35.523Z,2023-01-25T08:30:13Z,3993524863,80,,3994153509,178,,3993524865,29,,3993524877,146,88.8,3993524879,147,64.4,3993524749,72,,3993524635,22,,3993524883,231,55.2,eswxx8pxqyuj7rnpvqawpej1l,J. Wind,,3993524875,103,19,3993524867,154,3993524873,102,47.8,3993524639,56,Center,3993524881,230,96.2,3993524767,233,5,3993524753,82,3993524637,64,3993524869,55,8,,,,,,,,,,,,,,,,,,
