id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/9/value,assist
2500077085,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-01-23T18:09:32.743Z,2023-01-23T19:12:43Z,3992165607,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3992165613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3992165617,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3992165611,130,2,3992165615,194,8r6dkzf3yjnvlz4go6xct0kid,3992242667,197,536,3992165609,59,"21, 44, 5, 6, 13, 20, 14, 10, 11, 9, 7, 1, 4, 8, 15, 17, 23, 25, 26, 29, 31, 36",3992165605,30,"1ljgis575ujto4361ed15w0r9, dsi2wezhn07auutl4wzckh6uh, ma3my4q4wln06xyl1z3v9fmy, 49xsd6e4oyjrhtwsdbdm4rj84, 8r6dkzf3yjnvlz4go6xct0kid, c9pmoa9m23jh5emy6w4olm3xm, 7797kpi7lkhc9dasfxuv9h7f9, 7to5mb4x91kjhbd9tb0nqz74l, btm3mtkmwofz1dgcdsew1kmp5, c9shc6t28oroqthopifjvg9ux, bzsoq42nf6sgdh9oe64n7rnfu, cul6phe87idi5dn1hsfywxhwp, 8tepha2kd43sp9jtafxuf209h, 4qj88r9cjfbu05ly92vfhpi39, 3apsq2r6q8lzdat7sy5h6tmqy, 49vbyk5qvhihphrqfnmmz8woa, 1s50ua48peo4wd0o7unmps06h, 2yivr64anye4c0p62m16l78yc, 3epda2hg43s8uxvf9xno74d4a, bgzkdepav40x6focwuaf9qxre, 2ngb4008t58dvor5qnh1nj6ga, 6eccwl9cpgmq7pp6d90lbi6wa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500084241,1,34,16,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2023-01-23T18:36:49.076Z,2023-01-23T19:06:44Z,3992206703,59,"1, 2, 5, 6, 3, 4, 10, 8, 9, 7, 11, 18, 17, 19, 16, 12, 15",3992206699,30,"68hoounwudpjrr2wmovkyvswk, 1x6fhuy49w4rpnyavwotbf504, bgydmtsi0ngn9k56apo29v0no, 9pox9siobczxr9fv3fvvx3h1w, a7vlgirln231n3dqjhb72o0es, 3z9bdfblis9tl3e1uo7e72h62, 2zkaf848fjcdhuii8783pkm7e, b8ixf31bdyfqqcwoy4ulai73e, 6w6ewzxircqxk6dsrs1rvc8ru, 80i3boeh7f1ghu4ka7r66izje, 9nix5y8xcj34ps62r34udtqwa, alfx6xxo38q6hmydbcr0rw67e, 31v89l4k38v1wpisz7xhkq38, 99u6g0ylhiyfknlf015xrz8r8, dlgqk5qe96gaxeq8vu4dozyms, 3e8tsv4mzm75peokuw38d8jmy, baghnvel8qsn5k9s79jiyldnu",3992206705,130,4,3992206709,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3992234473,194,80i3boeh7f1ghu4ka7r66izje,3992206701,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",3992241835,197,2828,3992206707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090595,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-01-23T19:03:07.474Z,2023-01-23T19:03:08Z,3992247355,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090587,2,32,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2023-01-23T19:03:07.474Z,2023-01-23T19:03:07Z,3992247339,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090609,3,1,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,50.4,50,2023-01-23T19:03:07.574Z,2023-01-23T19:03:10Z,3992247417,140,24.0,3992247421,212,27.8,3992247425,279,S,3992247419,141,47.8,3992247423,213,3.2,3992247415,56,Back,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090615,4,1,1,0,2,6lzy9iiqoysvtdsgx719fng9n,1,24.6,46.3,2023-01-23T19:03:10.052Z,2023-01-23T19:03:15Z,3992247551,56,Right,3992247557,212,52.4,3992247549,157,,3992247553,140,68.2,3992247559,213,5.8,3992247563,1,,3992247555,141,8.8,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090617,5,4,1,0,7,6lzy9iiqoysvtdsgx719fng9n,1,68.5,9.4,2023-01-23T19:03:15.121Z,2023-01-23T19:04:57Z,3992247685,152,,3992247567,56,Right,3992249863,233,3,3992247683,295,,3992247687,286,,3992247681,13,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090621,3,4,1,0,7,7rmv5ns2rj7bn4otpkur0mx0x,0,31.5,90.6,2023-01-23T19:03:15.122Z,2023-01-23T19:05:50Z,3992247601,13,,3992247607,152,,3992247603,295,,3992247609,285,,3992249875,233,5,3992247605,56,Back,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090723,6,1,1,0,33,6lzy9iiqoysvtdsgx719fng9n,0,67.6,9.4,2023-01-23T19:03:41.429Z,2023-01-23T19:15:11Z,3992248245,213,0.9,3992248239,140,90.9,3992248235,152,,3992248243,212,40.8,3992248237,56,Center,3992248229,2,,3992248231,5,,3992248241,141,57.5,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,3992248247,1,3992248233,155,,,,,,,,,,,,,,,,,,,,,,,,
2500090721,4,12,1,0,37,7rmv5ns2rj7bn4otpkur0mx0x,1,11.4,53.1,2023-01-23T19:03:45.003Z,2023-01-23T19:46:33Z,3992248221,141,39.5,3992248217,56,Back,3992248227,15,,3992248223,212,9.3,3992248219,140,10.4,3992248225,213,4.6,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,
