id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2496921513,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-01-13T18:13:47.677Z,2023-01-13T19:01:25Z,3975509727,194,7d9x6ojih9obktxl3fnrjskk4,3975509719,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3975509723,130,8,3975509721,59,"12, 21, 5, 11, 2, 4, 7, 8, 10, 16, 14, 23, 1, 6, 9, 17, 22, 24, 28, 30, 31",3975509725,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3975509717,30,"rgspixypiwxuenf1yaukrrop, eke044f5xni8gdztggk6x4a1h, gmu8p51rp6bjzs0bss5jupzo, 6clycir6laxvycsr4yjh9iwa1, axbyqn4r430cilb6lbnzpbuvo, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, epkss1rj7z6duqd3axbcm8l0q, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, avv12sgcucblnbfb790xovf8, 54bf7p613bf3n0gefid4tt0r8, eog43l8hrs7pbza9bmwu0p2sq, 3y42dpjrp17dr2gzktbrmudbd, 3usiruyhxf6p9lkiz5qeytze2, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8, 88m6s6m8ep0p3fropim4ttcoa",3975561459,197,4032,3975509729,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496921523,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-01-13T18:13:52.304Z,2023-01-13T19:02:18Z,3975560937,197,451,3975509777,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3975509775,130,4,3975509771,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3975509773,59,"23, 45, 4, 17, 2, 25, 8, 30, 9, 7, 11, 3, 14, 22, 24, 27, 28, 29, 33, 34, 42",3975509781,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3975509769,30,"axhjtqfa2xxud2tdle8zfxrkl, 1hpmrfb0mbmevf9edj0o0bv56, 8z4wdv767cv7ddqgrkz5txsrt, b4a2wu8fdbrh5sirpv34hoewa, 5dxleurgfe6483pe7qvyc00es, 9oajgqqc9gkgbcz090it0tlhw, cp732f8tqz91xeahijtd35rd, 7c58hgy3g9gntpuqf5w5hpvu2, b1yxo0olp9c2ufh1l1qxsef9x, 4nz928h6p0nl8p161dxg55pn8, 5l4fkm9a0pvfi9qiy6gipf71m, brpt79b4v36wx3kj3joyjjjkl, 7a1f6wedz8jtcvn58d5pomm8k, 79pqhm8r572k3lqz38kfl4x9m, dineetneurorxpx1yv0v8tega, 3d75ox2l88yv2ofgta30kby8k, 17oeipaq6y7pvs42fpx9oy9uy, d8dlbd0v4595gguzgy6xs5jl6, 5n5otf2ldw9w4nbm8zjabnd1x, 9l5hp0tmizix8z6h5b5vqvhm1, 9tru2a7pof2r37s8ro29uv3dh",3975509779,194,8z4wdv767cv7ddqgrkz5txsrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931165,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-01-13T19:00:55.147Z,2023-01-13T19:00:57Z,3975563521,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931161,3,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-01-13T19:00:55.147Z,2023-01-13T19:00:55Z,3975563503,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931171,4,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,49.9,50,2023-01-13T19:00:55.247Z,2023-01-13T19:00:58Z,3975563567,213,3.6,3975563559,56,Back,3975563563,141,38.2,3975563561,140,33.9,3975563565,212,18.6,3975563569,279,S,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931185,5,1,1,0,3,bqm1bnp1bh2apyudlz1o1whr3,0,33.9,38.3,2023-01-13T19:00:58.264Z,2023-01-13T19:01:30Z,3975563613,140,65.6,3975563611,56,Left,3975563615,141,91.4,3975563619,213,0.8,3975563621,1,,3975563609,155,,3975563617,212,49.1,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931197,3,1,1,0,7,e8hiwrw6ocxm5iht6sp7jiv19,1,36.4,12.6,2023-01-13T19:01:02.469Z,2023-01-13T19:01:05Z,3975563665,141,5.0,3975563661,56,Right,3975563663,140,56.8,3975563669,213,6.0,3975563667,212,22.0,,,,,,,,,,cp732f8tqz91xeahijtd35rd,J. Wehrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931201,4,49,1,0,10,e8hiwrw6ocxm5iht6sp7jiv19,1,56.8,5,2023-01-13T19:01:05.173Z,2023-01-13T19:01:05Z,,,,,,,,,,,,,,,,,,,,,,,,,4nz928h6p0nl8p161dxg55pn8,X. Severina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931205,5,3,1,0,10,e8hiwrw6ocxm5iht6sp7jiv19,0,57,5.4,2023-01-13T19:01:05.670Z,2023-01-13T19:01:08Z,3975563735,233,6,3975563695,286,,3975563693,56,Right,,,,,,,,,,,,,,,,4nz928h6p0nl8p161dxg55pn8,X. Severina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931211,6,7,1,0,10,bqm1bnp1bh2apyudlz1o1whr3,0,43,94.6,2023-01-13T19:01:05.671Z,2023-01-13T19:01:07Z,3975563731,233,5,3975563717,285,,3975563715,56,Back,,,,,,,,,,,,,,,,gmu8p51rp6bjzs0bss5jupzo,L. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931227,6,3,1,0,13,e8hiwrw6ocxm5iht6sp7jiv19,1,67.4,7.8,2023-01-13T19:01:08.215Z,2023-01-13T19:01:10Z,3975563801,233,7,3975563799,286,,3975563797,56,Right,,,,,,,,,,,,,,,,4nz928h6p0nl8p161dxg55pn8,X. Severina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931217,7,45,1,0,13,bqm1bnp1bh2apyudlz1o1whr3,0,32.6,92.2,2023-01-13T19:01:08.215Z,2023-01-13T19:01:10Z,3975563817,233,6,3975563753,56,Back,3975563755,285,,,,,,,,,,,,,,,,,gmu8p51rp6bjzs0bss5jupzo,L. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931249,7,1,1,0,15,e8hiwrw6ocxm5iht6sp7jiv19,1,81.9,14.3,2023-01-13T19:01:10.309Z,2023-01-13T19:01:35Z,3975563889,141,68.1,3975563893,213,1.4,3975564289,154,,3975563883,155,,3975563895,1,,3975563891,212,37.0,3975563881,2,,3975563885,56,Center,4nz928h6p0nl8p161dxg55pn8,X. Severina,1,3975563887,140,87.2,3975564287,210,13,,,,,,,,,,,,,,,,,,,,,,,,,
2496931253,8,13,1,0,18,e8hiwrw6ocxm5iht6sp7jiv19,1,89.8,61.8,2023-01-13T19:01:14.069Z,2023-01-13T19:01:35Z,3975564011,72,,3975563907,56,Center,3975564293,29,,3975564303,103,58.3,3975564013,17,,3975563903,22,,3975564307,231,50.9,3975564297,55,7,5l4fkm9a0pvfi9qiy6gipf71m,J. Zwarts,,3975564305,230,99.4,3975564295,154,,3975564291,85,3975564301,102,51.4,,,,,,,,,,,,,,,,,,,,
2496931247,8,5,1,0,19,bqm1bnp1bh2apyudlz1o1whr3,1,-1.6,45.3,2023-01-13T19:01:14.455Z,2023-01-13T19:01:16Z,3975563879,346,,3975563877,56,Back,3975563933,233,9,,,,,,,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931257,9,5,1,0,19,e8hiwrw6ocxm5iht6sp7jiv19,0,101.6,54.7,2023-01-13T19:01:14.455Z,2023-01-13T19:08:35Z,3975563937,233,8,3975563931,346,,3975563929,56,Center,,,,,,,,,,,,,,,,5l4fkm9a0pvfi9qiy6gipf71m,J. Zwarts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931341,9,1,1,0,43,bqm1bnp1bh2apyudlz1o1whr3,0,3.6,44.2,2023-01-13T19:01:38.295Z,2023-01-13T19:01:39Z,3975564367,1,,3975564353,124,,3975564355,155,,3975564357,56,Center,3975564365,213,6.0,3975564363,212,52.2,3975564361,141,21.4,3975564359,140,51.1,rgspixypiwxuenf1yaukrrop,R. Matthys,,3975564369,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931353,10,61,1,0,45,e8hiwrw6ocxm5iht6sp7jiv19,1,60.5,60.4,2023-01-13T19:01:40.690Z,2023-01-13T19:08:29Z,3975564515,189,,3975564439,56,Center,,,,,,,,,,,,,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931377,10,5,1,0,46,bqm1bnp1bh2apyudlz1o1whr3,1,45.8,-1.4,2023-01-13T19:01:41.527Z,2023-01-13T19:08:27Z,3975564535,347,,3975564533,56,Back,3975564549,233,11,,,,,,,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931355,11,5,1,0,46,e8hiwrw6ocxm5iht6sp7jiv19,0,54.2,101.4,2023-01-13T19:01:41.527Z,2023-01-13T19:08:35Z,3975564443,56,Left,3975564445,347,,3975564557,233,10,,,,,,,,,,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931385,11,1,1,0,56,bqm1bnp1bh2apyudlz1o1whr3,1,38.9,0,2023-01-13T19:01:51.495Z,2023-01-13T19:01:53Z,3975564577,213,0.9,3975564569,56,Back,3975564573,141,17.5,3975564571,140,48.8,3975564575,212,16.3,3975564567,107,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931389,12,1,1,0,57,bqm1bnp1bh2apyudlz1o1whr3,1,48.8,17.5,2023-01-13T19:01:52.887Z,2023-01-13T19:01:54Z,3975564607,212,15.2,3975564603,140,36.9,3975564601,56,Back,3975564605,141,4.7,3975564613,156,,3975564609,213,3.8,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
