id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2465111869,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-09-30T17:23:49.621Z,2022-09-30T18:00:53Z,3807338099,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807338095,59,"1, 13, 25, 10, 3, 6, 37, 32, 23, 19, 11, 4, 5, 7, 9, 14, 16, 18, 21, 22, 36, 41",3807338091,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 75o7fx1uwk6pavxbnqqx28y51, 9hz7j1p4f0d2hxyz2bdkbyk0l, 8cox96ikk1k4c24f0y5ef45x, 57kp9bepwqf9u7fuu8fgvi9rd, 7dw3mexdcnel375y16vfl0g2y, 47autoxmcbr5z7o6d8998esph, b9apqidquztaojf6e3my6v7bp, 88csh50wwpanzfdvu7ia3x1ih, 7isjog4r71ahzypnhq3ki9xp1, daz1m0r5u8f0085jv25bdnoid, bw7s1zgz97p8szhn4shwkx2w9, 5i0e7e59vav8ynqzt7qrvitt6, amasl6wz90pv9kkbx3kihj7bp, 9najgqcaamqj0qtiicuq9hey, 35uvcvkv4nd0jbsov3xosjsut, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, 39f4hnokkp81ucrkx5bo5sjdg, 9v66i03qf0gnn9iserl551wyc",3807338093,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3807338103,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807389735,197,17008,3807338097,130,8,3807338101,194,9hz7j1p4f0d2hxyz2bdkbyk0l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465112435,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-09-30T17:26:54.522Z,2022-09-30T18:00:37Z,3807341277,130,2,3807341281,194,epkss1rj7z6duqd3axbcm8l0q,3807389395,197,4032,3807341273,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3807341279,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807341271,30,"rgspixypiwxuenf1yaukrrop, bk7742h8fac9g6e6wh7nnugkq, gmu8p51rp6bjzs0bss5jupzo, epkss1rj7z6duqd3axbcm8l0q, 88m6s6m8ep0p3fropim4ttcoa, axbyqn4r430cilb6lbnzpbuvo, 2kdavfzjymb8uhgjj3c97e2uh, 6clycir6laxvycsr4yjh9iwa1, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, 3usiruyhxf6p9lkiz5qeytze2, eog43l8hrs7pbza9bmwu0p2sq, 90rgtmdx8g43vz2pvp0hxotwq, avv12sgcucblnbfb790xovf8, er8v2eo4vlak5ftjetqhinfv8, e4k6t8tld877pq2s0e1vo5p4a, eke044f5xni8gdztggk6x4a1h, 1dljhkcvmodqq9u1w8iv145m2, 54bf7p613bf3n0gefid4tt0r8, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8",3807341275,59,"12, 32, 5, 8, 31, 2, 7, 11, 10, 16, 9, 1, 3, 14, 15, 17, 21, 22, 23, 24, 28, 30",3807341283,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465125989,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-09-30T18:06:41.728Z,2022-09-30T18:06:44Z,3807409685,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465125983,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-09-30T18:06:41.728Z,2022-10-11T14:31:55Z,3807409653,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126025,3,1,1,0,1,bqm1bnp1bh2apyudlz1o1whr3,1,50.3,49.9,2022-09-30T18:06:42.828Z,2022-10-10T17:19:21Z,3807409899,279,S,3807409891,140,27.0,3807409895,212,25.5,3807409893,141,39.5,3807409889,56,Back,3807409897,213,3.4,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126067,4,1,1,0,2,bqm1bnp1bh2apyudlz1o1whr3,0,28.2,39.2,2022-09-30T18:06:44.447Z,2022-10-10T17:32:32Z,3807410087,155,,3807410099,1,,3807410091,140,65.4,3807410095,212,44.1,3807410097,213,0.5,3807410093,141,69.3,3807410089,56,Center,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126079,3,1,1,0,5,bk5ltsueqmeng29eovd8m2tml,0,30.8,26.8,2022-09-30T18:06:47.294Z,2022-10-10T17:32:49Z,3807410147,141,33.8,3807410143,56,Center,3807410151,212,21.6,3807410155,213,0.2,3807410145,140,50.9,3807410141,3,,,,,,,,7dw3mexdcnel375y16vfl0g2y,J. Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126157,5,1,1,0,7,bqm1bnp1bh2apyudlz1o1whr3,0,50.8,65.8,2022-09-30T18:06:49.344Z,2022-10-10T17:32:43Z,3807410527,141,98.6,3807410523,56,Left,3807410533,1,,3807410529,212,30.3,3807410521,157,,3807410525,140,70.4,3807410531,213,0.8,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126159,4,61,1,0,12,bk5ltsueqmeng29eovd8m2tml,0,32.8,2.3,2022-09-30T18:06:53.971Z,2022-10-10T17:34:37Z,3807410547,56,Back,,,,,,,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126165,5,5,1,0,13,bk5ltsueqmeng29eovd8m2tml,0,33.6,-2,2022-09-30T18:06:55.159Z,2022-10-11T01:37:57Z,3807410595,347,,3807410593,56,Back,3807410927,233,6,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126225,6,5,1,0,13,bqm1bnp1bh2apyudlz1o1whr3,1,66.4,102,2022-09-30T18:06:55.159Z,2022-10-10T17:34:38Z,3807410905,56,Left,3807410915,233,5,3807410907,347,,,,,,,,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126277,7,1,1,0,20,bqm1bnp1bh2apyudlz1o1whr3,1,62.2,100,2022-09-30T18:07:02.318Z,2022-09-30T18:07:06Z,3807411153,56,Back,3807411155,140,32.7,3807411151,107,,3807411159,212,31.2,3807411161,213,3.3,3807411157,141,95.7,3807411163,1,,,,,gmu8p51rp6bjzs0bss5jupzo,L. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126339,8,1,1,0,24,bqm1bnp1bh2apyudlz1o1whr3,1,33,94.2,2022-09-30T18:07:06.126Z,2022-09-30T18:07:11Z,3807411519,213,3.9,3807411511,140,11.4,3807411509,56,Back,3807411515,212,30.0,3807411513,141,65.4,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126347,9,1,1,0,30,bqm1bnp1bh2apyudlz1o1whr3,1,13.5,54.8,2022-09-30T18:07:11.806Z,2022-09-30T18:07:13Z,3807411563,213,0.1,3807411561,212,12.7,3807411557,140,25.5,3807411555,56,Back,3807411559,141,57.6,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126387,10,1,1,0,31,bqm1bnp1bh2apyudlz1o1whr3,1,25.5,57.6,2022-09-30T18:07:13.022Z,2022-09-30T18:07:15Z,3807411729,212,16.3,3807411731,213,4.3,3807411725,140,19.4,3807411723,56,Back,3807411727,141,35.5,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126417,11,1,1,0,34,bqm1bnp1bh2apyudlz1o1whr3,1,20.4,33.3,2022-09-30T18:07:15.773Z,2022-09-30T18:07:18Z,3807411913,56,Back,3807411921,213,5.2,3807411915,140,29.8,3807411919,212,22.2,3807411917,141,4.1,,,,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126447,12,1,1,0,36,bqm1bnp1bh2apyudlz1o1whr3,0,39.3,2.1,2022-09-30T18:07:18.286Z,2022-10-10T17:37:32Z,3807412073,140,54.3,3807412077,212,20.3,3807412075,141,20.9,3807412071,56,Right,3807412079,213,0.7,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126461,6,61,1,0,39,bk5ltsueqmeng29eovd8m2tml,1,43.4,77.3,2022-09-30T18:07:20.949Z,2022-10-10T17:37:35Z,3807412123,56,Back,,,,,,,,,,,,,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470603749,711,59,1,0,40,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-09-30T18:07:22.566Z,2022-10-11T14:50:54Z,3836689317,56,Back,,,,,,,,,,,,,,,,,,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126487,7,49,1,0,41,bk5ltsueqmeng29eovd8m2tml,1,22.3,63,2022-09-30T18:07:22.893Z,2022-09-30T18:07:31Z,,,,,,,,,,,,,,,,,,,,,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126577,8,1,1,0,43,bk5ltsueqmeng29eovd8m2tml,0,21.4,62.3,2022-09-30T18:07:25.477Z,2022-09-30T18:07:32Z,3807412669,212,64.0,3807412677,1,,3807412673,213,6.2,3807412659,56,Center,3807412667,141,50.7,3807412663,140,81.9,3807412655,157,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126581,13,49,1,0,46,bqm1bnp1bh2apyudlz1o1whr3,1,16.9,48.7,2022-09-30T18:07:28.607Z,2022-09-30T18:07:28Z,,,,,,,,,,,,,,,,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
