id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,keyPass,qualifier/8/value,assist,qualifier/15/id,qualifier/15/qualifierId
2442180091,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-08-05T16:49:43.577Z,2022-08-05T19:03:52Z,3685470099,130,8,3685470097,59,"1, 19, 12, 15, 4, 21, 11, 18, 33, 10, 29, 2, 5, 6, 8, 9, 17, 20, 22, 26, 28, 32, 34",3685470105,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685470095,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3685470093,30,"dmsmbn9a1qucwf100o3v77nbp, armxucjqaulvwfxyufovg3je1, e8si4ph9te020gpicg3k2k3u2, sbxnlkg50itbqkpuh8wnwk45, akfbttkeqfd8pzhe93ra674kp, ip62fljz9ng6sil4krcq8dm1, etwawuknprhxhmjk1tyq38e6t, arrbpgnwbguhyumc8c1u4jsut, azt0ll196snbxy38eqw7mtln9, bzf3k4wvqvx1tl1mx960wjv85, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, 4dk7h575fifmw2lhslevhmhux, dldx0lpfwxc7eb0bc092m48a1, bmbzc4jvazdiuddsbnceyauei, bzgm08m9dc0tz56n4abk2b4l, f2snk84xy67ergwrwoblgt2ad, 6zxcmzp7w6esj54g05tvk7ai1, 5r73kuy4vdv1epvmzrhb6nskq, we5jzu2ad4z3wxaerwe6sdex, awokzor2tv5ro47ea34at1gx5, 80dk8iv6p0202z10qcqy8bfca, e5c8wtame01unosnz4zchwljo",3685470103,194,ip62fljz9ng6sil4krcq8dm1,3685587549,197,486,3685470101,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
2442181149,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-08-05T16:53:36.085Z,2022-08-05T19:04:10Z,3685475161,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685587553,197,451,3685475151,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3685475149,30,"4xjwsmhvtnq3f2bgyd4mjqq96, b1zeqxuwoyzx1eukf18ptdgq, 8z4wdv767cv7ddqgrkz5txsrt, 9knokmhy9zckjq0gv7txx9zsa, 5n5otf2ldw9w4nbm8zjabnd1x, brpt79b4v36wx3kj3joyjjjkl, 4nz928h6p0nl8p161dxg55pn8, cp732f8tqz91xeahijtd35rd, b1yxo0olp9c2ufh1l1qxsef9x, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, 7a1f6wedz8jtcvn58d5pomm8k, dbku5mn74cqjzu7o91vzrlbtg, f49vqdy6topqx2b3ku5cixd2i, 7fhe8ij85yc4gz6v3zuq62l05, axhjtqfa2xxud2tdle8zfxrkl, 3uinwdogybtnqy2grbyy34jdg, 3d75ox2l88yv2ofgta30kby8k, 17oeipaq6y7pvs42fpx9oy9uy, 7c58hgy3g9gntpuqf5w5hpvu2, 6cswffyswt7rlzhpgtpjs093o, 9l5hp0tmizix8z6h5b5vqvhm1, 1hpmrfb0mbmevf9edj0o0bv56",3685475153,59,"1, 5, 4, 6, 33, 3, 7, 8, 9, 10, 11, 14, 15, 20, 21, 23, 24, 27, 28, 30, 31, 34, 45",3685475155,130,8,3685475157,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685475159,194,8z4wdv767cv7ddqgrkz5txsrt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203141,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-08-05T18:01:59.563Z,2022-08-05T18:02:04Z,3685592031,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203131,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-08-05T18:01:59.563Z,2022-08-05T18:01:59Z,3685592001,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442236023,301,40,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-08-05T18:01:59.563Z,2022-08-05T19:04:17Z,3685766101,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3685766105,130,8,3685766103,59,"1, 5, 4, 6, 33, 3, 7, 8, 9, 10, 11, 14, 15, 20, 21, 23, 24, 27, 28, 30, 31, 34, 45",3685766109,194,8z4wdv767cv7ddqgrkz5txsrt,3685766099,30,"4xjwsmhvtnq3f2bgyd4mjqq96, b1zeqxuwoyzx1eukf18ptdgq, 8z4wdv767cv7ddqgrkz5txsrt, 9knokmhy9zckjq0gv7txx9zsa, 5n5otf2ldw9w4nbm8zjabnd1x, brpt79b4v36wx3kj3joyjjjkl, 4nz928h6p0nl8p161dxg55pn8, cp732f8tqz91xeahijtd35rd, b1yxo0olp9c2ufh1l1qxsef9x, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, 7a1f6wedz8jtcvn58d5pomm8k, dbku5mn74cqjzu7o91vzrlbtg, f49vqdy6topqx2b3ku5cixd2i, 7fhe8ij85yc4gz6v3zuq62l05, axhjtqfa2xxud2tdle8zfxrkl, 3uinwdogybtnqy2grbyy34jdg, 3d75ox2l88yv2ofgta30kby8k, 17oeipaq6y7pvs42fpx9oy9uy, 7c58hgy3g9gntpuqf5w5hpvu2, 6cswffyswt7rlzhpgtpjs093o, 9l5hp0tmizix8z6h5b5vqvhm1, 1hpmrfb0mbmevf9edj0o0bv56",3685766107,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203207,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,49.9,50,2022-08-05T18:01:59.663Z,2022-08-05T18:02:06Z,3685592371,213,3.4,3685592367,141,44.9,3685592369,212,16.4,3685592363,56,Back,3685592365,140,34.6,3685592373,279,S,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,
2442203209,4,1,1,0,3,dac758ef858jbq7pcb3gfwite,1,34.6,44.9,2022-08-05T18:02:02.905Z,2022-08-05T18:58:31Z,3685592381,56,Back,3685592383,140,23.6,3685592385,141,65.7,3685592389,213,2.3,3685592387,212,18.3,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,
2442203279,5,1,1,0,5,dac758ef858jbq7pcb3gfwite,1,23.3,67.2,2022-08-05T18:02:04.626Z,2022-08-05T18:02:12Z,3685592717,56,Back,3685592721,141,25.7,3685592719,140,25.2,3685592725,213,4.8,3685592723,212,28.3,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,
2442203313,6,1,1,0,13,dac758ef858jbq7pcb3gfwite,1,43.4,31.1,2022-08-05T18:02:12.693Z,2022-08-05T18:02:17Z,3685592891,56,Left,3685592893,140,77.3,3685592895,141,93.9,3685592889,196,,3685592887,155,,3685592901,1,,3685592897,212,55.6,3685592899,213,0.9,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,
2442203321,8,61,1,0,16,dac758ef858jbq7pcb3gfwite,0,74.6,99.2,2022-08-05T18:02:16.540Z,2022-08-05T18:02:23Z,3685592945,56,Left,,,,,,,,,,,,,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,
