id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/11/value,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2514624817,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-03-03T18:16:12.189Z,2023-03-03T19:08:06Z,4068705341,194,bspl2le99ugt2ug4tcqsvp1w5,4068705335,59,"1, 8, 11, 5, 36, 2, 6, 30, 4, 20, 14, 16, 3, 7, 9, 10, 15, 22, 23, 24, 25, 31, 33",4068705333,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4068705337,130,13,4068830455,197,497,4068705343,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068705339,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068705331,30,"cetavjue5femoxid9fmcd0zjd, b77p0um20y057708bx6on4d4a, 29s8wk0a2m66rebsfx1jfuuh, dse1rndtog4qn2mwv966vp6mt, dmrznrol8qp7yk53r6ajhnkt0, bspl2le99ugt2ug4tcqsvp1w5, a339o11ut8s1o9odm6ybc4pka, 1rd0zzpp3dn0y7qtxwc57g7h1, eds7hz8z52qf06c3oug7nivv9, by85t8ssyumcjcks1jx3v96vo, asn8og4yn5gj4it0qe6vulhat, 9ktfzp9jbzxod3116b4xql6ju, 8fqnvz74z901a2h0kgk1zezje, 3a89nlkh1p3l3qi6o70uzp5ud, 2esbyi3i7rtsdkxe6a917rsnp, a4dg6hmhim8bhpl5d7me85al1, idvh0ac1f8wv39640pyl4esp, 2f3j5qchxzh11u4bi2mb8dslw, 3y7w3ngh3kby9mehxe5q7glpl, 73wkaux439sdodxdjhn1152sq, e6jkldz6za7ln3jqxaw50i2qy, ebr52ne9bo6xyh2vhr6nhfhbe, 7gwm8sjtl2vyfeh6mio8ve9ec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514629463,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-03-03T18:26:50.553Z,2023-03-03T19:01:12Z,4068732027,30,"balcshp8sostjtslygqqixu5l, 7wa5hbk41axn5lybd2b7v2978, 7eq1j570gbj6tzw9d1btzwnis, 46wxtiry28k7j3y6gacgf7x4a, 8q7ovzvqctqchirpf083d46ei, 1u3rxxgh3ohv46tvrl86migkq, 4lf5375rzyy400rabvwgbcbmx, 4fbaxgikw7z9sfhuz6vvnfmxh, 97i465n07uip7fnpw82v554b8, 74x54r0698ug6gzk9jwd86pxx, b9l12zfckbywukn3ll0vok6lm, a2ws6j60xd12ng844vlhgq2cq, aynwkpiteltfei3x5txm84opg, a8nrm0flhc6mak2kvjksdlzx0, 1hcvsf3l8d17pnxfs6yqltwd0, 684bcogd1jkifd2aonne0ewwk, d2ejhagchnl4e28s5zn5r8zro, 4q0movp031jgig1b49uyvd5w4, 3ya0t91sjrlgr9u61jla0r47o, 8g5ms6uacdkgfcbxt4crlr4ve, al84rp9v4739wdfi184cnis5w",4068732035,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068732033,130,2,4068732029,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4068829929,197,16838,4068732037,194,74x54r0698ug6gzk9jwd86pxx,4068732039,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068732031,59,"1, 2, 14, 8, 45, 23, 22, 6, 19, 11, 17, 4, 20, 21, 31, 32, 28, 40, 41, 42, 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514649931,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-03-03T19:00:13.475Z,2023-03-03T19:00:16Z,4068836527,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514649919,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-03-03T19:00:13.475Z,2023-03-03T19:00:13Z,4068836487,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514649965,3,1,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,50.3,50,2023-03-03T19:00:13.575Z,2023-03-03T19:56:32Z,4068836729,141,50.0,4068836733,213,3.1,4068836731,212,15.6,4068836727,140,35.4,4068836725,56,Back,4068836735,279,S,,,,,,,eds7hz8z52qf06c3oug7nivv9,H. Medunjanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514650009,4,1,1,0,3,2uuh2bir8ktof0uxfo06lb4ox,0,35.4,50,2023-03-03T19:00:17.144Z,2023-03-03T19:56:35Z,4068836961,155,,4068836971,213,6.1,4068836973,1,,4068836969,212,45.8,4068836963,56,Center,4068836965,140,78.6,4068836967,141,40.4,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514650029,3,8,1,0,8,eh54mfvjtrttgsg1wbjnvxcqz,1,18.8,67.6,2023-03-03T19:00:22.176Z,2023-03-03T19:00:22Z,4068837081,56,Back,,,,,,,,,,,,,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514650069,5,1,1,0,9,2uuh2bir8ktof0uxfo06lb4ox,0,81.5,44,2023-03-03T19:00:22.791Z,2023-03-03T19:00:24Z,4068837279,3,,4068837285,141,23.6,4068837283,140,89.0,4068837287,212,16.0,4068837289,213,5.2,4068837281,56,Center,,,,,,,asn8og4yn5gj4it0qe6vulhat,A. Vellios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514650091,4,49,1,0,12,eh54mfvjtrttgsg1wbjnvxcqz,1,15.8,77.9,2023-03-03T19:00:25.533Z,2023-03-03T19:00:25Z,,,,,,,,,,,,,,,,,,,,,,,,,b9l12zfckbywukn3ll0vok6lm,T. Kalinauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514650101,5,61,1,0,13,eh54mfvjtrttgsg1wbjnvxcqz,0,5.6,83.3,2023-03-03T19:00:26.973Z,2023-03-03T19:00:27Z,4068837449,56,Back,,,,,,,,,,,,,,,,,,,,,,b9l12zfckbywukn3ll0vok6lm,T. Kalinauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514650115,6,49,1,0,14,2uuh2bir8ktof0uxfo06lb4ox,1,91.8,14.6,2023-03-03T19:00:27.639Z,2023-03-03T19:57:34Z,,,,,,,,,,,,,,,,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514650123,7,1,1,0,14,2uuh2bir8ktof0uxfo06lb4ox,1,91.8,14.6,2023-03-03T19:00:27.767Z,2023-03-03T19:57:38Z,4068837533,56,Right,4068837541,213,3.8,4068837535,140,82.4,4068837539,212,12.3,4068837537,141,3.8,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
