id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2536648535,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-04-21T17:16:36.036Z,2023-04-21T18:26:30Z,4206313737,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4206313745,194,8r6dkzf3yjnvlz4go6xct0kid,4206313743,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206313741,130,13,4206313735,30,"1ljgis575ujto4361ed15w0r9, dsi2wezhn07auutl4wzckh6uh, ma3my4q4wln06xyl1z3v9fmy, 7to5mb4x91kjhbd9tb0nqz74l, 8tepha2kd43sp9jtafxuf209h, 8r6dkzf3yjnvlz4go6xct0kid, 49xsd6e4oyjrhtwsdbdm4rj84, 4qj88r9cjfbu05ly92vfhpi39, c9shc6t28oroqthopifjvg9ux, 2yivr64anye4c0p62m16l78yc, bzsoq42nf6sgdh9oe64n7rnfu, cul6phe87idi5dn1hsfywxhwp, 7f7zwd6c14rr59u9al3naenkl, btm3mtkmwofz1dgcdsew1kmp5, 7797kpi7lkhc9dasfxuv9h7f9, 85rm5s7x9di62hw3l31y5w8o9, 49vbyk5qvhihphrqfnmmz8woa, 3of6006vsu0udxkyhw65ga0pg, c9pmoa9m23jh5emy6w4olm3xm, 1s50ua48peo4wd0o7unmps06h, 3epda2hg43s8uxvf9xno74d4a, bgzkdepav40x6focwuaf9qxre, 6eccwl9cpgmq7pp6d90lbi6wa",4206313747,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206416523,197,536,4206313739,59,"21, 44, 5, 10, 4, 13, 6, 8, 9, 25, 7, 1, 3, 11, 14, 16, 17, 18, 20, 23, 26, 29, 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536651519,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-04-21T17:25:21.151Z,2023-04-21T18:06:17Z,4206330605,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4206330613,194,4jvk1ex8dsjj498vqzqhfmqxh,4206416381,197,2850,4206330609,130,17,4206330615,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206330603,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 8q7ovzvqctqchirpf083d46ei, 1u3rxxgh3ohv46tvrl86migkq, a5j0tndc5032lgmuv1vqd2cix, abgkpku77iidahswqpvce5gtm, 4lf5375rzyy400rabvwgbcbmx, 46wxtiry28k7j3y6gacgf7x4a, 7afaygi7b8fmxr885zaezaay1, aynwkpiteltfei3x5txm84opg, b9l12zfckbywukn3ll0vok6lm, 7im2vvrm1xw2y9gds4izmoff8, 7wa5hbk41axn5lybd2b7v2978, a2ws6j60xd12ng844vlhgq2cq, 5362zl678ibx1md2kk6t4r47o, 7eq1j570gbj6tzw9d1btzwnis, 97i465n07uip7fnpw82v554b8, 8zj8e6ovo1bt0d67klra3yh3o, a8nrm0flhc6mak2kvjksdlzx0, 1hcvsf3l8d17pnxfs6yqltwd0, 8g5ms6uacdkgfcbxt4crlr4ve, al84rp9v4739wdfi184cnis5w",4206330607,59,"1, 18, 45, 23, 3, 15, 22, 8, 10, 20, 17, 41, 2, 4, 9, 14, 19, 24, 31, 21, 42, 47",4206330611,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668563,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-04-21T18:01:35.218Z,2023-04-21T18:01:35Z,4206423053,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668575,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-04-21T18:01:35.218Z,2023-04-21T18:01:36Z,4206423117,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668601,3,1,1,0,1,eh54mfvjtrttgsg1wbjnvxcqz,1,50.1,49.6,2023-04-21T18:01:36.318Z,2023-04-21T18:10:33Z,4206423217,56,Back,4206423229,279,S,4206423221,141,41.0,4206423227,213,3.5,4206423219,140,36.9,4206423223,212,15.0,,,,,,,aynwkpiteltfei3x5txm84opg,R. Leijten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668653,4,1,1,0,6,eh54mfvjtrttgsg1wbjnvxcqz,1,36.5,37.1,2023-04-21T18:01:41.354Z,2023-04-21T18:01:44Z,4206423459,213,2.4,4206423451,56,Back,4206423455,141,43.9,4206423453,140,31.9,4206423457,212,6.7,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668667,5,1,1,0,8,eh54mfvjtrttgsg1wbjnvxcqz,1,32.1,43.6,2023-04-21T18:01:43.994Z,2023-04-21T18:01:45Z,4206423521,212,7.0,4206423517,140,27.9,4206423519,141,35.7,4206423523,213,4.0,4206423515,56,Back,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668683,6,1,1,0,9,eh54mfvjtrttgsg1wbjnvxcqz,1,27.9,35.7,2023-04-21T18:01:45.178Z,2023-04-21T18:01:46Z,4206423621,212,24.4,4206423617,140,5.0,4206423619,141,41.9,4206423623,213,3.0,4206423615,56,Back,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668709,7,1,1,0,11,eh54mfvjtrttgsg1wbjnvxcqz,0,5,41.9,2023-04-21T18:01:46.826Z,2023-04-21T18:01:49Z,4206423759,157,,4206423763,140,66.2,4206423767,212,64.7,4206423771,1,,4206423761,56,Center,4206423769,213,6.2,4206423765,141,30.3,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668727,3,49,1,0,15,7rmv5ns2rj7bn4otpkur0mx0x,1,39.1,61.5,2023-04-21T18:01:50.280Z,2023-04-21T18:01:50Z,,,,,,,,,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
