id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/13/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2505902011,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-02-10T18:09:59.869Z,2023-02-10T19:06:41Z,4022667253,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022667257,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022667251,130,13,4022667255,194,bspl2le99ugt2ug4tcqsvp1w5,4022667247,59,"1, 22, 11, 5, 15, 2, 36, 4, 14, 20, 8, 16, 3, 7, 10, 19, 21, 23, 24, 25, 33, 40, 45",4022735893,197,497,4022667241,30,"cetavjue5femoxid9fmcd0zjd, 2f3j5qchxzh11u4bi2mb8dslw, 29s8wk0a2m66rebsfx1jfuuh, dse1rndtog4qn2mwv966vp6mt, idvh0ac1f8wv39640pyl4esp, bspl2le99ugt2ug4tcqsvp1w5, dmrznrol8qp7yk53r6ajhnkt0, eds7hz8z52qf06c3oug7nivv9, asn8og4yn5gj4it0qe6vulhat, by85t8ssyumcjcks1jx3v96vo, b77p0um20y057708bx6on4d4a, 9ktfzp9jbzxod3116b4xql6ju, 8fqnvz74z901a2h0kgk1zezje, 3a89nlkh1p3l3qi6o70uzp5ud, a4dg6hmhim8bhpl5d7me85al1, 8dez06qvnnwh13201ki10rtka, csecbdlw3sxstnebpiw91ezxm, 3y7w3ngh3kby9mehxe5q7glpl, 73wkaux439sdodxdjhn1152sq, e6jkldz6za7ln3jqxaw50i2qy, 7gwm8sjtl2vyfeh6mio8ve9ec, 4jshezco0cyjgre23nm98fetx, 6ferzqtsot04cucvdh1cjex62",4022667245,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505905563,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-02-10T18:18:57.250Z,2023-02-10T19:01:32Z,4022684305,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022684301,59,"1, 2, 5, 6, 3, 4, 8, 10, 9, 7, 11, 20, 19, 12, 18, 16, 17, 21, 22, 14, 15",4022684307,194,cs49ec8y6cubrlo5nmu3j3jtg,4022684299,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022684303,130,4,4022730789,197,8656,4022684297,30,"7wrulbqqdeecd5vegsbb1905w, b8k8uynw043b6q9xm0lfzszmy, a33sy9bstlsfq023oiym5qk9g, b1h2eiqxic31ioxbs1zjd709g, 7s2zxbtepa7dgr8yl0s48afpw, b4vrfh7z9qt9e5gdpkajrqolw, cwu5itv65s8p6zsalk3np4ic, cs49ec8y6cubrlo5nmu3j3jtg, ab17bik4y8ilv3ahe50a81ixg, 19wuvqpmewphgvsfzi4yjl756, 8i6cjao5lwxzaomilei61kbxm, 4oyjji4wqmuu3uia6htj0q1hw, 8o2iv0qhfft5pgzm75ckuo0es, 2wgv0uye88734itwltg3oajo4, 8oyvtcgg9cialhwvfadl07190, 6km9jg1di3kjwknzs1m43c7x0, 685wka5xc8na423mirotcu238, wuh8s4gfo9ro3nel3rormg44, 842wr3ptcycwsg44mgt0zp7o4, 9bgq1tfyfzc3wg9pfr8q510k4, 35zljca9f38wwue7geei62xw4",4022684309,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916607,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-02-10T19:01:48.422Z,2023-02-10T19:01:48Z,4022737897,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916609,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-02-10T19:01:48.422Z,2023-02-10T19:01:50Z,4022737907,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916629,3,1,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,50.1,50.1,2023-02-10T19:01:48.522Z,2023-02-10T19:20:06Z,4022738019,213,3.1,4022738013,140,43.3,4022738021,279,S,4022738017,212,7.1,4022738015,141,50.5,4022738011,56,Back,,,,,,,b77p0um20y057708bx6on4d4a,D. Huiberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916659,4,1,1,0,5,2uuh2bir8ktof0uxfo06lb4ox,1,35.7,51.5,2023-02-10T19:01:54.187Z,2023-02-10T19:57:28Z,4022738203,56,Right,4022738213,1,,4022738209,212,49.5,4022738201,157,,4022738205,140,73.6,4022738211,213,5.6,4022738207,141,8.2,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916663,5,61,1,0,7,2uuh2bir8ktof0uxfo06lb4ox,1,73.6,8.2,2023-02-10T19:01:55.930Z,2023-02-10T19:57:38Z,4022738229,56,Right,,,,,,,,,,,,,,,,,,,,,,2f3j5qchxzh11u4bi2mb8dslw,D. Chirino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916683,6,1,1,0,9,2uuh2bir8ktof0uxfo06lb4ox,0,65.1,6.2,2023-02-10T19:01:57.770Z,2023-02-10T19:01:59Z,4022738331,155,,4022738335,140,92.9,4022738337,141,17.1,4022738339,212,30.1,4022738341,213,0.2,4022738333,56,Right,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916701,3,12,1,0,11,1wyg1tunyt7go9tnjea1hjqxb,1,3.7,85.1,2023-02-10T19:02:00.025Z,2023-02-10T19:02:01Z,4022738417,140,3.8,4022738445,167,,4022738415,56,Back,4022738423,213,1.6,4022738421,212,10.6,4022738419,141,100.0,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916703,4,5,1,0,12,1wyg1tunyt7go9tnjea1hjqxb,0,4.8,101.4,2023-02-10T19:02:00.724Z,2023-02-10T19:02:06Z,4022738425,56,Back,4022738427,347,,4022738619,233,7,,,,,,,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916741,7,5,1,0,12,2uuh2bir8ktof0uxfo06lb4ox,1,95.2,-1.4,2023-02-10T19:02:00.724Z,2023-02-10T19:19:15Z,4022738615,233,4,4022738593,56,Right,4022738595,347,,,,,,,,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916831,8,1,1,0,26,2uuh2bir8ktof0uxfo06lb4ox,1,92,0,2023-02-10T19:02:15.242Z,2023-02-10T19:02:18Z,4022739033,140,91.6,4022739039,213,1.6,4022739029,107,,4022739035,141,26.5,4022739031,56,Center,4022739037,212,18.7,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916837,9,1,1,0,30,2uuh2bir8ktof0uxfo06lb4ox,0,91.6,26.5,2023-02-10T19:02:18.762Z,2023-02-10T19:57:59Z,4022739081,140,79.4,4022739085,212,12.9,4022739083,141,23.9,4022739077,3,,4022739087,213,3.3,4022739079,56,Center,,,,,,,asn8og4yn5gj4it0qe6vulhat,A. Vellios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916839,5,44,1,0,30,1wyg1tunyt7go9tnjea1hjqxb,1,23.2,77,2023-02-10T19:02:19.386Z,2023-02-10T19:02:23Z,4022739199,233,10,4022739089,56,Back,4022739091,285,,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916853,10,44,1,0,30,2uuh2bir8ktof0uxfo06lb4ox,0,76.8,23,2023-02-10T19:02:19.387Z,2023-02-10T19:02:23Z,4022739179,286,,4022739205,233,5,4022739177,56,Center,,,,,,,,,,,,,,,,2f3j5qchxzh11u4bi2mb8dslw,D. Chirino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916847,6,1,1,0,31,1wyg1tunyt7go9tnjea1hjqxb,0,25.4,76.7,2023-02-10T19:02:19.674Z,2023-02-10T19:02:21Z,4022739149,212,16.7,4022739151,213,5.0,4022739147,141,53.3,4022739141,3,,4022739145,140,30.3,4022739143,56,Back,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916865,11,50,1,0,35,2uuh2bir8ktof0uxfo06lb4ox,1,63.8,45.1,2023-02-10T19:02:23.656Z,2023-02-10T19:02:25Z,4022739319,233,7,4022739233,56,Center,4022739235,286,,,,,,,,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916877,7,7,1,0,35,1wyg1tunyt7go9tnjea1hjqxb,1,36.2,54.9,2023-02-10T19:02:23.657Z,2023-02-10T19:02:25Z,4022739281,285,,4022739279,56,Back,4022739301,233,11,,,,,,,,,,,,,,,,ab17bik4y8ilv3ahe50a81ixg,M. Meerdink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916879,8,4,1,0,36,1wyg1tunyt7go9tnjea1hjqxb,1,35.7,54.8,2023-02-10T19:02:24.715Z,2023-02-10T19:02:27Z,4022739291,152,,4022739295,286,,4022739289,56,Back,4022739287,13,,4022739371,233,12,4022739293,265,,,,,,,,ab17bik4y8ilv3ahe50a81ixg,M. Meerdink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916895,12,4,1,0,36,2uuh2bir8ktof0uxfo06lb4ox,0,64.3,45.2,2023-02-10T19:02:24.716Z,2023-02-10T19:02:27Z,4022739357,13,,4022739361,152,,4022739365,285,,4022739359,56,Center,4022739363,265,,4022739375,233,8,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916931,9,1,1,0,43,1wyg1tunyt7go9tnjea1hjqxb,1,36.5,54.9,2023-02-10T19:02:31.882Z,2023-02-10T19:02:34Z,4022739555,56,Back,4022739551,5,,4022739557,140,26.3,4022739561,212,15.0,4022739553,152,,4022739559,141,39.5,4022739563,213,3.9,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916977,10,1,1,0,46,1wyg1tunyt7go9tnjea1hjqxb,1,26.1,37.7,2023-02-10T19:02:34.570Z,2023-02-10T19:02:38Z,4022739765,140,35.1,4022739767,141,9.4,4022739763,56,Back,4022739771,213,5.2,4022739769,212,21.4,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916983,11,50,1,0,50,1wyg1tunyt7go9tnjea1hjqxb,1,37.2,4.2,2023-02-10T19:02:38.681Z,2023-02-10T19:02:40Z,4022739807,286,,4022739805,56,Back,4022739851,233,13,,,,,,,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916989,13,7,1,0,50,2uuh2bir8ktof0uxfo06lb4ox,1,62.8,95.8,2023-02-10T19:02:38.682Z,2023-02-10T19:02:40Z,4022739825,167,,4022739839,233,11,4022739827,56,Left,4022739829,285,,,,,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917009,12,5,1,0,51,1wyg1tunyt7go9tnjea1hjqxb,1,37.6,-1.5,2023-02-10T19:02:39.499Z,2023-02-10T19:19:15Z,4022739893,233,14,4022739891,347,,4022739889,56,Back,,,,,,,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917001,14,5,1,0,51,2uuh2bir8ktof0uxfo06lb4ox,0,62.4,101.5,2023-02-10T19:02:39.499Z,2023-02-10T19:02:41Z,4022739869,347,,4022739865,56,Left,4022739901,233,12,,,,,,,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505917029,13,1,1,0,52,1wyg1tunyt7go9tnjea1hjqxb,1,38.4,0,2023-02-10T19:02:40.937Z,2023-02-10T19:02:43Z,4022739995,56,Right,4022740001,212,18.5,4022739997,140,54.2,4022739999,141,10.0,4022739993,107,,4022740003,213,0.5,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
