id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2481344925,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-11-04T18:22:35.556Z,2022-11-04T19:01:00Z,3893482379,194,8zsx2ykxkcusmsvbj8bsjk445,3893482381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893482375,130,13,3893561057,197,1696,3893482371,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3893482377,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893482369,30,"7j7stqaomy8pnmzangrsyfahh, c3dzl73x1uypbb71x5dwf98iy, cjuzhcgsj4mwwr4evn823hivp, 31u2tk3aha04kwphoucf4ze5m, 8zsx2ykxkcusmsvbj8bsjk445, 4d9yng69t6qbzfukdhcp0j1ii, 6gzpefxqcz2v4z95bnecilfpx, 1tmihr54maqj0h7785cg9ez56, 70qjuubp69zw3d3p0hvunmi8l, 7kntrrc80dcadt8umvqf6qfe2, 1amx0jc0ey5w1z9g3f3nb9t2i, f5pgdha5h37xytbk1zq8q710, di46dv5smxql2bg7cw4a06wkq, 9pqchkq64o53knk75ruq5g3x1, dsgea9ruo8blm2ppu19y1vod0, cktdin60q1omaa4gmjp08o76y, 37gw14qso08iq31lr2gerhb84, 1id5av4i7p6tmhf1vuigvlmvo, 7plnzzirl3q10vucy37p7b6ui, 2ppvf1ywd1mxum1lgnn2pubdg, 27lnkbiy8l5008e6792mp4qy2, 1evsz02au0pu4a1tmzn5s27hm",3893482373,59,"1, 12, 28, 14, 21, 6, 10, 20, 9, 7, 22, 3, 4, 5, 8, 11, 13, 18, 19, 24, 25, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481347869,1,34,16,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-11-04T18:31:38.465Z,2022-11-04T19:04:23Z,3893498449,130,4,3893498445,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3893498455,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893498447,59,"1, 3, 5, 6, 4, 2, 8, 10, 9, 7, 11, 16, 17, 18, 15, 21, 19, 20, 12, 22",3893498451,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893561427,197,2829,3893498443,30,"68hoounwudpjrr2wmovkyvswk, 3z9bdfblis9tl3e1uo7e72h62, 4gso82x236c4xe0eovfr50sfd, b8ixf31bdyfqqcwoy4ulai73e, 1x6fhuy49w4rpnyavwotbf504, a7vlgirln231n3dqjhb72o0es, 2zkaf848fjcdhuii8783pkm7e, 9nix5y8xcj34ps62r34udtqwa, 80i3boeh7f1ghu4ka7r66izje, alfx6xxo38q6hmydbcr0rw67e, dlgqk5qe96gaxeq8vu4dozyms, cxu054j55uj2s3p34rqfthch6, 6m0pdqqontm1tfxayxku0kv3e, 31v89l4k38v1wpisz7xhkq38, 7d8a2cp7xza48arxctlpqrvh0, 13k94iyejsdn4e51jx32rb23u, 9pox9siobczxr9fv3fvvx3h1w, baghnvel8qsn5k9s79jiyldnu, ed0pwegj0n6iwb6oa52obcsgk, bgydmtsi0ngn9k56apo29v0no",3893498453,194,b8ixf31bdyfqqcwoy4ulai73e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361087,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-11-04T19:03:04.998Z,2022-11-04T19:03:05Z,3893565479,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361095,2,32,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-11-04T19:03:04.998Z,2022-11-04T19:03:05Z,3893565513,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361141,3,1,1,0,0,z9phg19papi9f5fd6qxzr836,1,50.2,50,2022-11-04T19:03:05.098Z,2022-11-04T19:03:08Z,3893565737,213,3.3,3893565731,140,24.0,3893565733,141,44.0,3893565729,56,Back,3893565739,279,S,3893565735,212,27.8,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361193,4,1,1,0,3,z9phg19papi9f5fd6qxzr836,0,24,44,2022-11-04T19:03:08.443Z,2022-11-04T19:03:12Z,3893566007,140,78.3,3893566003,157,,3893566015,1,,3893566009,141,100.0,3893566011,212,69.1,3893566005,56,Left,3893566013,213,0.6,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361377,3,5,1,0,7,6lzy9iiqoysvtdsgx719fng9n,1,24,-1.2,2022-11-04T19:03:12.653Z,2022-11-04T19:53:48Z,3893566955,347,,3893566967,233,5,3893566953,56,Back,,,,,,,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361201,5,5,1,0,7,z9phg19papi9f5fd6qxzr836,0,76,101.2,2022-11-04T19:03:12.653Z,2022-11-04T19:03:26Z,3893566055,56,Left,3893566983,233,3,3893566057,347,,,,,,,,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361423,4,1,1,0,20,6lzy9iiqoysvtdsgx719fng9n,1,22.5,0,2022-11-04T19:03:25.592Z,2022-11-04T19:07:37Z,3893567189,213,0.2,3893567185,141,3.4,3893567187,212,17.2,3893567181,56,Back,3893567179,107,,3893567183,140,38.6,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361427,5,61,1,0,23,6lzy9iiqoysvtdsgx719fng9n,1,38.6,3.4,2022-11-04T19:03:28.216Z,2022-11-04T19:03:28Z,3893567197,56,Back,,,,,,,,,,,,,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361483,6,1,1,0,26,z9phg19papi9f5fd6qxzr836,1,60.9,91.4,2022-11-04T19:03:31.676Z,2022-11-04T19:03:33Z,3893567509,140,71.1,3893567511,141,83.9,3893567505,155,,3893567513,212,11.9,3893567507,56,Left,3893567515,213,5.8,,,,,,,cjuzhcgsj4mwwr4evn823hivp,Elso Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361513,7,1,1,0,28,z9phg19papi9f5fd6qxzr836,0,71.1,83.9,2022-11-04T19:03:33.708Z,2022-11-04T19:03:36Z,3893567655,141,94.8,3893567653,140,70.3,3893567649,56,Left,3893567657,212,7.5,3893567659,213,1.7,,,,,,,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361519,6,49,1,0,31,6lzy9iiqoysvtdsgx719fng9n,1,32.6,2.2,2022-11-04T19:03:36.616Z,2022-11-04T19:03:36Z,,,,,,,,,,,,,,,,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361537,7,1,1,0,31,6lzy9iiqoysvtdsgx719fng9n,1,32.6,2.2,2022-11-04T19:03:36.967Z,2022-11-04T19:03:38Z,3893567801,213,0.8,3893567793,56,Back,3893567795,140,37.0,3893567799,212,6.3,3893567797,141,8.6,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361553,8,1,1,0,33,6lzy9iiqoysvtdsgx719fng9n,1,37,8.6,2022-11-04T19:03:38.232Z,2022-11-04T19:03:38Z,3893567895,56,Back,3893567901,212,5.0,3893567899,141,8.5,3893567903,213,3.2,3893567897,140,32.2,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
