id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/16/value
2448063815,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-08-19T17:12:01.836Z,2022-08-19T18:01:22Z,3716760739,194,7d9x6ojih9obktxl3fnrjskk4,3716760729,30,"rgspixypiwxuenf1yaukrrop, bk7742h8fac9g6e6wh7nnugkq, eke044f5xni8gdztggk6x4a1h, epkss1rj7z6duqd3axbcm8l0q, 90rgtmdx8g43vz2pvp0hxotwq, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, 6clycir6laxvycsr4yjh9iwa1, 2gwigr63tgo2jw460msz2qgwk, 2072f0p9ful9u577gdvo89yw9, 3usiruyhxf6p9lkiz5qeytze2, axbyqn4r430cilb6lbnzpbuvo, eog43l8hrs7pbza9bmwu0p2sq, gmu8p51rp6bjzs0bss5jupzo, avv12sgcucblnbfb790xovf8, 54bf7p613bf3n0gefid4tt0r8, 1b409f4dv852le376vbcjdmhg, 1dljhkcvmodqq9u1w8iv145m2, ebi648jr4h7usxc63i4ji3k0k, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8, 88m6s6m8ep0p3fropim4ttcoa",3716760741,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3716849271,197,4032,3716760735,130,2,3716760731,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3716760737,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3716760733,59,"12, 32, 21, 8, 3, 4, 7, 11, 16, 10, 9, 2, 1, 5, 14, 23, 24, 22, 27, 28, 30, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448064977,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-08-19T17:14:55.177Z,2022-08-19T18:03:46Z,3716766745,194,8z4wdv767cv7ddqgrkz5txsrt,3716766737,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3716859335,197,16592,3716766739,59,"1, 5, 4, 21, 2, 33, 7, 8, 9, 6, 11, 14, 15, 22, 23, 24, 26, 27, 28, 30, 31, 34, 45",3716766747,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3716766743,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3716766741,130,8,3716766735,30,"4xjwsmhvtnq3f2bgyd4mjqq96, b1zeqxuwoyzx1eukf18ptdgq, 8z4wdv767cv7ddqgrkz5txsrt, 7fhe8ij85yc4gz6v3zuq62l05, 5dxleurgfe6483pe7qvyc00es, 5n5otf2ldw9w4nbm8zjabnd1x, 4nz928h6p0nl8p161dxg55pn8, cp732f8tqz91xeahijtd35rd, b1yxo0olp9c2ufh1l1qxsef9x, 9knokmhy9zckjq0gv7txx9zsa, 5l4fkm9a0pvfi9qiy6gipf71m, 7a1f6wedz8jtcvn58d5pomm8k, dbku5mn74cqjzu7o91vzrlbtg, 79pqhm8r572k3lqz38kfl4x9m, axhjtqfa2xxud2tdle8zfxrkl, 3uinwdogybtnqy2grbyy34jdg, 408icqrc0uwh4ln5e3xl7fbe2, 3d75ox2l88yv2ofgta30kby8k, 17oeipaq6y7pvs42fpx9oy9uy, 7c58hgy3g9gntpuqf5w5hpvu2, 6cswffyswt7rlzhpgtpjs093o, 9l5hp0tmizix8z6h5b5vqvhm1, 1hpmrfb0mbmevf9edj0o0bv56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082103,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-08-19T18:03:08.507Z,2022-08-19T18:03:08Z,3716856629,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082113,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-08-19T18:03:08.507Z,2022-08-19T18:03:11Z,3716856679,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082175,3,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,49.9,50.1,2022-08-19T18:03:08.607Z,2022-08-19T18:03:11Z,3716856945,213,2.9,3716856937,56,Back,3716856947,279,S,3716856939,140,31.5,3716856943,212,19.9,3716856941,141,56.9,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082215,4,1,1,0,2,bqm1bnp1bh2apyudlz1o1whr3,0,30.5,57.3,2022-08-19T18:03:11.178Z,2022-08-19T18:25:18Z,3716857135,212,34.7,3716857139,1,,3716857129,56,Left,3716857133,141,85.1,3716857137,213,0.6,3716857127,155,,3716857131,140,58.2,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082211,3,44,1,0,7,e8hiwrw6ocxm5iht6sp7jiv19,1,36.6,13.1,2022-08-19T18:03:15.810Z,2022-08-19T18:25:16Z,3716857195,233,5,3716857115,56,Back,3716857117,285,,,,,,,,,,,,,,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082217,5,44,1,0,7,bqm1bnp1bh2apyudlz1o1whr3,0,63.4,86.9,2022-08-19T18:03:15.811Z,2022-08-19T18:25:14Z,3716857147,56,Left,3716857149,286,,3716857211,233,3,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082231,4,1,1,0,8,e8hiwrw6ocxm5iht6sp7jiv19,0,31.5,11.3,2022-08-19T18:03:17.322Z,2022-08-19T18:25:12Z,3716857237,3,,3716857245,212,17.9,3716857241,140,48.4,3716857239,56,Back,3716857247,213,6.1,3716857243,141,7.7,,,,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082329,6,1,1,0,10,bqm1bnp1bh2apyudlz1o1whr3,1,62.6,96,2022-08-19T18:03:18.810Z,2022-08-19T18:25:10Z,3716857741,140,91.0,3716857743,141,94.7,3716857745,212,29.8,3716857747,213,6.3,3716857739,56,Left,,,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082489,7,1,1,0,13,bqm1bnp1bh2apyudlz1o1whr3,1,95.2,92.6,2022-08-19T18:03:22.330Z,2022-08-19T18:25:02Z,3716858627,141,72.3,3716861339,154,,3716858623,56,Center,3716861341,22,,3716858631,213,4.3,3716858625,140,89.3,3716858629,212,15.1,3716861337,210,16,3usiruyhxf6p9lkiz5qeytze2,M. Remans,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082501,8,16,1,0,15,bqm1bnp1bh2apyudlz1o1whr3,1,96.3,64.4,2022-08-19T18:03:23.970Z,2022-08-19T18:24:58Z,3716859429,65,,3716859425,72,,3716861387,103,0.6,3716861389,136,,3716858675,22,,3716858679,56,Center,3716861385,102,51.8,3716859437,375,00:14.831,2072f0p9ful9u577gdvo89yw9,K. Kostons,,3716861379,154,3716861381,55,7,3716861391,230,98.9,3716861375,78,3716861393,231,55.2,3716861377,29,3716859433,374,2022-08-19 19:03:23.338,,,,,,,,,,,,,,,,,,
