id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2533130163,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-04-14T17:19:20.017Z,2023-04-14T18:11:35Z,4187655665,194,2psxvq4l1g9fzgt00cfks96fp,4187655655,30,"2psxvq4l1g9fzgt00cfks96fp, 2pzdedlktluxyj6sq2cd19e51, 5517jd2zp30rsts1hwz6p71uc, egmubn4rsudpbk05qfv2qlvit, 94h1esmbnvlcvdeq9ohs11boq, zihddqvp0sjni8stcio8bgmh, 9s22h996z2zpktwsx96cnz40k, 8im7pgnph2au11blma5pewe09, 45rrtsz9hmxxqasj8jgi3g0oa, 63ox7kqo9rl36cvk4joqh9soa, 42lgdybjew0zrd18mmwwcpbhm, 3hax3hy9n2wyp1ovvhd6zdk6i, cyquj9h6hjwbyp0b68b149qfo, 2gfp8pe55n7oa0mcu5ygi54a, 6qjbfua7nynaxrs5t8tygedp1, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 3mcj3wypzq3lno1ehc0vif1sl, 8hjakiipmhtwr07v6h0d414gl, 4ks7mvr9terrodhjx8pg9qtt6, 9rzd3uofuq9ck2n5ihs576z56, 11ngumxajbizagbzpm5kompxx, 1xblfsj8ec5jp17vnhibrk2jt",4187655659,59,"1, 2, 17, 22, 28, 3, 27, 9, 19, 25, 10, 5, 6, 7, 11, 14, 15, 18, 20, 21, 23, 29, 33",4187655663,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187655657,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187655661,130,4,4187655667,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187746689,197,2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533131297,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-04-14T17:22:57.793Z,2023-04-14T18:05:13Z,4187662453,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187662455,59,"1, 18, 45, 6, 15, 23, 20, 3, 10, 22, 17, 41, 2, 4, 8, 9, 14, 19, 24, 31, 21, 42, 47",4187662463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187662459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187662457,130,8,4187746129,197,13167,4187662461,194,4jvk1ex8dsjj498vqzqhfmqxh,4187662451,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 8q7ovzvqctqchirpf083d46ei, 4fbaxgikw7z9sfhuz6vvnfmxh, abgkpku77iidahswqpvce5gtm, 1u3rxxgh3ohv46tvrl86migkq, aynwkpiteltfei3x5txm84opg, a5j0tndc5032lgmuv1vqd2cix, 7afaygi7b8fmxr885zaezaay1, 4lf5375rzyy400rabvwgbcbmx, b9l12zfckbywukn3ll0vok6lm, 7im2vvrm1xw2y9gds4izmoff8, 7wa5hbk41axn5lybd2b7v2978, a2ws6j60xd12ng844vlhgq2cq, 46wxtiry28k7j3y6gacgf7x4a, 5362zl678ibx1md2kk6t4r47o, 7eq1j570gbj6tzw9d1btzwnis, 97i465n07uip7fnpw82v554b8, 8zj8e6ovo1bt0d67klra3yh3o, a8nrm0flhc6mak2kvjksdlzx0, 1hcvsf3l8d17pnxfs6yqltwd0, 8g5ms6uacdkgfcbxt4crlr4ve, al84rp9v4739wdfi184cnis5w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148373,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-04-14T18:02:11.604Z,2023-04-14T18:02:11Z,4187751655,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148379,3,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-04-14T18:02:11.604Z,2023-04-14T18:02:14Z,4187751683,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148419,3,1,1,0,0,b94pf87be9ojdgnrs5mst80un,1,50.1,50,2023-04-14T18:02:11.704Z,2023-04-14T18:02:16Z,4187751895,141,78.1,4187751899,213,2.3,4187751901,279,S,4187751893,140,32.2,4187751891,56,Back,4187751897,212,26.8,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148463,4,1,1,0,4,b94pf87be9ojdgnrs5mst80un,1,27.5,96.2,2023-04-14T18:02:16.573Z,2023-04-14T18:02:20Z,4187752103,141,67.3,4187752107,213,3.9,4187752101,140,8.7,4187752105,212,27.9,4187752099,56,Back,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148511,5,1,1,0,8,b94pf87be9ojdgnrs5mst80un,1,8.7,67.3,2023-04-14T18:02:20.125Z,2023-04-14T18:02:22Z,4187752267,140,46.0,4187752275,1,,4187752273,213,0.4,4187752271,212,42.5,4187752263,157,,4187752265,56,Back,4187752269,141,91.4,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148521,6,44,1,0,11,b94pf87be9ojdgnrs5mst80un,1,42.6,89.2,2023-04-14T18:02:22.798Z,2023-04-14T18:08:31Z,4187770959,233,20,4187752303,285,,4187752301,56,Back,,,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533152119,20,44,1,0,11,eh54mfvjtrttgsg1wbjnvxcqz,0,57.4,10.8,2023-04-14T18:02:22.799Z,2023-04-14T18:06:46Z,4187770967,286,,4187770625,56,Right,4187770963,233,6,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148535,7,1,1,0,11,b94pf87be9ojdgnrs5mst80un,1,45.8,90,2023-04-14T18:02:23.189Z,2023-04-14T18:08:33Z,4187752377,56,Left,4187752385,213,6.0,4187752383,212,24.2,4187752373,3,,4187752381,141,80.3,4187752379,140,68.0,4187752375,168,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148557,8,1,1,0,13,b94pf87be9ojdgnrs5mst80un,0,68,80.3,2023-04-14T18:02:24.709Z,2023-04-14T18:08:35Z,4187752459,212,2.5,4187752455,140,69.8,4187752461,213,5.6,4187752453,56,Center,4187752457,141,77.8,,,,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148543,4,49,1,0,13,eh54mfvjtrttgsg1wbjnvxcqz,1,32.7,26.8,2023-04-14T18:02:24.768Z,2023-04-14T18:02:25Z,,,,,,,,,,,,,,,,,,,,,,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148609,5,1,1,0,13,eh54mfvjtrttgsg1wbjnvxcqz,1,32.7,26.8,2023-04-14T18:02:24.918Z,2023-04-14T18:02:28Z,4187752693,140,9.3,4187752695,141,43.7,4187752699,212,27.1,4187752703,213,2.7,4187752691,56,Back,,,,,,,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148667,6,1,1,0,16,eh54mfvjtrttgsg1wbjnvxcqz,0,8.5,42.8,2023-04-14T18:02:27.951Z,2023-04-14T18:02:31Z,4187752979,140,56.3,4187752987,1,,4187752975,157,,4187752981,141,49.3,4187752983,212,50.4,4187752977,56,Center,4187752985,213,0.1,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148705,9,1,1,0,20,b94pf87be9ojdgnrs5mst80un,0,44.4,45.8,2023-04-14T18:02:31.949Z,2023-04-14T18:02:33Z,4187753135,56,Center,4187753139,141,50.1,4187753143,213,0.2,4187753137,140,62.7,4187753141,212,19.4,4187753133,3,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148737,7,1,1,0,23,eh54mfvjtrttgsg1wbjnvxcqz,0,32.2,41.6,2023-04-14T18:02:34.735Z,2023-04-14T18:02:38Z,4187753275,141,42.4,4187753279,213,0.0,4187753271,56,Back,4187753277,212,17.9,4187753269,3,,4187753273,140,49.2,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148731,10,44,1,0,24,b94pf87be9ojdgnrs5mst80un,1,51.4,56,2023-04-14T18:02:35.877Z,2023-04-14T18:02:37Z,4187753371,233,8,4187753247,286,,4187753245,56,Center,,,,,,,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148741,8,44,1,0,24,eh54mfvjtrttgsg1wbjnvxcqz,0,48.6,44,2023-04-14T18:02:35.878Z,2023-04-14T18:02:38Z,4187753299,56,Back,4187753435,233,10,4187753301,285,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148765,11,1,1,0,24,b94pf87be9ojdgnrs5mst80un,0,51.9,54.3,2023-04-14T18:02:36.141Z,2023-04-14T18:02:38Z,4187753415,140,64.7,4187753411,3,,4187753419,212,19.0,4187753417,141,74.1,4187753421,213,0.8,4187753413,56,Center,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148771,9,1,1,0,26,eh54mfvjtrttgsg1wbjnvxcqz,0,34.9,28.5,2023-04-14T18:02:38.328Z,2023-04-14T18:02:39Z,4187753469,140,46.8,4187753473,212,14.1,4187753465,3,,4187753475,213,0.5,4187753471,141,38.2,4187753467,56,Back,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148837,12,1,1,0,27,b94pf87be9ojdgnrs5mst80un,1,53.5,57.5,2023-04-14T18:02:39.461Z,2023-04-14T18:02:43Z,4187753807,212,23.4,4187753799,3,,4187753801,56,Left,4187753803,140,58.1,4187753805,141,91.1,4187753809,213,1.4,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148845,13,49,1,0,31,b94pf87be9ojdgnrs5mst80un,1,44.2,93.6,2023-04-14T18:02:43.253Z,2023-04-14T18:02:43Z,,,,,,,,,,,,,,,,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148967,14,1,1,0,38,b94pf87be9ojdgnrs5mst80un,1,27.4,96.3,2023-04-14T18:02:50.373Z,2023-04-14T18:02:53Z,4187754459,212,20.7,4187754455,140,46.7,4187754453,56,Back,4187754451,155,,4187754461,213,6.1,4187754457,141,90.2,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148969,15,44,1,0,40,b94pf87be9ojdgnrs5mst80un,1,46.7,87.4,2023-04-14T18:02:52.374Z,2023-04-14T18:02:54Z,4187754465,56,Back,4187754515,233,10,4187754467,285,,,,,,,,,,,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148955,10,44,1,0,40,eh54mfvjtrttgsg1wbjnvxcqz,0,53.3,12.6,2023-04-14T18:02:52.375Z,2023-04-14T18:02:54Z,4187754395,286,,4187754519,233,15,4187754393,56,Right,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149005,16,1,1,0,42,b94pf87be9ojdgnrs5mst80un,1,46.7,90.2,2023-04-14T18:02:53.981Z,2023-04-14T18:02:56Z,4187754647,212,16.3,4187754639,3,,4187754641,56,Back,4187754643,140,31.2,4187754645,141,89.1,4187754649,213,3.2,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
