id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2491887155,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-12-16T18:34:03.026Z,2022-12-16T19:00:09Z,3948920121,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3948920125,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3948920123,194,89plvrt8pzppcclh4axvii0ru,3948920115,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3948946735,197,490,3948920113,30,"8gkh6rsfo2tsrsiirv05bm1yi, 36u3tovqdi3885wk3139wczfu, cg6es3riwivh8kbgtmi72q0ut, 3xza88l7s8dlki9kleqwz2puy, 5gunbyh0bjzutryox97ihxot1, d5g7rl9a83vu3cyyzvu5yveqy, bdb33nwcpd2jufn9ggtl7gvzd, 89plvrt8pzppcclh4axvii0ru, 2an4s7uuqa9a6sl7vutznc7o5, 6djx23ctpkopwbtavfr8ov8id, 4j9ug0ng9dhx6xwhdwx6fafx0, flc8eqe5425v5yg3eeeukges, ekur9x1kzp8wq0lwfwev0b0bu, 3rnygidmrs7vl8b40z4n0xhey, emaf4mjxn2255qlcn1pcxn36x, 4shkxwb3ujuajna3gdg34cxjp, 4mhahoh3a6rir882ug9hdb5nu, ea51n4frv2z8lr3snexhv2ay, f48jetdaq8dttcdo11mugaxnt, cxqfhex845w6ra8izo44qrpp1",3948920117,59,"36, 12, 22, 18, 16, 3, 2, 6, 9, 7, 8, 25, 11, 15, 19, 21, 24, 26, 27, 1",3948920119,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491887165,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-12-16T18:34:05.788Z,2022-12-16T19:02:48Z,3948946845,197,16350,3948920181,59,"1, 20, 5, 8, 4, 22, 11, 18, 14, 28, 9, 6, 19, 21, 23, 25, 26, 34, 37, 38, 46, 40",3948920187,194,dgio69i8qj7x1dzd7q6y7168l,3948920189,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3948920185,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3948920183,130,8,3948920179,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3948920177,30,"6q72mpmc478hlf4f7ths9ez56, dolfy51fw3jycb0cfhoecbo16, c46xp363o8m76eswzfmlsel4a, dgio69i8qj7x1dzd7q6y7168l, 6ylzm57bvpufg3cenadtv7qhh, 9jofs3271wn4cwlkj9hfay7vu, bdtti3sckhcppilsisgu7well, a49001euf7xwpx5wodembjbo5, dmtsvsqvdoqqtmrset0uz0and, d1dq7upxtawnps3wljz6wf9jo, bs14utcyx2am6s46cuv52nf56, ab8p14hbfeph28j3ig36nzob9, 2c8alz6gmphvy6aqpgykva0yy, f1as17wqpj44gihtvw936lofd, 124bbojic7k5medlvgvxmcm39, 4lnhhxtl72v8wlss3xgrrbr2t, 9vu68zcajmrqmkkchmpdrebu2, 4qcx1ql4jxov8vncghnqud5d6, 63h1tm6at6eqbicao9ro3y8h6, 9o41me3111mj3zl4lxqqhvod0, a59aos4xq3vklv2joqa09axre, evz953s9rvki1w9c3hsljss7p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892513,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-12-16T19:01:56.823Z,2022-12-16T19:01:57Z,3948949169,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892517,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-12-16T19:01:56.823Z,2022-12-16T19:02:00Z,3948949173,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892551,3,1,1,0,0,1fttb31hnskynpku8qd09yhm8,1,50.3,49.3,2022-12-16T19:01:56.923Z,2022-12-16T19:02:42Z,3948949345,56,Back,3948949351,212,25.7,3948949355,279,S,3948949353,213,3.4,3948949349,141,38.5,3948949347,140,26.8,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892563,4,1,1,0,6,1fttb31hnskynpku8qd09yhm8,1,26.8,38.5,2022-12-16T19:02:03.299Z,2022-12-16T19:02:05Z,3948949417,141,12.3,3948949419,212,18.6,3948949413,56,Back,3948949415,140,31.8,3948949421,213,5.0,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892575,5,1,1,0,8,1fttb31hnskynpku8qd09yhm8,1,31.7,12.6,2022-12-16T19:02:05.419Z,2022-12-16T19:02:07Z,3948949491,213,1.9,3948949479,56,Back,3948949483,141,41.9,3948949481,140,25.9,3948949487,212,20.8,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892593,6,1,1,0,10,1fttb31hnskynpku8qd09yhm8,1,25.6,41.6,2022-12-16T19:02:07.699Z,2022-12-16T19:02:10Z,3948949601,212,22.8,3948949603,213,1.6,3948949595,56,Back,3948949599,141,75.0,3948949597,140,24.2,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892603,7,1,1,0,13,1fttb31hnskynpku8qd09yhm8,1,25,83.9,2022-12-16T19:02:10.491Z,2022-12-16T19:02:12Z,3948949655,141,96.6,3948949653,140,27.7,3948949651,56,Back,3948949659,213,1.3,3948949657,212,9.1,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892611,8,1,1,0,15,1fttb31hnskynpku8qd09yhm8,0,27.7,96.6,2022-12-16T19:02:12.523Z,2022-12-16T19:02:15Z,3948949699,155,,3948949703,140,51.6,3948949705,141,80.3,3948949709,213,5.9,3948949707,212,27.4,3948949701,56,Left,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892651,3,1,1,0,19,59t7flioj4w4mpwnrwbm0m8ck,1,41.3,14,2022-12-16T19:02:16.235Z,2022-12-16T19:55:51Z,3948949933,3,,3948949935,56,Right,3948949943,213,5.9,3948949941,212,12.0,3948949939,141,8.2,3948949937,140,52.1,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892655,4,4,1,0,21,59t7flioj4w4mpwnrwbm0m8ck,1,53,8,2022-12-16T19:02:18.674Z,2022-12-16T19:16:45Z,3948993215,294,,3948949963,233,9,3948949953,152,,3948949949,13,,3948949957,286,,3948949951,56,Right,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892635,9,4,1,0,21,1fttb31hnskynpku8qd09yhm8,0,47,92,2022-12-16T19:02:18.675Z,2022-12-16T19:02:24Z,3948949979,233,4,3948949867,56,Back,3948949869,152,,3948949865,294,,3948949871,285,,3948949863,13,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892733,5,1,1,0,28,59t7flioj4w4mpwnrwbm0m8ck,1,44.8,14.6,2022-12-16T19:02:24.872Z,2022-12-16T19:02:36Z,3948950271,5,,3948950283,213,2.0,3948950277,140,35.9,3948950279,141,41.8,3948950275,56,Back,3948950281,212,20.7,3948950273,152,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892773,6,1,1,0,38,59t7flioj4w4mpwnrwbm0m8ck,1,40,45.7,2022-12-16T19:02:34.961Z,2022-12-16T19:02:41Z,3948950461,212,14.5,3948950457,140,32.1,3948950459,141,28.2,3948950455,56,Back,3948950463,213,4.1,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892793,7,1,1,0,43,59t7flioj4w4mpwnrwbm0m8ck,1,31.7,28.3,2022-12-16T19:02:40.065Z,2022-12-16T19:02:44Z,3948950537,56,Back,3948950541,141,71.4,3948950539,140,33.0,3948950545,213,1.5,3948950543,212,29.3,,,,,,,,,,36u3tovqdi3885wk3139wczfu,L. Marijnissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892819,8,1,1,0,46,59t7flioj4w4mpwnrwbm0m8ck,1,32.9,71.4,2022-12-16T19:02:43.513Z,2022-12-16T19:02:46Z,3948950687,212,16.7,3948950689,213,1.0,3948950675,56,Back,3948950679,140,41.5,3948950683,141,92.1,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892855,9,1,1,0,48,59t7flioj4w4mpwnrwbm0m8ck,1,42.4,93.2,2022-12-16T19:02:45.569Z,2022-12-16T19:02:49Z,3948950857,213,3.8,3948950851,140,30.4,3948950853,141,80.2,3948950849,56,Back,3948950855,212,15.4,,,,,,,,,,cg6es3riwivh8kbgtmi72q0ut,R. Ligeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892943,10,1,1,0,51,59t7flioj4w4mpwnrwbm0m8ck,1,30.1,73.9,2022-12-16T19:02:48.105Z,2022-12-16T19:03:00Z,3948951293,56,Back,3948951295,140,33.5,3948951297,141,54.6,3948951301,213,5.0,3948951299,212,13.6,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491892955,11,1,1,1,2,59t7flioj4w4mpwnrwbm0m8ck,0,35,32.5,2022-12-16T19:02:59.753Z,2022-12-16T19:03:02Z,3948951351,213,6.1,3948951345,140,49.6,3948951343,56,Back,3948951347,141,27.3,3948951349,212,15.7,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
