id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/14/value
2457536757,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-09-09T17:12:43.330Z,2022-09-09T18:20:56Z,3767140931,59,"1, 18, 14, 22, 3, 5, 20, 42, 11, 23, 19, 2, 6, 7, 8, 10, 15, 21, 24, 28, 31",3767140929,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767140935,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767140927,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 7eq1j570gbj6tzw9d1btzwnis, 4lf5375rzyy400rabvwgbcbmx, a5j0tndc5032lgmuv1vqd2cix, a83amzm380uy1fi3zuyqu82j9, aynwkpiteltfei3x5txm84opg, 8g5ms6uacdkgfcbxt4crlr4ve, 74x54r0698ug6gzk9jwd86pxx, 4jx9sjbj9s8q2qeknsqhyozqh, 97i465n07uip7fnpw82v554b8, 7wa5hbk41axn5lybd2b7v2978, alzxtazwzkp6cy4igin4ht2vp, 8mq0q8ebkt20p1pm35z3qma22, 46wxtiry28k7j3y6gacgf7x4a, 7afaygi7b8fmxr885zaezaay1, abgkpku77iidahswqpvce5gtm, balcshp8sostjtslygqqixu5l, 8zj8e6ovo1bt0d67klra3yh3o, bbhhmcny4xidhz7i8gr74v0us, a8nrm0flhc6mak2kvjksdlzx0",3767140933,130,4,3767140939,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767267993,197,16838,3767140937,194,4jvk1ex8dsjj498vqzqhfmqxh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457537597,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-09-09T17:14:23.345Z,2022-09-09T18:11:50Z,3767145209,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767231361,197,1696,3767145207,194,8zsx2ykxkcusmsvbj8bsjk445,3767145203,130,17,3767145205,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767145197,30,"7j7stqaomy8pnmzangrsyfahh, c3dzl73x1uypbb71x5dwf98iy, cjuzhcgsj4mwwr4evn823hivp, 31u2tk3aha04kwphoucf4ze5m, 8zsx2ykxkcusmsvbj8bsjk445, 4d9yng69t6qbzfukdhcp0j1ii, 6gzpefxqcz2v4z95bnecilfpx, dsgea9ruo8blm2ppu19y1vod0, 70qjuubp69zw3d3p0hvunmi8l, 1tmihr54maqj0h7785cg9ez56, 1amx0jc0ey5w1z9g3f3nb9t2i, f5pgdha5h37xytbk1zq8q710, di46dv5smxql2bg7cw4a06wkq, 9pqchkq64o53knk75ruq5g3x1, 7kntrrc80dcadt8umvqf6qfe2, 37gw14qso08iq31lr2gerhb84, 1id5av4i7p6tmhf1vuigvlmvo, 7plnzzirl3q10vucy37p7b6ui, dgrs9km0fikc46xchm02hbdka, 2ppvf1ywd1mxum1lgnn2pubdg, 27lnkbiy8l5008e6792mp4qy2, 1evsz02au0pu4a1tmzn5s27hm",3767145199,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767145201,59,"1, 12, 28, 14, 21, 6, 10, 8, 9, 20, 22, 3, 4, 5, 7, 13, 18, 19, 23, 24, 25, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457553783,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-09-09T17:59:58.092Z,2022-09-09T18:02:04Z,3767230795,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457553795,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-09-09T17:59:58.092Z,2022-09-09T18:00:54Z,3767230851,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457593945,317,1,1,0,0,z9phg19papi9f5fd6qxzr836,1,50.3,50,2022-09-09T17:59:58.192Z,2022-09-09T18:52:28Z,3767448301,279,S,3767448291,140,18.7,3767448295,212,34.0,3767448293,141,61.2,3767448299,1,,3767448287,189,,3767448297,213,2.9,3767448289,56,Back,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457553869,3,43,1,0,12,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-09-09T18:00:38.378Z,2022-09-09T18:51:19Z,3767453815,144,5,3767231255,346,0,3767231253,56,Back,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457594033,318,1,1,0,20,z9phg19papi9f5fd6qxzr836,1,19.5,64,2022-09-09T18:00:18.092Z,2022-09-09T18:49:52Z,3767448725,141,44.5,3767448729,213,4.0,3767448727,212,17.0,3767448721,56,Back,3767448723,140,9.3,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457594399,319,1,1,0,25,z9phg19papi9f5fd6qxzr836,1,9.6,44.8,2022-09-09T18:00:23.092Z,2022-09-09T18:50:27Z,3767450785,140,60.2,3767450791,213,0.1,3767450787,141,50.1,3767450779,157,,3767450789,212,53.3,3767450783,56,Center,3767450793,1,,,,,7j7stqaomy8pnmzangrsyfahh,L. Bossin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457594469,320,1,1,0,29,z9phg19papi9f5fd6qxzr836,1,58.6,50,2022-09-09T18:00:27.092Z,2022-09-09T18:50:42Z,3767451203,212,13.9,3767451205,213,2.7,3767451759,156,,3767451199,140,46.4,3767451201,141,57.9,3767451197,56,Back,,,,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457594527,321,1,1,0,30,z9phg19papi9f5fd6qxzr836,1,46.4,57.9,2022-09-09T18:00:28.092Z,2022-09-09T18:50:36Z,3767451427,213,0.5,3767451425,212,18.2,3767451419,56,Center,3767451423,141,70.8,3767451421,140,61.6,,,,,,,,,,dsgea9ruo8blm2ppu19y1vod0,B. Reemst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
