id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/10/value,assist
2475050385,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-10-21T17:21:04.894Z,2022-10-21T18:01:04Z,3860220331,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860220325,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3860220327,59,"1, 13, 25, 32, 6, 4, 37, 8, 18, 23, 19, 7, 9, 10, 11, 14, 16, 21, 22, 27, 41, 42, 44",3860220323,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 7dw3mexdcnel375y16vfl0g2y, 8cox96ikk1k4c24f0y5ef45x, 7isjog4r71ahzypnhq3ki9xp1, 57kp9bepwqf9u7fuu8fgvi9rd, 1l34qvjvar8qec3kbrg4rew2d, 35uvcvkv4nd0jbsov3xosjsut, 47autoxmcbr5z7o6d8998esph, b9apqidquztaojf6e3my6v7bp, bw7s1zgz97p8szhn4shwkx2w9, 5i0e7e59vav8ynqzt7qrvitt6, 75o7fx1uwk6pavxbnqqx28y51, 88csh50wwpanzfdvu7ia3x1ih, amasl6wz90pv9kkbx3kihj7bp, 9najgqcaamqj0qtiicuq9hey, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, eimwdeabp96ttxf8zywuiu8ve, 9v66i03qf0gnn9iserl551wyc, f4rb3nes422yxsznjzwx0kwlw, 1g092dgjsahqacxxzf5f20wh6",3860289913,197,1504,3860220329,130,8,3860220333,194,1l34qvjvar8qec3kbrg4rew2d,3860220335,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475052117,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-10-21T17:26:27.100Z,2022-10-21T18:09:02Z,3860229829,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3860229837,194,6ylzm57bvpufg3cenadtv7qhh,3860229835,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860289875,197,2358,3860229833,130,23,3860229839,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860229831,59,"1, 3, 23, 18, 4, 22, 14, 10, 9, 7, 5, 6, 8, 11, 19, 21, 26, 28, 38, 39, 46, 40",3860229827,30,"6q72mpmc478hlf4f7ths9ez56, cx3fqj7odbuc6i0kppcie4jmy, 124bbojic7k5medlvgvxmcm39, a49001euf7xwpx5wodembjbo5, 6ylzm57bvpufg3cenadtv7qhh, 9jofs3271wn4cwlkj9hfay7vu, dmtsvsqvdoqqtmrset0uz0and, ccmmsnrfn58gwi1petlp08f3e, bs14utcyx2am6s46cuv52nf56, ebnm8xj9pggemio5qay9pcc0l, c46xp363o8m76eswzfmlsel4a, ab8p14hbfeph28j3ig36nzob9, dgio69i8qj7x1dzd7q6y7168l, bdtti3sckhcppilsisgu7well, 2c8alz6gmphvy6aqpgykva0yy, f1as17wqpj44gihtvw936lofd, 9vu68zcajmrqmkkchmpdrebu2, d1dq7upxtawnps3wljz6wf9jo, 9o41me3111mj3zl4lxqqhvod0, 14csdlb8p0tnj6zqrs148ct1w, a59aos4xq3vklv2joqa09axre, evz953s9rvki1w9c3hsljss7p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064641,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-10-21T18:03:21.208Z,2022-10-21T18:03:21Z,3860293285,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064643,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-10-21T18:03:21.208Z,2022-10-21T18:03:22Z,3860293291,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064655,3,1,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,50.1,50.1,2022-10-21T18:03:21.308Z,2022-10-21T18:03:25Z,3860293379,212,27.5,3860293381,213,3.0,3860293383,279,S,3860293377,141,55.1,3860293375,140,24.1,3860293373,56,Back,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064671,4,1,1,0,4,bk5ltsueqmeng29eovd8m2tml,0,25.4,53.8,2022-10-21T18:03:25.799Z,2022-10-21T18:04:13Z,3860293475,213,0.0,3860293477,1,,3860293473,212,6.9,3860293467,56,Back,3860293465,157,,3860293469,140,32.0,3860293471,141,54.2,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064657,3,61,1,0,5,1fttb31hnskynpku8qd09yhm8,1,70.9,34.6,2022-10-21T18:03:26.250Z,2022-10-21T18:08:18Z,3860293393,56,Center,,,,,,,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064679,4,1,1,0,7,1fttb31hnskynpku8qd09yhm8,0,33.1,45,2022-10-21T18:03:28.316Z,2022-10-21T18:03:28Z,3860293501,140,61.3,3860293499,56,Center,3860293503,141,55.3,3860293505,212,30.4,3860293507,213,0.2,3860293497,3,,,,,,,,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064693,5,1,1,0,9,bk5ltsueqmeng29eovd8m2tml,1,37.1,49,2022-10-21T18:03:30.470Z,2022-10-21T18:03:40Z,3860293565,140,48.4,3860293567,141,15.5,3860293563,56,Back,3860293571,213,5.2,3860293569,212,25.7,3860293561,3,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064725,6,1,1,0,15,bk5ltsueqmeng29eovd8m2tml,0,48.4,15.5,2022-10-21T18:03:36.775Z,2022-10-21T18:03:37Z,3860293727,1,,3860293725,213,5.6,3860293719,140,63.2,3860293723,212,19.6,3860293717,56,Right,3860293715,157,,3860293721,141,0.0,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064751,5,5,1,0,16,1fttb31hnskynpku8qd09yhm8,1,35.4,102,2022-10-21T18:03:37.268Z,2022-10-21T18:23:01Z,3860293857,233,7,3860293853,347,,3860293851,56,Back,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064727,7,5,1,0,16,bk5ltsueqmeng29eovd8m2tml,0,64.6,-2,2022-10-21T18:03:37.268Z,2022-10-21T18:23:19Z,3860293733,347,,3860293861,233,5,3860293731,56,Right,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064793,6,1,1,0,19,1fttb31hnskynpku8qd09yhm8,1,34.1,100,2022-10-21T18:03:41.069Z,2022-10-21T18:03:45Z,3860294059,213,4.0,3860294051,56,Back,3860294049,107,,3860294057,212,16.4,3860294055,141,83.3,3860294053,140,24.1,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064809,7,1,1,0,24,1fttb31hnskynpku8qd09yhm8,0,24.1,85,2022-10-21T18:03:45.388Z,2022-10-21T18:03:47Z,3860294127,1,,3860294125,213,5.6,3860294119,140,41.2,3860294123,212,22.4,3860294117,56,Back,3860294115,157,,3860294121,141,65.3,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064833,8,1,1,0,27,bk5ltsueqmeng29eovd8m2tml,0,59.1,32.2,2022-10-21T18:03:48.647Z,2022-10-21T18:03:50Z,3860294231,140,69.8,3860294227,3,,3860294229,56,Center,3860294233,141,28.8,3860294237,213,6.1,3860294235,212,11.5,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064869,9,44,1,0,30,bk5ltsueqmeng29eovd8m2tml,1,70.3,29.4,2022-10-21T18:03:51.598Z,2022-10-21T18:03:53Z,3860294423,233,8,3860294411,286,,3860294409,56,Center,,,,,,,,,,,,,,,,35uvcvkv4nd0jbsov3xosjsut,J. Bokila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064857,8,44,1,0,30,1fttb31hnskynpku8qd09yhm8,0,29.7,70.6,2022-10-21T18:03:51.599Z,2022-10-21T18:03:54Z,3860294363,285,,3860294429,233,9,3860294361,56,Back,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064867,9,1,1,0,31,1fttb31hnskynpku8qd09yhm8,0,24.4,36.3,2022-10-21T18:03:52.845Z,2022-10-21T18:03:53Z,3860294407,1,,3860294405,213,0.9,3860294403,212,29.2,3860294399,140,41.9,3860294395,157,,3860294397,56,Back,3860294401,141,69.7,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064883,10,1,1,0,32,bk5ltsueqmeng29eovd8m2tml,0,67.8,29.5,2022-10-21T18:03:53.399Z,2022-10-21T18:03:54Z,3860294477,212,7.8,3860294469,3,,3860294475,141,41.0,3860294473,140,67.3,3860294479,213,1.6,3860294471,56,Center,,,,,,,35uvcvkv4nd0jbsov3xosjsut,J. Bokila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064899,11,1,1,0,34,bk5ltsueqmeng29eovd8m2tml,0,60.9,21.2,2022-10-21T18:03:55.928Z,2022-10-21T18:03:56Z,3860294535,213,6.0,3860294533,212,10.1,3860294525,3,,3860294527,56,Right,3860294531,141,16.7,3860294529,140,70.1,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064905,10,1,1,0,35,1fttb31hnskynpku8qd09yhm8,0,33.2,77.5,2022-10-21T18:03:56.620Z,2022-10-21T18:03:57Z,3860294561,141,89.8,3860294557,56,Back,3860294563,212,14.4,3860294565,213,0.6,3860294559,140,44.4,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064913,12,49,1,0,36,bk5ltsueqmeng29eovd8m2tml,1,58.6,3.7,2022-10-21T18:03:57.944Z,2022-10-21T18:03:58Z,,,,,,,,,,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064959,13,1,1,0,37,bk5ltsueqmeng29eovd8m2tml,1,60,4.3,2022-10-21T18:03:58.567Z,2022-10-21T18:04:06Z,3860294819,212,14.0,3860294815,140,72.6,3860294817,141,11.0,3860294821,213,0.3,3860294813,56,Right,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064963,14,4,1,0,41,bk5ltsueqmeng29eovd8m2tml,1,68.8,14.4,2022-10-21T18:04:02.332Z,2022-10-21T18:04:06Z,3860294877,233,11,3860294841,152,,3860294839,56,Right,3860294845,286,,3860294837,13,,3860294843,265,,,,,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475064935,11,4,1,0,41,1fttb31hnskynpku8qd09yhm8,0,31.2,85.6,2022-10-21T18:04:02.333Z,2022-10-21T18:04:06Z,3860294687,13,,3860294891,233,14,3860294695,285,,3860294693,265,,3860294691,152,,3860294689,56,Back,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065151,15,1,1,1,11,bk5ltsueqmeng29eovd8m2tml,0,70.9,9.1,2022-10-21T18:04:33.161Z,2022-10-21T18:04:36Z,3860295751,140,91.4,3860295749,56,Center,3860295743,5,,3860295747,152,,3860295745,155,,3860295753,141,43.7,3860295755,212,31.9,3860295757,213,0.8,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065159,12,41,1,1,15,1fttb31hnskynpku8qd09yhm8,1,10.6,48.6,2022-10-21T18:04:36.733Z,2022-10-21T18:04:37Z,3860295797,141,69.6,3860295795,140,36.4,3860295801,213,0.5,3860295799,212,30.6,,,,,,,,,,,,,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065181,16,1,1,1,17,bk5ltsueqmeng29eovd8m2tml,0,76.3,29.1,2022-10-21T18:04:38.984Z,2022-10-21T18:04:40Z,3860295903,141,38.0,3860295907,213,1.1,3860295905,212,6.6,3860295897,3,,3860295899,56,Center,3860295901,140,78.9,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065185,13,49,1,1,19,1fttb31hnskynpku8qd09yhm8,1,24.8,47.4,2022-10-21T18:04:40.445Z,2022-10-21T18:04:40Z,,,,,,,,,,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065213,14,1,1,1,20,1fttb31hnskynpku8qd09yhm8,0,26.4,49,2022-10-21T18:04:41.742Z,2022-10-21T18:04:43Z,3860296017,141,64.2,3860296015,140,45.3,3860296021,213,0.5,3860296013,56,Back,3860296019,212,22.4,3860296011,155,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065237,17,1,1,1,23,bk5ltsueqmeng29eovd8m2tml,1,60.1,35.2,2022-10-21T18:04:44.312Z,2022-10-21T18:04:47Z,3860296139,56,Right,3860296141,140,54.6,3860296145,212,14.3,3860296147,213,4.3,3860296143,141,15.9,3860296137,3,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475065239,18,49,1,1,26,bk5ltsueqmeng29eovd8m2tml,1,54.6,15.9,2022-10-21T18:04:47.641Z,2022-10-21T18:04:48Z,,,,,,,,,,,,,,,,,,,,,,,,,7dw3mexdcnel375y16vfl0g2y,J. Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
