id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2463574775,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-09-23T17:57:23.735Z,2022-09-23T21:17:30Z,3799206737,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799206731,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3799206735,130,8,3799206741,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799206733,59,"1, 2, 12, 18, 5, 21, 11, 15, 10, 17, 29, 4, 8, 14, 19, 20, 22, 24, 26, 27, 28, 32, 34",3799206739,194,ip62fljz9ng6sil4krcq8dm1,3799206729,30,"dmsmbn9a1qucwf100o3v77nbp, 1o51op6w576yo6t585wkwistm, e8si4ph9te020gpicg3k2k3u2, arrbpgnwbguhyumc8c1u4jsut, 4dk7h575fifmw2lhslevhmhux, ip62fljz9ng6sil4krcq8dm1, etwawuknprhxhmjk1tyq38e6t, sbxnlkg50itbqkpuh8wnwk45, bzf3k4wvqvx1tl1mx960wjv85, f2snk84xy67ergwrwoblgt2ad, 6p6sdikmka45csxfw0i0q0l3p, akfbttkeqfd8pzhe93ra674kp, bmbzc4jvazdiuddsbnceyauei, g0s22zvneqmryewunetlsbje, armxucjqaulvwfxyufovg3je1, 6zxcmzp7w6esj54g05tvk7ai1, 5r73kuy4vdv1epvmzrhb6nskq, 1rm3t48auz1wqya7tanmjyjje, we5jzu2ad4z3wxaerwe6sdex, 2sxmpaw4khmgyym320oiwu3u, awokzor2tv5ro47ea34at1gx5, 80dk8iv6p0202z10qcqy8bfca, e5c8wtame01unosnz4zchwljo",3799274993,197,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463575521,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-09-23T18:01:57.104Z,2022-09-23T19:01:39Z,3799210973,130,13,3799210975,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799210971,59,"1, 10, 17, 4, 20, 3, 29, 33, 9, 11, 25, 5, 6, 8, 14, 15, 19, 21, 23, 30",3799210967,30,"2psxvq4l1g9fzgt00cfks96fp, 42lgdybjew0zrd18mmwwcpbhm, 5517jd2zp30rsts1hwz6p71uc, 2rlckdzkm4d6dsqwutkvhm95h, 8hjakiipmhtwr07v6h0d414gl, zihddqvp0sjni8stcio8bgmh, 11ngumxajbizagbzpm5kompxx, 1xblfsj8ec5jp17vnhibrk2jt, 8im7pgnph2au11blma5pewe09, 6qjbfua7nynaxrs5t8tygedp1, 63ox7kqo9rl36cvk4joqh9soa, 3hax3hy9n2wyp1ovvhd6zdk6i, cyquj9h6hjwbyp0b68b149qfo, 48wvdjjo0z1j2bac42n9t5jv9, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 45rrtsz9hmxxqasj8jgi3g0oa, 4ks7mvr9terrodhjx8pg9qtt6, 9rzd3uofuq9ck2n5ihs576z56, 1icurh5jrnw1e6jdgqxjnhdnu",3799210977,194,2rlckdzkm4d6dsqwutkvhm95h,3799275339,197,2844,3799210969,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3799210979,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587573,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-09-23T19:01:27.248Z,2022-09-23T19:01:27Z,3799278539,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587579,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-09-23T19:01:27.248Z,2022-09-23T19:01:29Z,3799278557,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587595,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,49.2,49.9,2022-09-23T19:01:27.348Z,2022-09-23T19:01:30Z,3799278637,141,54.9,3799278633,56,Back,3799278641,213,2.9,3799278643,279,S,3799278635,140,33.6,3799278639,212,16.7,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587605,4,1,1,0,2,dac758ef858jbq7pcb3gfwite,1,33.6,54.9,2022-09-23T19:01:30.125Z,2022-09-23T19:01:31Z,3799278723,1,,3799278721,213,4.5,3799278719,212,33.5,3799278715,140,27.1,3799278713,56,Back,3799278717,141,6.7,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587635,5,1,1,0,4,dac758ef858jbq7pcb3gfwite,1,27.8,8,2022-09-23T19:01:31.677Z,2022-09-23T19:01:35Z,3799278895,212,17.6,3799278891,140,23.3,3799278893,141,33.0,3799278889,56,Back,3799278897,213,1.8,,,,,,,,,,1o51op6w576yo6t585wkwistm,S. Mokono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587661,6,1,1,0,7,dac758ef858jbq7pcb3gfwite,1,23.8,33,2022-09-23T19:01:35.196Z,2022-09-23T19:01:39Z,3799279063,140,23.8,3799279061,56,Back,3799279065,141,71.4,3799279067,212,26.1,3799279069,213,1.6,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587675,7,1,1,0,11,dac758ef858jbq7pcb3gfwite,1,25.4,70.3,2022-09-23T19:01:39.244Z,2022-09-23T19:01:41Z,3799279139,140,29.8,3799279143,212,22.5,3799279141,141,37.9,3799279145,213,4.9,3799279137,56,Back,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587701,8,1,1,0,14,dac758ef858jbq7pcb3gfwite,1,30.6,39.2,2022-09-23T19:01:41.260Z,2022-09-23T19:01:44Z,3799279265,141,46.0,3799279261,56,Back,3799279263,140,45.1,3799279269,213,0.3,3799279267,212,15.9,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587711,9,1,1,0,17,dac758ef858jbq7pcb3gfwite,1,45.9,46,2022-09-23T19:01:44.300Z,2022-09-23T19:01:57Z,3799279335,212,19.5,3799279331,140,57.2,3799279333,141,68.7,3799279329,56,Center,3799279337,213,0.9,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587755,10,1,1,0,19,dac758ef858jbq7pcb3gfwite,0,57.1,69,2022-09-23T19:01:46.300Z,2022-09-23T19:01:53Z,3799279543,141,100.0,3799279541,140,66.7,3799279545,212,24.5,3799279539,56,Left,3799279547,213,1.1,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587793,3,5,1,0,20,b94pf87be9ojdgnrs5mst80un,1,26.8,-1.8,2022-09-23T19:01:48.044Z,2022-09-23T19:01:57Z,3799279711,347,,3799279713,233,11,3799279709,56,Back,,,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587759,11,5,1,0,20,dac758ef858jbq7pcb3gfwite,0,73.2,101.8,2022-09-23T19:01:48.044Z,2022-09-23T19:11:51Z,3799279555,347,,3799279553,56,Left,3799279747,233,3,,,,,,,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587811,4,1,1,0,30,b94pf87be9ojdgnrs5mst80un,1,20.2,0,2022-09-23T19:01:57.275Z,2022-09-23T19:02:06Z,3799279837,107,,3799279847,213,0.4,3799279841,140,28.3,3799279845,212,9.2,3799279843,141,3.4,3799279839,56,Back,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587815,5,61,1,0,32,b94pf87be9ojdgnrs5mst80un,0,27.6,5.4,2022-09-23T19:01:59.995Z,2022-09-23T19:02:04Z,3799279855,56,Back,,,,,,,,,,,,,,,,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463587829,12,1,1,0,33,dac758ef858jbq7pcb3gfwite,0,57.1,93.2,2022-09-23T19:02:00.879Z,2022-09-23T19:02:01Z,3799279933,56,Left,3799279941,213,0.2,3799279935,140,76.2,3799279937,141,100.0,3799279939,212,20.7,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
