id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist
2465105269,1,34,16,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-09-30T17:03:40.438Z,2022-09-30T18:32:46Z,3807305969,59,"1, 2, 5, 10, 3, 4, 6, 8, 9, 7, 11, 18, 16, 15, 19, 17, 12",3807305967,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",3807305973,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3807305971,130,4,3807305975,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807305965,30,"68hoounwudpjrr2wmovkyvswk, a7vlgirln231n3dqjhb72o0es, 5hkkwzs8wgjj94vfe922nvthw, 2zkaf848fjcdhuii8783pkm7e, 3z9bdfblis9tl3e1uo7e72h62, 4gso82x236c4xe0eovfr50sfd, b8ixf31bdyfqqcwoy4ulai73e, 9nix5y8xcj34ps62r34udtqwa, 80i3boeh7f1ghu4ka7r66izje, 31v89l4k38v1wpisz7xhkq38, dlgqk5qe96gaxeq8vu4dozyms, cxu054j55uj2s3p34rqfthch6, 6m0pdqqontm1tfxayxku0kv3e, 7d8a2cp7xza48arxctlpqrvh0, 13k94iyejsdn4e51jx32rb23u, 9pox9siobczxr9fv3fvvx3h1w, ed0pwegj0n6iwb6oa52obcsgk",3807515503,197,17085,3807309535,194,b8ixf31bdyfqqcwoy4ulai73e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465106339,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-09-30T17:06:27.073Z,2022-09-30T17:59:08Z,3807310943,59,"1, 3, 11, 5, 24, 2, 4, 8, 9, 14, 6, 7, 10, 17, 18, 19, 20, 22, 25, 33, 36, 40, 45",3807310941,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3807310945,130,10,3807387923,197,497,3807310951,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807310939,30,"cetavjue5femoxid9fmcd0zjd, 8fqnvz74z901a2h0kgk1zezje, 29s8wk0a2m66rebsfx1jfuuh, dse1rndtog4qn2mwv966vp6mt, 73wkaux439sdodxdjhn1152sq, bspl2le99ugt2ug4tcqsvp1w5, eds7hz8z52qf06c3oug7nivv9, b77p0um20y057708bx6on4d4a, 2esbyi3i7rtsdkxe6a917rsnp, asn8og4yn5gj4it0qe6vulhat, a339o11ut8s1o9odm6ybc4pka, 3a89nlkh1p3l3qi6o70uzp5ud, a4dg6hmhim8bhpl5d7me85al1, 5mqcwgg1cjj38k4adpnbkbvv8, amb2qvdnwu0meepj6yu65g72t, 8dez06qvnnwh13201ki10rtka, by85t8ssyumcjcks1jx3v96vo, 2f3j5qchxzh11u4bi2mb8dslw, e6jkldz6za7ln3jqxaw50i2qy, 7gwm8sjtl2vyfeh6mio8ve9ec, dmrznrol8qp7yk53r6ajhnkt0, 4jshezco0cyjgre23nm98fetx, 6ferzqtsot04cucvdh1cjex62",3807310949,194,bspl2le99ugt2ug4tcqsvp1w5,3807310947,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122199,2,32,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-09-30T18:01:11.797Z,2022-09-30T18:01:14Z,3807390001,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122193,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-09-30T18:01:11.797Z,2022-09-30T18:01:11Z,3807389971,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122211,3,1,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,50.1,49.9,2022-09-30T18:01:11.897Z,2022-09-30T18:01:17Z,3807390087,279,S,3807390079,140,25.1,3807390077,56,Back,3807390081,141,49.3,3807390085,213,3.2,3807390083,212,26.3,,,,,,,2esbyi3i7rtsdkxe6a917rsnp,L. Thy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122225,4,1,1,0,5,2uuh2bir8ktof0uxfo06lb4ox,0,27.3,51,2022-09-30T18:01:17.338Z,2022-09-30T18:01:20Z,3807390159,140,81.6,3807390157,56,Center,3807390167,1,,3807390163,212,59.7,3807390155,157,,3807390161,141,24.9,3807390165,213,6.0,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122221,3,44,1,0,6,6lzy9iiqoysvtdsgx719fng9n,1,20.3,73.8,2022-09-30T18:01:18.761Z,2022-09-30T18:01:21Z,3807390187,233,5,3807390139,285,,3807390137,56,Back,,,,,,,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122229,5,44,1,0,6,2uuh2bir8ktof0uxfo06lb4ox,0,79.7,26.2,2022-09-30T18:01:18.762Z,2022-09-30T18:01:21Z,3807390193,233,3,3807390183,56,Center,3807390185,286,,,,,,,,,,,,,,,,,asn8og4yn5gj4it0qe6vulhat,A. Vellios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122227,4,1,1,0,7,6lzy9iiqoysvtdsgx719fng9n,0,22.2,74.1,2022-09-30T18:01:19.529Z,2022-09-30T18:01:20Z,3807390175,140,33.7,3807390171,3,,3807390179,212,12.7,3807390177,141,80.0,3807390181,213,0.3,3807390173,56,Back,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122259,6,1,1,0,11,2uuh2bir8ktof0uxfo06lb4ox,1,58,34.8,2022-09-30T18:01:23.130Z,2022-09-30T18:01:25Z,3807390309,56,Right,3807390317,213,5.6,3807390313,141,14.7,3807390315,212,20.8,3807390311,140,72.9,,,,,,,,,,73wkaux439sdodxdjhn1152sq,M. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
