id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/15/value,assist,qualifier/16/value
2468415365,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-10-07T17:20:09.313Z,2022-10-07T18:17:19Z,3824983075,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824983065,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3824983071,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824983067,59,"1, 13, 12, 3, 4, 15, 31, 18, 39, 8, 28, 6, 7, 9, 11, 14, 16, 17, 19, 21, 22, 23, 2",3824983073,194,dh3ksith5iat573zuhdhv91w5,3825087075,197,2848,3824983063,30,"alzgg0nxnnex3nkzr6lgmt1ey, 5e9ek4qs1dnp69oojzpvrltrd, 4zow18ykkg1gvw40r7jsrzkl, cexuwvet4xiruf1jitkjjp7qi, 1jn9jog8ou8uxnmypneksizxm, 7cetznpb0tnu6kdz7bvm8gyxh, ebj7cl31vlr8nrltm42ydrdka, bquqyyfz4lj0xrerbhbtj1jze, b950jt347chmq9whlkgl6fxpm, dh3ksith5iat573zuhdhv91w5, 1mroid71v9bwpx0iaospei9gq, au91rqig6uyyi1zdmlxydk38q, 6dpxvfpnaua6y4gevop02qc8a, 5c5quyl7qxptstbge87w2eqqx, b61yiz3lait78xmlbyzr2vd62, 50grkc6r635d7bjqgwrasi8rt, 4z8o35izc3gx6i2bt4mcs1fjd, 49xt4lsf38z9yjlg32652zg4q, 8uw9w30592omb8acpnssgdlh, 5ffbqf6o50173uqvaefnce4gk, fjistzkvlbsa2v7xsnu0uy95, 5chl0qcvbbkd0yeogurw1fz6x, dcdvet7azx1a59xm2ke7qi2cq",3824983069,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468418059,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-10-07T17:26:51.443Z,2022-10-07T18:18:29Z,3824998405,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3824998407,59,"12, 32, 21, 8, 3, 2, 7, 31, 10, 16, 9, 23, 1, 4, 5, 14, 17, 22, 24, 30",3824998413,194,epkss1rj7z6duqd3axbcm8l0q,3825085829,197,8970,3824998403,30,"rgspixypiwxuenf1yaukrrop, bk7742h8fac9g6e6wh7nnugkq, eke044f5xni8gdztggk6x4a1h, epkss1rj7z6duqd3axbcm8l0q, 90rgtmdx8g43vz2pvp0hxotwq, axbyqn4r430cilb6lbnzpbuvo, 2kdavfzjymb8uhgjj3c97e2uh, 88m6s6m8ep0p3fropim4ttcoa, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, 3usiruyhxf6p9lkiz5qeytze2, d2cynimupgko6ekp78iv3kxlg, eog43l8hrs7pbza9bmwu0p2sq, 7d9x6ojih9obktxl3fnrjskk4, gmu8p51rp6bjzs0bss5jupzo, avv12sgcucblnbfb790xovf8, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 1b409f4dv852le376vbcjdmhg, 50ecz4x9j0zfudh34l7f2ecr8",3824998409,130,2,3824998411,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824998415,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436429,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-10-07T18:03:07.433Z,2022-10-07T18:03:07Z,3825095695,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436459,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-10-07T18:03:07.433Z,2022-11-03T15:29:00Z,3825095807,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436473,3,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,50.1,49.7,2022-10-07T18:03:07.533Z,2022-10-07T18:03:10Z,3825095877,56,Back,3825095881,141,52.4,3825095887,279,S,3825095885,213,3.1,3825095879,140,29.1,3825095883,212,22.1,,,,,,,3usiruyhxf6p9lkiz5qeytze2,M. Remans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436491,4,1,1,0,2,bqm1bnp1bh2apyudlz1o1whr3,0,29.5,51.2,2022-10-07T18:03:10.261Z,2022-10-07T18:03:13Z,3825095963,155,,3825095969,141,18.5,3825095965,56,Right,3825095975,1,,3825095973,213,5.7,3825095967,140,63.8,3825095971,212,42.3,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436515,3,1,1,0,6,dnzj0iv5qtaemm9kthh9pos8q,1,33.3,79.6,2022-10-07T18:03:13.490Z,2022-10-07T20:02:39Z,3825096111,3,,3825096117,141,81.5,3825655853,210,15,3825096115,140,64.6,3825096121,213,0.0,3825096123,1,,3825096119,212,32.9,3825096113,56,Left,cexuwvet4xiruf1jitkjjp7qi,M. Hilderink,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436549,4,44,1,0,9,dnzj0iv5qtaemm9kthh9pos8q,1,65.1,85,2022-10-07T18:03:16.900Z,2022-10-07T18:03:18Z,3825096299,286,,3825096297,56,Left,3825096335,233,5,,,,,,,,,,,,,,,,b950jt347chmq9whlkgl6fxpm,K. Leidsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436541,5,44,1,0,9,bqm1bnp1bh2apyudlz1o1whr3,0,34.9,15,2022-10-07T18:03:16.901Z,2022-10-07T18:03:18Z,3825096263,285,,3825096261,56,Back,3825096353,233,4,,,,,,,,,,,,,,,,90rgtmdx8g43vz2pvp0hxotwq,R. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468539343,890,3,1,0,10,dnzj0iv5qtaemm9kthh9pos8q,1,62.3,84.4,2022-10-07T18:03:17.433Z,2022-10-07T20:02:26Z,3825654955,286,,3825654953,56,Left,3825654969,233,942,,,,,,,,,,,,,,,,b950jt347chmq9whlkgl6fxpm,K. Leidsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468539337,942,45,1,0,10,bqm1bnp1bh2apyudlz1o1whr3,0,37.7,15.6,2022-10-07T18:03:17.433Z,2022-10-07T20:02:26Z,3825654979,233,890,3825654933,56,Back,3825654935,285,,,,,,,,,,,,,,,,,90rgtmdx8g43vz2pvp0hxotwq,R. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436561,5,49,1,0,11,dnzj0iv5qtaemm9kthh9pos8q,1,67.8,81.7,2022-10-07T18:03:18.791Z,2022-10-07T20:02:14Z,,,,,,,,,,,,,,,,,,,,,,,,,b950jt347chmq9whlkgl6fxpm,K. Leidsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436641,6,15,1,0,15,dnzj0iv5qtaemm9kthh9pos8q,1,84.9,69,2022-10-07T18:03:22.841Z,2022-10-07T20:02:40Z,3825096695,56,Center,3825097969,233,6,3825098433,231,53.2,3825098429,147,66.6,3825097943,82,,3825096693,64,,3825098427,146,86.4,3825098421,103,19,b950jt347chmq9whlkgl6fxpm,K. Leidsman,,3825655891,55,3,3825098419,102,45.3,3825655889,29,3825098423,215,3825096691,22,3825098431,230,98.1,3825097937,20,3825098417,80,,,,,,,,,,,,,,,,
2468436669,6,10,1,0,15,bqm1bnp1bh2apyudlz1o1whr3,1,10.7,37.1,2022-10-07T18:03:22.941Z,2022-10-07T18:03:39Z,3825096873,94,,3825096875,56,Back,3825097995,233,6,,,,,,,,,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436721,7,1,1,0,16,dnzj0iv5qtaemm9kthh9pos8q,1,80.1,65.7,2022-10-07T18:03:24.112Z,2022-10-07T18:03:29Z,3825097149,56,Center,3825097151,140,67.8,3825097157,213,4.2,3825097155,212,25.1,3825097153,141,34.0,,,,,,,,,,b950jt347chmq9whlkgl6fxpm,K. Leidsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436747,8,1,1,0,21,dnzj0iv5qtaemm9kthh9pos8q,1,67.7,35.2,2022-10-07T18:03:28.928Z,2022-10-07T18:03:29Z,3825097251,212,20.1,3825097249,141,14.7,3825097245,56,Right,3825097247,140,81.5,3825097253,213,5.5,,,,,,,,,,bquqyyfz4lj0xrerbhbtj1jze,Ö. Gündüz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436759,9,1,1,0,22,dnzj0iv5qtaemm9kthh9pos8q,0,81.5,14.7,2022-10-07T18:03:29.872Z,2022-10-07T18:03:31Z,3825097345,213,1.1,3825097343,212,26.5,3825097337,56,Center,3825097335,155,,3825097333,2,,3825097341,141,49.9,3825097339,140,92.4,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436801,7,11,1,0,27,bqm1bnp1bh2apyudlz1o1whr3,1,7,49.9,2022-10-07T18:03:34.933Z,2022-10-07T18:03:35Z,3825097573,88,,3825097571,56,Back,,,,,,,,,,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436887,8,1,1,0,30,bqm1bnp1bh2apyudlz1o1whr3,1,12.5,49.7,2022-10-07T18:03:37.510Z,2022-10-07T18:03:39Z,3825098015,56,Back,3825098019,141,66.3,3825098021,212,11.3,3825098013,123,,3825098017,140,13.3,3825098023,213,1.5,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436941,9,1,1,0,31,bqm1bnp1bh2apyudlz1o1whr3,1,13.6,66.4,2022-10-07T18:03:39.189Z,2022-10-07T18:03:43Z,3825098305,56,Back,3825098319,212,18.0,3825098311,140,23.2,3825098315,141,88.3,3825098321,213,1.0,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436983,10,1,1,0,35,bqm1bnp1bh2apyudlz1o1whr3,1,25,89.7,2022-10-07T18:03:43.110Z,2022-10-07T18:03:45Z,3825098547,140,40.1,3825098553,213,6.1,3825098549,141,84.4,3825098551,212,16.3,3825098545,56,Back,,,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437025,11,1,1,0,37,bqm1bnp1bh2apyudlz1o1whr3,1,40.1,84.4,2022-10-07T18:03:45.317Z,2022-10-07T18:03:47Z,3825098801,140,26.8,3825098807,213,3.3,3825098799,56,Back,3825098805,212,14.1,3825098803,141,81.5,,,,,,,,,,3usiruyhxf6p9lkiz5qeytze2,M. Remans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437121,12,1,1,0,40,bqm1bnp1bh2apyudlz1o1whr3,1,23.5,87.4,2022-10-07T18:03:47.717Z,2022-10-07T18:03:53Z,3825099317,140,5.2,3825099323,213,3.9,3825099315,56,Back,3825099319,141,59.9,3825099321,212,26.8,,,,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437155,13,1,1,0,45,bqm1bnp1bh2apyudlz1o1whr3,1,9.7,51.5,2022-10-07T18:03:53.430Z,2022-10-07T18:03:55Z,3825099471,212,17.6,3825099467,140,17.0,3825099473,213,1.1,3825099465,56,Back,3825099469,141,74.8,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437257,14,1,1,0,48,bqm1bnp1bh2apyudlz1o1whr3,1,19.2,75.9,2022-10-07T18:03:55.686Z,2022-10-07T18:04:01Z,3825099933,56,Back,3825099949,213,0.8,3825099941,141,95.9,3825099937,140,31.9,3825099945,212,19.0,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437315,15,1,1,0,53,bqm1bnp1bh2apyudlz1o1whr3,1,27.3,75.9,2022-10-07T18:04:00.966Z,2022-10-07T18:04:03Z,3825100227,212,13.6,3825100225,141,90.5,3825100219,56,Back,3825100229,213,2.3,3825100223,140,18.4,,,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437383,16,1,1,0,55,bqm1bnp1bh2apyudlz1o1whr3,1,18.4,90.5,2022-10-07T18:04:03.381Z,2022-10-07T18:04:07Z,3825100563,212,24.8,3825100555,56,Back,3825100561,141,61.7,3825100567,213,4.1,3825100557,140,3.9,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437445,17,1,1,1,0,bqm1bnp1bh2apyudlz1o1whr3,1,5.3,58.8,2022-10-07T18:04:07.862Z,2022-10-07T18:04:12Z,3825100917,140,57.9,3825100925,1,,3825100923,213,5.7,3825100915,56,Right,3825100921,212,65.0,3825100919,141,8.3,3825100913,155,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
