id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,keyPass,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value
2442187373,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-08-05T17:12:41.477Z,2022-08-05T18:25:21Z,3685507413,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3685507405,30,"7j7stqaomy8pnmzangrsyfahh, 1id5av4i7p6tmhf1vuigvlmvo, 9pqchkq64o53knk75ruq5g3x1, 31u2tk3aha04kwphoucf4ze5m, 8zsx2ykxkcusmsvbj8bsjk445, 4d9yng69t6qbzfukdhcp0j1ii, cktdin60q1omaa4gmjp08o76y, 6gzpefxqcz2v4z95bnecilfpx, 70qjuubp69zw3d3p0hvunmi8l, 1tmihr54maqj0h7785cg9ez56, dgrs9km0fikc46xchm02hbdka, 6smqledi9xrrhifu9yi87kf6x, bdvcvznv23wvzktlzmwmft53o, 1evsz02au0pu4a1tmzn5s27hm, 7plnzzirl3q10vucy37p7b6ui, f5pgdha5h37xytbk1zq8q710, di46dv5smxql2bg7cw4a06wkq, dsgea9ruo8blm2ppu19y1vod0, 27lnkbiy8l5008e6792mp4qy2",3685507415,194,8zsx2ykxkcusmsvbj8bsjk445,3685507417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685507409,59,"1, 18, 5, 14, 21, 6, 11, 10, 15, 20, 23, 17, 27, 31, 19, 3, 4, 8, 25",3685588777,197,1696,3685507411,130,11,3685507407,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442195089,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-08-05T17:37:59.918Z,2022-08-05T18:26:39Z,3685549947,194,8r6dkzf3yjnvlz4go6xct0kid,3685549937,30,"cul6phe87idi5dn1hsfywxhwp, dsi2wezhn07auutl4wzckh6uh, 3apsq2r6q8lzdat7sy5h6tmqy, btm3mtkmwofz1dgcdsew1kmp5, 8r6dkzf3yjnvlz4go6xct0kid, 8tepha2kd43sp9jtafxuf209h, 2wuprdfbbn9mo0paqr5tm7bop, 3zfvbmppohz2naqcci09pt72s, c9shc6t28oroqthopifjvg9ux, 281ieftii7id7an6dm505owrt, bzsoq42nf6sgdh9oe64n7rnfu, 7f7zwd6c14rr59u9al3naenkl, 49vbyk5qvhihphrqfnmmz8woa, c9pmoa9m23jh5emy6w4olm3xm, 1s50ua48peo4wd0o7unmps06h, 2yivr64anye4c0p62m16l78yc, 3epda2hg43s8uxvf9xno74d4a, 2ngb4008t58dvor5qnh1nj6ga, 42qmjog7864ektqoizjkbdwtm",3685549943,130,8,3685549939,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3685549949,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685588797,197,536,3685549945,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3685549941,59,"1, 44, 15, 11, 13, 4, 27, 35, 9, 22, 7, 3, 17, 20, 23, 25, 26, 31, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203465,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-08-05T18:02:38.379Z,2022-08-05T18:02:38Z,3685593767,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203477,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-08-05T18:02:38.379Z,2022-08-05T18:02:43Z,3685593847,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203517,3,1,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,50,50,2022-08-05T18:02:38.479Z,2022-08-05T18:02:44Z,3685594053,213,3.4,3685594055,279,S,3685594049,141,44.5,3685594047,140,36.0,3685594045,56,Back,3685594051,212,15.2,,,,,,,281ieftii7id7an6dm505owrt,X. Emmers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203519,4,1,1,0,1,7rmv5ns2rj7bn4otpkur0mx0x,1,35.8,46,2022-08-05T18:02:40.360Z,2022-08-05T18:02:44Z,3685594067,213,2.0,3685594059,56,Back,3685594061,140,29.8,3685594063,141,64.2,3685594065,212,13.9,,,,,,,,,,3zfvbmppohz2naqcci09pt72s,B. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203549,5,1,1,0,4,7rmv5ns2rj7bn4otpkur0mx0x,1,29,60.3,2022-08-05T18:02:43.175Z,2022-08-05T18:03:48Z,3685594221,213,4.6,3685594215,140,27.9,3685594213,56,Back,3685594219,212,15.3,3685594217,141,37.9,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203597,6,1,1,0,7,7rmv5ns2rj7bn4otpkur0mx0x,1,29.1,40.7,2022-08-05T18:02:45.942Z,2022-08-05T18:03:51Z,3685594441,213,1.1,3685594435,140,35.2,3685594433,56,Back,3685594439,212,14.6,3685594437,141,60.0,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203621,7,1,1,0,11,7rmv5ns2rj7bn4otpkur0mx0x,1,31.1,51.9,2022-08-05T18:02:49.812Z,2022-08-05T18:02:52Z,3685594565,213,4.8,3685594555,141,10.9,3685594549,56,Back,3685594551,140,33.6,3685594559,212,28.0,,,,,,,,,,btm3mtkmwofz1dgcdsew1kmp5,P. Sieben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203629,8,1,1,0,13,7rmv5ns2rj7bn4otpkur0mx0x,1,31.4,9.1,2022-08-05T18:02:51.906Z,2022-08-05T18:02:53Z,3685594595,56,Back,3685594601,212,13.5,3685594597,140,44.2,3685594603,213,6.2,3685594599,141,7.4,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
