id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2454478315,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-09-02T17:16:12.616Z,2022-09-08T22:00:42Z,3750872215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3750872217,194,bspl2le99ugt2ug4tcqsvp1w5,3750872209,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3750872207,30,"cetavjue5femoxid9fmcd0zjd, 8fqnvz74z901a2h0kgk1zezje, amb2qvdnwu0meepj6yu65g72t, dse1rndtog4qn2mwv966vp6mt, dmrznrol8qp7yk53r6ajhnkt0, bspl2le99ugt2ug4tcqsvp1w5, by85t8ssyumcjcks1jx3v96vo, a339o11ut8s1o9odm6ybc4pka, b77p0um20y057708bx6on4d4a, asn8og4yn5gj4it0qe6vulhat, a4dg6hmhim8bhpl5d7me85al1, eds7hz8z52qf06c3oug7nivv9, 2esbyi3i7rtsdkxe6a917rsnp, 29s8wk0a2m66rebsfx1jfuuh, 5mqcwgg1cjj38k4adpnbkbvv8, 8dez06qvnnwh13201ki10rtka, 2f3j5qchxzh11u4bi2mb8dslw, 73wkaux439sdodxdjhn1152sq, e6jkldz6za7ln3jqxaw50i2qy, 7gwm8sjtl2vyfeh6mio8ve9ec, 4jshezco0cyjgre23nm98fetx, sk7z843dcqvmdf1tkoaoysr8, 6ferzqtsot04cucvdh1cjex62",3750872213,130,18,3750872219,197,498,3750872211,59,"1, 3, 18, 5, 36, 2, 20, 6, 8, 14, 10, 4, 9, 11, 17, 19, 22, 24, 25, 33, 40, 41, 45",3750872221,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454480173,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-09-02T17:19:25.895Z,2022-09-02T17:41:58Z,3750881763,194,4jvk1ex8dsjj498vqzqhfmqxh,3750881765,197,2850,3750881767,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3750881753,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 97i465n07uip7fnpw82v554b8, 7eq1j570gbj6tzw9d1btzwnis, a83amzm380uy1fi3zuyqu82j9, a5j0tndc5032lgmuv1vqd2cix, 74x54r0698ug6gzk9jwd86pxx, alzxtazwzkp6cy4igin4ht2vp, 7afaygi7b8fmxr885zaezaay1, aynwkpiteltfei3x5txm84opg, 4jx9sjbj9s8q2qeknsqhyozqh, 4lf5375rzyy400rabvwgbcbmx, 7wa5hbk41axn5lybd2b7v2978, 5362zl678ibx1md2kk6t4r47o, abgkpku77iidahswqpvce5gtm, balcshp8sostjtslygqqixu5l, 8zj8e6ovo1bt0d67klra3yh3o, a8nrm0flhc6mak2kvjksdlzx0, 8g5ms6uacdkgfcbxt4crlr4ve",3750881759,130,13,3750881755,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3750881757,59,"1, 18, 19, 14, 5, 3, 11, 6, 10, 20, 23, 22, 2, 9, 15, 21, 24, 31, 42",3750881761,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497161,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-09-02T18:01:08.668Z,2022-09-02T18:01:08Z,3750972805,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497163,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-09-02T18:01:08.668Z,2022-09-02T18:01:11Z,3750972807,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497181,3,1,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,50.1,49.7,2022-09-02T18:01:09.014Z,2022-09-02T18:01:12Z,3750972901,213,2.9,3750972893,56,Back,3750972899,212,17.9,3750972897,141,54.8,3750972895,140,33.4,3750972903,279,S,,,,,,,b77p0um20y057708bx6on4d4a,D. Huiberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497219,4,1,1,0,3,2uuh2bir8ktof0uxfo06lb4ox,0,33.4,54.8,2022-09-02T18:01:12.282Z,2022-09-02T18:01:15Z,3750973049,212,57.8,3750973043,56,Center,3750973051,213,6.1,3750973047,141,41.8,3750973045,140,87.8,3750973041,157,,3750973053,1,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497225,3,1,1,0,6,eh54mfvjtrttgsg1wbjnvxcqz,0,12.7,63.7,2022-09-02T18:01:15.358Z,2022-09-02T18:01:16Z,3750973075,3,,3750973077,56,Back,3750973083,212,20.6,3750973079,140,26.5,3750973085,213,0.8,3750973081,141,85.3,,,,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497267,5,1,1,0,11,2uuh2bir8ktof0uxfo06lb4ox,0,73.6,18,2022-09-02T18:01:20.369Z,2022-09-02T18:01:22Z,3750973323,140,84.0,3750973319,56,Right,3750973329,212,12.6,3750973327,141,8.8,3750973315,3,,3750973331,213,5.8,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497279,4,12,1,0,13,eh54mfvjtrttgsg1wbjnvxcqz,1,13.3,87.5,2022-09-02T18:01:22.558Z,2022-09-02T18:01:23Z,3750973389,212,9.7,3750973391,213,1.4,3750973429,167,,3750973383,56,Back,3750973385,140,15.3,3750973387,141,100.0,,,,,,,7eq1j570gbj6tzw9d1btzwnis,N. de Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497283,5,5,1,0,14,eh54mfvjtrttgsg1wbjnvxcqz,0,16.8,101.5,2022-09-02T18:01:23.303Z,2022-09-02T18:01:29Z,3750973405,56,Back,3750973407,347,,3750973659,233,6,,,,,,,,,,,,,,,,7eq1j570gbj6tzw9d1btzwnis,N. de Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497327,6,5,1,0,14,2uuh2bir8ktof0uxfo06lb4ox,1,83.2,-1.5,2022-09-02T18:01:23.303Z,2022-09-02T18:27:46Z,3750973653,233,5,3750973645,347,,3750973643,56,Right,,,,,,,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497363,7,1,1,0,19,2uuh2bir8ktof0uxfo06lb4ox,0,81.8,0,2022-09-02T18:01:28.473Z,2022-09-02T18:04:25Z,3750973821,212,26.6,3750973813,107,,3750973829,1,,3750973819,141,36.7,3750973825,213,1.4,3750973815,56,Center,3750973817,140,86.8,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497367,6,61,1,0,22,eh54mfvjtrttgsg1wbjnvxcqz,1,7.2,69.3,2022-09-02T18:01:31.024Z,2022-09-02T18:01:31Z,3750973851,56,Back,,,,,,,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497397,8,1,1,0,25,2uuh2bir8ktof0uxfo06lb4ox,0,72.3,35.5,2022-09-02T18:01:33.962Z,2022-09-02T18:01:34Z,3750973989,141,45.7,3750973991,212,15.2,3750973983,3,,3750973993,213,0.5,3750973985,56,Center,3750973987,140,85.2,,,,,,,a339o11ut8s1o9odm6ybc4pka,T. van den Belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497431,7,12,1,0,25,eh54mfvjtrttgsg1wbjnvxcqz,1,12.1,68.2,2022-09-02T18:01:34.366Z,2022-09-02T18:01:37Z,3750974143,141,55.8,3750974139,56,Back,3750974145,212,19.6,3750974147,213,5.8,3750974141,140,29.0,,,,,,,,,,alzxtazwzkp6cy4igin4ht2vp,D. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497435,8,61,1,0,28,eh54mfvjtrttgsg1wbjnvxcqz,0,31.7,62.3,2022-09-02T18:01:37.174Z,2022-09-02T18:01:37Z,3750974155,56,Back,,,,,,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497519,10,49,1,0,34,2uuh2bir8ktof0uxfo06lb4ox,1,21.9,62.7,2022-09-02T18:01:42.993Z,2022-09-02T18:04:19Z,,,,,,,,,,,,,,,,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497515,9,1,1,0,35,2uuh2bir8ktof0uxfo06lb4ox,1,53.1,45.2,2022-09-02T18:01:44.426Z,2022-09-02T18:04:22Z,3750974571,1,,3750974567,212,32.7,3750974565,141,64.9,3750974569,213,2.7,3750974563,140,24.7,3750974561,56,Back,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497619,11,1,1,0,40,2uuh2bir8ktof0uxfo06lb4ox,1,21.6,66.7,2022-09-02T18:01:49.129Z,2022-09-02T18:04:28Z,3750975045,141,92.4,3750975047,212,19.0,3750975041,56,Back,3750975043,140,28.7,3750975049,213,1.2,,,,,,,,,,cetavjue5femoxid9fmcd0zjd,J. Schendelaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497755,12,1,1,0,46,2uuh2bir8ktof0uxfo06lb4ox,1,29.1,94.2,2022-09-02T18:01:55.273Z,2022-09-02T18:02:05Z,3750975665,56,Left,3750975667,140,52.7,3750975671,212,26.8,3750975673,213,5.9,3750975669,141,79.3,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497759,13,4,1,0,52,2uuh2bir8ktof0uxfo06lb4ox,1,57.2,77.2,2022-09-02T18:02:00.697Z,2022-09-02T18:02:05Z,3750975715,233,9,3750975681,13,,3750975683,56,Center,3750975689,286,,3750975687,265,,3750975685,152,,,,,,,,amb2qvdnwu0meepj6yu65g72t,J. Tutuarima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497731,9,4,1,0,52,eh54mfvjtrttgsg1wbjnvxcqz,0,42.8,22.8,2022-09-02T18:02:00.698Z,2022-09-02T18:02:06Z,3750975777,233,13,3750975545,56,Back,3750975547,152,,3750975551,285,,3750975543,13,,3750975549,265,,,,,,,,alzxtazwzkp6cy4igin4ht2vp,D. Halilović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497901,14,1,1,1,6,2uuh2bir8ktof0uxfo06lb4ox,1,57.5,83.2,2022-09-02T18:02:15.497Z,2022-09-02T18:02:18Z,3750976463,140,43.7,3750976469,213,4.1,3750976465,141,53.9,3750976467,212,24.6,3750976459,152,,3750976461,56,Back,3750976457,5,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497919,15,1,1,1,9,2uuh2bir8ktof0uxfo06lb4ox,1,43.7,53.9,2022-09-02T18:02:18.033Z,2022-09-02T18:04:31Z,3750976545,212,28.0,3750976541,140,58.3,3750976547,213,1.0,3750976543,141,88.3,3750976539,56,Left,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497937,16,1,1,1,11,2uuh2bir8ktof0uxfo06lb4ox,0,58.8,89.4,2022-09-02T18:02:20.050Z,2022-09-02T18:02:21Z,3750976747,286,,3750976651,213,0.2,3750976643,56,Left,3750976649,212,6.0,3750976645,140,64.4,3750976743,233,10,3750976647,141,91.1,3750976741,236,,amb2qvdnwu0meepj6yu65g72t,J. Tutuarima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497949,10,74,1,1,11,eh54mfvjtrttgsg1wbjnvxcqz,1,33.6,14.6,2022-09-02T18:02:20.051Z,2022-09-02T18:52:57Z,3750976749,233,16,3750976699,285,,3750976697,56,Back,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454497997,17,1,1,1,13,2uuh2bir8ktof0uxfo06lb4ox,1,54.5,95.9,2022-09-02T18:02:22.633Z,2022-09-02T18:02:24Z,3750976959,141,96.5,3750976963,213,2.8,3750976955,56,Left,3750976957,140,53.4,3750976961,212,1.2,,,,,,,,,,amb2qvdnwu0meepj6yu65g72t,J. Tutuarima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498029,18,1,1,1,15,2uuh2bir8ktof0uxfo06lb4ox,1,53.4,96.5,2022-09-02T18:02:24.329Z,2022-09-02T18:02:26Z,3750977081,141,84.7,3750977083,212,15.0,3750977077,56,Left,3750977085,213,5.7,3750977079,140,65.5,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498045,19,1,1,1,17,2uuh2bir8ktof0uxfo06lb4ox,1,65.5,84.7,2022-09-02T18:02:26.010Z,2022-09-02T18:02:26Z,3750977171,141,93.2,3750977167,140,61.0,3750977163,56,Left,3750977175,212,7.5,3750977179,213,2.3,,,,,,,,,,b77p0um20y057708bx6on4d4a,D. Huiberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
