id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value
2511549719,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-02-24T18:11:58.232Z,2023-02-24T19:07:59Z,4052444937,130,10,4052444931,30,"8jml2tgzk1am30cy4gkgx0wd1, bdb33nwcpd2jufn9ggtl7gvzd, 1olyaqfnnl0sb4vsfxyi7j2z9, d5g7rl9a83vu3cyyzvu5yveqy, 5fcaaack3wbn6nfdx1qoqoafp, 9urh0cy0a8ni61fuxmiqosnis, cjff8fu812lennnunqljgddnu, 4nkd85hpwiiqtieuslhcrc2ga, rxblyjf8pcsdgdvy24zgnefp, cgsirikez39wlx8lhu1uo00yd, 41es2x265ddlzqjqa6wb9vey2, c066582sb3qfs7c0472rw371m, 4j9ug0ng9dhx6xwhdwx6fafx0, 2an4s7uuqa9a6sl7vutznc7o5, ekur9x1kzp8wq0lwfwev0b0bu, 5gunbyh0bjzutryox97ihxot1, 3xza88l7s8dlki9kleqwz2puy, 4shkxwb3ujuajna3gdg34cxjp, 4mhahoh3a6rir882ug9hdb5nu, 8gkh6rsfo2tsrsiirv05bm1yi, 7axjsuhjx027j0qw89zv6vw2c",4052444935,59,"1, 2, 31, 3, 15, 23, 26, 32, 20, 39, 14, 28, 8, 9, 11, 16, 18, 21, 24, 36, 41",4052444933,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4052560963,197,490,4052444939,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052444941,194,5fcaaack3wbn6nfdx1qoqoafp,4052444943,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511552713,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-02-24T18:17:36.208Z,2023-02-24T19:07:19Z,4052461307,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052461311,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052560533,197,1696,4052461303,59,"1, 16, 28, 15, 6, 14, 11, 10, 9, 27, 7, 22, 2, 3, 4, 5, 8, 19, 20, 23, 24, 31",4052461305,130,8,4052461301,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4052461309,194,6gzpefxqcz2v4z95bnecilfpx,4052461299,30,"7j7stqaomy8pnmzangrsyfahh, 7e78647fbcn7noga5qlz46xux, cjuzhcgsj4mwwr4evn823hivp, ab8p14hbfeph28j3ig36nzob9, 4d9yng69t6qbzfukdhcp0j1ii, 31u2tk3aha04kwphoucf4ze5m, cktdin60q1omaa4gmjp08o76y, 6gzpefxqcz2v4z95bnecilfpx, 70qjuubp69zw3d3p0hvunmi8l, awxjnhn762q09xe59hozfjsa1, 7kntrrc80dcadt8umvqf6qfe2, pd5ksvrqxmxsuvfeenz0fqzu, agq99f6ckq6xnp296qmts2acp, f5pgdha5h37xytbk1zq8q710, di46dv5smxql2bg7cw4a06wkq, 9pqchkq64o53knk75ruq5g3x1, dsgea9ruo8blm2ppu19y1vod0, 7plnzzirl3q10vucy37p7b6ui, 1tmihr54maqj0h7785cg9ez56, dgrs9km0fikc46xchm02hbdka, 2ppvf1ywd1mxum1lgnn2pubdg, 1evsz02au0pu4a1tmzn5s27hm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572601,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-02-24T19:03:27.516Z,2023-02-24T19:03:27Z,4052570531,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572641,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-02-24T19:03:27.516Z,2023-02-24T19:03:30Z,4052570691,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572665,3,1,1,0,0,z9phg19papi9f5fd6qxzr836,1,50.2,49.6,2023-02-24T19:03:27.616Z,2023-02-24T19:03:30Z,4052570805,140,33.4,4052570801,56,Back,4052570809,141,37.1,4052570817,213,3.6,4052570813,212,19.6,4052570819,279,S,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572707,4,1,1,0,3,z9phg19papi9f5fd6qxzr836,1,33.4,37.1,2023-02-24T19:03:30.695Z,2023-02-24T19:03:33Z,4052571029,56,Back,4052571033,141,49.7,4052571031,140,31.3,4052571035,212,8.8,4052571037,213,1.8,,,,,,,,,,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572729,5,1,1,0,6,z9phg19papi9f5fd6qxzr836,1,31,50.7,2023-02-24T19:03:33.559Z,2023-02-24T19:03:35Z,4052571139,141,50.7,4052571135,56,Back,4052571141,212,15.1,4052571143,213,0,4052571137,140,45.4,,,,,,,,,,4d9yng69t6qbzfukdhcp0j1ii,A. El Azzouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511573565,10,1,1,0,6,z9phg19papi9f5fd6qxzr836,1,43,52.4,2023-02-24T19:03:33.803Z,2023-02-24T19:05:34Z,4052580233,140,43.0,4052580237,212,7.3,4052580235,141,63.1,4052580231,56,Back,4052580239,213,1.6,,,,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572859,6,2,1,0,7,z9phg19papi9f5fd6qxzr836,1,41.2,63.9,2023-02-24T19:03:34.919Z,2023-02-24T19:05:36Z,4052571799,141,32.0,4052571797,140,77.8,4052571791,7,cktdin60q1omaa4gmjp08o76y,4052571795,56,Center,4052571793,1,,,,,,,,,,,ab8p14hbfeph28j3ig36nzob9,T. Receveur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572759,3,55,1,0,7,59t7flioj4w4mpwnrwbm0m8ck,1,31.7,70.6,2023-02-24T19:03:34.920Z,2023-02-24T19:51:14Z,,,,,,,,,,,,,,,,,,,,,,,,,1olyaqfnnl0sb4vsfxyi7j2z9,V. Wernersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
