id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,keyPass,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2517893577,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-03-10T18:11:23.662Z,2023-03-10T19:00:45Z,4086019237,130,8,4086019243,194,b3gyml6d5i3lqxsnh072nhuqd,4086019239,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086019231,30,"1du03mqsc0o6i4e64n7pzr6ui, 30uqa3kfm23ickjssfhmwgdm1, 5pg02unrm16jaa8vt5ego9z6y, aasoq3euk6e6zqhh08n0wocet, b3gyml6d5i3lqxsnh072nhuqd, 7i9hjqjogg1iowfo4fu5zpcyd, 8j8encc4aqkh07ydce6hiaokp, 3p95pudljhqzrnegmko7z56uh, d6rg9ntx9qa2eh8yiflbke1ux, qgusrrldd48qxku8yna03ap5, a3pwwwba6td400zwqjpbf6pnu, 3khifxt41tsdr25ea7w5n1mcq, 8qc6u3zsblb62it6519a4b6cp, 40l3vtezw1ofwk2occi4z5w45, alimpjocr7xtxu21sumg3b2l1, zhnev5uetomme6rpisaa7wiy, e74wy7br5zhkds5s73ip0tg4, 5et3jsqqhg08ykfqgdniq8fhm, 4o1150mpv9nz55cwj9b0vblk9, a69sa0h7lgpmlav961cpejbe2, 8z868vetpqyeatv2rtfwpsbje, dzet4aycjrqmpv1lzp9ekqzje, dhb6r3msmmayy7v0b1gb40445",4086019235,59,"1, 18, 5, 16, 4, 2, 27, 13, 10, 8, 34, 3, 6, 7, 9, 12, 14, 19, 21, 23, 29, 30, 38",4086019233,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4086019247,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086175297,197,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517900489,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-03-10T18:24:17.562Z,2023-03-10T19:04:12Z,4086175687,197,2850,4086057593,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4086057605,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086057601,130,8,4086057591,30,"balcshp8sostjtslygqqixu5l, 36d4zodjdvtc8w1q4p940cx2i, 8q7ovzvqctqchirpf083d46ei, 4fbaxgikw7z9sfhuz6vvnfmxh, a5j0tndc5032lgmuv1vqd2cix, 1u3rxxgh3ohv46tvrl86migkq, 74x54r0698ug6gzk9jwd86pxx, 46wxtiry28k7j3y6gacgf7x4a, aynwkpiteltfei3x5txm84opg, 4lf5375rzyy400rabvwgbcbmx, 97i465n07uip7fnpw82v554b8, 7wa5hbk41axn5lybd2b7v2978, 5362zl678ibx1md2kk6t4r47o, 7eq1j570gbj6tzw9d1btzwnis, a8nrm0flhc6mak2kvjksdlzx0, 1hcvsf3l8d17pnxfs6yqltwd0, 684bcogd1jkifd2aonne0ewwk, d2ejhagchnl4e28s5zn5r8zro, 4q0movp031jgig1b49uyvd5w4, 8g5ms6uacdkgfcbxt4crlr4ve, al84rp9v4739wdfi184cnis5w",4086057609,194,74x54r0698ug6gzk9jwd86pxx,4086057597,59,"1, 18, 45, 6, 3, 23, 11, 8, 20, 22, 19, 2, 9, 14, 21, 31, 32, 28, 40, 42, 47",4086057613,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923659,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-03-10T19:02:15.194Z,2023-03-10T19:02:16Z,4086179519,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923651,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-03-10T19:02:15.194Z,2023-03-10T19:02:15Z,4086179455,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923685,3,1,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,50.2,50.1,2023-03-10T19:02:15.294Z,2023-03-10T21:05:14Z,4086179691,213,3.6,4086179685,212,23.2,4086179677,140,30.1,4086179681,141,35.8,4086179675,56,Back,4086179695,279,S,,,,,,,aynwkpiteltfei3x5txm84opg,R. Leijten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923731,4,1,1,0,3,eh54mfvjtrttgsg1wbjnvxcqz,0,30.6,35.7,2023-03-10T19:02:18.794Z,2023-03-10T19:02:22Z,4086179885,213,0.8,4086179879,140,68.3,4086179887,1,,4086179875,157,,4086179881,141,100.0,4086179877,56,Left,4086179883,212,59.7,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923789,3,5,1,0,6,cv5ftekuejf0ryxvd5h2my47r,1,34,-1.2,2023-03-10T19:02:22.139Z,2023-03-10T20:03:27Z,4086180177,56,Back,4086180183,233,5,4086180179,347,,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923735,5,5,1,0,6,eh54mfvjtrttgsg1wbjnvxcqz,0,66,101.2,2023-03-10T19:02:22.139Z,2023-03-10T19:02:26Z,4086179893,56,Left,4086180205,233,3,4086179895,347,,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923817,4,1,1,0,11,cv5ftekuejf0ryxvd5h2my47r,1,33.5,0,2023-03-10T19:02:26.293Z,2023-03-10T19:02:28Z,4086180309,56,Back,4086180321,213,1.3,4086180313,140,36.1,4086180317,141,11.3,4086180319,212,8.9,4086180305,107,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923833,5,1,1,0,12,cv5ftekuejf0ryxvd5h2my47r,1,36.2,12.2,2023-03-10T19:02:28.134Z,2023-03-10T19:02:29Z,4086180389,140,34.4,4086180387,56,Back,4086180391,141,6.2,4086180395,213,4.3,4086180393,212,4.5,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923843,6,1,1,0,13,cv5ftekuejf0ryxvd5h2my47r,0,34.4,6.2,2023-03-10T19:02:29.125Z,2023-03-10T19:02:29Z,4086180445,140,46.0,4086180447,141,16.8,4086180449,212,14.2,4086180443,56,Back,4086180451,213,0.5,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923871,6,1,1,0,15,eh54mfvjtrttgsg1wbjnvxcqz,1,55.8,72,2023-03-10T19:02:30.281Z,2023-03-10T19:02:32Z,4086180589,141,80.8,4086180593,213,0.7,4086180587,140,62.2,4086180591,212,9.0,4086180585,56,Left,,,,,,,,,,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923881,7,49,1,0,17,eh54mfvjtrttgsg1wbjnvxcqz,1,61.7,80.3,2023-03-10T19:02:32.529Z,2023-03-10T19:02:32Z,,,,,,,,,,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923903,8,1,1,0,17,eh54mfvjtrttgsg1wbjnvxcqz,1,61.8,80.2,2023-03-10T19:02:32.818Z,2023-03-10T19:02:33Z,4086180729,141,86.3,4086180733,213,2.0,4086180731,212,4.6,4086180727,140,59.8,4086180725,56,Left,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923945,9,1,1,0,18,eh54mfvjtrttgsg1wbjnvxcqz,1,60,86.2,2023-03-10T19:02:33.697Z,2023-03-10T19:02:37Z,4086180981,141,75.3,4086180983,212,10.2,4086180977,56,Center,4086180985,213,5.5,4086180979,140,66.7,,,,,,,,,,97i465n07uip7fnpw82v554b8,S. van Bakel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923975,10,1,1,0,22,eh54mfvjtrttgsg1wbjnvxcqz,1,66,83.8,2023-03-10T19:02:37.562Z,2023-03-10T19:02:40Z,4086181129,56,Left,4086181133,141,89.0,4086181135,212,11.8,4086181131,140,55.3,4086181137,213,2.8,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924015,11,1,1,0,24,eh54mfvjtrttgsg1wbjnvxcqz,1,42,91.8,2023-03-10T19:02:40.178Z,2023-03-10T19:02:44Z,4086181359,141,68.2,4086181363,213,4.1,4086181357,140,30.5,4086181355,56,Back,4086181361,212,20.1,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924047,12,1,1,0,29,eh54mfvjtrttgsg1wbjnvxcqz,1,26.4,69.1,2023-03-10T19:02:44.250Z,2023-03-10T19:02:47Z,4086181511,212,18.6,4086181507,140,13.6,4086181513,213,3.9,4086181505,56,Back,4086181509,141,50.1,,,,,,,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924081,13,1,1,0,31,eh54mfvjtrttgsg1wbjnvxcqz,1,13.9,47.8,2023-03-10T19:02:47.169Z,2023-03-10T19:02:50Z,4086181663,213,1.4,4086181657,141,68.8,4086181651,56,Back,4086181661,212,14.6,4086181653,140,16.8,,,,,,,,,,balcshp8sostjtslygqqixu5l,K. Sikking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924143,14,1,1,0,34,eh54mfvjtrttgsg1wbjnvxcqz,1,15.8,73.2,2023-03-10T19:02:50.130Z,2023-03-10T19:02:53Z,4086181967,56,Back,4086181975,213,1.3,4086181973,212,13.0,4086181969,140,19.0,4086181971,141,91.7,,,,,,,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924149,7,45,1,0,38,cv5ftekuejf0ryxvd5h2my47r,0,74.8,6.3,2023-03-10T19:02:53.625Z,2023-03-10T19:03:02Z,4086182533,233,15,4086182003,56,Right,4086182005,286,,,,,,,,,,,,,,,,,8j8encc4aqkh07ydce6hiaokp,M. Berden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924263,15,3,1,0,38,eh54mfvjtrttgsg1wbjnvxcqz,1,25.2,93.7,2023-03-10T19:02:53.625Z,2023-03-10T19:03:01Z,4086182497,233,7,4086182473,285,,4086182471,56,Back,,,,,,,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924345,16,1,1,0,46,eh54mfvjtrttgsg1wbjnvxcqz,0,70.7,94.5,2023-03-10T19:03:01.403Z,2023-03-10T19:03:07Z,4086182919,56,Right,4086182923,141,0.0,4086182917,155,,4086182925,212,69.4,4086182929,1,,4086182921,140,92.3,4086182927,213,5.0,4086182915,2,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924471,8,5,1,0,51,cv5ftekuejf0ryxvd5h2my47r,1,7.2,101.7,2023-03-10T19:03:06.950Z,2023-03-10T19:03:18Z,4086183579,233,17,4086183529,347,,4086183527,56,Back,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924349,17,5,1,0,51,eh54mfvjtrttgsg1wbjnvxcqz,0,92.8,-1.7,2023-03-10T19:03:06.950Z,2023-03-10T20:03:27Z,4086183591,233,8,4086182937,347,,4086182935,56,Right,,,,,,,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924495,9,1,1,1,2,cv5ftekuejf0ryxvd5h2my47r,1,13.3,100,2023-03-10T19:03:17.510Z,2023-03-10T19:03:19Z,4086183653,107,,4086183659,141,89.9,4086183661,212,7.8,4086183655,56,Back,4086183657,140,14.4,4086183663,213,4.9,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924515,10,1,1,1,3,cv5ftekuejf0ryxvd5h2my47r,0,14.1,90.3,2023-03-10T19:03:19.030Z,2023-03-10T19:03:20Z,4086183751,157,,4086183765,213,5.8,4086183759,140,46.0,4086183757,56,Back,4086183763,212,37.1,4086183767,1,,4086183761,141,66.7,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924547,18,1,1,1,6,eh54mfvjtrttgsg1wbjnvxcqz,0,55,29.8,2023-03-10T19:03:21.762Z,2023-03-10T19:03:23Z,4086183935,140,71.1,4086183927,3,,4086183943,212,17.1,4086183931,56,Center,4086183945,213,0.2,4086183939,141,34.0,,,,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924561,11,43,1,1,8,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-03-10T19:03:24.118Z,2023-03-10T19:03:39Z,4086185095,144,49,,,,,,,,,,,,,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924675,12,1,1,1,10,cv5ftekuejf0ryxvd5h2my47r,1,30.5,47,2023-03-10T19:03:26.182Z,2023-03-10T19:03:31Z,4086184549,56,Back,4086184553,141,16.4,4086184555,212,23.0,4086184551,140,21.2,4086184557,213,4.3,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924733,13,1,1,1,16,cv5ftekuejf0ryxvd5h2my47r,1,22.2,15.3,2023-03-10T19:03:31.590Z,2023-03-10T19:03:35Z,4086184865,141,58.4,4086184867,212,29.3,4086184861,140,22.7,4086184855,56,Back,4086184869,213,1.6,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924797,14,1,1,1,20,cv5ftekuejf0ryxvd5h2my47r,1,23.6,60.6,2023-03-10T19:03:35.797Z,2023-03-10T19:03:39Z,4086185133,56,Back,4086185141,213,4.9,4086185135,140,26.3,4086185139,212,18.1,4086185137,141,34.3,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924877,15,1,1,1,23,cv5ftekuejf0ryxvd5h2my47r,1,26.6,34,2023-03-10T19:03:39.142Z,2023-03-10T19:03:44Z,4086185555,213,5.0,4086185547,56,Back,4086185549,140,30.8,4086185553,212,17.8,4086185551,141,8.6,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924937,16,1,1,1,28,cv5ftekuejf0ryxvd5h2my47r,1,33.4,12,2023-03-10T19:03:44.102Z,2023-03-10T19:03:49Z,4086185927,141,34.3,4086185925,140,3.6,4086185929,212,34.8,4086185923,56,Back,4086185933,1,,4086185931,213,2.7,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925023,17,1,1,1,33,cv5ftekuejf0ryxvd5h2my47r,1,6.6,39.7,2023-03-10T19:03:49.046Z,2023-03-10T19:03:55Z,4086186377,212,40.5,4086186379,213,1.2,4086186371,56,Back,4086186375,141,95.3,4086186381,1,,4086186373,140,20.3,,,,,,,1du03mqsc0o6i4e64n7pzr6ui,E. van der Gouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925081,18,1,1,1,39,cv5ftekuejf0ryxvd5h2my47r,1,21.5,95,2023-03-10T19:03:54.966Z,2023-03-10T19:03:57Z,4086186609,212,14.3,4086186601,140,35.1,4086186611,213,0.1,4086186595,56,Back,4086186605,141,96.3,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925197,19,3,1,1,42,cv5ftekuejf0ryxvd5h2my47r,1,40.6,89.9,2023-03-10T19:03:57.639Z,2023-03-10T19:04:04Z,4086187157,233,19,4086187151,56,Back,4086187153,286,,,,,,,,,,,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925089,19,45,1,1,42,eh54mfvjtrttgsg1wbjnvxcqz,0,59.4,10.1,2023-03-10T19:03:57.639Z,2023-03-10T19:04:04Z,4086186649,285,,4086187165,233,19,4086186647,56,Right,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925253,20,1,1,1,49,cv5ftekuejf0ryxvd5h2my47r,1,48.1,69.3,2023-03-10T19:04:04.342Z,2023-03-10T19:04:08Z,4086187479,212,13.7,4086187473,56,Back,4086187477,141,60.3,4086187475,140,36.4,4086187481,213,3.6,,,,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925267,21,1,1,1,52,cv5ftekuejf0ryxvd5h2my47r,1,36.4,60.3,2023-03-10T19:04:07.910Z,2023-03-10T19:04:08Z,4086187527,56,Back,4086187535,213,4.6,4086187529,140,34.1,4086187533,212,22.0,4086187531,141,28.2,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925289,22,1,1,1,53,cv5ftekuejf0ryxvd5h2my47r,1,34.1,28.2,2023-03-10T19:04:08.614Z,2023-03-10T19:04:10Z,4086187641,140,55.1,4086187647,213,5.7,4086187643,141,4.9,4086187639,56,Right,4086187645,212,27.2,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
