id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2478291137,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-10-28T17:15:38.708Z,2022-10-28T17:58:59Z,3877385899,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3877385901,59,"1, 24, 11, 5, 33, 2, 4, 6, 8, 14, 9, 3, 7, 10, 15, 17, 18, 19, 21, 22, 25, 40, 45",3877385909,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877472471,197,497,3877385905,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877385907,194,bspl2le99ugt2ug4tcqsvp1w5,3877385897,30,"cetavjue5femoxid9fmcd0zjd, 73wkaux439sdodxdjhn1152sq, 29s8wk0a2m66rebsfx1jfuuh, dse1rndtog4qn2mwv966vp6mt, 7gwm8sjtl2vyfeh6mio8ve9ec, bspl2le99ugt2ug4tcqsvp1w5, eds7hz8z52qf06c3oug7nivv9, a339o11ut8s1o9odm6ybc4pka, b77p0um20y057708bx6on4d4a, asn8og4yn5gj4it0qe6vulhat, 2esbyi3i7rtsdkxe6a917rsnp, 8fqnvz74z901a2h0kgk1zezje, 3a89nlkh1p3l3qi6o70uzp5ud, a4dg6hmhim8bhpl5d7me85al1, idvh0ac1f8wv39640pyl4esp, 5mqcwgg1cjj38k4adpnbkbvv8, amb2qvdnwu0meepj6yu65g72t, 8dez06qvnnwh13201ki10rtka, csecbdlw3sxstnebpiw91ezxm, 2f3j5qchxzh11u4bi2mb8dslw, e6jkldz6za7ln3jqxaw50i2qy, 4jshezco0cyjgre23nm98fetx, 6ferzqtsot04cucvdh1cjex62",3877385903,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292959,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-10-28T17:19:24.782Z,2022-10-28T18:02:37Z,3877395239,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877395235,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877395231,59,"12, 3, 5, 7, 2, 4, 8, 31, 10, 9, 14, 1, 17, 21, 22, 23, 24, 28, 30, 32",3877395227,30,"rgspixypiwxuenf1yaukrrop, 90rgtmdx8g43vz2pvp0hxotwq, gmu8p51rp6bjzs0bss5jupzo, 2kdavfzjymb8uhgjj3c97e2uh, axbyqn4r430cilb6lbnzpbuvo, 7d9x6ojih9obktxl3fnrjskk4, epkss1rj7z6duqd3axbcm8l0q, 88m6s6m8ep0p3fropim4ttcoa, 2072f0p9ful9u577gdvo89yw9, 3usiruyhxf6p9lkiz5qeytze2, avv12sgcucblnbfb790xovf8, eog43l8hrs7pbza9bmwu0p2sq, e4k6t8tld877pq2s0e1vo5p4a, eke044f5xni8gdztggk6x4a1h, 1dljhkcvmodqq9u1w8iv145m2, d2cynimupgko6ekp78iv3kxlg, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8, bk7742h8fac9g6e6wh7nnugkq",3877395233,130,4,3877395229,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3877395237,194,7d9x6ojih9obktxl3fnrjskk4,3877473163,197,8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308397,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-10-28T18:00:44.182Z,2022-10-28T18:00:44Z,3877474427,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308413,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-10-28T18:00:44.182Z,2022-10-28T18:00:46Z,3877474491,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308427,3,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,50,50.2,2022-10-28T18:00:44.282Z,2022-10-28T18:00:47Z,3877474543,212,24.0,3877474547,279,S,3877474537,56,Back,3877474539,140,27.6,3877474545,213,2.9,3877474541,141,57.1,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308465,4,1,1,0,4,bqm1bnp1bh2apyudlz1o1whr3,0,27.6,59.6,2022-10-28T18:00:49.115Z,2022-10-28T18:00:55Z,3877474755,141,2.8,3877474759,213,5.6,3877474753,140,71.6,3877474761,1,,3877474757,212,60.2,3877474749,155,,3877474751,56,Right,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308467,5,44,1,0,8,bqm1bnp1bh2apyudlz1o1whr3,1,71,3.6,2022-10-28T18:00:53.147Z,2022-10-28T18:00:59Z,3877474767,286,,3877474887,233,3,3877474765,56,Right,,,,,,,,,,,,,,,,90rgtmdx8g43vz2pvp0hxotwq,R. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308457,3,44,1,0,8,2uuh2bir8ktof0uxfo06lb4ox,0,29,96.4,2022-10-28T18:00:53.148Z,2022-10-28T18:01:00Z,3877474705,56,Back,3877474891,233,5,3877474707,285,,,,,,,,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308497,7,61,1,0,9,bqm1bnp1bh2apyudlz1o1whr3,0,71.7,2.7,2022-10-28T18:00:53.339Z,2022-10-28T18:26:39Z,3877474935,56,Right,,,,,,,,,,,,,,,,,,,,,,90rgtmdx8g43vz2pvp0hxotwq,R. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308475,4,5,1,0,10,2uuh2bir8ktof0uxfo06lb4ox,1,26.4,101.2,2022-10-28T18:00:54.489Z,2022-10-28T18:00:57Z,3877474799,56,Back,3877474839,233,6,3877474801,347,,,,,,,,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308483,6,5,1,0,10,bqm1bnp1bh2apyudlz1o1whr3,0,73.6,-1.2,2022-10-28T18:00:54.489Z,2022-10-28T18:08:02Z,3877474837,347,,3877474843,233,4,3877474835,56,Right,,,,,,,,,,,,,,,,90rgtmdx8g43vz2pvp0hxotwq,R. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308517,5,1,1,0,17,2uuh2bir8ktof0uxfo06lb4ox,0,25.4,100,2022-10-28T18:01:01.945Z,2022-10-28T18:01:08Z,3877475043,212,34.4,3877475047,1,,3877475037,56,Left,3877475035,107,,3877475045,213,5.9,3877475039,140,55.8,3877475041,141,82.3,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
