id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/10/value,qualifier/8/value,qualifier/14/value,qualifier/16/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2445519641,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-08-13T17:09:58.036Z,2022-08-13T18:01:57Z,3703191525,59,"1, 2, 3, 8, 5, 4, 7, 20, 9, 77, 11, 10, 12, 13, 15, 16, 17, 19, 24, 26, 27, 28, 29",3703191529,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703191527,130,8,3703191531,194,ew4kbwq27lxqocg0920amphw5,3703191521,30,"3kt58x082lj8650en2mt60xqt, 6ciggfx8p0zkak8qxe1p7yzth, y1ky8sp8scl05mmfr7byy3md, 49x98sk3wf7sjshrlou5vnvje, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, ewbakrn2dqmy062scjnz0pecp, cqrk42u0s5w8yuq6mnckug02y, 7wphtxp293kv4o3x1b6zusrmd, 55e0z1vhb48go6y2io7h80aqy, e605oixdrqumxkqm0y1bijbvt, 1i3tivo0q0tbzui8egvdlhg45, crpn5oc0jw2cms9jv9c2e7zmc, 4l8n194otkmyc3op4u111l5n9, 5qdy8yuwjjc700f9tup2k12w9, 3sio6834hvapws8lt9ws0sx04, 5q2z4aezq94ob9qp37i302ns9, 2pjxqgyqgvalmyu8cnu5fst90, eytcfp4cu6qkar65kf0p5rm96, 9i3hqtdo66gzvm4srzwhz8bca, 6rxmwjizhefv4gntkhtpxtasp, 7to5mb4x91kjhbd9tb0nqz74l, 50g2q36tyn8y5ws17filqpasp",3703191523,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3703407373,197,2846,3703191533,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445526781,1,34,16,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-08-13T17:17:06.602Z,2022-08-13T18:01:23Z,3703229045,130,10,3703229047,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703408075,197,535,3703229049,194,e8wfxueczkhrj92rytelw5vx1,3703229041,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3703229043,59,"1, 2, 5, 24, 4, 23, 11, 33, 20, 29, 8, 6, 7, 10, 12, 13, 14, 15, 17, 21, 22, 26, 34",3703229051,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703229039,30,"7wo4627xo1mx5k0vpwhe8hqll, 7a3ik1dbxkirdt58gwvvtyw9, 181us5vol7crxrmejhkqau3t, arahlffwma11d06oqmglwjemt, 8przxwwothu3crflys7ahl4dm, 9787nemt11c372uird332d13p, 93cf9npj6wl6vrxw7hetf6ok5, b23be312oxcbusvpjnnriukq2, 7797kpi7lkhc9dasfxuv9h7f9, e8wfxueczkhrj92rytelw5vx1, aoucm7e5muqfucbv1g4e8hh49, evexihkozqignope6k57tjgt1, a0i7hc92p5ijqi4jqw8krh8x6, b1o6ctqy1mhjg4iiec8aedat, cibkxflm2k8if2jg9m5lpxkut, f1u6wna62ri171clx0pig6dbd, dbg4ducw8j747foxiexle1iad, efcq9u93u06hx6578ua3buswl, abnezz7yico2636ucafabz4t0, 8n2xfmdnievwdeg60kobkoyj9, 9lctm8txbd4n87mk61lwa0rf9, w32h1te98uqq53j053qm3pm2, ddldrej9an43ky123hqwp22ju",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560681,2,32,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-08-13T17:59:23.030Z,2022-08-13T17:59:23Z,3703414235,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560695,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-08-13T17:59:23.030Z,2022-08-15T07:04:41Z,3703414265,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560729,3,1,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,50.5,50.4,2022-08-13T17:59:23.070Z,2022-08-15T10:11:21Z,3709313567,178,,3703414413,213,3.0,3703414405,56,Back,3703414407,140,31.8,3703414409,141,55.6,3703414415,279,S,3703414411,212,20.0,,,,7797kpi7lkhc9dasfxuv9h7f9,L. Daneels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560741,4,1,1,0,3,ed5nwjz5za3oyi20nxzgqivmx,0,32.2,53.2,2022-08-13T17:59:26.170Z,2022-08-15T10:11:31Z,3703414501,56,Center,3703414511,1,,3703414507,212,42.7,3703414509,213,5.8,3703414505,141,26.1,3709313883,178,,3703414503,140,68.9,3703414499,155,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560745,3,1,1,0,6,3t0vjqtxc8wpjzv82i3oi2ova,0,32.2,79.7,2022-08-13T17:59:29.193Z,2022-08-15T10:11:48Z,3703414515,3,,3703414519,140,47.4,3703414517,56,Back,3709314507,178,,3703414523,212,16.0,3703414521,141,79.9,3703414525,213,0.0,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560771,5,1,1,0,7,ed5nwjz5za3oyi20nxzgqivmx,0,58.5,24.7,2022-08-13T17:59:30.470Z,2022-08-15T10:11:58Z,3703414611,140,72.2,3703414607,3,,3703414609,56,Center,3709314755,178,,3703414615,212,14.4,3703414617,213,0.0,3703414613,141,25.3,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560773,4,1,1,0,9,3t0vjqtxc8wpjzv82i3oi2ova,1,22.3,76.7,2022-08-13T17:59:32.911Z,2022-08-15T10:12:10Z,3703414621,56,Back,3703414629,213,0.7,3703414627,212,10.2,3703414625,141,86.9,3703414619,3,,3709315119,388,,3703414623,140,29.4,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560783,5,1,1,0,10,3t0vjqtxc8wpjzv82i3oi2ova,0,29.4,86.9,2022-08-13T17:59:33.502Z,2022-08-15T10:12:19Z,3703414683,212,12.4,3703414677,56,Back,3703414679,140,41.1,3703414675,3,,3703414681,141,89.7,3703414685,213,0.2,3709315453,178,,,,,e605oixdrqumxkqm0y1bijbvt,J. Assehnoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560827,6,1,1,0,12,ed5nwjz5za3oyi20nxzgqivmx,0,57,17.3,2022-08-13T17:59:35.915Z,2022-08-15T10:12:28Z,3709315663,178,,3703414933,212,36.9,3703414935,213,0.6,3703414937,1,,3703414929,140,86.9,3703414927,56,Center,3703414925,157,,3703414931,141,45.8,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560833,6,1,1,0,16,3t0vjqtxc8wpjzv82i3oi2ova,0,14.5,52.8,2022-08-13T17:59:39.371Z,2022-08-15T10:12:41Z,3703414973,3,,3709316077,178,,3703414981,212,17.0,3703414979,141,58.6,3703414977,140,30.2,3703414975,56,Back,3703414983,213,0.2,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560877,7,1,1,0,18,ed5nwjz5za3oyi20nxzgqivmx,1,65.9,52.3,2022-08-13T17:59:41.635Z,2022-08-15T10:12:54Z,3709316393,178,,3703415251,56,Center,3703415259,213,0,3703415257,212,5.4,3703415255,141,52.3,3703415249,3,,3703415253,140,71.0,,,,aoucm7e5muqfucbv1g4e8hh49,P. Vroegh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560883,8,44,1,0,20,ed5nwjz5za3oyi20nxzgqivmx,1,73.7,57.2,2022-08-13T17:59:43.560Z,2022-08-16T10:43:33Z,3703415291,56,Center,3703415293,286,,3703415341,233,7,,,,,,,,,,,,,,,,7797kpi7lkhc9dasfxuv9h7f9,L. Daneels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560845,7,44,1,0,20,3t0vjqtxc8wpjzv82i3oi2ova,0,26.3,42.8,2022-08-13T17:59:43.561Z,2022-08-15T10:13:10Z,3703415079,285,,3703415077,56,Back,3703415349,233,8,,,,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445560887,9,61,1,0,20,ed5nwjz5za3oyi20nxzgqivmx,1,71,52.3,2022-08-13T17:59:43.692Z,2022-08-16T10:43:33Z,3703415301,56,Center,3709317179,21,,3709317181,178,,,,,,,,,,,,,,,,,7797kpi7lkhc9dasfxuv9h7f9,L. Daneels,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446877421,817,67,1,0,22,ed5nwjz5za3oyi20nxzgqivmx,1,72.7,56.7,2022-08-13T17:59:45.112Z,2022-08-16T10:43:33Z,3710575965,233,885,,,,,,,,,,,,,,,,,,,,,,aoucm7e5muqfucbv1g4e8hh49,P. Vroegh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446877419,885,67,1,0,22,3t0vjqtxc8wpjzv82i3oi2ova,0,27.3,43.3,2022-08-13T17:59:45.113Z,2022-08-16T06:47:05Z,3710575981,233,817,,,,,,,,,,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
