id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value
2506921733,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-02-12T12:13:57.144Z,2023-02-12T14:33:32Z,4028001005,130,2,4028001001,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028001011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028001009,194,1tj9gmnm02s8f12zwzvuwnoph,4028258731,197,482,4028000999,30,"bpvq84v7wwz759mgykvsy3pat, etzj9ltadjsvkmahib7hor90q, 9hybzhhut4ac2xinqk7kzzpwp, 7jtag81mvpom3bfgezx8txbdh, 9sid8vt0mz1ypq4pn8vj6pas5, 1tj9gmnm02s8f12zwzvuwnoph, 4pe4ugftevr8859yin36nyll, 7m3uhmmzizwmpk64dw750pn11, 60fbyywnjiz6l8n7gmi2mjld5, dc4n5ylytswddlvd82snkb90q, 8wb6zb0imo0295asm428cur55, axgbibg0wdlir6tsrru6rpwph, 34258m1cvslz8r6d17nv4b90q, aqjwz3wm0it916o2vb5tz9vxl, 4e7x4ulb3mcxgnue8c9exvazu, aie09n600h7ozeg6zl6anithx, 4swz47sf9k2qu5v001pnjz816, a40zl71xh862o3qqxy89mp8q2, 24daij2a9hj0luq5eaxeejzvu, ejv587h08dn1hgxhfgib3reqy, 73k8ok0kpb9xb6yhpmfhzir55, 3o6woe2uh6754hw803v86l1t6",4028001003,59,"1, 27, 13, 33, 25, 5, 24, 26, 19, 17, 7, 3, 6, 8, 9, 10, 15, 16, 20, 22, 23, 34",4028001007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506924135,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-02-12T12:18:18.928Z,2023-02-12T13:31:32Z,4028014753,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028014749,59,"22, 2, 5, 10, 4, 33, 11, 20, 29, 8, 26, 6, 7, 9, 14, 15, 21, 24, 25, 28, 30, 48, 49",4028014757,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028014745,30,"11ceernyer8po8soj8dmygatx, e6xexn53yyoxmdt5naduyx8bu, 4fcjml5xkrwp4jykruzrzub1m, djbw3afgcgkbq22soig0xsjfu, 4yyekuopwb7otz18rqfgwjht5, 1vyh50nfaq2kq5pmivpkc1psl, dy8wa8cciiae72q2ynm80rlcl, 672cwl9zj2d6lce6jda350vvu, aboxil79ulfa73pckzsdnwp62, e5xuwwa4qs6zxjd7y52tslih, a89554tzfy4nfxrycpr2z0xjp, bnar4f48vnx4oaz2lzch48es5, a8cgbwioykhqztfjgztfn7dud, 4j5hfebi948ggjwexpndrub1m, e0cy0gwf04lohf0xjef0af8fe, dux0skggr99ydjz3kn58p3wmh, 909y6bbt3ht52rsu560ua5gid, 7d8qc47gy4mb9mo67e1ic448a, 1qjf9el1a3ct17cb9epxz8xgq, 2fbolmn7pyvn5oto4zoeqguwa, 5vsr5aylntbln91iqj7vh5duy, cec6shf8ln2n1dibq00ez84yc, 961rxtkdbimo36qyjsjuwmj56",4028263819,197,16833,4028014747,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028014751,130,8,4028014755,194,djbw3afgcgkbq22soig0xsjfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976847,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-02-12T13:31:38.824Z,2023-02-14T13:32:35Z,4028265203,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976851,4,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-02-12T13:31:38.824Z,2023-02-12T13:31:41Z,4028265217,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976861,5,1,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,50,49.9,2023-02-12T13:31:38.868Z,2023-02-14T21:12:33Z,4032790851,178,,4028265257,141,51.5,4028265261,213,0.6,4028265253,56,Center,4028265255,140,51.6,4028265259,212,2.0,4028265263,279,S,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976905,6,1,1,0,2,20vymiy7bo8wkyxai3ew494fz,1,56.3,40.7,2023-02-12T13:31:41.219Z,2023-02-14T21:12:41Z,4028265439,213,5.1,4028265431,56,Right,4028265435,141,4.9,4028265437,212,26.3,4028265433,140,65.7,4032792235,178,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976947,7,1,1,0,4,20vymiy7bo8wkyxai3ew494fz,1,64.4,3.2,2023-02-12T13:31:43.822Z,2023-02-14T21:12:48Z,4028265643,212,16.0,4028265639,140,49.2,4028265641,141,5.5,4032792845,178,,4028265645,213,3.0,4028265637,56,Back,,,,,,,dy8wa8cciiae72q2ynm80rlcl,J. Dilrosun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976975,8,1,1,0,6,20vymiy7bo8wkyxai3ew494fz,1,47.7,5.9,2023-02-12T13:31:45.559Z,2023-02-14T21:12:53Z,4032793463,178,,4028265767,212,25.2,4028265763,140,29.2,4028265761,56,Back,4028265769,213,2.5,4028265765,141,29.5,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977027,9,1,1,0,11,20vymiy7bo8wkyxai3ew494fz,1,31.6,42.5,2023-02-12T13:31:50.293Z,2023-02-14T21:13:00Z,4028266093,212,15.0,4028266085,56,Back,4028266089,140,31.7,4028266091,141,64.5,4032794251,178,,4028266095,213,1.6,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977055,10,1,1,0,14,20vymiy7bo8wkyxai3ew494fz,1,34.8,62.1,2023-02-12T13:31:53.305Z,2023-02-14T21:13:03Z,4028266245,140,34.3,4032794607,178,,4028266249,212,11.7,4028266251,213,4.7,4028266243,56,Back,4028266247,141,44.9,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977087,11,1,1,0,17,20vymiy7bo8wkyxai3ew494fz,1,35,45.2,2023-02-12T13:31:56.227Z,2023-02-14T21:13:08Z,4028266455,141,69.1,4028266451,56,Back,4028266459,213,1.2,4032794991,178,,4028266453,140,40.2,4028266457,212,17.1,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977103,12,1,1,0,19,20vymiy7bo8wkyxai3ew494fz,1,42.5,69.9,2023-02-12T13:31:58.522Z,2023-02-14T21:13:19Z,4028266537,212,7.2,4028266533,140,49.3,4032795805,178,,4028266535,141,69.1,4028266539,213,6.2,4028266531,56,Back,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977111,13,1,1,0,20,20vymiy7bo8wkyxai3ew494fz,1,48.5,69.4,2023-02-12T13:31:59.064Z,2023-02-14T21:13:26Z,4028266581,141,54.3,4032796385,178,,4028266589,213,3.8,4028266585,212,16.8,4028266573,56,Back,4028266577,140,35.8,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977161,14,1,1,0,22,20vymiy7bo8wkyxai3ew494fz,1,33.7,47.9,2023-02-12T13:32:01.218Z,2023-02-14T21:13:29Z,4028266851,213,5.0,4028266847,141,23.7,4028266843,56,Back,4032796797,178,,4028266845,140,37.8,4028266849,212,17.0,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506977181,15,1,1,0,24,20vymiy7bo8wkyxai3ew494fz,1,37.6,24.9,2023-02-12T13:32:03.583Z,2023-02-14T21:13:36Z,4028266925,212,16.4,4028266921,140,32.6,4028266927,213,1.9,4028266923,141,47.8,4028266919,56,Back,4032797407,178,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
