id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/13/value,qualifier/15/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2504035315,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-02-04T18:17:37.923Z,2023-02-04T19:09:30Z,4012854153,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012982563,197,2846,4012854151,130,10,4012854155,194,ew4kbwq27lxqocg0920amphw5,4012854145,30,"627nw9ji9qfss33q8ce8042c5, 2gonj4ylypwritcayysoqj3hm, 57wfg8j12hfw3aisrnwtpgmvp, ew4kbwq27lxqocg0920amphw5, 9fkdgor4mv7f8eqz65ugnnydx, ait187bpr8we72jvfxxt6ttjp, 7myeigeuggkj5ymjw6znedkut, 6ciggfx8p0zkak8qxe1p7yzth, 1i3tivo0q0tbzui8egvdlhg45, e605oixdrqumxkqm0y1bijbvt, 49x98sk3wf7sjshrlou5vnvje, 3kt58x082lj8650en2mt60xqt, 4l8n194otkmyc3op4u111l5n9, 4iurx3g3hajlatv5gcxsqwm7e, ekltvbrx114dg6b2wj3lpwy96, 2pjxqgyqgvalmyu8cnu5fst90, cqrk42u0s5w8yuq6mnckug02y, eytcfp4cu6qkar65kf0p5rm96, 6rxmwjizhefv4gntkhtpxtasp, 50g2q36tyn8y5ws17filqpasp, 55e0z1vhb48go6y2io7h80aqy",4012854157,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012854149,59,"32, 34, 18, 4, 5, 17, 23, 2, 10, 11, 8, 1, 13, 14, 16, 19, 20, 24, 27, 29, 77",4012854147,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504036749,1,34,16,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-02-04T18:20:14.618Z,2023-02-05T11:21:08Z,4012861751,59,"16, 2, 32, 19, 3, 6, 42, 20, 14, 21, 17, 15, 9, 10, 13, 22, 24, 26, 27, 29, 33, 35, 53",4012961895,197,542,4012861753,130,8,4012861759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012861747,30,"84yhv0iilunn0vllz1r5fe7l5, d3qx3gwypipcl2azrj9ing9ud, 5gyjq8tsjxk396qt4hqlwn3dh, 1hyepaipbp5bzpm01mtlk9785, cgsmk5437f466uoqvol7devze, 2ez3q7gik3lm5kp1cunfol52h, czh4r9efdbw4fvdux0enl127e, d8cxurdt9g5gezqlfwae7ooru, 9bzwr8qhl6547tjrsjsity4x6, 4idru0svqcqjpi03b4jhqyd3p, dvof4p3jx1gi6i9uelbmudl62, 98fjpfhrww2qdifsi8viybaol, b2uznyb9b8fxsy57450mbmwru, 4212luiyivgvje1vm1ojieicq, eqjelc731e1xrp95bpysx0pka, 4snaidw6iaeo0k20gjfm35nft, e84kqxlu2bzgcpu0x0cj3z8id, dotvgi9g50m2axfw4isamd1ck, 1txv3b9y7h3du9d5bbblg0vai, cb8pu5lenbczaooavhaxnzp3p, 3hhca66jtxt3c1iw10nfmhtnu, cynuwabb849am6ml1b70yr55h, 45vh3c99keqayr9hj0r6x0ei2",4012861749,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4012861757,194,4idru0svqcqjpi03b4jhqyd3p,4012861755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059795,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-02-04T19:01:30.284Z,2023-02-06T17:10:10Z,4012987003,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059823,2,32,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-02-04T19:01:30.284Z,2023-02-04T19:01:32Z,4012987141,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504060423,16,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,50.1,50.1,2023-02-04T19:01:30.386Z,2023-02-06T22:38:53Z,4012990261,141,48.8,4012990259,140,47.7,4012990263,212,2.7,4012990257,56,Back,4012990479,279,S,4012990265,213,3.5,4018063243,178,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059843,3,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,47.3,49.1,2023-02-04T19:01:31.163Z,2023-02-06T22:39:09Z,4012987253,213,3.4,4012987251,212,22.6,4018063447,178,,4012987249,141,41.9,4012987247,140,26.3,4012987245,56,Back,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059875,4,1,1,0,4,6hsriqr3ybvyg94w2k19oal50,0,26.3,43,2023-02-04T19:01:34.289Z,2023-02-06T22:39:14Z,4012987421,1,,4012987417,212,42.7,4012987419,213,0.4,4012987415,141,67.2,4018063541,178,,4012987413,140,63.8,4012987409,155,,4012987411,56,Center,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059893,3,1,1,0,7,3t0vjqtxc8wpjzv82i3oi2ova,0,33.6,35.5,2023-02-04T19:01:37.316Z,2023-02-06T22:39:50Z,4012987517,3,,4012987519,56,Back,4012987523,141,44.5,4012987521,140,49.0,4012987525,212,17.3,4018063859,388,,4012987527,213,0.4,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059909,5,1,1,0,9,6hsriqr3ybvyg94w2k19oal50,1,49.3,54.4,2023-02-04T19:01:39.651Z,2023-02-06T22:39:55Z,4018063941,388,,4012987595,3,,4012987599,56,Center,4012987603,140,54.7,4012987605,141,61.0,4012987609,213,0.7,4012987607,212,7.2,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059929,6,1,1,0,10,6hsriqr3ybvyg94w2k19oal50,0,54.1,62.5,2023-02-04T19:01:40.395Z,2023-02-06T22:39:58Z,4012987707,141,61.8,4012987709,212,8.4,4012987705,140,62.1,4012987711,213,6.2,4018063971,178,,4012987703,56,Center,,,,,,,1hyepaipbp5bzpm01mtlk9785,D. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504059931,4,49,1,0,10,3t0vjqtxc8wpjzv82i3oi2ova,1,40.3,35.6,2023-02-04T19:01:41.049Z,2023-02-06T22:40:01Z,,,,,,,,,,,,,,,,,,,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
