id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/15/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2522259125,1,34,16,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-03-19T10:23:12.697Z,2023-03-20T10:03:44Z,4109121431,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109224449,197,477,4109121423,30,"dxcsuw39xzusjsj5e1jw53y6t, 9zcr9l3mfbbstmesdlx298vhm, b2a5syitl1nb5ky04j7pdq09h, ebrua3sixxfvycsty8z956ga1, 9wwud2tglhtdocmjgl2u5ib6c, a87w6l9zsbahdi4knm1347zs9, alxccjq2y6il5yjw108a0axnt, 4t85yj2ijymrz5vf457jcihre, emglxnqrlqskt8krglv7sziwa, 8zmxsixeoe1gmas31bzss7ljp, ar7ybu7dordgt2yfx5inux62, 7j5xa2ti4qnvoh74h5twyi6s5, brqptr56zeku3bgqbixje0hxx, e5kpw4k4tyss5ch8ehfi7nk5x, 6gj1r8dnoy17pemp9xtng6sbt, 3nto7ft0b2a47lqd7ethkkrxm, dk56pv43y8zo39ft9xtwyapnu, 44t0ew97eyl8ww00sgusx00a2, am0ea3bvmnin4gco2ndny2noq, 8utfqkk9niq1xvdhsw0f4awut, 29fr98or3mqippn84z3p9ihhw, ei9h1loyggj8fnf1q4jfdm710",4109121425,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109121429,130,4,4109121437,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109121435,194,dxcsuw39xzusjsj5e1jw53y6t,4109121427,59,"20, 12, 15, 6, 42, 29, 8, 7, 9, 28, 18, 1, 2, 4, 19, 21, 25, 31, 34, 37, 40, 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522260025,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-03-19T10:26:02.517Z,2023-03-19T11:24:23Z,4109126077,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109126071,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109224395,197,18156,4109126073,59,"1, 27, 7, 26, 6, 5, 24, 33, 17, 11, 20, 3, 8, 9, 10, 13, 15, 19, 22, 23, 29, 35",4109126081,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109126079,194,1tj9gmnm02s8f12zwzvuwnoph,4109126067,30,"bpvq84v7wwz759mgykvsy3pat, etzj9ltadjsvkmahib7hor90q, 8wb6zb0imo0295asm428cur55, 7m3uhmmzizwmpk64dw750pn11, 34258m1cvslz8r6d17nv4b90q, 1tj9gmnm02s8f12zwzvuwnoph, 4pe4ugftevr8859yin36nyll, 7jtag81mvpom3bfgezx8txbdh, dc4n5ylytswddlvd82snkb90q, e4nlf2a8hs9xju5jgxszkyytx, 24daij2a9hj0luq5eaxeejzvu, axgbibg0wdlir6tsrru6rpwph, aqjwz3wm0it916o2vb5tz9vxl, 4e7x4ulb3mcxgnue8c9exvazu, aie09n600h7ozeg6zl6anithx, 9hybzhhut4ac2xinqk7kzzpwp, 4swz47sf9k2qu5v001pnjz816, 60fbyywnjiz6l8n7gmi2mjld5, ejv587h08dn1hgxhfgib3reqy, 73k8ok0kpb9xb6yhpmfhzir55, 3hpv677ua2y88yx55iujzqpgq, 42pj1tuow7z0pmaasm31984k4",4109126075,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522280447,2,32,1,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-03-19T11:17:18.876Z,2023-03-22T11:00:13Z,4109227345,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522280445,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-03-19T11:17:18.876Z,2023-03-19T11:17:19Z,4109227343,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522280469,3,1,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,50,50,2023-03-19T11:17:18.958Z,2023-03-22T03:57:15Z,4109227467,213,3.6,4115016793,178,,4109227469,279,S,4109227465,212,25.1,4109227459,56,Back,4109227461,140,29.0,4109227463,141,32.5,,,,4pe4ugftevr8859yin36nyll,C. Nunnely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522280485,4,1,1,0,3,4vd2t5schmvvufrfib7f2vjdf,0,30.6,32.1,2023-03-19T11:17:21.929Z,2023-03-22T03:57:20Z,4109227567,1,,4115016801,178,,4109227565,213,0.6,4109227559,140,72.7,4109227561,141,72.3,4109227555,155,,4109227563,212,52.0,4109227557,56,Center,34258m1cvslz8r6d17nv4b90q,S. van Ottele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522280509,3,1,1,0,5,cos9hxi16eitbcbthof7zrm4m,1,25.2,20.2,2023-03-19T11:17:24.809Z,2023-03-22T03:57:38Z,4109227695,56,Back,4109227699,141,11.0,4109227697,140,33.5,4109227703,213,5.7,4115016875,388,,4109227701,212,10.7,4109227693,3,,,,,9wwud2tglhtdocmjgl2u5ib6c,T. Blokzijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522280511,4,1,1,0,8,cos9hxi16eitbcbthof7zrm4m,0,33.2,11,2023-03-19T11:17:26.966Z,2023-03-22T03:58:12Z,4109227713,140,40.3,4109227707,3,,4109227711,56,Back,4109227709,168,,4109227717,212,7.5,4109227715,141,11.3,4115017029,178,,4109227719,213,0.0,alxccjq2y6il5yjw108a0axnt,J. Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522280579,5,1,1,0,9,4vd2t5schmvvufrfib7f2vjdf,1,58.6,86.2,2023-03-19T11:17:28.780Z,2023-03-22T03:58:21Z,4115017073,178,,4109228053,140,68.7,4109228057,212,12.0,4109228049,3,,4109228051,56,Left,4109228055,141,94.4,4109228059,213,0.5,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522280595,6,1,1,0,16,4vd2t5schmvvufrfib7f2vjdf,1,72.6,93.3,2023-03-19T11:17:35.737Z,2023-03-22T03:58:25Z,4109228141,212,3.0,4115017089,178,,4109228143,213,0,4109228139,141,93.3,4109228135,56,Left,4109228137,140,75.5,,,,,,,24daij2a9hj0luq5eaxeejzvu,O. Sahraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
