id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/9/value,qualifier/10/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2461964227,1,34,16,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-09-18T13:48:29.117Z,2022-09-18T14:42:06Z,3790637881,194,6m2pk6odyb3atayt6u8cifahh,3790637883,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790637877,130,8,3790637879,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790637871,30,"7w5ivtmbqzi4hfte330r1a505, 6sg2ot7z9kfyrlgjkmpqvejqi, 3kx4mltrob4yta5g6kr2u8ic5, 35qg0rrwtl00pycx468s62m3u, aqlakf0mo95rlktf6xdbaegh5, 4jqgl7x5ewke1u0sy2cbkqfhl, 6m2pk6odyb3atayt6u8cifahh, bp3apdb2ahzacq45k4mzj5jhl, p7vw4thx5wzo49h6hfabcq5m, 7joybllup4h9oe6zfhcepjy6t, 6hrp4zuxh40i3tccmk5s0j5xx, a91pmdnyzx1i7vx3l19hj4jx1, dafbvyorudvujxw7zswicykmh, baakmd4ndnulbl9npvmq90mvp, 9c2i7ddl2uh7kuhwq62klkyui, 8ty68f4i1lwjdktycd2oy5a6t, 1asrguqxyo7rmoyamggwd9oq2, ddfwtazsntda1pah2l454py3t, 6w6ewzxircqxk6dsrs1rvc8ru, 47l204bkq2qqjhtazusr0019m, 2zkaf848fjcdhuii8783pkm7e, b8ixf31bdyfqqcwoy4ulai73e, eo74fl3ctgkwbpsa099rkv6xh",3790962175,197,16373,3790637875,59,"22, 15, 17, 8, 2, 3, 10, 4, 20, 23, 7, 1, 5, 6, 9, 11, 13, 16, 18, 25, 26, 28, 29",3790637873,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461967965,1,34,16,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-09-18T13:52:29.383Z,2022-09-18T15:25:47Z,3790656939,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790656937,194,byirjks50zw1eefkcy8p4hd5h,3790656931,59,"12, 3, 5, 8, 31, 4, 6, 10, 7, 2, 34, 1, 13, 14, 17, 19, 22, 23, 25, 27, 28, 32, 39",3790656935,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790656927,30,"2p6h6ivyzp1fzsayw7r2xn2dx, ayqy2vql1oumokqly9ahfrnx1, a2zavv31d2aadyddk0kjttdgq, 7jgtmmk4b2bgn0syidj6ve7kl, 42cg746sa90jla5x4islj9pwq, byirjks50zw1eefkcy8p4hd5h, 2w7xspkzg7b9ghl20me202ove, 8ymqihdfqc7esda7y407lebx1, 1t7nph4960rjzu7rgi47sf8ix, ad2qplv0aa66l11ipq6yh0hd5, 3uq3lrjyj4mnvq6162b0jyhnt, f3h1bxnw3fq8m10ck132bic4p, b7owk879trwk2tu8ud574xq3u, 3dx91sb6ktg8z1xmoti25kru, 51f3vubki4or5vaft5tromn3e, 1hmy5uxiyr8g915tngl9l8twq, 6zzcoo9k4ebqtlux49rbb5fro, 4cegvsj3s6t0o1l5xap6jypuy, 74c15mfi1h4zrry5fo2q94ul1, 86vxgtv8m65pypbngqan36y21, d29ahwtvs7ls75wdtkf7xr8tm, 9v7zwguzazofzafwg3qevdo4q, 19wuvqpmewphgvsfzi4yjl756",3790656933,130,4,3790962213,197,460,3790656929,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462030899,2,32,1,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-09-18T14:46:51.070Z,2022-09-20T21:08:38Z,3790994739,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462030837,2,32,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-09-18T14:46:51.070Z,2022-09-18T14:46:51Z,3790994393,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462030907,3,1,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,50.2,50,2022-09-18T14:46:51.097Z,2022-09-21T05:28:02Z,3790994789,140,32.3,3795896345,178,,3790994787,56,Back,3790994797,212,18.8,3790994809,279,S,3790994793,141,51.6,3790994803,213,3.1,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462030999,4,1,1,0,2,d0zdg647gvgc95xdtk1vpbkys,1,31.6,54.8,2022-09-18T14:46:53.731Z,2022-09-21T05:28:19Z,3790995321,213,1.6,3790995315,140,32.0,3790995313,56,Back,3790995319,212,23.9,3795896609,178,,3790995317,141,90.0,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462031031,5,1,1,0,5,d0zdg647gvgc95xdtk1vpbkys,1,32.4,91.4,2022-09-18T14:46:56.329Z,2022-09-21T05:28:28Z,3795896705,178,,3790995475,140,48.6,3790995473,56,Back,3790995477,141,95.7,3790995479,212,17.3,3790995481,213,0.2,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462031069,6,1,1,0,7,d0zdg647gvgc95xdtk1vpbkys,1,47.3,95.4,2022-09-18T14:46:58.640Z,2022-09-21T05:28:47Z,3790995685,213,3.2,3795896955,178,,3790995679,141,94.1,3790995681,212,17.2,3790995673,56,Back,3790995675,140,30.9,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462031131,7,1,1,0,9,d0zdg647gvgc95xdtk1vpbkys,1,30.9,94.1,2022-09-18T14:47:00.288Z,2022-09-21T05:28:56Z,3790996031,140,26.1,3790996029,56,Back,3790996035,212,16.8,3790996033,141,70.5,3795897047,178,,3790996037,213,4.4,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462031205,8,1,1,0,12,d0zdg647gvgc95xdtk1vpbkys,1,25,71,2022-09-18T14:47:03.480Z,2022-09-21T05:29:03Z,3790996407,56,Back,3790996419,212,24.0,3790996421,213,3.9,3790996411,140,9.0,3790996415,141,45.7,3795897139,178,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462031283,9,1,1,0,16,d0zdg647gvgc95xdtk1vpbkys,1,13.2,30.4,2022-09-18T14:47:07.728Z,2022-09-21T05:29:09Z,3790996841,141,18.5,3790996857,1,,3795897201,178,,3790996833,140,62.7,3790996829,155,,3790996853,213,6.1,3790996849,212,52.6,3790996831,56,Right,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462031331,11,43,1,0,19,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-09-18T14:47:10.419Z,2022-09-18T14:47:23Z,3790997115,213,0.3,3790997947,144,1,3790997107,141,35.5,3790997099,56,Center,3790997111,212,17.6,3790997103,140,72.7,,,,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462031297,10,1,1,0,19,d0zdg647gvgc95xdtk1vpbkys,0,62.7,18.5,2022-09-18T14:47:10.632Z,2022-09-21T05:29:18Z,3790996909,56,Center,3790996917,213,2.4,3790996911,140,56.8,3795897437,178,,3790996941,156,,3790996915,212,8.7,3790996913,141,27.4,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462031311,3,49,1,0,21,3kfktv64h7kg7zryax1wktr5r,1,34.3,51,2022-09-18T14:47:12.230Z,2022-09-21T11:29:27Z,,,,,,,,,,,,,,,,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462967155,1047,67,1,0,21,3kfktv64h7kg7zryax1wktr5r,1,44.5,64.6,2022-09-18T14:47:12.270Z,2022-09-21T11:52:27Z,3796045089,233,1297,,,,,,,,,,,,,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
