id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2530900001,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-04-09T09:08:03.390Z,2023-04-09T09:57:08Z,4175730111,194,lduqoe45t2fnbn9s9rbvlnf9,4175730113,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175730101,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, dc119ejc7lls2rd3ywigl2smi, dc2wi76ipwc5qbq4eggqd1hp1, lduqoe45t2fnbn9s9rbvlnf9, ahwtdhrerarmljk9bh0tcpk6i, ad9kukqx4xulbvelacgwgqvah, 36veg0wk1z3om89daf0clbl5h, c1yctqdku2vzho2azsgcy5dcl, 3c4l2e3gzgpqrc2ygkbmp0jpx, 5whhr8oy7lf0z9s7yb8ygkset, 5m8pflpgynidzk7d9507oujje, 2teefpvijsbzag4yi7fm1pyol, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, c7n2b2gq381k0o0jizqueii5m, 5g0q7azk54eryl8vcgyb2oj4l, 3940jh5ermawu3vbzbei6546i, bner5siqnwn1fqusfrgujt0fe",4175730103,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4175730105,59,"1, 20, 5, 8, 4, 3, 14, 18, 9, 7, 10, 6, 11, 12, 16, 17, 21, 22, 26, 38",4175730107,130,4,4175730109,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175832341,197,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530900457,1,34,16,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-04-09T09:09:31.313Z,2023-04-09T10:12:29Z,4175733469,194,3u2783a9ukglf8yg3dere8wve,4175733467,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175869693,197,12539,4175733471,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175733465,130,4,4175733461,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4175733463,59,"12, 5, 16, 6, 15, 33, 21, 19, 9, 14, 10, 1, 3, 4, 8, 17, 24, 25, 27, 28, 30, 31, 38",4175733459,30,"ail0unvzd0b9ur7j0l8hk0y51, tv8e6nxc7jl8wbzf6ojd6dw5, 3u2783a9ukglf8yg3dere8wve, 8o13oyr0lqkr5sw7j9ekdan6x, 8ylvnl689iweg2r9d0ioj771m, blzp9qbpturqntnisbkg0ddlg, 7pz3qz589b7v3pkb9h0hv73l5, 4qyx713hq3c6d5lwdfp98jd1x, lfp411vh3vtjbvd6xra4jpp1, ae7ij4u0xy9iru6qvdw2i9fu2, 426st78oi43eortpbfkuxw72t, 7rvlba00jv66w7wtdmk178a95, 4736oz9r0evpmkd3qumivl239, 7r2ifipuieqiar5n00o2j5uj9, 9wgpudcet9m8doz9ezbjxzkrt, aifho67q5citg1vdjyts477bp, ca5n8516u8m6c41u61bbjjbop, 9gsuha7f2ldpqo091yrlykvyt, eyx1wga1fue6lb5a0ak5f32i2, afsin57n25r53ifmqyfmbzqol, e1wk520xrgbtriixo4kj3pnje, 4j7f43re79hlmomwga3isqbu2, bw10e3zz1g0e4gomq2saqcb9w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928257,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-04-09T10:16:58.700Z,2023-04-10T08:25:35Z,4175882145,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928247,2,32,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-04-09T10:16:58.700Z,2023-04-09T10:16:58Z,4175882095,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928297,3,1,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,50.2,49.9,2023-04-09T10:16:58.800Z,2023-04-09T10:17:03Z,4175882325,140,31.4,4175882329,141,44.2,4175882341,279,S,4175882337,213,3.3,4175882319,56,Back,4175882333,212,20.1,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928335,4,1,1,0,4,ears40cp6opsgvhsy0dgyszpd,1,31,45.5,2023-04-09T10:17:03.279Z,2023-04-09T10:17:06Z,4175882569,213,1.1,4175882567,212,11.5,4175882565,141,60.8,4175882563,140,35.6,4175882561,56,Back,,,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928355,5,1,1,0,8,ears40cp6opsgvhsy0dgyszpd,1,43.8,70.9,2023-04-09T10:17:06.863Z,2023-04-09T10:17:08Z,4175882657,212,16.2,4175882659,213,6.0,4175882651,56,Center,4175882653,140,58.8,4175882655,141,65.1,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928401,6,1,1,0,10,ears40cp6opsgvhsy0dgyszpd,1,58.8,65.1,2023-04-09T10:17:08.735Z,2023-04-09T10:17:14Z,4175882903,213,1.0,4175882901,212,20.7,4175882897,140,69.1,4175882899,141,91.1,4175882893,155,,4175882895,56,Left,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928405,7,61,1,0,12,ears40cp6opsgvhsy0dgyszpd,0,69.1,91.1,2023-04-09T10:17:11.015Z,2023-04-09T11:17:54Z,4175882911,56,Left,,,,,,,,,,,,,,,,,,,,,,4qyx713hq3c6d5lwdfp98jd1x,N. Foor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928399,3,49,1,0,13,4tic29sox7m39fy1ztgv0jsiq,1,26.3,8.6,2023-04-09T10:17:12.446Z,2023-04-09T10:17:12Z,,,,,,,,,,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928411,4,1,1,0,14,4tic29sox7m39fy1ztgv0jsiq,1,26.1,8.8,2023-04-09T10:17:13.003Z,2023-04-09T10:17:15Z,4175882935,141,30.4,4175882941,213,2.2,4175882933,140,16.5,4175882931,56,Back,4175882937,212,17.8,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928429,5,1,1,0,16,4tic29sox7m39fy1ztgv0jsiq,1,15.8,30.4,2023-04-09T10:17:15.132Z,2023-04-09T10:17:17Z,4175883039,213,2.7,4175883037,212,15.0,4175883035,141,40.3,4175883033,140,3.0,4175883031,56,Back,,,,,,,,,,dc2wi76ipwc5qbq4eggqd1hp1,Julio Pleguezuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928465,6,1,1,0,18,4tic29sox7m39fy1ztgv0jsiq,0,3,40.3,2023-04-09T10:17:17.067Z,2023-04-09T10:17:23Z,4175883259,56,Right,4175883271,1,,4175883257,157,,4175883263,141,17.4,4175883261,140,56.0,4175883265,212,57.8,4175883267,213,6.0,,,,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928501,8,1,1,0,25,ears40cp6opsgvhsy0dgyszpd,1,43.7,83,2023-04-09T10:17:24.319Z,2023-04-09T10:17:26Z,4175883429,56,Back,4175883431,140,33.0,4175883433,141,85.4,4175883435,212,11.4,4175883437,213,3.0,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928503,9,49,1,0,28,ears40cp6opsgvhsy0dgyszpd,1,34.6,87.8,2023-04-09T10:17:26.815Z,2023-04-09T10:17:27Z,,,,,,,,,,,,,,,,,,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928509,10,1,1,0,28,ears40cp6opsgvhsy0dgyszpd,0,34.6,88.4,2023-04-09T10:17:27.103Z,2023-04-09T10:17:27Z,4175883465,141,100.0,4175883463,140,46.5,4175883461,56,Back,4175883469,213,0.6,4175883467,212,15.5,,,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928605,7,5,1,0,29,4tic29sox7m39fy1ztgv0jsiq,1,54,-1.6,2023-04-09T10:17:27.777Z,2023-04-09T12:20:29Z,4175883951,347,,4175883971,233,11,4175883949,56,Right,,,,,,,,,,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928513,11,5,1,0,29,ears40cp6opsgvhsy0dgyszpd,0,46,101.6,2023-04-09T10:17:27.777Z,2023-04-09T11:03:25Z,4175883985,233,7,4175883483,56,Back,4175883485,347,,,,,,,,,,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530928649,8,1,1,0,40,4tic29sox7m39fy1ztgv0jsiq,0,52.9,0,2023-04-09T10:17:38.803Z,2023-04-09T11:17:02Z,4175884221,213,0.3,4175884215,140,63.9,4175884211,107,,4175884213,56,Right,4175884219,212,12.2,4176054653,189,,4175884217,141,4.1,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
