id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,assist,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/17/value
2476074979,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-23T09:13:39.034Z,2022-10-23T10:12:36Z,3865666327,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3865666329,59,"1, 2, 24, 33, 4, 34, 5, 8, 9, 10, 22, 6, 7, 11, 14, 17, 18, 29",3865666335,194,934ldgpefo90za10cq49k0o6i,3865741803,197,1517,3865666331,130,4,3865666325,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, cvw6enlkjfnrtysck783raf6y, f07qmqesi1rpw7eapoz9rb0gk, 934ldgpefo90za10cq49k0o6i, 8znaym62oghri26gdn8o6fz84, 1wf757j0e3v3bdpbc9z2tav3d, a46irqckxabod18j2c0qfixre, 5zwa237gtyf2mlrmo7tlkqnoq, 36q7nfs7t68aeg3z54rnr31pm, 51tih9z7sxlb4vj3j7tm1ewgl, 9aj2e1c30c8i3h6iff0k4dmac, bhkrpr3gxc5xx0b0dinla5muh, 4w7a5n358oifbqkyftop0rtka, 6jhavdnaitqn6ydme8a526aui, 2r0rasrm8fxczvujua8a8r1m1, 89dofd1p8ftdgy1u8jlyi58lx, 7y0acvcg9km8dz51t5ndy23md",3865666337,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865666333,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476076061,1,34,16,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-10-23T09:16:30.183Z,2022-10-23T09:55:35Z,3865671499,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865671497,130,4,3865671505,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865671493,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3865671501,194,7jgtmmk4b2bgn0syidj6ve7kl,3865671495,59,"12, 3, 5, 10, 31, 22, 6, 8, 7, 11, 19, 1, 2, 13, 14, 17, 23, 25, 28, 32, 34",3865671503,197,464,3865671491,30,"2p6h6ivyzp1fzsayw7r2xn2dx, ayqy2vql1oumokqly9ahfrnx1, a2zavv31d2aadyddk0kjttdgq, 8ymqihdfqc7esda7y407lebx1, 42cg746sa90jla5x4islj9pwq, 6zzcoo9k4ebqtlux49rbb5fro, 2w7xspkzg7b9ghl20me202ove, 7jgtmmk4b2bgn0syidj6ve7kl, 1t7nph4960rjzu7rgi47sf8ix, 33yauarx84sam5u05vgyqxfxl, 1hmy5uxiyr8g915tngl9l8twq, f3h1bxnw3fq8m10ck132bic4p, ad2qplv0aa66l11ipq6yh0hd5, b7owk879trwk2tu8ud574xq3u, 3dx91sb6ktg8z1xmoti25kru, 51f3vubki4or5vaft5tromn3e, 4cegvsj3s6t0o1l5xap6jypuy, 74c15mfi1h4zrry5fo2q94ul1, d29ahwtvs7ls75wdtkf7xr8tm, 9v7zwguzazofzafwg3qevdo4q, 3uq3lrjyj4mnvq6162b0jyhnt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094025,2,32,1,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-10-23T10:15:36.542Z,2022-10-23T10:15:38Z,3865746241,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094033,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-23T10:15:36.542Z,2022-10-25T21:57:24Z,3865746273,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094043,3,1,1,0,0,3kfktv64h7kg7zryax1wktr5r,1,50,49.7,2022-10-23T10:15:36.554Z,2022-10-26T08:42:13Z,3865746329,141,46.8,3872701301,178,,3865746327,140,28.3,3865746335,279,S,3865746331,212,22.9,3865746325,56,Back,3865746333,213,3.2,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094091,4,1,1,0,2,3kfktv64h7kg7zryax1wktr5r,1,28.3,44.7,2022-10-23T10:15:38.981Z,2022-10-25T22:48:55Z,3865746577,56,Left,3872701527,178,,3865746579,140,71.8,3866919165,157,,3865746585,213,0.6,3865746581,141,86.8,3865746587,1,,3865746583,212,53.9,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094093,5,44,1,0,5,3kfktv64h7kg7zryax1wktr5r,1,71.3,83.8,2022-10-23T10:15:42.227Z,2022-10-26T08:39:45Z,3865770121,233,3,3865746593,286,,3865746591,56,Left,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094081,3,44,1,0,5,dqk062lu0vm8epvytbm6r4mmf,0,28.7,16.2,2022-10-23T10:15:42.228Z,2022-10-25T22:49:37Z,3865746553,56,Back,3865746555,285,,3865770139,233,5,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476119825,497,1,1,0,5,3kfktv64h7kg7zryax1wktr5r,0,68.3,88,2022-10-23T10:15:42.246Z,2022-10-26T08:39:46Z,3872702097,388,,3865870355,212,2.2,3865870347,168,,3865870353,141,91.1,3865870357,213,1.2,3865870345,3,,3865870351,140,69.0,3865870349,56,Left,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476120181,327,61,1,0,5,dqk062lu0vm8epvytbm6r4mmf,1,25.4,15.8,2022-10-23T10:15:42.252Z,2022-10-25T22:49:58Z,3872701979,178,,3865872127,56,Back,,,,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094119,4,1,1,0,7,dqk062lu0vm8epvytbm6r4mmf,1,24.1,16.4,2022-10-23T10:15:44.448Z,2022-10-25T22:50:12Z,3872702345,388,,3865746707,212,22.3,3865746703,141,4.9,3865746699,140,44.0,3865746695,56,Back,3865746691,3,,3865746711,213,5.9,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094981,19,1,1,0,11,dqk062lu0vm8epvytbm6r4mmf,0,44.8,8.5,2022-10-23T10:15:48.076Z,2022-10-25T22:50:15Z,3872702385,388,,3865750859,140,60.0,3865750865,213,6.2,3865750855,3,,3865750861,141,6.4,3865750857,56,Right,3865750863,212,16.0,,,,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094131,6,44,1,0,13,3kfktv64h7kg7zryax1wktr5r,1,32.7,90.8,2022-10-23T10:15:49.997Z,2022-10-26T08:39:46Z,3865746757,56,Back,3865746759,285,,3865751337,233,20,,,,,,,,,,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476095051,20,44,1,0,13,dqk062lu0vm8epvytbm6r4mmf,0,67.3,9.2,2022-10-23T10:15:49.998Z,2022-10-25T22:50:25Z,3865751241,286,,3865751373,233,6,3865751239,56,Right,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094191,5,43,1,0,13,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-23T10:15:50.081Z,2022-10-23T10:18:55Z,3865747061,212,7.0,3865752199,144,1,3865747055,56,Right,3865747053,3,0,3865747063,213,6.1,3865747057,140,51.9,3865747059,141,3.7,,,,36q7nfs7t68aeg3z54rnr31pm,M. Azarkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094135,7,1,1,0,13,3kfktv64h7kg7zryax1wktr5r,0,27.1,88.7,2022-10-23T10:15:50.150Z,2022-10-26T08:42:35Z,3865746775,213,0.2,3865746765,3,,3865746771,141,90.6,3872702541,388,,3865746773,212,7.3,3865746767,56,Back,3865746769,140,33.9,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476095183,25,61,1,0,14,dqk062lu0vm8epvytbm6r4mmf,0,58.1,7,2022-10-23T10:15:51.298Z,2022-10-25T22:50:42Z,3865751895,56,Right,3872702639,178,,,,,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094771,28,4,1,0,15,3kfktv64h7kg7zryax1wktr5r,1,40.6,92.4,2022-10-23T10:15:51.784Z,2022-10-25T22:50:48Z,3865749869,152,,3865756091,233,6,3865749871,286,,3865749865,10,,3865749867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094197,6,4,1,0,15,dqk062lu0vm8epvytbm6r4mmf,0,59.4,7.6,2022-10-23T10:15:51.785Z,2022-10-25T22:50:48Z,3865747077,56,Right,3865756073,285,,3865756227,233,28,3865747079,152,,3872702685,178,,3865752839,10,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476120357,498,1,1,0,21,3kfktv64h7kg7zryax1wktr5r,1,38.6,97.7,2022-10-23T10:15:58.510Z,2022-10-25T22:50:53Z,3865872989,141,93.4,3865872993,213,3.4,3865872991,212,10.3,3865872985,56,Back,3866932699,189,,3865872987,140,29.2,3872702745,178,,3865872983,152,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,3865872981,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476120449,499,1,1,0,23,3kfktv64h7kg7zryax1wktr5r,1,29.6,91.9,2022-10-23T10:16:00.374Z,2022-10-25T22:50:55Z,3865873477,140,29.6,3865873475,56,Back,3865873479,141,56.7,3865873481,212,23.9,3872702767,178,,3865873483,213,4.7,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
