id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/23/id,qualifier/23/qualifierId,qualifier/23/value,qualifier/19/value
2455648077,1,34,16,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-09-04T09:27:52.806Z,2022-09-04T10:14:01Z,3757073773,130,10,3757148649,197,534,3757073771,59,"1, 2, 5, 24, 4, 23, 11, 6, 10, 29, 14, 7, 12, 13, 15, 17, 19, 21, 22, 26, 33, 34, 35",3757073777,194,e8wfxueczkhrj92rytelw5vx1,3757073769,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3757073775,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757073779,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757073767,30,"7wo4627xo1mx5k0vpwhe8hqll, 7a3ik1dbxkirdt58gwvvtyw9, 181us5vol7crxrmejhkqau3t, arahlffwma11d06oqmglwjemt, 8przxwwothu3crflys7ahl4dm, 9787nemt11c372uird332d13p, 93cf9npj6wl6vrxw7hetf6ok5, evexihkozqignope6k57tjgt1, b1o6ctqy1mhjg4iiec8aedat, e8wfxueczkhrj92rytelw5vx1, dbg4ducw8j747foxiexle1iad, a0i7hc92p5ijqi4jqw8krh8x6, cibkxflm2k8if2jg9m5lpxkut, f1u6wna62ri171clx0pig6dbd, efcq9u93u06hx6578ua3buswl, abnezz7yico2636ucafabz4t0, csov8ibh2n0q2w8j72pft9t5h, 8n2xfmdnievwdeg60kobkoyj9, 9lctm8txbd4n87mk61lwa0rf9, w32h1te98uqq53j053qm3pm2, b23be312oxcbusvpjnnriukq2, ddldrej9an43ky123hqwp22ju, 5cvstzkb7l1zxapx0dt4zjkoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455648533,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-09-04T09:29:00.678Z,2022-09-04T10:13:37Z,3757075919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3757147713,197,1517,3757075917,130,8,3757075923,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757075915,59,"1, 2, 28, 21, 16, 4, 10, 5, 29, 8, 14, 17, 18, 22, 6, 19, 24, 33, 34",3757075921,194,934ldgpefo90za10cq49k0o6i,3757075911,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, 11iegkg0xuow3r11hx5t1o1xx, 3ox3ey99addc8m1ee8qrzuuhh, 934ldgpefo90za10cq49k0o6i, 36q7nfs7t68aeg3z54rnr31pm, 1wf757j0e3v3bdpbc9z2tav3d, 7y0acvcg9km8dz51t5ndy23md, a46irqckxabod18j2c0qfixre, 6jhavdnaitqn6ydme8a526aui, 2r0rasrm8fxczvujua8a8r1m1, 89dofd1p8ftdgy1u8jlyi58lx, 51tih9z7sxlb4vj3j7tm1ewgl, 9aj2e1c30c8i3h6iff0k4dmac, 6ghc42l6w6v395vqy5k61drmc, cvw6enlkjfnrtysck783raf6y, f07qmqesi1rpw7eapoz9rb0gk, 8znaym62oghri26gdn8o6fz84",3757075913,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455662309,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-09-04T10:15:50.617Z,2022-09-04T10:15:50Z,3757152837,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455662323,2,32,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2022-09-04T10:15:50.617Z,2022-09-06T11:07:54Z,3757152925,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455662327,3,1,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,49.9,50.1,2022-09-04T10:15:51.458Z,2022-09-07T04:23:52Z,3757152943,56,Back,3757152945,140,32.0,3757152947,141,51.8,3763506061,178,,3757152949,212,18.8,3757152951,213,3.1,3757152953,279,S,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455662333,4,1,1,0,2,dqk062lu0vm8epvytbm6r4mmf,1,30.3,52.8,2022-09-04T10:15:53.595Z,2022-09-07T03:51:24Z,3763506293,178,,3757152987,213,4.7,3757152985,212,11.4,3757152981,140,29.8,3757152979,56,Back,3757152983,141,36.1,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455662339,5,1,1,0,5,dqk062lu0vm8epvytbm6r4mmf,1,28.7,33.1,2022-09-04T10:15:55.986Z,2022-09-07T03:51:29Z,3763506367,178,,3757153029,212,17.5,3757153031,213,5.0,3757153027,141,8.3,3757153025,140,33.0,3757153023,56,Back,,,,,,,3ox3ey99addc8m1ee8qrzuuhh,S. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455662341,6,1,1,0,7,dqk062lu0vm8epvytbm6r4mmf,0,30,4.4,2022-09-04T10:15:58.333Z,2022-09-07T03:51:41Z,3757153041,212,3.6,3757153043,213,5.9,3763506511,178,,3757153039,141,2.6,3757153117,236,,3757153123,286,,3757153035,56,Back,3757153119,233,3,3r6elcuru7no13hrfczmwbmy1,S. Horemans,3757153037,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455662355,3,74,1,0,7,ed5nwjz5za3oyi20nxzgqivmx,1,64.6,97.4,2022-09-04T10:15:58.413Z,2022-09-07T03:51:50Z,3763506589,178,,3757153133,233,6,3757153113,56,Left,3757153115,285,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455662361,4,5,1,0,8,ed5nwjz5za3oyi20nxzgqivmx,0,67.1,101.5,2022-09-04T10:15:58.713Z,2022-09-07T03:51:58Z,3757153395,233,7,3757153163,347,,3757153161,56,Left,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
