id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2509796705,1,34,16,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-02-19T12:33:43.250Z,2023-02-19T13:34:27Z,4043224619,194,1s7vp9ovsa1jo7tu7nisykn9x,4043224611,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043224617,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043224609,30,"9q90ls3k1i2739wd6a20fku6t, 6anvl82jyio52wo87cbxdp4np, 1s7vp9ovsa1jo7tu7nisykn9x, eu6pfkiah7otafyryg6ll7y09, aafz6q5ggn9e6m5hprc71lgph, 8p47d0e54hgl7d86vur1m5nmx, 28o7vv0jud22hmg4h649yozqh, egcs7b6ixb62ep08t7jznf9ih, 1p0xp2onnys7jlru55vfgf1pm, 4rp5snknt88bf4lws5t0o9gph, 3mp92d5s002hi523kl4zmgrft, 2tu58roj0u0vpaqcaz266a415, 6gabdz53gxhyp8dv6x5the4t1, d7ml58kwwpetvnw46qja9ru5m, b427p4czppyjddx3xuuvc2okp, 9wo8twcbs1jnqzdy0c6y8adey, 4ooliltsht8mvelpds3v4bpat, ebqj8v33xv3otev2pycc6xomh, 5nhideyjwp2347ryi1n9wfq50, 1s6yn52hlqtmmz4lerscf457u, deb7ysp5fwiouttlarstuxgyc",4043224613,59,"1, 17, 2, 8, 33, 27, 10, 7, 9, 22, 26, 3, 5, 19, 23, 25, 30, 31, 37, 38, 61",4043224615,130,8,4043435965,197,540,4043224621,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509797735,1,34,16,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-02-19T12:35:07.637Z,2023-02-19T13:32:57Z,4043229683,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043229695,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043229693,194,4drquvq035kmr2smvzph82bx1,4043229691,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043229679,30,"a56woizbe4g6jpl3fg4tlgno5, 2e0o5pwinz3zhg9pqg5vej9ih, 6yush35gfp1sgyyzicye73rp, c6ip6gwp8yvchd1n3dv42go9, 1ph4g125dfsijfjzjpcvpcmlm, 3ojwbw6v83g9b0u2wssnkzzzd, bx6j2y1hnu63lawn3rdoep1m2, d4j19ipiaeuetyij08fofgs15, 4drquvq035kmr2smvzph82bx1, 21k54i5a6d9bi4f6gplgzxiw9, exhxdmdq49xj4dnguq03qnlgq, 62n3xzxpwe2j317q24rh5wjpx, 7snt4uu7f2d0g7utjm2xfis8a, 9uuk73i8obc7ji0dnan352nkl, d5v47kueisvcjjz4f69m83sut, d92v6n4pf20eepvli92lqau39, d9wjrxhmo0dlczkg0fpnf3e1h, 9vf02r3geinhsy732oxyrcacq, 7c8ms7bw3fva4xeubax4ep8et, 5yt3hbvzpaqv8lrjgt4ahb78q, d785q9rpqlyuyswv8f9fx4cno, cla6c6izphee9prb80c15baei",4043229689,130,8,4043416743,197,3036,4043229687,59,"1, 3, 30, 17, 22, 4, 27, 23, 9, 20, 7, 5, 10, 15, 16, 18, 24, 28, 29, 37, 56, 59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841025,2,32,1,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-02-19T13:32:56.426Z,2023-02-21T10:05:49Z,4043429729,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841049,3,32,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-02-19T13:32:56.426Z,2023-02-19T13:32:58Z,4043429825,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841063,3,1,1,0,0,ccpscwdcm65czscrun048ecn5,1,50,50,2023-02-19T13:32:56.494Z,2023-02-21T13:58:03Z,4043429913,279,S,4047633649,178,,4043429905,140,35.1,4043429903,56,Back,4043429911,213,3.3,4043429907,141,47.3,4043429909,212,15.8,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841105,4,1,1,0,3,ccpscwdcm65czscrun048ecn5,0,33.3,46,2023-02-19T13:32:59.915Z,2023-02-21T13:58:05Z,4043430093,212,60.5,4043430085,155,,4043430095,213,0.4,4043430087,56,Left,4047633717,178,,4043430097,1,,4043430089,140,85.5,4043430091,141,83.8,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841123,4,1,1,0,7,24fvcruwqrqvqa3aonf8c3zuy,1,16.1,15.7,2023-02-19T13:33:03.996Z,2023-02-21T13:58:15Z,4043430183,212,7.6,4043430185,213,0.2,4043430175,3,,4047633997,178,,4043430177,56,Back,4043430181,141,17.8,4043430179,140,23.2,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841127,5,49,1,0,8,24fvcruwqrqvqa3aonf8c3zuy,1,23.6,18.4,2023-02-19T13:33:04.874Z,2023-02-21T13:58:21Z,,,,,,,,,,,,,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841145,6,1,1,0,8,24fvcruwqrqvqa3aonf8c3zuy,1,22.9,18,2023-02-19T13:33:04.970Z,2023-02-21T13:58:26Z,4043430295,56,Back,4043430303,213,3.6,4043430299,141,13.1,4043430301,212,7.7,4047634339,178,,4043430297,140,16.3,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841171,7,1,1,0,9,24fvcruwqrqvqa3aonf8c3zuy,0,16.3,13.1,2023-02-19T13:33:05.713Z,2023-02-21T13:58:29Z,4043430449,212,31.0,4043430441,155,,4043430447,141,26.0,4043430445,140,44.6,4047634393,178,,4043430443,56,Back,4043430451,213,0.3,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841189,5,49,1,0,12,ccpscwdcm65czscrun048ecn5,1,60.5,74.1,2023-02-19T13:33:08.449Z,2023-02-21T13:58:38Z,,,,,,,,,,,,,,,,,,,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841233,6,1,1,0,12,ccpscwdcm65czscrun048ecn5,1,60.5,74.1,2023-02-19T13:33:08.479Z,2023-02-21T13:58:35Z,4043430709,141,65.2,4043430707,140,63.3,4043430711,212,6.7,4043430705,56,Center,4043430713,213,5.2,4047634491,178,,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841253,7,1,1,0,14,ccpscwdcm65czscrun048ecn5,1,63.2,64.5,2023-02-19T13:33:10.433Z,2023-02-21T13:58:43Z,4043430835,56,Back,4043430841,212,21.2,4043430843,213,3.2,4043430839,141,63.9,4043430837,140,43.0,4047634737,178,,,,,,,,egcs7b6ixb62ep08t7jznf9ih,V. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841293,8,1,1,0,17,ccpscwdcm65czscrun048ecn5,0,42.4,58.5,2023-02-19T13:33:13.898Z,2023-02-21T13:58:45Z,4043431005,141,60.0,4043431003,140,66.0,4043430999,155,,4043431009,213,0.0,4043431001,56,Center,4043431007,212,24.8,4047634807,178,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841325,8,1,1,0,18,24fvcruwqrqvqa3aonf8c3zuy,1,35.2,38.8,2023-02-19T13:33:15.167Z,2023-02-21T13:58:50Z,4043431151,157,,4043431159,212,21.3,4043431161,213,0.2,4043431157,141,43.5,4043431155,140,55.3,4047634943,178,,4043431153,56,Center,4043431163,1,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841335,9,44,1,0,20,24fvcruwqrqvqa3aonf8c3zuy,1,55.8,44.1,2023-02-19T13:33:17.210Z,2023-02-22T05:46:04Z,4043431209,233,9,4043431201,286,,4043431199,56,Center,,,,,,,,,,,,,,,,4drquvq035kmr2smvzph82bx1,L. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841331,9,44,1,0,20,ccpscwdcm65czscrun048ecn5,0,44.2,55.9,2023-02-19T13:33:17.211Z,2023-02-21T13:58:55Z,4043431185,56,Back,4043431245,233,9,4043431187,285,,,,,,,,,,,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841341,10,1,1,0,20,24fvcruwqrqvqa3aonf8c3zuy,0,55.6,44.3,2023-02-19T13:33:17.271Z,2023-02-22T05:46:04Z,4043431247,3,,4043431255,141,59.2,4043431249,168,,4043431253,140,66.0,4043431261,212,14.9,4047635143,388,,4043431267,213,0.7,4043431251,56,Center,4drquvq035kmr2smvzph82bx1,L. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841391,10,1,1,0,22,ccpscwdcm65czscrun048ecn5,1,34.9,39,2023-02-19T13:33:19.305Z,2023-02-21T13:59:03Z,4043431487,140,45.0,4043431489,141,23.7,4043431491,212,14.9,4047635291,178,,4043431485,56,Back,4043431493,213,5.5,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841393,11,50,1,0,23,ccpscwdcm65czscrun048ecn5,1,44.2,16.9,2023-02-19T13:33:20.276Z,2023-02-21T13:59:09Z,4043431601,233,11,4043431501,56,Back,4043431503,286,,,,,,,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841387,11,7,1,0,24,24fvcruwqrqvqa3aonf8c3zuy,0,55.8,83.1,2023-02-19T13:33:21.070Z,2023-02-21T13:59:13Z,4047635509,178,,4046157567,384,,4043431471,285,,4043431469,56,Left,4043431585,233,11,,,,,,,,,,6yush35gfp1sgyyzicye73rp,P. van Aanholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841487,12,1,1,0,30,ccpscwdcm65czscrun048ecn5,1,15,15.2,2023-02-19T13:33:26.819Z,2023-02-21T13:59:17Z,4043431991,213,2.2,4043431989,212,17.0,4043431987,141,35.7,4043431983,56,Back,4043431985,140,5.8,4047635573,178,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841499,13,1,1,0,32,ccpscwdcm65czscrun048ecn5,0,5.8,35.7,2023-02-19T13:33:29.221Z,2023-02-21T13:59:20Z,4043432019,157,,4043432025,141,44.5,4043432023,140,35.2,4043432027,212,31.4,4047635591,178,,4043432021,56,Back,4043432029,213,0.2,4043432031,1,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510705579,1035,67,1,0,34,24fvcruwqrqvqa3aonf8c3zuy,1,61.9,54.6,2023-02-19T13:33:31.264Z,2023-02-22T05:46:05Z,4048005621,233,840,,,,,,,,,,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510705573,840,67,1,0,34,ccpscwdcm65czscrun048ecn5,0,38.1,45.4,2023-02-19T13:33:31.265Z,2023-02-21T17:54:20Z,4048005661,233,1035,,,,,,,,,,,,,,,,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841503,12,8,1,0,34,24fvcruwqrqvqa3aonf8c3zuy,1,64.7,54.6,2023-02-19T13:33:31.280Z,2023-02-22T05:46:05Z,4043432047,56,Center,4047635603,178,,4046157881,384,,,,,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841573,14,1,1,0,38,ccpscwdcm65czscrun048ecn5,1,26.4,71.8,2023-02-19T13:33:35.368Z,2023-02-21T13:59:25Z,4043432435,141,78.7,4043432433,140,27.9,4043432437,212,4.9,4047635713,178,,4043432439,213,1.2,4043432431,56,Back,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841631,15,1,1,0,39,ccpscwdcm65czscrun048ecn5,0,27.9,78.7,2023-02-19T13:33:36.227Z,2023-02-21T13:59:28Z,4043432735,56,Back,4043432753,213,6.2,4043432741,140,45.5,4043432747,141,75.1,4043432751,212,18.6,4047635783,178,,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510706025,1036,67,1,0,41,24fvcruwqrqvqa3aonf8c3zuy,1,55.5,25.3,2023-02-19T13:33:38.282Z,2023-02-22T05:46:05Z,4048008281,233,842,,,,,,,,,,,,,,,,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510706021,842,67,1,0,41,ccpscwdcm65czscrun048ecn5,0,44.5,74.7,2023-02-19T13:33:38.283Z,2023-02-21T17:55:45Z,4048008295,233,1036,,,,,,,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841611,13,8,1,0,41,24fvcruwqrqvqa3aonf8c3zuy,1,54,24.8,2023-02-19T13:33:38.289Z,2023-02-22T05:46:06Z,4046158101,384,,4047635949,178,,4043432653,56,Center,,,,,,,,,,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509895677,420,61,1,0,41,ccpscwdcm65czscrun048ecn5,1,44.7,72.7,2023-02-19T13:33:38.336Z,2023-02-21T13:59:39Z,4043692095,56,Back,4047636035,178,,,,,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841635,14,49,1,0,42,24fvcruwqrqvqa3aonf8c3zuy,1,61.3,15.4,2023-02-19T13:33:39.215Z,2023-02-21T13:59:43Z,,,,,,,,,,,,,,,,,,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841661,15,1,1,0,42,24fvcruwqrqvqa3aonf8c3zuy,1,61.3,15.4,2023-02-19T13:33:39.240Z,2023-02-21T13:59:46Z,4047636163,178,,4043432899,213,2.0,4043432891,56,Center,4043432897,212,8.5,4043432895,141,26.5,4043432893,140,57.6,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841695,16,1,1,0,43,24fvcruwqrqvqa3aonf8c3zuy,1,53.3,24.4,2023-02-19T13:33:40.397Z,2023-02-21T13:59:50Z,4047636263,178,,4043433047,141,31.4,4043433049,212,10.6,4043433043,56,Center,4043433051,213,0.5,4043433045,140,62.3,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509896379,484,1,1,0,44,24fvcruwqrqvqa3aonf8c3zuy,1,58.3,26.9,2023-02-19T13:33:40.970Z,2023-02-21T13:59:53Z,4043695545,56,Right,4043695551,212,11.9,4047636305,178,,4043695549,141,10.0,4043695553,213,4.5,4043695547,140,55.5,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509896433,485,1,1,0,45,24fvcruwqrqvqa3aonf8c3zuy,1,57.1,11.8,2023-02-19T13:33:41.750Z,2023-02-21T13:59:56Z,4047636393,178,,4043695841,212,10.8,4043695835,56,Right,4043695837,140,67.4,4043695843,213,6.2,4043695839,141,11.2,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509896755,486,1,1,0,46,24fvcruwqrqvqa3aonf8c3zuy,1,67.2,12.4,2023-02-19T13:33:42.967Z,2023-02-21T14:00:00Z,4043697417,141,3.1,4043697421,213,4.6,4043697413,56,Right,4043697419,212,6.3,4043697415,140,66.8,4047636479,178,,,,,,,,21k54i5a6d9bi4f6gplgzxiw9,G. Til,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841687,16,45,1,0,47,ccpscwdcm65czscrun048ecn5,0,32,92.7,2023-02-19T13:33:44.121Z,2023-02-21T14:00:05Z,4043433003,285,,4043433001,56,Back,4043433179,233,17,,,,,,,,,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841713,17,3,1,0,47,24fvcruwqrqvqa3aonf8c3zuy,1,68,7.3,2023-02-19T13:33:44.121Z,2023-02-21T14:00:05Z,4043433163,233,16,4047636631,178,,4046158883,465,,4043433125,286,,4043433123,56,Right,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841731,18,1,1,0,48,24fvcruwqrqvqa3aonf8c3zuy,1,59.3,3.6,2023-02-19T13:33:45.256Z,2023-02-21T14:00:09Z,4043433239,213,3.0,4043433231,56,Right,4043433237,212,6.2,4043433233,140,53.4,4043433235,141,4.6,4047636833,178,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841739,19,1,1,0,49,24fvcruwqrqvqa3aonf8c3zuy,0,53.3,4.4,2023-02-19T13:33:46.317Z,2023-02-21T14:00:15Z,4043433293,141,6.6,4043433295,212,6.6,4043433289,56,Right,4043433291,140,59.4,4047637067,178,,4043433297,213,0.2,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841723,17,8,1,0,50,ccpscwdcm65czscrun048ecn5,1,40.9,92.1,2023-02-19T13:33:46.604Z,2023-02-21T14:00:17Z,4043433199,56,Back,4047637225,178,,4046159313,384,,,,,,,,,,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841751,18,49,1,0,52,ccpscwdcm65czscrun048ecn5,1,54.3,88,2023-02-19T13:33:48.430Z,2023-02-21T14:00:27Z,,,,,,,,,,,,,,,,,,,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841825,19,1,1,0,53,ccpscwdcm65czscrun048ecn5,1,59.2,77.2,2023-02-19T13:33:50.290Z,2023-02-21T14:00:31Z,4043433707,212,6.2,4047637729,178,,4043433701,56,Center,4043433709,213,4.2,4043433705,141,69.1,4043433703,140,56.4,,,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841879,20,1,1,0,54,ccpscwdcm65czscrun048ecn5,1,56.4,69.1,2023-02-19T13:33:51.133Z,2023-02-21T14:00:34Z,4043434009,141,87.5,4043434007,140,68.3,4043434011,212,17.7,4047637855,178,,4043434005,56,Left,4043434013,213,0.8,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841881,21,1,1,1,0,ccpscwdcm65czscrun048ecn5,0,84.9,93.1,2023-02-19T13:33:57.361Z,2023-02-21T14:00:39Z,4043434033,141,66.8,4043434025,2,,4043434035,212,18.9,4046159935,72,,4046159933,224,,4043434029,56,Center,4043434031,140,90.6,4043434039,213,5.0,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,4047638031,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841909,20,1,1,1,2,24fvcruwqrqvqa3aonf8c3zuy,1,8.5,33.8,2023-02-19T13:33:58.491Z,2023-02-21T14:00:45Z,4043434197,213,5.4,4043434189,56,Back,4043434191,140,13.8,4047638243,178,,4043434193,141,24.1,4043434195,212,8.6,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841911,21,49,1,1,3,24fvcruwqrqvqa3aonf8c3zuy,1,14.7,25.6,2023-02-19T13:33:59.532Z,2023-02-21T14:00:47Z,,,,,,,,,,,,,,,,,,,,,,,,,c6ip6gwp8yvchd1n3dv42go9,Mauro Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509891861,483,50,1,1,4,24fvcruwqrqvqa3aonf8c3zuy,1,20.6,21.3,2023-02-19T13:34:01.207Z,2023-02-21T14:00:56Z,4043672607,233,417,4043672577,56,Back,4043672579,285,,,,,,,,,,,,,,,,,c6ip6gwp8yvchd1n3dv42go9,Mauro Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509891059,417,7,1,1,5,ccpscwdcm65czscrun048ecn5,1,79.4,78.7,2023-02-19T13:34:01.698Z,2023-02-21T14:00:58Z,4046160247,384,,4047638659,178,,4043668381,56,Center,4043672599,233,483,4043668383,286,,,,,,,,,,,28o7vv0jud22hmg4h649yozqh,T. Booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841925,22,43,1,1,5,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-02-19T13:34:01.975Z,2023-02-19T14:24:20Z,4043434313,141,12.5,4043434315,212,9.7,4043434311,140,18.2,4043672747,144,1,4043434309,56,Back,4043434317,213,5.0,,,,,,,c6ip6gwp8yvchd1n3dv42go9,Mauro Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841937,22,49,1,1,6,ccpscwdcm65czscrun048ecn5,1,85.3,85.1,2023-02-19T13:34:02.762Z,2023-02-21T14:01:02Z,,,,,,,,,,,,,,,,,,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509841999,23,1,1,1,11,ccpscwdcm65czscrun048ecn5,0,97.2,87.6,2023-02-19T13:34:07.566Z,2023-02-21T14:01:07Z,4043434721,213,4.4,4047639003,178,,4046160669,72,,4043434715,140,93.9,4046160667,386,,4043434713,56,Center,4043434717,141,71.7,4046160665,225,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,4043434719,212,11.4,4043434709,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509842023,23,49,1,1,11,24fvcruwqrqvqa3aonf8c3zuy,1,5.1,29.7,2023-02-19T13:34:08.077Z,2023-02-21T14:01:11Z,,,,,,,,,,,,,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
