id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2484031365,1,34,16,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-11-10T17:50:40.377Z,2022-11-10T19:11:39Z,3907542541,197,465,3907495203,194,7r2ifipuieqiar5n00o2j5uj9,3907495193,30,"7rvlba00jv66w7wtdmk178a95, ca5n8516u8m6c41u61bbjjbop, 3u2783a9ukglf8yg3dere8wve, 7r2ifipuieqiar5n00o2j5uj9, 8ylvnl689iweg2r9d0ioj771m, 4736oz9r0evpmkd3qumivl239, 9wgpudcet9m8doz9ezbjxzkrt, 8o13oyr0lqkr5sw7j9ekdan6x, e1wk520xrgbtriixo4kj3pnje, 4utb2o5c0e57kf0iwdavpzg15, 426st78oi43eortpbfkuxw72t, 8jbjkt4wc1dmqaoxn76mct84q, cgsirikez39wlx8lhu1uo00yd, ail0unvzd0b9ur7j0l8hk0y51, ae7ij4u0xy9iru6qvdw2i9fu2, dzs8vty5afl2y7ddjh3ausclx, 7pz3qz589b7v3pkb9h0hv73l5, 5yi3d29esiydx9zsuhap1wnx0, eyx1wga1fue6lb5a0ak5f32i2, afsin57n25r53ifmqyfmbzqol, 4j7f43re79hlmomwga3isqbu2, blzp9qbpturqntnisbkg0ddlg",3907495195,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3907495199,130,10,3907495205,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3907495201,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3907495197,59,"1, 24, 16, 4, 15, 3, 8, 6, 30, 11, 10, 7, 9, 12, 14, 18, 21, 22, 27, 28, 31, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484031869,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-11-10T17:56:21.277Z,2022-11-10T18:56:35Z,3907498289,59,"1, 4, 19, 17, 18, 33, 8, 10, 9, 11, 14, 2, 6, 7, 15, 20, 21, 22, 23, 24, 25, 29, 30",3907498287,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3907498285,30,"9pgr69ub37hmr76gwbfw7lhw5, 4yyekuopwb7otz18rqfgwjht5, 4fcjml5xkrwp4jykruzrzub1m, 504o2odlvra056ouwcgreopgp, 5bjdj7hrhuxjbsa8wc1kw42c5, 1vyh50nfaq2kq5pmivpkc1psl, e5xuwwa4qs6zxjd7y52tslih, djbw3afgcgkbq22soig0xsjfu, 4j5hfebi948ggjwexpndrub1m, dy8wa8cciiae72q2ynm80rlcl, e0cy0gwf04lohf0xjef0af8fe, e6xexn53yyoxmdt5naduyx8bu, bnar4f48vnx4oaz2lzch48es5, a8cgbwioykhqztfjgztfn7dud, dux0skggr99ydjz3kn58p3wmh, 672cwl9zj2d6lce6jda350vvu, 909y6bbt3ht52rsu560ua5gid, 11ceernyer8po8soj8dmygatx, 1957std7hji9ca7bd29y8at7u, 7d8qc47gy4mb9mo67e1ic448a, 1qjf9el1a3ct17cb9epxz8xgq, aboxil79ulfa73pckzsdnwp62, 5vsr5aylntbln91iqj7vh5duy",3907541327,197,469,3907498293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3907498291,130,4,3907498295,194,djbw3afgcgkbq22soig0xsjfu,3907498297,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039725,2,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-11-10T19:02:09.570Z,2022-11-12T18:11:39Z,3907544183,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039723,2,32,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-11-10T19:02:09.570Z,2022-11-10T19:02:09Z,3907544181,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039735,3,1,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,50.2,49.9,2022-11-10T19:02:09.630Z,2022-11-12T18:26:17Z,3907544219,140,31.9,3907544225,213,2.6,3907544221,141,68.5,3907544217,56,Back,3907544227,279,S,3907544223,212,23.0,3912006001,178,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039743,4,1,1,0,3,ears40cp6opsgvhsy0dgyszpd,0,33.7,66.4,2022-11-10T19:02:12.743Z,2022-11-12T18:28:08Z,3907544277,56,Center,3907544279,140,79.5,3912013335,178,,3907544287,1,,3907544275,155,,3907544281,141,22.8,3907544285,213,5.7,3907544283,212,56.5,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484049043,377,44,1,0,6,ears40cp6opsgvhsy0dgyszpd,1,71.6,26.2,2022-11-10T19:02:15.764Z,2022-11-13T12:44:23Z,3907593873,56,Center,3907593889,233,497,3907593875,286,,,,,,,,,,,,,,,,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484048925,497,44,1,0,6,20vymiy7bo8wkyxai3ew494fz,0,28.4,73.8,2022-11-10T19:02:15.765Z,2022-11-12T18:28:22Z,3907593307,285,,3907593305,56,Back,3907593915,233,377,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484049049,378,1,1,0,6,ears40cp6opsgvhsy0dgyszpd,0,69.7,29.7,2022-11-10T19:02:15.780Z,2022-11-13T12:44:24Z,3907593929,213,6.0,3907593921,56,Center,3907593919,168,,3907593925,141,24.8,3907593923,140,80.2,3912016109,388,,3907593927,212,11.5,3907593917,3,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039747,3,1,1,0,7,20vymiy7bo8wkyxai3ew494fz,0,19.5,78.3,2022-11-10T19:02:17.199Z,2022-11-12T18:29:27Z,3907544293,3,,3907544295,56,Back,3907544297,140,22.9,3907544299,141,78.5,3912017085,388,,3907544303,213,0.0,3907544301,212,3.6,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039753,5,61,1,0,9,ears40cp6opsgvhsy0dgyszpd,0,76.8,22.7,2022-11-10T19:02:18.782Z,2022-11-12T18:29:53Z,3912020927,388,,3912020925,15,,3907544321,56,Center,,,,,,,,,,,,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039757,4,1,1,0,10,20vymiy7bo8wkyxai3ew494fz,0,19.8,78.3,2022-11-10T19:02:19.978Z,2022-11-12T18:29:58Z,3907544343,212,14.7,3907544339,140,31.8,3907544341,141,67.2,3907544337,56,Back,3907544345,213,5.7,3912021271,178,,3907544347,1,,3907544335,157,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039759,6,1,1,0,12,ears40cp6opsgvhsy0dgyszpd,1,68,37.3,2022-11-10T19:02:21.621Z,2022-11-12T18:30:07Z,3907544363,212,12.2,3907544365,213,6.0,3907544361,141,32.6,3912022075,178,,3907544355,3,,3907544359,140,79.2,3907544357,56,Center,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039761,7,61,1,0,13,ears40cp6opsgvhsy0dgyszpd,0,78.6,32.6,2022-11-10T19:02:22.844Z,2022-11-12T18:30:23Z,3912023425,21,,3912023427,178,,3907544369,56,Center,,,,,,,,,,,,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039765,5,1,1,0,14,20vymiy7bo8wkyxai3ew494fz,1,22.1,58.8,2022-11-10T19:02:23.789Z,2022-11-12T18:30:29Z,3907544389,140,38.6,3907544387,56,Back,3907544385,157,,3912024019,178,,3907544393,212,20.0,3907544391,141,73.6,3907544395,213,0.5,3907544397,1,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039769,6,44,1,0,16,20vymiy7bo8wkyxai3ew494fz,1,39.8,74,2022-11-10T19:02:26.461Z,2022-11-13T12:44:24Z,3907544405,56,Back,3907544407,285,,3907544409,233,8,,,,,,,,,,,,,,,,4j5hfebi948ggjwexpndrub1m,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039767,8,44,1,0,16,ears40cp6opsgvhsy0dgyszpd,0,60.2,26,2022-11-10T19:02:26.462Z,2022-11-12T18:30:36Z,3907544413,233,6,3907544403,286,,3907544401,56,Center,,,,,,,,,,,,,,,,4736oz9r0evpmkd3qumivl239,C. Mac-Intosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039775,7,1,1,0,17,20vymiy7bo8wkyxai3ew494fz,1,38.6,76.7,2022-11-10T19:02:26.642Z,2022-11-13T12:44:25Z,3907544443,3,,3907544451,212,7.0,3907544453,213,2.7,3907544449,141,80.8,3907544445,56,Back,3912025469,388,,3907544447,140,32.5,,,,4j5hfebi948ggjwexpndrub1m,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039777,8,50,1,0,18,20vymiy7bo8wkyxai3ew494fz,1,36.6,76.7,2022-11-10T19:02:27.852Z,2022-11-12T18:31:11Z,3907545463,233,9,3907544457,56,Back,3907544459,286,,,,,,,,,,,,,,,,,e0cy0gwf04lohf0xjef0af8fe,Igor Paixão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039785,9,7,1,0,18,ears40cp6opsgvhsy0dgyszpd,0,63.4,23.3,2022-11-10T19:02:28.290Z,2022-11-12T18:31:28Z,3912028445,388,,3908726405,385,,3907544501,56,Center,3907545459,233,8,3907545447,285,,,,,,,,,,,4utb2o5c0e57kf0iwdavpzg15,S. van der Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039791,9,1,1,0,20,20vymiy7bo8wkyxai3ew494fz,0,37.5,77.6,2022-11-10T19:02:29.785Z,2022-11-12T18:31:35Z,3907544539,140,54.7,3907544541,141,96.3,3907544537,56,Left,3907544545,213,0.6,3907544535,155,,3912028899,178,,3907544543,212,22.1,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039799,10,12,1,0,23,ears40cp6opsgvhsy0dgyszpd,1,45.8,5.5,2022-11-10T19:02:32.615Z,2022-11-12T18:31:45Z,3912029479,178,,3907544575,56,Back,3907544581,212,5.8,3907544577,140,48.4,3907544603,167,,3907544579,141,0.0,3907544649,15,,3907544583,213,5.2,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039805,10,5,1,0,23,20vymiy7bo8wkyxai3ew494fz,1,50.2,102,2022-11-10T19:02:33.561Z,2022-11-12T18:31:49Z,3907544613,233,11,3907544605,56,Left,3907544607,347,,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039801,11,5,1,0,23,ears40cp6opsgvhsy0dgyszpd,0,49.8,-2,2022-11-10T19:02:33.561Z,2022-11-12T18:31:49Z,3907544619,233,10,3907544589,347,,3907544587,56,Back,,,,,,,,,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039821,11,1,1,0,26,20vymiy7bo8wkyxai3ew494fz,1,56.4,100,2022-11-10T19:02:35.951Z,2022-11-12T18:31:58Z,3907544685,141,89.3,3907544681,56,Left,3907544687,212,31.3,3907544679,107,,3907544689,213,6.0,3907544683,140,85.1,3907544691,1,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039827,12,1,1,0,32,20vymiy7bo8wkyxai3ew494fz,0,95.3,78.1,2022-11-10T19:02:42.244Z,2022-11-12T18:32:30Z,3907544729,212,1.4,3907544917,236,,3912031319,178,,3907544721,155,,3907544719,2,,3907544725,140,95.3,3907544723,56,Center,3908726789,224,,e0cy0gwf04lohf0xjef0af8fe,Igor Paixão,3908726791,72,3907544727,141,76.1,3907544921,233,12,3907544929,286,3907544731,213,4.7,,,,,,,,,,,,,,,,,,,,,
2484039831,12,12,1,0,32,ears40cp6opsgvhsy0dgyszpd,1,3.4,23.7,2022-11-10T19:02:42.270Z,2022-11-12T18:32:25Z,3912032785,178,,3907544935,233,12,3907544735,56,Back,3907544909,185,,,,,,,,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039833,13,6,1,0,33,20vymiy7bo8wkyxai3ew494fz,1,96.4,77,2022-11-10T19:02:43.564Z,2022-11-12T18:32:35Z,3907544739,56,Center,3907544741,73,,3907544759,233,13,,,,,,,,,,,,,,,,e0cy0gwf04lohf0xjef0af8fe,Igor Paixão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039837,13,6,1,0,33,ears40cp6opsgvhsy0dgyszpd,0,3.6,23,2022-11-10T19:02:43.564Z,2022-11-12T18:32:35Z,3907544755,56,Back,3907544757,73,,3907544763,233,13,,,,,,,,,,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039915,14,1,1,1,4,20vymiy7bo8wkyxai3ew494fz,0,99.5,99.5,2022-11-10T19:03:14.232Z,2022-11-12T18:32:39Z,3907545165,2,,3908726927,20,,3907545177,141,59.4,3907545169,155,,3907545179,212,27.9,3907545171,223,,3907545167,6,,3912033713,178,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,3907545181,213,3907545175,140,93.7,3907545173,56,Center,,,,,,4.5,,,,,,,,,,,,,,,,,,,,
2484039929,14,12,1,1,5,ears40cp6opsgvhsy0dgyszpd,1,8.2,44.2,2022-11-10T19:03:15.474Z,2022-11-12T18:32:49Z,3907545283,167,,3907545267,56,Back,3907545271,141,100.0,3907545275,212,38.2,3907545269,140,11.1,3907545277,213,1.5,3907545299,15,,3912034531,178,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039939,15,5,1,1,9,20vymiy7bo8wkyxai3ew494fz,1,86.8,-0.8,2022-11-10T19:03:19.314Z,2022-11-12T18:32:55Z,3907545301,56,Right,3907545315,233,15,3907545303,347,,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039931,15,5,1,1,9,ears40cp6opsgvhsy0dgyszpd,0,13.2,100.8,2022-11-10T19:03:19.314Z,2022-11-12T18:32:56Z,3907545281,347,,3907545279,56,Back,3907545331,233,15,,,,,,,,,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039961,16,1,1,1,14,20vymiy7bo8wkyxai3ew494fz,1,85.8,0,2022-11-10T19:03:24.524Z,2022-11-12T18:33:02Z,3907545413,141,9.7,3907545417,213,1.5,3907545409,56,Right,3907545415,212,7.5,3907545411,140,86.1,3907545407,107,,,,,,,,e5xuwwa4qs6zxjd7y52tslih,Q. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484039969,17,1,1,1,15,20vymiy7bo8wkyxai3ew494fz,1,86,9.3,2022-11-10T19:03:25.276Z,2022-11-12T18:33:11Z,3912036187,178,,3907545483,213,3.7,3907545475,141,3.6,3907545467,56,Right,3907545471,140,80.2,3907545479,212,7.2,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
