id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2530980875,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-04-09T11:41:23.160Z,2023-04-09T12:38:22Z,4176162251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4176162247,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4176162249,194,9p6nlczeycd0ai4dahjxnf8ph,4176162243,59,"22, 28, 16, 71, 3, 5, 7, 20, 19, 11, 21, 31, 1, 6, 8, 9, 30, 34, 77",4176357617,197,10306,4176162241,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4176162239,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, a76yp8gkkg6frtuhh3d6l46i, 913pg8qqcjp99h5fjybbenob9, 61a5bh5xw947nv4mxx62gqaqx, cudl1cjc8kxshfbhatms7aooa, 9p6nlczeycd0ai4dahjxnf8ph, 76n4eg1xu5qvf9bkwy4p8jsut, 8inyievyp1az6q3dtlkpynf56, 4fiks6jvfxzbs9k0s050vmfbo, uru1h5pzgwy9cvbele1piei, 16mtjri8tz6vmxtxwr34y2tp1, brij3tiox17hyfm63ulhg5sr9, 6lxkawhg9z2jyh7u8d6hp3g15, 55njsqpc4izy2wogf188whtrd, bpgw0ge8xj4a252ivrwp31kpg, bqqq27wy9bk31ssgapksci4t1, 6oynq4ickyxictf2e0ilemqne",4176162245,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530982493,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-04-09T11:42:53.889Z,2023-04-09T12:45:43Z,4176169997,59,"32, 17, 18, 2, 5, 4, 34, 23, 9, 77, 57, 1, 8, 11, 13, 14, 16, 20, 21, 24, 27, 28, 29",4176170005,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4176169993,30,"627nw9ji9qfss33q8ce8042c5, ait187bpr8we72jvfxxt6ttjp, 57wfg8j12hfw3aisrnwtpgmvp, 6ciggfx8p0zkak8qxe1p7yzth, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, 2gonj4ylypwritcayysoqj3hm, 7myeigeuggkj5ymjw6znedkut, 7wphtxp293kv4o3x1b6zusrmd, 55e0z1vhb48go6y2io7h80aqy, ix6hcbfujuw3mgefzpsnp2zu, 3kt58x082lj8650en2mt60xqt, 49x98sk3wf7sjshrlou5vnvje, e605oixdrqumxkqm0y1bijbvt, 4l8n194otkmyc3op4u111l5n9, 4iurx3g3hajlatv5gcxsqwm7e, ekltvbrx114dg6b2wj3lpwy96, cqrk42u0s5w8yuq6mnckug02y, 7gdaohy19ev2f04kviok7t1p1, eytcfp4cu6qkar65kf0p5rm96, 6rxmwjizhefv4gntkhtpxtasp, 415edw5nh3byftl1t0e6by2mt, 50g2q36tyn8y5ws17filqpasp",4176169999,130,2,4176170001,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4176353175,197,2846,4176169995,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4176170003,194,ew4kbwq27lxqocg0920amphw5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531020919,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-04-09T12:30:51.211Z,2023-04-09T12:30:51Z,4176357991,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531020941,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-04-09T12:30:51.211Z,2023-04-09T12:30:53Z,4176358103,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531020997,3,1,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,50,50,2023-04-09T12:30:51.311Z,2023-04-09T12:30:56Z,4176358359,141,38.0,4176358363,213,3.5,4176358357,140,28.6,4176358365,279,S,4176358355,56,Back,4176358361,212,23.9,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531021017,4,1,1,0,5,3t0vjqtxc8wpjzv82i3oi2ova,0,23.4,33.5,2023-04-09T12:30:56.485Z,2023-04-09T12:30:57Z,4176358475,1,,4176358469,141,90.6,4176358463,155,,4176358473,213,0.7,4176358465,56,Left,4176358467,140,67.4,4176358471,212,60.3,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531021027,3,1,1,0,6,8iawijq7s9s6d85mjz8wdslki,0,34.3,17.9,2023-04-09T12:30:57.375Z,2023-04-09T12:30:58Z,4176358531,140,59.8,4176358535,212,26.8,4176358527,3,,4176358529,56,Right,4176358537,213,6.2,4176358533,141,16.4,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531021063,5,1,1,0,8,3t0vjqtxc8wpjzv82i3oi2ova,1,38.8,69,2023-04-09T12:30:59.740Z,2023-04-09T13:19:56Z,4176358713,212,33.2,4176358709,140,70.4,4176358707,56,Center,4176358717,1,,4176358715,213,6.2,4176358711,141,67.1,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531021095,6,1,1,0,9,3t0vjqtxc8wpjzv82i3oi2ova,0,70.4,67.1,2023-04-09T12:31:01.199Z,2023-04-09T12:31:02Z,4176358883,56,Left,4176358889,212,17.4,4176358887,141,92.6,4176358885,140,71.3,4176358891,213,1.5,,,,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531021099,4,49,1,0,11,8iawijq7s9s6d85mjz8wdslki,1,28.9,11.4,2023-04-09T12:31:02.733Z,2023-04-09T12:31:02Z,,,,,,,,,,,,,,,,,,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
