id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/9/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/17/value
2512192433,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-02-25T16:42:58.863Z,2023-02-25T17:50:24Z,4055798603,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4055798593,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4055798591,30,"bpvq84v7wwz759mgykvsy3pat, etzj9ltadjsvkmahib7hor90q, 8wb6zb0imo0295asm428cur55, 60fbyywnjiz6l8n7gmi2mjld5, 9sid8vt0mz1ypq4pn8vj6pas5, 1tj9gmnm02s8f12zwzvuwnoph, 4pe4ugftevr8859yin36nyll, 7jtag81mvpom3bfgezx8txbdh, dc4n5ylytswddlvd82snkb90q, ejv587h08dn1hgxhfgib3reqy, 24daij2a9hj0luq5eaxeejzvu, axgbibg0wdlir6tsrru6rpwph, 34258m1cvslz8r6d17nv4b90q, aqjwz3wm0it916o2vb5tz9vxl, 4e7x4ulb3mcxgnue8c9exvazu, aie09n600h7ozeg6zl6anithx, e4nlf2a8hs9xju5jgxszkyytx, 9hybzhhut4ac2xinqk7kzzpwp, 4swz47sf9k2qu5v001pnjz816, a40zl71xh862o3qqxy89mp8q2, 73k8ok0kpb9xb6yhpmfhzir55, 7m3uhmmzizwmpk64dw750pn11, 3hpv677ua2y88yx55iujzqpgq",4056124937,197,482,4055798597,130,8,4055798601,194,1tj9gmnm02s8f12zwzvuwnoph,4055798595,59,"1, 27, 7, 19, 25, 5, 24, 33, 17, 22, 20, 3, 6, 8, 9, 10, 11, 13, 15, 16, 23, 26, 29",4055798599,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512195883,1,34,16,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-02-25T16:44:25.263Z,2023-02-25T17:51:19Z,4055816827,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056126711,197,535,4055816831,194,e8wfxueczkhrj92rytelw5vx1,4055816819,59,"1, 2, 5, 24, 4, 23, 11, 14, 20, 29, 6, 7, 10, 13, 15, 19, 21, 22, 26, 33, 34, 35, 8",4055816815,30,"7wo4627xo1mx5k0vpwhe8hqll, 7a3ik1dbxkirdt58gwvvtyw9, 181us5vol7crxrmejhkqau3t, arahlffwma11d06oqmglwjemt, 8przxwwothu3crflys7ahl4dm, 9787nemt11c372uird332d13p, 93cf9npj6wl6vrxw7hetf6ok5, dbg4ducw8j747foxiexle1iad, atbvv2os8m7nfs0p128w5a6l1, e8wfxueczkhrj92rytelw5vx1, evexihkozqignope6k57tjgt1, a0i7hc92p5ijqi4jqw8krh8x6, b1o6ctqy1mhjg4iiec8aedat, f1u6wna62ri171clx0pig6dbd, efcq9u93u06hx6578ua3buswl, csov8ibh2n0q2w8j72pft9t5h, 8n2xfmdnievwdeg60kobkoyj9, 9lctm8txbd4n87mk61lwa0rf9, w32h1te98uqq53j053qm3pm2, b23be312oxcbusvpjnnriukq2, ddldrej9an43ky123hqwp22ju, 5cvstzkb7l1zxapx0dt4zjkoa, aoucm7e5muqfucbv1g4e8hh49",4055816833,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4055816817,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4055816823,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512258809,2,32,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-02-25T17:46:04.747Z,2023-02-25T17:46:04Z,4056146551,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512258823,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-02-25T17:46:04.747Z,2023-02-27T06:36:57Z,4056146605,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512258873,3,1,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,50,50,2023-02-25T17:46:04.762Z,2023-02-28T11:51:56Z,4056146895,213,3.1,4063296621,178,,4056146897,279,S,4056146891,141,51.8,4056146887,56,Back,4056146893,212,23.9,4056146889,140,27.3,,,,ejv587h08dn1hgxhfgib3reqy,R. Al Hajj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512258939,4,1,1,0,3,4vd2t5schmvvufrfib7f2vjdf,0,27.3,51.8,2023-02-25T17:46:08.248Z,2023-02-28T11:51:58Z,4063296721,178,,4056147289,212,49.8,4056147285,140,68.6,4056147287,141,15.7,4056147281,155,,4056147293,1,,4056147291,213,5.8,4056147283,56,Right,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512258931,3,44,1,0,6,ed5nwjz5za3oyi20nxzgqivmx,1,34.4,87.4,2023-02-25T17:46:11.024Z,2023-02-28T13:00:35Z,4056147235,285,,4056147233,56,Back,4056147485,233,5,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512258945,5,44,1,0,6,4vd2t5schmvvufrfib7f2vjdf,0,65.6,12.6,2023-02-25T17:46:11.025Z,2023-02-28T11:52:02Z,4056147313,56,Right,4056147315,286,,4056147513,233,3,,,,,,,,,,,,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512258973,4,1,1,0,6,ed5nwjz5za3oyi20nxzgqivmx,0,37.5,90.5,2023-02-25T17:46:11.072Z,2023-02-28T13:00:36Z,4063296867,388,,4056147439,3,,4056147443,140,36.5,4056147441,56,Back,4056147447,212,7.9,4056147449,213,1.7,4056147445,141,100.0,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512258977,5,5,1,0,7,ed5nwjz5za3oyi20nxzgqivmx,0,34.4,102,2023-02-25T17:46:12.118Z,2023-02-28T11:52:09Z,4056147671,233,6,4056147463,56,Back,4056147465,347,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
