id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2465503289,1,34,16,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-10-01T13:29:20.341Z,2022-10-01T15:26:15Z,3809416091,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809914547,197,465,3809416083,59,"1, 5, 24, 21, 15, 4, 11, 8, 9, 10, 30, 3, 7, 12, 14, 18, 22, 31, 33, 39, 40",3809416087,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809416079,30,"7rvlba00jv66w7wtdmk178a95, tv8e6nxc7jl8wbzf6ojd6dw5, ca5n8516u8m6c41u61bbjjbop, 7pz3qz589b7v3pkb9h0hv73l5, 8ylvnl689iweg2r9d0ioj771m, 7r2ifipuieqiar5n00o2j5uj9, 4utb2o5c0e57kf0iwdavpzg15, 9wgpudcet9m8doz9ezbjxzkrt, cgsirikez39wlx8lhu1uo00yd, 426st78oi43eortpbfkuxw72t, e1wk520xrgbtriixo4kj3pnje, 4736oz9r0evpmkd3qumivl239, 8jbjkt4wc1dmqaoxn76mct84q, ail0unvzd0b9ur7j0l8hk0y51, ae7ij4u0xy9iru6qvdw2i9fu2, dzs8vty5afl2y7ddjh3ausclx, 5yi3d29esiydx9zsuhap1wnx0, 4j7f43re79hlmomwga3isqbu2, blzp9qbpturqntnisbkg0ddlg, c6ufljjgl050g9xn7e9ma7hg4, 65ndkxmtubj1a06w9fchlz2wa",3809416089,194,7r2ifipuieqiar5n00o2j5uj9,3809416081,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3809416085,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465513657,1,34,16,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-10-01T13:38:47.005Z,2022-10-01T14:28:32Z,3809467211,59,"1, 3, 31, 6, 22, 4, 20, 23, 7, 28, 11, 2, 5, 15, 16, 21, 24, 27, 29, 32, 33, 35, 37",3809912487,197,16040,3809467215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809467207,30,"a56woizbe4g6jpl3fg4tlgno5, 2e0o5pwinz3zhg9pqg5vej9ih, 5mbkc1nqmirbtfml9aklqr5xx, 1abb1gcw7arw1nkbuxnccjca1, 1ph4g125dfsijfjzjpcvpcmlm, 3ojwbw6v83g9b0u2wssnkzzzd, 21k54i5a6d9bi4f6gplgzxiw9, d4j19ipiaeuetyij08fofgs15, exhxdmdq49xj4dnguq03qnlgq, 9vf02r3geinhsy732oxyrcacq, 9psfk94nduz6icnuwty5v9all, 6w1s9fojh50ecti3rz8jv6jca, 62n3xzxpwe2j317q24rh5wjpx, 9uuk73i8obc7ji0dnan352nkl, d5v47kueisvcjjz4f69m83sut, c8j50o9oqu2okdpjsr3nvnhsl, d9wjrxhmo0dlczkg0fpnf3e1h, bx6j2y1hnu63lawn3rdoep1m2, 7c8ms7bw3fva4xeubax4ep8et, 81sfrpdzz1nymxg1b5noo67ai, 6nwn2522yescgrx57wkcxjhwq, cm78w42nflwgvshpnok680mlm, 5yt3hbvzpaqv8lrjgt4ahb78q",3809467219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809467217,194,9psfk94nduz6icnuwty5v9all,3809467209,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3809467213,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604267,2,32,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-10-01T14:30:51.640Z,2022-10-01T14:30:51Z,3809939069,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604295,3,32,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-10-01T14:30:51.640Z,2022-10-03T06:31:43Z,3809939203,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604369,3,1,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,49.8,50,2022-10-01T14:30:51.660Z,2022-10-03T08:32:44Z,3809939639,141,37.1,3809939641,212,19.4,3809939645,279,S,3809939633,56,Back,3809939643,213,3.6,3809939637,140,33.3,3817049799,178,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604433,4,1,1,0,2,24fvcruwqrqvqa3aonf8c3zuy,1,33.3,37.1,2022-10-01T14:30:53.867Z,2022-10-03T08:32:54Z,3809939993,213,1.9,3809939991,212,26.6,3809939987,140,24.9,3809939989,141,74.0,3809939985,56,Back,3817049917,178,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604573,5,1,1,0,5,24fvcruwqrqvqa3aonf8c3zuy,1,24.9,74,2022-10-01T14:30:57.017Z,2022-10-03T08:33:02Z,3817050053,178,,3809940743,140,34.1,3809940747,212,9.7,3809940749,213,0.0,3809940741,56,Back,3809940745,141,74.0,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604679,6,1,1,0,8,24fvcruwqrqvqa3aonf8c3zuy,1,32.6,66.5,2022-10-01T14:30:59.989Z,2022-10-03T08:33:12Z,3817050223,178,,3809941315,56,Back,3809941321,212,33.5,3809941325,1,,3809941319,141,17.2,3809941323,213,4.7,3809941317,140,33.2,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604719,7,1,1,0,12,24fvcruwqrqvqa3aonf8c3zuy,1,31.2,25.7,2022-10-01T14:31:03.723Z,2022-10-03T08:33:22Z,3809941543,213,3.1,3809941537,140,27.1,3809941539,141,25.7,3809941535,56,Back,3809941541,212,4.3,3817050391,178,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604879,8,1,1,0,13,24fvcruwqrqvqa3aonf8c3zuy,0,27.1,25.7,2022-10-01T14:31:04.883Z,2022-10-03T08:33:33Z,3817050535,178,,3809942417,213,5.7,3809942401,140,39.7,3809942411,141,11.6,3809942415,212,16.3,3809942395,56,Back,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467137429,1348,43,1,0,14,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-10-01T14:31:06.278Z,2022-10-04T10:16:12Z,3818206337,233,1630,3818206429,144,67,,,,,,,,,,,,,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467137453,1349,67,1,0,14,ears40cp6opsgvhsy0dgyszpd,1,58.2,79.2,2022-10-01T14:31:06.278Z,2022-10-04T10:32:35Z,3818206479,233,1631,,,,,,,,,,,,,,,,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467137427,1630,43,1,0,14,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-10-01T14:31:06.279Z,2022-10-04T10:16:12Z,3818206341,233,1348,3818206427,144,67,,,,,,,,,,,,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467137451,1631,67,1,0,14,24fvcruwqrqvqa3aonf8c3zuy,0,41.8,20.8,2022-10-01T14:31:06.279Z,2022-10-04T10:16:19Z,3818206483,233,1349,,,,,,,,,,,,,,,,,,,,,,21k54i5a6d9bi4f6gplgzxiw9,G. Til,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604871,4,8,1,0,14,ears40cp6opsgvhsy0dgyszpd,1,59.3,77.3,2022-10-01T14:31:06.291Z,2022-10-04T10:32:35Z,3809942345,56,Center,3817050669,178,,3813847479,384,,,,,,,,,,,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467137465,1350,67,1,0,15,ears40cp6opsgvhsy0dgyszpd,1,66.5,93.2,2022-10-01T14:31:07.515Z,2022-10-04T10:32:35Z,3818206531,233,1632,,,,,,,,,,,,,,,,,,,,,,e1wk520xrgbtriixo4kj3pnje,R. Balk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467137463,1632,67,1,0,15,24fvcruwqrqvqa3aonf8c3zuy,0,33.5,6.8,2022-10-01T14:31:07.516Z,2022-10-04T10:16:28Z,3818206539,233,1350,,,,,,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604975,5,61,1,0,15,ears40cp6opsgvhsy0dgyszpd,0,67.3,93.8,2022-10-01T14:31:07.555Z,2022-10-04T10:32:36Z,3809942837,56,Left,3817050897,178,,,,,,,,,,,,,,,,,,,,e1wk520xrgbtriixo4kj3pnje,R. Balk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465604987,6,5,1,0,17,ears40cp6opsgvhsy0dgyszpd,0,65.1,101.8,2022-10-01T14:31:09.396Z,2022-10-03T08:34:08Z,3809942911,347,,3809943365,233,9,3809942909,56,Left,,,,,,,,,,,,,,,,e1wk520xrgbtriixo4kj3pnje,R. Balk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465605031,9,5,1,0,17,24fvcruwqrqvqa3aonf8c3zuy,1,34.9,-1.8,2022-10-01T14:31:09.396Z,2022-10-03T08:34:07Z,3809943225,233,6,3809943147,347,,3809943145,56,Back,,,,,,,,,,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465605203,10,1,1,0,24,24fvcruwqrqvqa3aonf8c3zuy,1,32,0,2022-10-01T14:31:15.747Z,2022-10-03T08:34:57Z,3809944169,212,6.9,3809944165,140,33.4,3809944161,107,,3809944163,56,Back,3809944167,141,8.0,3809944173,213,1.4,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465605255,11,1,1,0,25,24fvcruwqrqvqa3aonf8c3zuy,0,33.3,8,2022-10-01T14:31:17.123Z,2022-10-03T08:35:06Z,3809944403,56,Right,3817052447,178,,3809944407,141,5.6,3809944409,212,24.4,3809944405,140,56.5,3809944401,155,,3809944413,213,6.2,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
