id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2507052499,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-02-12T14:52:55.345Z,2023-02-13T14:41:16Z,4028641255,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028879877,197,538,4028641261,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028641253,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, dc119ejc7lls2rd3ywigl2smi, 69cvlhfo7ulmz4o5ztlj1wlm2, lduqoe45t2fnbn9s9rbvlnf9, ahwtdhrerarmljk9bh0tcpk6i, dxmulnxbs11kpi1goq5hl9cve, 36veg0wk1z3om89daf0clbl5h, c1yctqdku2vzho2azsgcy5dcl, 3c4l2e3gzgpqrc2ygkbmp0jpx, 5m8pflpgynidzk7d9507oujje, 2teefpvijsbzag4yi7fm1pyol, e33libhll66jj5ksl319uh17u, ad9kukqx4xulbvelacgwgqvah, c7n2b2gq381k0o0jizqueii5m, 5g0q7azk54eryl8vcgyb2oj4l, 9qoc020keotb4s72a09zm5pzp, 3940jh5ermawu3vbzbei6546i, 8fuul8znu2hzdqkxsotqt6u0a, bner5siqnwn1fqusfrgujt0fe",4028641263,194,lduqoe45t2fnbn9s9rbvlnf9,4028641265,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028641259,130,4,4028641257,59,"1, 20, 5, 8, 2, 3, 14, 17, 9, 7, 10, 11, 12, 16, 18, 21, 22, 23, 26, 27, 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507053731,1,34,16,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-02-12T14:55:13.392Z,2023-02-12T15:48:17Z,4028647763,30,"7dg8woqlx67ch0ji3ujhgb52i, 8ozlo6qrdavr86guhclwvh84q, a02jtmvlc1tlstvt96pa1hisq, ca8qw8jztjxwxuc2foa6dfckq, e3akocgpppdty3ayxty1gf6xh, c9epkro6fot3km9zak1kswfhm, 5shfqpd5fj05qrp1jlzd08ftg, a21sngx9u0boxf3n6u5qbkdlh, 6jqn5grsuhuo5at81pzahr6xh, f15kg1dhysflr9u8igyvhxkdm, emuhqfrh7daavple8wlrljhm1, 8822s8ns7oyvjqade4oaxzg0l, dbkr1w2xlwnyssid1tv0jlujt, 1sb4655mgzrdohlltyk9fqlzp, c5jk0pvcvqddy0xiqv6qkesph, 3dc82sro077by40u3qdmhw0r9, bn8dwm2y9a8i9a10rba3dmm3u, 7qzban9gm72aznhn11qyxwtg4, bdurpi6c2ipwtcuyndq0e6ve2, eayvrkzzkk0xu4c5rrxgzlroq, 266bhlksybsxaymm3ufiqlpg4, 8oetnmi8kejwwy37rhlelw2ne, 10ijtddqmzbhx3qtlhbyn4rca",4028647771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028647765,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028647775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028887291,197,17524,4028647773,194,a21sngx9u0boxf3n6u5qbkdlh,4028647767,59,"1, 3, 5, 28, 4, 31, 17, 8, 21, 12, 19, 2, 6, 7, 9, 11, 15, 20, 22, 24, 30, 33, 34",4028647769,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099291,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-02-12T15:46:41.347Z,2023-02-14T13:30:49Z,4028893237,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099261,2,32,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-02-12T15:46:41.347Z,2023-02-12T15:46:41Z,4028893039,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099305,3,1,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,50,50,2023-02-12T15:46:41.477Z,2023-02-14T20:29:23Z,4028893295,212,12.0,4028893293,141,46.3,4032620011,178,,4028893289,56,Back,4028893291,140,38.8,4028893297,213,3.4,4028893299,279,S,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099341,4,1,1,0,2,6g9qrm72224jrk6tkxxxi8a9n,1,38.8,46.3,2023-02-12T15:46:43.389Z,2023-02-14T20:29:28Z,4028893501,56,Back,4028893507,212,25.9,4028893509,213,1.3,4028893503,140,44.9,4032624767,178,,4028893505,141,83.2,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099379,5,1,1,0,6,6g9qrm72224jrk6tkxxxi8a9n,1,46.1,84.7,2023-02-12T15:46:47.377Z,2023-02-14T20:29:38Z,4028893703,56,Left,4028893711,212,22.6,4028893707,140,67.5,4028893709,141,80.8,4028893713,213,6.2,4032625761,178,,,,,,,,ca8qw8jztjxwxuc2foa6dfckq,J. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099407,6,1,1,0,6,6g9qrm72224jrk6tkxxxi8a9n,0,67.5,80.8,2023-02-12T15:46:48.057Z,2023-02-14T20:29:43Z,4028893831,140,67.9,4028893835,141,92.9,4028893829,56,Left,4028893839,212,8.2,4028893843,213,1.5,4032626181,178,,,,,,,,emuhqfrh7daavple8wlrljhm1,F. Antonucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099411,3,49,1,0,8,4tic29sox7m39fy1ztgv0jsiq,1,30,14,2023-02-12T15:46:49.617Z,2023-02-14T20:29:46Z,,,,,,,,,,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099475,4,1,1,0,8,4tic29sox7m39fy1ztgv0jsiq,0,36.5,7.3,2023-02-12T15:46:49.652Z,2023-02-14T20:29:50Z,4028894183,213,6.1,4028894185,1,,4028894171,140,64.9,4028894163,157,,4028894181,212,30.3,4032626929,178,,4028894167,56,Right,4028894175,141,0.0,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099481,5,5,1,0,12,4tic29sox7m39fy1ztgv0jsiq,0,61.9,-1.2,2023-02-12T15:46:54.080Z,2023-02-14T20:30:02Z,4028894211,347,,4028894397,233,7,4028894207,56,Right,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099505,7,5,1,0,12,6g9qrm72224jrk6tkxxxi8a9n,1,38.1,101.2,2023-02-12T15:46:54.080Z,2023-02-14T20:30:02Z,4028894379,233,5,4028894347,347,,4028894345,56,Back,,,,,,,,,,,,,,,,5shfqpd5fj05qrp1jlzd08ftg,C. Twigt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099679,8,1,1,0,23,6g9qrm72224jrk6tkxxxi8a9n,0,41.1,100,2023-02-12T15:47:04.692Z,2023-02-14T20:30:09Z,4028895281,212,31.1,4028895275,56,Left,4028895273,107,,4028895285,1,,4028895859,189,,4028895277,140,68.5,4028895279,141,84.8,4028895283,213,5.9,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099807,6,1,1,0,24,4tic29sox7m39fy1ztgv0jsiq,0,32.3,28.3,2023-02-12T15:47:05.459Z,2023-02-14T20:30:20Z,4028895919,56,Back,4028895917,3,,4028895925,212,23.2,4028895923,141,0.0,4028895927,213,5.3,4032629631,388,,4028895921,140,44.5,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099811,7,5,1,0,27,4tic29sox7m39fy1ztgv0jsiq,0,46.4,-0.8,2023-02-12T15:47:08.930Z,2023-02-14T20:30:23Z,4028895941,347,,4028895939,56,Back,4028896035,233,9,,,,,,,,,,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507099789,9,5,1,0,27,6g9qrm72224jrk6tkxxxi8a9n,1,53.6,100.8,2023-02-12T15:47:08.930Z,2023-02-14T20:30:23Z,4028895829,56,Left,4028895831,347,,4028895991,233,7,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100023,10,1,1,0,38,6g9qrm72224jrk6tkxxxi8a9n,0,54.2,100,2023-02-12T15:47:19.481Z,2023-02-14T20:30:27Z,4028896955,107,,4028896961,141,81.5,4028896965,213,5.4,4028896963,212,17.7,4028896959,140,64.7,4028896957,56,Left,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100027,8,44,1,0,39,4tic29sox7m39fy1ztgv0jsiq,1,34,26.9,2023-02-12T15:47:20.967Z,2023-02-14T21:40:05Z,4028896979,285,,4028897015,233,11,4028896977,56,Back,,,,,,,,,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100025,11,44,1,0,39,6g9qrm72224jrk6tkxxxi8a9n,0,66,73.1,2023-02-12T15:47:20.968Z,2023-02-14T20:30:30Z,4028896973,286,,4028896971,56,Center,4028897187,233,8,,,,,,,,,,,,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100057,9,1,1,0,39,4tic29sox7m39fy1ztgv0jsiq,1,32,34.5,2023-02-12T15:47:21.032Z,2023-02-14T21:40:05Z,4028897103,3,,4032630705,388,,4028897105,56,Back,4028897107,140,38.2,4028897113,213,1.1,4028897111,212,13.3,4028897109,141,51.5,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100073,10,49,1,0,41,4tic29sox7m39fy1ztgv0jsiq,1,39.1,52.4,2023-02-12T15:47:23.026Z,2023-02-14T20:30:38Z,,,,,,,,,,,,,,,,,,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507100095,11,1,1,0,42,4tic29sox7m39fy1ztgv0jsiq,1,39.9,47.4,2023-02-12T15:47:23.967Z,2023-02-14T20:30:42Z,4028897337,56,Back,4028897343,212,22.0,4028897339,140,34.2,4028897345,213,1.8,4032631835,178,,4028897341,141,78.5,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
