id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2495897117,1,34,16,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-01-08T12:53:30.884Z,2023-01-08T13:34:07Z,3970130187,30,"7w5ivtmbqzi4hfte330r1a505, 29m8py8czo6w0zf2arwolirjd, 4jqgl7x5ewke1u0sy2cbkqfhl, bp3apdb2ahzacq45k4mzj5jhl, aqlakf0mo95rlktf6xdbaegh5, 6sg2ot7z9kfyrlgjkmpqvejqi, baakmd4ndnulbl9npvmq90mvp, 35qg0rrwtl00pycx468s62m3u, 9c2i7ddl2uh7kuhwq62klkyui, 2x44f29a52v8kpkkjsuiiywdm, 6m2pk6odyb3atayt6u8cifahh, 9pox9siobczxr9fv3fvvx3h1w, 80i3boeh7f1ghu4ka7r66izje, bgydmtsi0ngn9k56apo29v0no, a7vlgirln231n3dqjhb72o0es, a91pmdnyzx1i7vx3l19hj4jx1, dafbvyorudvujxw7zswicykmh, ddfwtazsntda1pah2l454py3t, 6w6ewzxircqxk6dsrs1rvc8ru, b8ixf31bdyfqqcwoy4ulai73e, 31v89l4k38v1wpisz7xhkq38",3970130195,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970130193,130,4,3970130199,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970130191,59,"22, 19, 3, 4, 2, 15, 6, 8, 9, 35, 10, 41, 37, 57, 43, 1, 5, 16, 18, 28, 49",3970130189,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3970195495,197,457,3970130197,194,6m2pk6odyb3atayt6u8cifahh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495897527,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-01-08T12:54:59.484Z,2023-01-08T13:26:33Z,3970193663,197,493,3970132365,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970132361,59,"22, 28, 16, 14, 4, 3, 20, 71, 19, 7, 11, 77, 1, 2, 5, 9, 10, 21, 31, 34",3970132359,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3970132369,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970132363,130,4,3970132357,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, 6rfm7p5go1lgv6ccdjqgpallh, 570htztcvfsu947xw6fvtzmc5, 913pg8qqcjp99h5fjybbenob9, 9p6nlczeycd0ai4dahjxnf8ph, a76yp8gkkg6frtuhh3d6l46i, 76n4eg1xu5qvf9bkwy4p8jsut, cudl1cjc8kxshfbhatms7aooa, 8inyievyp1az6q3dtlkpynf56, 6oynq4ickyxictf2e0ilemqne, 16mtjri8tz6vmxtxwr34y2tp1, cdhqb1a4h246hu0u13pm0tqay, 61a5bh5xw947nv4mxx62gqaqx, 55njsqpc4izy2wogf188whtrd, 5qvy65ckiigykkowpyco05zv9, 4fiks6jvfxzbs9k0s050vmfbo, uru1h5pzgwy9cvbele1piei, bqqq27wy9bk31ssgapksci4t1",3970132367,194,9p6nlczeycd0ai4dahjxnf8ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911437,2,32,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-01-08T13:33:39.644Z,2023-01-08T13:33:42Z,3970207271,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911427,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-01-08T13:33:39.644Z,2023-01-10T02:01:35Z,3970207239,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911449,3,1,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,50.1,50.3,2023-01-08T13:33:39.734Z,2023-01-10T08:42:32Z,3970207307,140,42.3,3970207315,279,S,3970207313,213,2.4,3970207311,212,11.0,3972334705,178,,3970207309,141,61.0,3970207305,56,Back,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911461,4,1,1,0,1,d0zdg647gvgc95xdtk1vpbkys,1,39.1,63.9,2023-01-08T13:33:41.471Z,2023-01-10T08:42:46Z,3970207365,56,Back,3970207369,141,57.9,3972334817,178,,3970207373,213,3.8,3970207367,140,34.3,3970207371,212,6.5,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911479,5,1,1,0,2,d0zdg647gvgc95xdtk1vpbkys,1,34.2,57.6,2023-01-08T13:33:42.613Z,2023-01-10T08:42:58Z,3970207429,56,Back,3972334957,178,,3970207437,213,2.2,3970207435,212,16.6,3970207431,140,24.7,3970207433,141,77.1,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911495,6,1,1,0,5,d0zdg647gvgc95xdtk1vpbkys,1,21.1,60.8,2023-01-08T13:33:45.352Z,2023-01-10T08:43:08Z,3972335065,178,,3970207521,140,7.7,3970207519,56,Back,3970207523,141,48.2,3970207525,212,16.5,3970207527,213,3.7,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911517,7,1,1,0,7,d0zdg647gvgc95xdtk1vpbkys,0,7.1,49.3,2023-01-08T13:33:46.885Z,2023-01-10T08:43:15Z,3970207629,56,Center,3970207637,213,6.2,3972335109,178,,3970207635,212,50.4,3970207627,157,,3970207631,140,55.0,3970207639,1,,3970207633,141,45.4,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911527,3,44,1,0,10,8iawijq7s9s6d85mjz8wdslki,1,43.6,54.4,2023-01-08T13:33:50.321Z,2023-01-11T07:03:11Z,3970207697,233,8,3970207673,56,Back,3970207675,285,,,,,,,,,,,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911519,8,44,1,0,10,d0zdg647gvgc95xdtk1vpbkys,0,56.4,45.6,2023-01-08T13:33:50.322Z,2023-01-10T08:43:25Z,3970207645,286,,3970207643,56,Center,3970207715,233,3,,,,,,,,,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911545,4,1,1,0,10,8iawijq7s9s6d85mjz8wdslki,0,46.7,57.5,2023-01-08T13:33:50.373Z,2023-01-11T07:03:12Z,3970207775,56,Back,3970207779,141,48.8,3970207773,3,,3970207783,212,6.4,3970207785,213,5.1,3972335287,388,,3970207777,140,49.1,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911563,5,1,1,0,11,8iawijq7s9s6d85mjz8wdslki,0,49.1,48.8,2023-01-08T13:33:51.033Z,2023-01-10T08:44:55Z,3970207905,140,60.6,3970207901,3,,3970207909,212,12.2,3970207903,56,Center,3970207911,213,0.2,3972336189,388,,3970207907,141,51.8,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911539,9,44,1,0,12,d0zdg647gvgc95xdtk1vpbkys,1,36.4,53.5,2023-01-08T13:33:52.429Z,2023-01-11T07:03:12Z,3970207975,233,6,3970207745,285,,3970207743,56,Back,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911569,6,44,1,0,12,8iawijq7s9s6d85mjz8wdslki,0,63.6,46.5,2023-01-08T13:33:52.430Z,2023-01-10T08:45:05Z,3970207995,233,9,3970207933,286,,3970207931,56,Center,,,,,,,,,,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
