id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2515957921,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-03-05T14:31:50.849Z,2023-03-21T15:08:47Z,4075698203,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4075698213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075698205,59,"22, 28, 16, 71, 4, 3, 7, 20, 19, 14, 11, 31, 1, 2, 5, 6, 8, 9, 21, 34, 77",4075698211,194,9p6nlczeycd0ai4dahjxnf8ph,4076148675,197,10306,4075698199,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, a76yp8gkkg6frtuhh3d6l46i, 570htztcvfsu947xw6fvtzmc5, 913pg8qqcjp99h5fjybbenob9, cudl1cjc8kxshfbhatms7aooa, 9p6nlczeycd0ai4dahjxnf8ph, 76n4eg1xu5qvf9bkwy4p8jsut, 6rfm7p5go1lgv6ccdjqgpallh, 8inyievyp1az6q3dtlkpynf56, uru1h5pzgwy9cvbele1piei, 16mtjri8tz6vmxtxwr34y2tp1, cdhqb1a4h246hu0u13pm0tqay, 61a5bh5xw947nv4mxx62gqaqx, brij3tiox17hyfm63ulhg5sr9, 6lxkawhg9z2jyh7u8d6hp3g15, 55njsqpc4izy2wogf188whtrd, 4fiks6jvfxzbs9k0s050vmfbo, bqqq27wy9bk31ssgapksci4t1, 6oynq4ickyxictf2e0ilemqne",4075698207,130,8,4075698209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515958519,1,34,16,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-03-05T14:32:22.242Z,2023-03-05T15:47:51Z,4075701663,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4076183741,197,457,4075701665,59,"12, 15, 5, 4, 2, 3, 23, 6, 10, 20, 7, 1, 8, 9, 18, 19, 21, 22, 25, 26, 28, 35, 57",4075701673,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075701671,194,6m2pk6odyb3atayt6u8cifahh,4075701667,130,4,4075701661,30,"1lgrnaje6y7un5dzzll84p91, 6sg2ot7z9kfyrlgjkmpqvejqi, dafbvyorudvujxw7zswicykmh, bp3apdb2ahzacq45k4mzj5jhl, aqlakf0mo95rlktf6xdbaegh5, 4jqgl7x5ewke1u0sy2cbkqfhl, 7joybllup4h9oe6zfhcepjy6t, baakmd4ndnulbl9npvmq90mvp, 6m2pk6odyb3atayt6u8cifahh, p7vw4thx5wzo49h6hfabcq5m, 6hrp4zuxh40i3tccmk5s0j5xx, a91pmdnyzx1i7vx3l19hj4jx1, 35qg0rrwtl00pycx468s62m3u, 9c2i7ddl2uh7kuhwq62klkyui, 6w6ewzxircqxk6dsrs1rvc8ru, 29m8py8czo6w0zf2arwolirjd, 1ekkj2b713kjnugsk4dz50q1h, 7w5ivtmbqzi4hfte330r1a505, 47l204bkq2qqjhtazusr0019m, 2zkaf848fjcdhuii8783pkm7e, b8ixf31bdyfqqcwoy4ulai73e, 2x44f29a52v8kpkkjsuiiywdm, bgydmtsi0ngn9k56apo29v0no",4075701669,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048035,2,32,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-03-05T15:46:21.142Z,2023-03-07T14:20:44Z,4076173695,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048053,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-03-05T15:46:21.142Z,2023-03-05T15:46:22Z,4076173789,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048091,3,1,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,50,50,2023-03-05T15:46:21.212Z,2023-03-07T15:24:28Z,4076174001,212,14.9,4076173997,140,35.9,4076173999,141,48.0,4076174003,213,3.2,4076174005,279,S,4076173995,56,Back,4080749463,178,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048153,4,1,1,0,2,d0zdg647gvgc95xdtk1vpbkys,1,35.6,48.6,2023-03-05T15:46:23.193Z,2023-03-07T15:24:31Z,4076174343,213,2.1,4076174325,56,Back,4080749477,178,,4076174339,212,14.3,4076174333,141,66.3,4076174329,140,28.2,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048259,5,1,1,0,4,d0zdg647gvgc95xdtk1vpbkys,1,28.2,66.3,2023-03-05T15:46:25.685Z,2023-03-07T15:24:33Z,4076174809,56,Back,4076174817,213,4.6,4076174811,140,26.2,4076174813,141,31.9,4080749537,178,,4076174815,212,23.5,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048363,6,1,1,0,9,d0zdg647gvgc95xdtk1vpbkys,1,23.3,27.9,2023-03-05T15:46:30.819Z,2023-03-07T15:24:35Z,4076175297,56,Back,4076175299,140,6.2,4080749593,178,,4076175301,141,53.2,4076175305,213,2.4,4076175303,212,24.9,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048423,7,1,1,0,12,d0zdg647gvgc95xdtk1vpbkys,1,6.1,54.8,2023-03-05T15:46:33.766Z,2023-03-07T15:24:38Z,4076175591,56,Back,4080749647,178,,4076175599,213,1.2,4076175597,212,27.9,4076175593,140,14.6,4076175595,141,93.7,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048461,8,1,1,0,15,d0zdg647gvgc95xdtk1vpbkys,1,17.2,92.7,2023-03-05T15:46:36.566Z,2023-03-07T15:24:41Z,4076175745,140,36.6,4080749713,178,,4076175743,56,Back,4076175747,141,89.6,4076175749,212,20.5,4076175751,213,6.2,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048489,9,1,1,0,17,d0zdg647gvgc95xdtk1vpbkys,1,36.9,89,2023-03-05T15:46:38.331Z,2023-03-07T15:24:43Z,4076175927,56,Back,4076175931,140,28.3,4076175939,213,3.0,4076175937,212,9.2,4076175935,141,91.3,4080749853,178,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048497,10,1,1,0,17,d0zdg647gvgc95xdtk1vpbkys,1,29.1,91.5,2023-03-05T15:46:39.024Z,2023-03-07T15:24:47Z,4076176003,213,5.1,4076175999,141,82.2,4076175997,140,31.9,4080749985,178,,4076176001,212,7.0,4076175995,56,Back,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048543,11,1,1,0,19,d0zdg647gvgc95xdtk1vpbkys,1,31.6,81,2023-03-05T15:46:40.190Z,2023-03-07T15:24:49Z,4076176249,213,3.4,4076176241,56,Back,4076176247,212,8.0,4080750025,178,,4076176245,141,78.3,4076176243,140,24.2,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048581,12,1,1,0,19,d0zdg647gvgc95xdtk1vpbkys,1,24.8,78.7,2023-03-05T15:46:40.958Z,2023-03-07T15:24:55Z,4076176415,213,2.5,4076176413,212,10.8,4076176411,141,88.5,4076176409,140,16.7,4076176407,56,Back,4080750191,178,,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048597,13,1,1,0,23,d0zdg647gvgc95xdtk1vpbkys,0,15.6,93.3,2023-03-05T15:46:44.306Z,2023-03-07T15:24:58Z,4076176493,56,Back,4076176615,233,3,4076176619,286,,4076176613,236,,4076176495,140,17.0,4076176501,213,0.1,4080750257,178,,4076176497,141,93.6,dafbvyorudvujxw7zswicykmh,O. Wijndal,4076176499,212,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048605,3,74,1,0,23,8iawijq7s9s6d85mjz8wdslki,1,80.2,5,2023-03-05T15:46:44.367Z,2023-03-07T15:25:08Z,4076176659,233,13,4076176523,285,,4080750549,178,,4076176521,56,Right,,,,,,,,,,,,,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048631,4,5,1,0,24,8iawijq7s9s6d85mjz8wdslki,0,88.2,-1.6,2023-03-05T15:46:45.505Z,2023-03-07T15:25:13Z,4076176691,56,Right,4076176693,347,,4076176889,233,14,,,,,,,,,,,,,,,,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048655,14,5,1,0,24,d0zdg647gvgc95xdtk1vpbkys,1,11.8,101.6,2023-03-05T15:46:45.505Z,2023-03-07T15:25:13Z,4076176853,233,4,4076176803,56,Back,4076176805,347,,,,,,,,,,,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048785,15,1,1,0,30,d0zdg647gvgc95xdtk1vpbkys,1,14.2,100,2023-03-05T15:46:51.465Z,2023-03-07T15:25:17Z,4076177447,212,13.0,4076177449,213,4.4,4076177441,140,10.6,4076177435,107,,4076177443,141,83.7,4076177437,56,Back,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516048857,16,1,1,0,33,d0zdg647gvgc95xdtk1vpbkys,0,8.3,85.7,2023-03-05T15:46:54.846Z,2023-03-07T15:25:20Z,4080751023,178,,4076177873,1,,4076177865,140,39.7,4076177863,56,Back,4076177867,141,83.9,4076177861,155,,4076177869,212,33.0,4076177871,213,6.2,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516907855,723,67,1,0,35,8iawijq7s9s6d85mjz8wdslki,1,57.3,13.9,2023-03-05T15:46:56.903Z,2023-03-07T18:06:10Z,4080771787,233,1071,,,,,,,,,,,,,,,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
