id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/15/value,assist,qualifier/16/value
2495866661,1,34,16,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-01-08T10:15:26.227Z,2023-01-08T11:32:09Z,3970032573,197,594,3969979021,194,22x1ucwwak58wi6r5x1j6ohk9,3969979023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3969979015,59,"32, 19, 27, 4, 3, 6, 10, 77, 9, 16, 49, 1, 2, 7, 13, 17, 21, 23, 26, 28, 59, 66, 89",3969979019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3969979013,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3969979011,30,"5syage212151fcixahbq3k8ut, 866f0f7taqhae91o3cjnnx0ph, 16kv5p8we3pwqpt5ktwrb7mj9, 22x1ucwwak58wi6r5x1j6ohk9, 2j09251upkf2aid3lfyyos0dl, 7oz324ar8tp6nkd934y096q22, cdrzpuj49ploquvdolgh5c3bp, 6ol411t0mogw6m83heiqd0m39, e7tz6hxliohn3gkj4cgl3j1ed, ebgkv548xih19m8uza7bgrvmd, 1tztnrv51q99ewl193qk526z9, 42p4op3tm9umpwxyxde5xjefp, 21p37y6mra4u9kcg35z5dm4q2, ez8vzwaf7iuiv2ceetiwg6ymt, 9ak3zczupeken1itsmkherbh1, f065kc6qn2cpxjxcm6i08rz3e, 43rid94d7jz7u5ba4xzb8bbe2, a2rjxibqk9d2yatzz2dx04nx0, 8z1ukxgc8mxiyw9udbpwr4ct1, e2oeysariwd866ksilu3t4m7e, 5wdqva17qr5j2kqbmfi9o91x, 6egg2gwvxxqv2i9hrr0zg4yz8, 7p19t0mn8cq7xum09nv2u2lt5",3969979017,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495867037,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-01-08T10:20:38.329Z,2023-01-08T11:32:41Z,3969981137,194,3ftcqipzb86lzdztg4j1oz2s5,3969981127,30,"2luxnwcabb7msig7odfq5p5g5, c9shobonlrg7guoyb3iwnwdsl, b0e6d3zgwzbzysmt9b2ycvf56, 4u281v53ges3kimtgac0tidm2, blo3zmhar2mujyp9z7kjnsut, 3ftcqipzb86lzdztg4j1oz2s5, a6lo3s66xv87llkhwveoq1vqh, d6sstsibcsfxporots5k9cicp, 19gglji6ai70jiu7iqpkaxbyt, 3mqhkh4iz4kesvmqui3hupgmi, 7j0c36u6kk97eur4virjoka8l, 68jk3onf54kl1mdfz8zuicvkl, ezpkmoz1z08da3o3g45m12lzp, 53dvtfms2uxd500y87x5jf2eh, bhu3hiq2ln2cso48ndqe17bvt, rnahabpvj34tsl9q53gt2rit, drljavudmjvyj9mvyzq7gz2s5, 2mloh2yrhs60s1uwrfycc2i8l, 6lev0lne8w9snmho4a6hjiifp, 488q58xm2ahxuvpeyfpgwfklw, 4b7yhrh526hzn4vj8bh395v8q, 635lkjxjnrk1ytgjmz5qcr4a2, 3coml6cxqa86px9up8yy3oz1m, 240qnsj5nj6l6s3cc618691at",3969981131,59,"13, 87, 3, 5, 2, 17, 41, 8, 9, 29, 10, 1, 6, 11, 14, 16, 20, 23, 28, 39, 66, 71, 98, 99",3969981129,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3969981133,130,19,3969981139,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3969981135,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970032495,197,3166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878509,2,32,1,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-01-08T11:31:51.110Z,2023-01-08T11:31:51Z,3970035381,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878503,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-01-08T11:31:51.110Z,2023-02-06T12:07:34Z,3970035341,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878519,3,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,50,50.3,2023-01-08T11:31:51.123Z,2023-01-08T19:38:56Z,3970035419,212,6.6,3970035413,56,Back,3971103901,178,,3970035417,141,46.4,3970035421,213,3.6,3970035415,140,44.2,3970035423,279,S,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878529,4,1,1,0,1,49rkyo4do8uwj06geomw0xr4i,1,44,46.6,2023-01-08T11:31:52.563Z,2023-01-08T19:39:00Z,3970035477,212,17.9,3970035471,56,Back,3970035473,140,34.0,3970035479,213,2.2,3971103947,178,,3970035475,141,67.9,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878541,5,1,1,0,3,49rkyo4do8uwj06geomw0xr4i,0,35.1,67.6,2023-01-08T11:31:55.067Z,2023-01-08T19:39:04Z,3970035535,212,57.4,3970035537,213,0.0,3970035527,155,,3970035531,140,89.7,3970035533,141,71.5,3970035529,56,Center,3970035539,1,,3971103981,178,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878553,3,52,1,0,8,7gnly6999wao1xarwct4p8fe9,1,11,33.7,2023-01-08T11:31:59.125Z,2023-01-08T19:39:25Z,3971104241,178,,3970353433,378,,,,,,,,,,,,,,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878583,4,1,1,0,13,7gnly6999wao1xarwct4p8fe9,1,12.5,32.7,2023-01-08T11:32:04.699Z,2023-01-08T19:39:38Z,3970035741,141,65.7,3970035739,140,22.3,3970035745,213,1.1,3970035743,212,24.7,3970035737,56,Back,3970035735,123,,3971104457,178,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878605,5,1,1,0,21,7gnly6999wao1xarwct4p8fe9,1,31.7,75.7,2023-01-08T11:32:12.210Z,2023-01-08T19:39:42Z,3970035855,213,1.3,3971104487,178,,3970035847,141,93.2,3970035841,56,Back,3970035851,212,12.3,3970035843,140,34.5,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878629,6,1,1,0,24,7gnly6999wao1xarwct4p8fe9,1,35.2,82,2023-01-08T11:32:15.432Z,2023-01-08T19:39:46Z,3970035951,213,6.0,3970035943,56,Center,3970035949,212,25.4,3970035947,141,71.1,3971104507,178,,3970035945,140,58.3,,,,,,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878631,7,1,1,0,27,7gnly6999wao1xarwct4p8fe9,1,44.2,74.8,2023-01-08T11:32:18.314Z,2023-01-08T19:39:51Z,3970035957,140,33.8,3970035959,141,79.9,3970035961,212,11.5,3970035955,56,Back,3971104579,178,,3970035963,213,2.8,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878637,8,1,1,0,28,7gnly6999wao1xarwct4p8fe9,1,33.8,79.9,2023-01-08T11:32:19.769Z,2023-01-08T19:39:56Z,3970035985,141,69.4,3970035981,56,Back,3970035987,212,13.0,3971104631,178,,3970035989,213,5.7,3970035983,140,44.2,,,,,,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878643,9,1,1,0,29,7gnly6999wao1xarwct4p8fe9,1,44.2,69.4,2023-01-08T11:32:20.543Z,2023-01-08T19:40:00Z,3970036019,212,20.4,3970036013,56,Back,3971104679,178,,3970036017,141,82.9,3970036021,213,2.7,3970036015,140,26.9,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878649,10,1,1,0,31,7gnly6999wao1xarwct4p8fe9,1,26.9,82.9,2023-01-08T11:32:22.531Z,2023-01-08T19:40:03Z,3970036055,141,92.3,3971104703,178,,3970036053,140,33.5,3970036059,213,0.7,3970036057,212,9.4,3970036051,56,Back,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878661,11,1,1,0,34,7gnly6999wao1xarwct4p8fe9,1,31.8,87.8,2023-01-08T11:32:25.266Z,2023-01-08T19:40:06Z,3970036123,212,31.8,3971104729,178,,3970036121,141,57.3,3970036117,56,Back,3970036119,140,8.8,3970036125,213,3.9,,,,,,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878669,12,1,1,0,37,7gnly6999wao1xarwct4p8fe9,1,13.8,57.2,2023-01-08T11:32:28.716Z,2023-01-08T19:40:09Z,3970036165,141,23.1,3971104759,178,,3970036167,212,23.2,3970036161,56,Back,3970036163,140,13.8,3970036169,213,4.7,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878691,13,1,1,0,41,7gnly6999wao1xarwct4p8fe9,1,20.4,21.5,2023-01-08T11:32:32.589Z,2023-01-08T19:40:15Z,3970036317,212,18.2,3970036311,56,Back,3970036313,140,14.5,3970036319,213,1.9,3971104799,178,,3970036315,141,46.7,,,,,,,7oz324ar8tp6nkd934y096q22,D. Zima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878695,14,1,1,0,49,7gnly6999wao1xarwct4p8fe9,1,24.4,43.3,2023-01-08T11:32:40.717Z,2023-01-08T19:40:19Z,3970036335,140,25.5,3971104819,178,,3970036337,141,67.3,3970036333,56,Back,3970036341,213,1.5,3970036339,212,16.4,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878719,15,1,1,0,52,7gnly6999wao1xarwct4p8fe9,1,25.7,70,2023-01-08T11:32:43.567Z,2023-01-08T19:40:25Z,3970036483,56,Back,3970036489,212,17.5,3970036487,141,93.5,3970036491,213,1.1,3971104923,178,,3970036485,140,32.6,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878729,16,1,1,0,56,7gnly6999wao1xarwct4p8fe9,1,34.9,88.9,2023-01-08T11:32:47.266Z,2023-01-08T19:40:28Z,3970036525,140,49.2,3971105031,178,,3970036527,141,85.0,3970036531,213,6.1,3970036529,212,15.2,3970036523,56,Back,,,,,,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878739,17,1,1,0,58,7gnly6999wao1xarwct4p8fe9,1,49.2,85,2023-01-08T11:32:49.296Z,2023-01-08T19:40:32Z,3970036587,213,1.5,3970036581,140,49.4,3970036583,141,92.1,3970036579,56,Back,3970036585,212,4.8,3971105105,178,,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878741,18,3,1,1,0,7gnly6999wao1xarwct4p8fe9,0,47.1,88.4,2023-01-08T11:32:51.582Z,2023-01-08T19:40:36Z,3971105231,178,,3970036593,286,,3970036633,233,6,3970036591,56,Back,3970403667,465,,,,,,,,,,,1tztnrv51q99ewl193qk526z9,N. Radonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878737,6,7,1,1,1,49rkyo4do8uwj06geomw0xr4i,0,52.9,11.6,2023-01-08T11:32:52.152Z,2023-01-08T19:40:40Z,3971105257,178,,3970036573,285,,3970403853,384,,3970036625,233,18,3970036571,56,Right,,,,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878751,19,43,1,1,1,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-01-08T11:32:52.810Z,2023-01-08T11:33:44Z,3970036659,140,44.2,3970036657,56,Back,3970036665,213,3.5,3970036663,212,5.9,3970037875,144,1,3970036661,141,88.7,,,,,,,1tztnrv51q99ewl193qk526z9,N. Radonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878753,20,1,1,1,1,7gnly6999wao1xarwct4p8fe9,1,44.2,88.7,2023-01-08T11:32:52.939Z,2023-01-08T19:40:47Z,3970036673,141,97.4,3970036677,213,2.0,3970036671,140,41.4,3970036669,56,Back,3971105399,178,,3970036675,212,6.6,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878757,21,1,1,1,3,7gnly6999wao1xarwct4p8fe9,1,41.4,97.4,2023-01-08T11:32:54.137Z,2023-01-08T19:40:53Z,3970036691,141,75.3,3970036687,56,Back,3970036689,140,34.5,3970036693,212,16.7,3970036695,213,4.3,3971105461,178,,,,,,,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878769,22,1,1,1,5,7gnly6999wao1xarwct4p8fe9,1,34.5,75.3,2023-01-08T11:32:56.207Z,2023-01-08T19:40:56Z,3970036787,212,24.6,3970036781,56,Back,3970036783,140,31.3,3970036789,213,4.6,3971105495,178,,3970036785,141,39.5,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878777,23,1,1,1,7,7gnly6999wao1xarwct4p8fe9,1,31.3,39.5,2023-01-08T11:32:58.502Z,2023-01-08T19:41:01Z,3970036825,213,5.0,3970036819,140,34.7,3970036817,56,Back,3971105543,178,,3970036821,141,19.1,3970036823,212,14.3,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878787,24,1,1,1,9,7gnly6999wao1xarwct4p8fe9,1,34.2,21.2,2023-01-08T11:33:00.916Z,2023-01-08T19:41:06Z,3970036883,140,39.5,3970036889,213,5.1,3970036887,212,13.5,3970036881,56,Back,3971105635,178,,3970036885,141,3.1,,,,,,,7oz324ar8tp6nkd934y096q22,D. Zima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878795,25,1,1,1,12,7gnly6999wao1xarwct4p8fe9,1,39.1,6.8,2023-01-08T11:33:03.620Z,2023-01-08T19:41:12Z,3970036927,213,1.1,3971105687,178,,3970036921,140,42.2,3970036923,141,16.7,3970036919,56,Back,3970036925,212,7.5,,,,,,,866f0f7taqhae91o3cjnnx0ph,V. Lazaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878803,26,1,1,1,13,7gnly6999wao1xarwct4p8fe9,1,38.7,14,2023-01-08T11:33:04.495Z,2023-01-08T19:41:22Z,3970036963,213,3.7,3970036961,212,8.6,3970036955,56,Back,3970036959,141,7.7,3971105773,178,,3970036957,140,31.6,,,,,,,cdrzpuj49ploquvdolgh5c3bp,S. Lukić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878833,27,1,1,1,14,7gnly6999wao1xarwct4p8fe9,1,31.6,7.7,2023-01-08T11:33:05.418Z,2023-01-08T19:41:27Z,3971105847,178,,3970037111,140,8.4,3970037117,213,2.4,3970037113,141,37.6,3970037109,56,Back,3970037115,212,31.7,,,,,,,866f0f7taqhae91o3cjnnx0ph,V. Lazaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878845,28,1,1,1,23,7gnly6999wao1xarwct4p8fe9,0,22.2,23,2023-01-08T11:33:14.615Z,2023-01-08T19:41:30Z,3970037173,56,Center,3970037183,1,,3970037179,212,60.3,3970037177,141,75.4,3970037171,157,,3970037181,213,0.6,3971105867,178,,3970037175,140,68.5,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878865,7,1,1,1,26,49rkyo4do8uwj06geomw0xr4i,1,32.5,26.1,2023-01-08T11:33:17.690Z,2023-01-08T19:41:44Z,3970037281,56,Back,3970037287,212,9.9,3970037289,213,6.2,3970037279,3,,3971105953,388,,3970037283,140,41.9,3970037285,141,25.5,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878875,8,1,1,1,28,49rkyo4do8uwj06geomw0xr4i,1,40.1,25,2023-01-08T11:33:19.707Z,2023-01-08T21:47:29Z,3971106171,388,,3970037345,140,24.9,3970037347,141,7.3,3970037343,56,Back,3971252457,3,,3970037351,213,3.8,3970037349,212,20.0,,,,a6lo3s66xv87llkhwveoq1vqh,H. Nicolussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495878877,9,49,1,1,31,49rkyo4do8uwj06geomw0xr4i,1,24.9,7.3,2023-01-08T11:33:22.487Z,2023-01-08T19:43:22Z,,,,,,,,,,,,,,,,,,,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
