id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/14/value,assist
2495059375,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-01-04T18:57:01.293Z,2023-01-04T19:46:42Z,3965756265,30,"af58rhtg8ck7c8g7nwfs67d91, 5d9i8ubibyiecxecr9jjvxexh, 896uaqjrz22q6fqjfzuwf77jd, 9y8fnvazj02vy31ljx3du0d79, 2kfkjjqh7vrfcfbgr4aa85dqt, 2p1pns6j6id4nx3nbi7fv0wrt, 3bhy6x04rbwzk0nh1fm59dmnd, dpcws493fepch23sk26m1a8yd, 1wynwp4x95o9w5tt4cdog6i1, 9bba1hgnx5mzpkzeazsoikn9x, 4zy4d60v2qmaplm9xbe51y1gp, cv0p6dzx3res3affivdwcpolx, 8n0c5t5wzfkoauryyzy8be0gl, ypfascbq81vkjbe57108cpn9, 72im0m7d8rqpsclo4f5crqmsp, cen5nxf8sb8binjr7apt9nb2t, copo8qsmvy2fhpi1aev6f46i1, cp13vthbds3tl1wtfelfx2evp, 7knk2xsg4690hgq9us9us8ull, 8ud1kq9mdgukhlbda5vcn0s0l, 9c9g2havtsf29fpt5582y8ne2, 40msbo4o5bwx0oeuz4743w161, 7kbn6vt37rfgd9yszzvx9idm2, abq67eup8kd31w8da2i0eftgp, bcqutyzafpahp2ni41u2xt4gl",3965756275,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965756269,59,"1, 22, 17, 68, 13, 3, 99, 20, 9, 21, 77, 4, 5, 6, 7, 11, 12, 18, 23, 30, 31, 55, 59, 81, 91",3965756273,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965756267,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3965814733,197,545,3965756271,130,4,3965814929,194,5d9i8ubibyiecxecr9jjvxexh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495060633,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-01-04T19:02:46.189Z,2023-01-04T19:58:53Z,3965836483,197,568,3965761777,59,"24, 36, 32, 95, 15, 37, 23, 22, 90, 9, 20, 1, 2, 5, 6, 8, 10, 11, 12, 14, 21, 33, 45, 46",3965761785,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965761773,30,"8kttsnok9bbh7kpy3zz3j2xg5, asyzhp3qu95vmzdbau6nmoic5, 19856wqwrmzmvfw9thf0tzrv9, q6ns1fyw7w10xkkubh8etfc9, ujb2hkujcnwnyrbsgk3ilmtx, 4j1oq24pfi728zyl2zkpptpsl, ahgd3on22t4h7gg9ipnj1itw5, 1xscywgyfqisqexmpfvbf9g45, 8qgbxff7xlg0zjtyees7ljljp, a5eki9p236y4zxmp9qz202pcl, botfgp0oq4wqlwtcs9m90kded, c9lu69xk59a75bnpzgalh1kut, 2r6hs8npijvt4wekd059t6tx, ci37qg2uu0z3nppxvn0z9034l, by2gxuixij1eciu56k8mb3cgl, 9qow77e16pvlb3860yjpydryt, 7r2tgpdrr4v6n9d2gkzwmlazt, 6d7rip50yu2j7vyk76zokeehh, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, 84so0uovope0pkt6cz2iisbth, 6zcok1vbaitp91a9nrac20t05, 6vz9qzgtbh3iqzv73xw2xaiok, 7agtkarul2qlsc20avvj45w8a",3965761781,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965761779,130,12,3965761775,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3965761783,194,4j1oq24pfi728zyl2zkpptpsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072491,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-01-04T19:46:32.340Z,2023-01-04T19:46:33Z,3965820719,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072489,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-01-04T19:46:32.340Z,2023-01-05T02:29:51Z,3965820717,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072499,3,1,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,49.8,50.1,2023-01-04T19:46:32.388Z,2023-01-05T03:24:22Z,3965820751,56,Back,3965820757,212,14.8,3965820761,279,S,3965820753,140,35.8,3965820755,141,52.4,3965820759,213,3.0,3966084867,178,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072513,4,1,1,0,3,3vo5mpj7catp66nrwwqiuhuup,1,34.3,57.9,2023-01-04T19:46:35.706Z,2023-01-05T03:24:26Z,3965820841,140,22.4,3965820847,213,2.8,3965820843,141,65.1,3965820845,212,13.4,3966084887,178,,3965820839,56,Back,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072515,5,1,1,0,5,3vo5mpj7catp66nrwwqiuhuup,1,22.4,65.1,2023-01-04T19:46:37.610Z,2023-01-05T03:24:32Z,3965820853,56,Back,3966084927,178,,3965820861,213,3.7,3965820857,141,49.0,3965820855,140,4.4,3965820859,212,21.8,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072537,6,1,1,0,7,3vo5mpj7catp66nrwwqiuhuup,1,4.4,49,2023-01-04T19:46:39.966Z,2023-01-05T03:24:38Z,3965820969,56,Back,3965820979,212,12.3,3965820981,213,5.0,3965820977,141,31.5,3965820973,140,7.4,3966084953,178,,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072563,7,1,1,0,11,3vo5mpj7catp66nrwwqiuhuup,1,8.1,32.7,2023-01-04T19:46:44.254Z,2023-01-05T03:24:43Z,3965821119,213,1.7,3965821115,141,55.1,3965821117,212,15.3,3965821113,140,6.8,3965821111,56,Back,3966084985,178,,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072573,8,1,1,0,15,3vo5mpj7catp66nrwwqiuhuup,1,8.3,55.7,2023-01-04T19:46:48.031Z,2023-01-05T03:24:47Z,3966084995,178,,3965821191,213,1.5,3965821185,140,9.5,3965821189,212,11.8,3965821187,141,72.9,3965821183,56,Back,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072579,9,1,1,0,17,3vo5mpj7catp66nrwwqiuhuup,1,9.5,72.9,2023-01-04T19:46:50.200Z,2023-01-05T03:24:53Z,3965821239,213,4.5,3965821235,141,54.2,3965821233,140,7.4,3965821237,212,12.9,3965821231,56,Back,3966085043,178,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072591,10,1,1,0,23,3vo5mpj7catp66nrwwqiuhuup,1,9.8,51.9,2023-01-04T19:46:55.506Z,2023-01-05T03:24:57Z,3965821299,141,35.8,3965821301,212,11.4,3965821303,213,5.0,3966085059,178,,3965821295,56,Back,3965821297,140,12.9,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072625,11,1,1,0,25,3vo5mpj7catp66nrwwqiuhuup,1,14.3,35.4,2023-01-04T19:46:57.766Z,2023-01-05T03:25:02Z,3966085087,178,,3965821499,213,1.8,3965821495,141,67.9,3965821493,140,10.4,3965821497,212,22.5,3965821491,56,Back,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072641,12,1,1,0,30,3vo5mpj7catp66nrwwqiuhuup,1,25.6,73.3,2023-01-04T19:47:02.834Z,2023-01-05T03:25:19Z,3965821563,56,Back,3965821571,141,37.6,3965821573,212,26.1,3965821575,213,4.3,3965821569,140,16.5,3966085169,178,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072647,13,1,1,0,33,3vo5mpj7catp66nrwwqiuhuup,1,16.4,40.4,2023-01-04T19:47:05.836Z,2023-01-05T03:25:22Z,3965821617,56,Back,3966085185,178,,3965821619,140,19.4,3965821621,141,73.5,3965821623,212,22.7,3965821625,213,1.4,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072653,14,1,1,0,36,3vo5mpj7catp66nrwwqiuhuup,1,19,74.5,2023-01-04T19:47:08.432Z,2023-01-05T03:26:13Z,3965821653,56,Back,3965821661,213,2.0,3965821657,141,85.0,3965821655,140,15.9,3965821659,212,7.8,3966085423,178,,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072671,15,1,1,0,37,3vo5mpj7catp66nrwwqiuhuup,1,15.8,83,2023-01-04T19:47:10.121Z,2023-01-05T03:26:16Z,3966085439,178,,3965821773,212,18.9,3965821771,141,58.8,3965821767,56,Back,3965821769,140,6.9,3965821775,213,4.2,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072683,16,1,1,0,41,3vo5mpj7catp66nrwwqiuhuup,1,9.1,56.3,2023-01-04T19:47:14.279Z,2023-01-05T03:26:19Z,3965821837,140,11.1,3965821839,141,35.1,3966085455,178,,3965821835,56,Back,3965821843,213,4.9,3965821841,212,14.6,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072691,17,1,1,0,46,3vo5mpj7catp66nrwwqiuhuup,1,11.4,35.8,2023-01-04T19:47:18.917Z,2023-01-05T03:26:24Z,3965821921,141,58.4,3965821923,212,16.0,3965821925,213,1.8,3965821917,56,Back,3965821919,140,7.3,3966085483,178,,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072705,18,1,1,0,51,3vo5mpj7catp66nrwwqiuhuup,1,14.1,53.4,2023-01-04T19:47:24.143Z,2023-01-05T03:26:26Z,3965822005,140,67.5,3965822009,212,57.2,3965822001,155,,3965822007,141,70.0,3965822003,56,Center,3966085503,178,,3965822019,1,,3965822013,213,0.2,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072711,19,1,1,0,55,3vo5mpj7catp66nrwwqiuhuup,1,67.5,70,2023-01-04T19:47:27.487Z,2023-01-05T03:26:35Z,3965822041,140,70.7,3966085563,388,,3965822043,141,60.8,3965822047,213,5.2,3965822045,212,7.1,3965822037,3,,3965822039,56,Center,,,,8qgbxff7xlg0zjtyees7ljljp,R. Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072713,20,50,1,0,58,3vo5mpj7catp66nrwwqiuhuup,1,75.4,50,2023-01-04T19:47:31.012Z,2023-01-05T03:26:55Z,3965822053,286,,3965822051,56,Center,3965822475,233,3,,,,,,,,,,,,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072717,3,7,1,0,58,gi0l1habji5hpgar77dl5jqe,0,24.6,50,2023-01-04T19:47:31.044Z,2023-01-05T03:27:03Z,3966009163,385,,3965822067,285,,3965822103,233,20,3966085731,178,,3965822065,56,Back,,,,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072783,21,61,1,0,58,3vo5mpj7catp66nrwwqiuhuup,1,80.1,50.6,2023-01-04T19:47:31.188Z,2023-01-05T03:27:11Z,3965822505,56,Center,3966085771,178,,,,,,,,,,,,,,,,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072719,4,49,1,0,59,gi0l1habji5hpgar77dl5jqe,1,22.9,57.6,2023-01-04T19:47:31.914Z,2023-01-05T03:27:16Z,,,,,,,,,,,,,,,,,,,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072727,5,1,1,0,59,gi0l1habji5hpgar77dl5jqe,1,22.9,57.6,2023-01-04T19:47:32.273Z,2023-01-05T03:27:23Z,3965822129,213,0.6,3965822125,141,65.6,3965822123,140,30.0,3965822127,212,9.2,3965822121,56,Back,3966085845,178,,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072737,6,1,1,1,1,gi0l1habji5hpgar77dl5jqe,1,30,65.6,2023-01-04T19:47:33.920Z,2023-01-05T03:27:27Z,3965822177,140,35.6,3965822183,213,1.2,3965822175,56,Back,3965822181,212,15.8,3965822179,141,87.2,3966085879,178,,,,,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072743,7,1,1,1,7,gi0l1habji5hpgar77dl5jqe,1,56.7,94.4,2023-01-04T19:47:39.499Z,2023-01-05T03:27:31Z,3965822209,56,Back,3965822211,140,42.5,3965822213,141,93.9,3965822217,213,3.2,3965822215,212,14.9,3966085909,178,,,,,,,,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072745,8,1,1,1,8,gi0l1habji5hpgar77dl5jqe,1,42.5,93.9,2023-01-04T19:47:41.109Z,2023-01-05T03:27:33Z,3966085925,178,,3965822231,140,32.2,3965822229,56,Back,3965822233,141,74.6,3965822237,213,4.0,3965822235,212,17.0,,,,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072761,9,1,1,1,10,gi0l1habji5hpgar77dl5jqe,1,31.8,71.7,2023-01-04T19:47:43.320Z,2023-01-05T03:27:37Z,3965822353,56,Back,3965822357,141,39.8,3965822361,213,4.7,3965822359,212,21.7,3965822355,140,31.8,3966085967,178,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072781,10,1,1,1,16,gi0l1habji5hpgar77dl5jqe,1,33.1,34.1,2023-01-04T19:47:48.930Z,2023-01-05T03:27:42Z,3965822495,141,85.8,3965822499,213,1.5,3965822491,56,Back,3965822493,140,35.6,3965822497,212,35.3,3965822501,1,,3966085995,178,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072799,11,1,1,1,21,gi0l1habji5hpgar77dl5jqe,1,42.8,90.3,2023-01-04T19:47:53.515Z,2023-01-05T03:27:44Z,3966086013,178,,3965822581,213,4.9,3965822579,212,9.1,3965822575,140,44.1,3965822577,141,77.1,3965822573,56,Back,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072809,12,1,1,1,24,gi0l1habji5hpgar77dl5jqe,1,43.5,75,2023-01-04T19:47:56.606Z,2023-01-05T03:27:47Z,3966086025,178,,3965822611,213,1.3,3965822603,56,Back,3965822607,141,88.7,3965822609,212,9.6,3965822605,140,45.8,,,,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072827,13,1,1,1,26,gi0l1habji5hpgar77dl5jqe,1,45.8,88.8,2023-01-04T19:47:58.404Z,2023-01-05T03:27:50Z,3965822713,213,3.7,3965822711,212,17.4,3966086055,178,,3965822707,140,32.2,3965822709,141,74.3,3965822705,56,Back,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072851,14,1,1,1,29,gi0l1habji5hpgar77dl5jqe,1,32.7,71.6,2023-01-04T19:48:01.550Z,2023-01-05T03:27:52Z,3965822839,140,32.6,3965822837,56,Back,3966086071,178,,3965822845,213,4.7,3965822843,212,24.7,3965822841,141,35.3,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072859,15,1,1,1,32,gi0l1habji5hpgar77dl5jqe,1,33.2,32.6,2023-01-04T19:48:04.373Z,2023-01-05T03:27:56Z,3965822895,56,Back,3965822901,212,16.9,3965822899,141,8.0,3965822903,213,4.9,3965822897,140,35.8,3966086097,178,,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072867,16,1,1,1,34,gi0l1habji5hpgar77dl5jqe,1,36.5,14.8,2023-01-04T19:48:06.756Z,2023-01-05T05:17:07Z,3965822941,212,9.5,3965822943,213,0.6,3966086135,178,,3965822937,140,43.7,3965822935,56,Back,3965822939,141,23.2,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072885,17,1,1,1,35,gi0l1habji5hpgar77dl5jqe,1,43.7,23.2,2023-01-04T19:48:07.601Z,2023-01-05T03:28:04Z,3965823051,213,2.8,3965823049,212,13.9,3965823045,140,31.3,3966086179,178,,3965823047,141,30.4,3965823043,56,Back,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072897,18,1,1,1,38,gi0l1habji5hpgar77dl5jqe,1,30.5,30.2,2023-01-04T19:48:10.469Z,2023-01-05T03:28:08Z,3966086213,178,,3965823111,1,,3965823107,212,36.4,3965823103,140,38.0,3965823101,56,Back,3965823109,213,1.4,3965823105,141,82.4,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072915,19,2,1,1,43,gi0l1habji5hpgar77dl5jqe,1,60.2,92,2023-01-04T19:48:15.584Z,2023-01-05T03:28:11Z,3965823201,56,Left,3965823199,1,,3966086243,178,,3965823203,140,92.5,3965823205,141,92.7,3965823197,7,4zy4d60v2qmaplm9xbe51y1gp,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072919,22,55,1,1,43,3vo5mpj7catp66nrwwqiuhuup,1,28.8,52,2023-01-04T19:48:15.585Z,2023-01-05T03:28:12Z,,,,,,,,,,,,,,,,,,,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
